SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,LEVEL,STARS,GAP_REDUCTION,FED_CLASS,PROFICIENCY_RATE,PROFICIENCY_RATING,SEPERATE_RATE,SEPERATE_RATING,GROWTH_RATE,GROWTH_RATING,ELP_GROWTH,TRANSITION_RATE,TRANSITION_RATING,TRANSITION_ELP,GRAD_RATE,GRAD_RATING,OVERALL_SCORE,REASON,GAP_DEMO,FEED_SCHOOL,PROF_WGHT,SEP_WGHT,GROWTH_WGHT,TRANS_WGHT,GRAD_WGHT
20182019,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,KEDC,903,ES,3,N,,66.7,Low,.,,.,,,.,,,.,,66.7,,,,66.7,.,.,.,.
20182019,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,KEDC,903,MS,3,N,,76.7,High,65.5,Medium,47.2,Low,,.,,,.,,62.9,,,,28.0,17.7,17.2,.,.
20182019,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,KEDC,903,HS,3,N,,67.6,High,66.0,Medium,.,,,60.7,Low,,97.3,Very High,67.1,,,,31.7,10.3,.,19.0,6.1
20182019,045,GREENUP,502,Raceland-Worthington Independent,030,Raceland-Worthington Middle School,502030,045502030,210498001241,KEDC,903,ES,3,N,,68.5,Medium,64.3,Medium,51.7,Low,,.,,,.,,61.2,,,,25.0,17.4,18.8,.,.
20182019,045,GREENUP,502,Raceland-Worthington Independent,,---District Total---,502,,,KEDC,903,HS,3,N,,67.6,High,65.4,Medium,.,,,60.7,Low,,96.0,High,66.9,,,,31.7,10.2,.,19.0,6.0
20182019,045,GREENUP,502,Raceland-Worthington Independent,,---District Total---,502,,,KEDC,903,MS,3,N,,76.1,High,65.5,Medium,49.9,Low,,.,,,.,,63.7,,,,27.7,17.7,18.2,.,.
20182019,045,GREENUP,502,Raceland-Worthington Independent,,---District Total---,502,,,KEDC,903,ES,3,N,,65.8,Low,64.3,Medium,49.7,Low,,.,,,.,,59.5,,,,24.0,17.4,18.1,.,.
20182019,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,ES,4,N,,79.1,High,70.7,Medium,66.5,High,,.,,,.,,72.2,,,,28.8,19.1,24.2,.,.
20182019,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,MS,2,N,,72.2,Medium,62.0,Medium,40.6,Very Low,,.,,,.,,57.9,,,,26.3,16.8,14.8,.,.
20182019,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,HS,3,N,,50.8,Low,63.6,Medium,.,,,83.0,High,,95.0,High,65.6,,,,23.8,9.9,.,25.9,5.9
20182019,101,ROBERTSON,505,Robertson County,,---District Total---,505,,,KEDC,903,HS,3,N,,50.8,Low,63.6,Medium,.,,,83.0,High,,95.0,High,65.6,,,,23.8,9.9,.,25.9,5.9
20182019,101,ROBERTSON,505,Robertson County,,---District Total---,505,,,KEDC,903,MS,2,N,,72.2,Medium,62.0,Medium,40.6,Very Low,,.,,,.,,57.9,,,,26.3,16.8,14.8,.,.
20182019,101,ROBERTSON,505,Robertson County,,---District Total---,505,,,KEDC,903,ES,4,N,,79.1,High,70.7,Medium,66.5,High,,.,,,.,,72.2,,,,28.8,19.1,24.2,.,.
20182019,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,SESC,907,ES,3,N,,71.2,Medium,70.9,Medium,49.1,Low,,.,,,.,,63.1,,,,26.0,19.2,17.9,.,.
20182019,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,SESC,907,ES,3,N,,77.1,High,60.2,Low,55.2,Medium,,.,,,.,,64.5,,,,28.1,16.3,20.1,.,.
20182019,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,SESC,907,HS,3,N,,61.7,Medium,72.1,High,.,,,68.4,Low,,96.8,High,67.6,,,,28.9,11.3,.,21.4,6.1
20182019,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,SESC,907,MS,3,N,,73.0,Medium,61.4,Medium,55.6,Medium,,.,,,.,,63.5,,,,26.6,16.6,20.3,.,.
20182019,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,SESC,907,ES,4,N,,81.1,High,80.0,Very High,57.9,Medium,,.,,,.,,72.3,,,,29.6,21.7,21.1,.,.
20182019,102,ROCKCASTLE,511,Rockcastle County,,---District Total---,511,,,SESC,907,ES,3,N,,75.9,Medium,67.5,Medium,53.9,Low,,.,,,.,,65.6,,,,27.7,18.3,19.7,.,.
20182019,102,ROCKCASTLE,511,Rockcastle County,,---District Total---,511,,,SESC,907,HS,3,N,,60.5,Medium,71.9,High,.,,,68.0,Low,,96.2,High,66.9,,,,28.4,11.2,.,21.3,6.0
20182019,102,ROCKCASTLE,511,Rockcastle County,,---District Total---,511,,,SESC,907,MS,3,N,,73.0,Medium,61.4,Medium,55.6,Medium,,.,,,.,,63.5,,,,26.6,16.6,20.3,.,.
20182019,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,KEDC,903,ES,3,N,,54.0,Low,62.9,Medium,62.1,High,,.,,,.,,59.4,,,,19.7,17.0,22.6,.,.
20182019,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,KEDC,903,ES,3,N,,77.5,High,71.0,Medium,61.0,High,,.,,,.,,69.7,,,,28.3,19.2,22.2,.,.
20182019,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,KEDC,903,ES,3,N,,69.9,Medium,66.5,Medium,53.1,Low,,.,,,.,,62.9,,,,25.5,18.0,19.4,.,.
20182019,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,KEDC,903,MS,3,N,,73.1,Medium,69.8,Medium,53.1,Medium,,.,,,.,,64.9,,Disability:Non-Disability,,26.7,18.9,19.4,.,.
20182019,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,KEDC,903,HS,3,N,,59.3,Medium,63.0,Medium,.,,,88.7,Very High,,96.0,High,71.4,,,,27.8,9.8,.,27.7,6.0
20182019,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,KEDC,903,ES,3,N,,69.9,Medium,70.3,Medium,67.7,High,,.,,,.,,69.2,,,,25.5,19.0,24.7,.,.
20182019,103,ROWAN,515,Rowan County,,---District Total---,515,,,KEDC,903,ES,3,N,,69.1,Medium,67.8,Medium,60.2,High,,.,,,.,,65.5,,,,25.2,18.4,21.9,.,.
20182019,103,ROWAN,515,Rowan County,,---District Total---,515,,,KEDC,903,HS,3,N,,58.9,Medium,62.5,Medium,.,,,88.3,Very High,,95.7,High,71.0,,,,27.6,9.8,.,27.6,6.0
20182019,103,ROWAN,515,Rowan County,,---District Total---,515,,,KEDC,903,MS,3,N,,72.0,Medium,68.3,Medium,52.7,Medium,,.,,,.,,64.0,,,,26.3,18.5,19.2,.,.
20182019,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,GRREC,902,ES,3,N,,68.6,Medium,77.0,High,68.4,High,,.,,,.,,70.8,,,,25.0,20.9,24.9,.,.
20182019,104,RUSSELL,521,Russell County,240,Russell County High School,521240,104521240,210516001265,GRREC,902,HS,3,N,,46.8,Low,57.7,Low,.,,,85.8,High,,98.6,Very High,63.9,,Disability:Non-Disability,,21.9,9.0,.,26.8,6.2
20182019,104,RUSSELL,521,Russell County,260,Russell County Middle School,521260,104521260,210516001599,GRREC,902,MS,3,Y,,81.2,High,64.9,Medium,55.5,Medium,,.,,,.,,67.4,,Disability:Non-Disability,,29.6,17.6,20.2,.,.
20182019,104,RUSSELL,521,Russell County,230,Russell Springs Elementary School,521230,104521230,210516001264,GRREC,902,ES,4,N,,85.6,High,84.4,Very High,62.6,High,80.0,.,,,.,,76.9,,,,31.2,22.9,22.8,.,.
20182019,104,RUSSELL,521,Russell County,250,Salem Elementary School,521250,104521250,210516001266,GRREC,902,ES,3,N,,72.5,Medium,65.2,Medium,65.3,High,,.,,,.,,67.9,,,,26.4,17.7,23.8,.,.
20182019,104,RUSSELL,521,Russell County,,---District Total---,521,,,GRREC,902,ES,4,N,,76.8,Medium,77.1,High,65.0,High,88.2,.,,,.,,72.6,,,,28.0,20.9,23.7,.,.
20182019,104,RUSSELL,521,Russell County,,---District Total---,521,,,GRREC,902,HS,3,N,,46.8,Low,57.7,Low,.,,,85.8,High,,98.6,Very High,63.9,,Disability:Non-Disability,,21.9,9.0,.,26.8,6.2
20182019,104,RUSSELL,521,Russell County,,---District Total---,521,,,GRREC,902,MS,3,Y,,81.2,High,64.9,Medium,55.5,Medium,,.,,,.,,67.4,,Disability:Non-Disability,,29.6,17.6,20.2,.,.
20182019,045,GREENUP,522,Russell Independent,050,Russell High School,522050,045522050,210513001272,KEDC,903,HS,4,N,,79.5,Very High,78.7,Very High,.,,,73.7,Medium,,98.5,Very High,78.8,,,,37.3,12.3,.,23.0,6.2
20182019,045,GREENUP,522,Russell Independent,060,Russell Middle School,522060,045522060,210513001273,KEDC,903,MS,3,N,,81.0,High,68.7,Medium,48.6,Low,,.,,,.,,65.9,,Disability:Non-Disability,,29.5,18.6,17.7,.,.
20182019,045,GREENUP,522,Russell Independent,011,Russell Primary School,522011,045522011,210513001626,KEDC,903,ES,4,N,,85.7,High,76.3,High,53.4,Low,,.,,,.,,71.4,,,Russell-Mcdowell Intermediate School,31.2,20.7,19.5,.,.
20182019,045,GREENUP,522,Russell Independent,030,Russell-McDowell Intermediate School,522030,045522030,210513001270,KEDC,903,ES,4,N,,85.7,High,76.3,High,53.4,Low,,.,,,.,,71.4,,,,31.2,20.7,19.5,.,.
20182019,045,GREENUP,522,Russell Independent,,---District Total---,522,,,KEDC,903,ES,4,N,,85.7,High,76.3,High,53.4,Low,,.,,,.,,71.4,,,,31.2,20.7,19.5,.,.
20182019,045,GREENUP,522,Russell Independent,,---District Total---,522,,,KEDC,903,HS,4,N,,79.5,Very High,78.7,Very High,.,,,73.7,Medium,,98.5,Very High,78.8,,,,37.3,12.3,.,23.0,6.2
20182019,045,GREENUP,522,Russell Independent,,---District Total---,522,,,KEDC,903,MS,3,N,,81.0,High,68.7,Medium,48.6,Low,,.,,,.,,65.9,,Disability:Non-Disability,,29.5,18.6,17.7,.,.
20182019,071,LOGAN,523,Russellville Independent,025,R E Stevenson Elementary School,523025,071523025,210519001274,GRREC,902,ES,2,N,,51.0,Low,43.6,Very Low,56.4,Medium,,.,,,.,,51.0,,,,18.6,11.8,20.6,.,.
20182019,071,LOGAN,523,Russellville Independent,030,Russellville High School,523030,071523030,210519001275,GRREC,902,MS,1,N,,60.8,Low,51.2,Very Low,43.0,Very Low,,.,,,.,,51.7,,,,22.2,13.9,15.7,.,.
20182019,071,LOGAN,523,Russellville Independent,030,Russellville High School,523030,071523030,210519001275,GRREC,902,HS,3,N,,68.0,High,69.9,Medium,.,,,59.4,Low,,91.3,Low,67.1,,,,31.9,10.9,.,18.6,5.7
20182019,071,LOGAN,523,Russellville Independent,,---District Total---,523,,,GRREC,902,MS,1,N,,60.8,Low,51.2,Very Low,43.0,Very Low,,.,,,.,,51.7,,,,22.2,13.9,15.7,.,.
20182019,071,LOGAN,523,Russellville Independent,,---District Total---,523,,,GRREC,902,ES,2,N,,51.0,Low,43.6,Very Low,56.4,Medium,,.,,,.,,51.0,,,,18.6,11.8,20.6,.,.
20182019,071,LOGAN,523,Russellville Independent,,---District Total---,523,,,GRREC,902,HS,3,N,,68.0,High,69.9,Medium,.,,,59.4,Low,,91.3,Low,67.1,,,,31.9,10.9,.,18.6,5.7
20182019,100,PULASKI,524,Science Hill Independent,010,Science Hill Elementary School,524010,100524010,210522001277,SESC,907,MS,4,N,,80.4,High,73.6,High,61.9,Very High,,.,,,.,,71.8,,,,29.3,19.9,22.6,.,.
20182019,100,PULASKI,524,Science Hill Independent,010,Science Hill Elementary School,524010,100524010,210522001277,SESC,907,ES,3,N,,86.3,High,67.6,Medium,54.1,Low,,.,,,.,,69.5,,,,31.5,18.3,19.7,.,.
20182019,100,PULASKI,524,Science Hill Independent,,---District Total---,524,,,SESC,907,ES,3,N,,86.3,High,67.6,Medium,54.1,Low,,.,,,.,,69.5,,,,31.5,18.3,19.7,.,.
20182019,100,PULASKI,524,Science Hill Independent,,---District Total---,524,,,SESC,907,MS,4,N,,80.4,High,73.6,High,61.9,Very High,,.,,,.,,71.8,,,,29.3,19.9,22.6,.,.
20182019,105,SCOTT,525,Scott County,012,Anne Mason Elementary School,525012,105525012,210526001942,CKEC,901,ES,3,N,,70.6,Medium,61.5,Low,66.4,High,112.5,.,,,.,,66.6,,,,25.7,16.7,24.2,.,.
20182019,105,SCOTT,525,Scott County,010,Eastern Elementary School,525010,105525010,210526001278,CKEC,901,ES,3,N,,70.0,Medium,60.7,Low,71.4,Very High,79.4,.,,,.,,68.0,,,,25.5,16.4,26.0,.,.
20182019,105,SCOTT,525,Scott County,015,Garth Elementary School,525015,105525015,210526001279,CKEC,901,ES,3,N,,69.6,Medium,62.2,Medium,76.9,Very High,,.,,,.,,70.3,,,,25.4,16.8,28.0,.,.
20182019,105,SCOTT,525,Scott County,018,Georgetown Middle School,525018,105525018,210526001280,CKEC,901,MS,2,N,,62.2,Low,55.9,Low,52.6,Medium,,.,,,.,,57.0,,,,22.7,15.1,19.2,.,.
20182019,105,SCOTT,525,Scott County,014,Lemons Mill Elementary School,525014,105525014,210526002349,CKEC,901,ES,3,N,,74.2,Medium,62.0,Medium,62.5,High,102.5,.,,,.,,66.6,,,,27.1,16.8,22.8,.,.
20182019,105,SCOTT,525,Scott County,035,Northern Elementary School,525035,105525035,210526001687,CKEC,901,ES,4,N,,84.6,High,83.3,Very High,58.5,Medium,,.,,,.,,74.7,,,,30.8,22.6,21.3,.,.
20182019,105,SCOTT,525,Scott County,013,Royal Spring Middle School,525013,105525013,210526002017,CKEC,901,MS,3,N,,74.2,Medium,65.4,Medium,50.4,Low,60.0,.,,,.,,63.1,,Disability:Non-Disability,,27.1,17.7,18.4,.,.
20182019,105,SCOTT,525,Scott County,040,Scott County High School,525040,105525040,210526001283,CKEC,901,HS,3,N,,64.9,Medium,65.4,Medium,.,,,66.6,Low,,93.9,Medium,67.3,,Disability:Non-Disability,,30.4,10.2,.,20.8,5.9
20182019,105,SCOTT,525,Scott County,060,Scott County Middle School,525060,105525060,210526001285,CKEC,901,MS,3,Y,,83.5,High,71.1,High,54.8,Medium,46.4,.,,,.,,69.7,,Disability:Non-Disability,,30.4,19.3,20.0,.,.
20182019,105,SCOTT,525,Scott County,070,Southern Elementary School,525070,105525070,210526001286,CKEC,901,ES,3,N,,62.9,Low,62.2,Medium,62.7,High,,.,,,.,,62.6,,,,22.9,16.8,22.9,.,.
20182019,105,SCOTT,525,Scott County,050,Stamping Ground Elementary School,525050,105525050,210526001284,CKEC,901,ES,3,N,,69.1,Medium,63.0,Medium,62.3,High,,.,,,.,,65.0,,,,25.2,17.1,22.7,.,.
20182019,105,SCOTT,525,Scott County,080,Western Elementary School,525080,105525080,210526000530,CKEC,901,ES,3,N,,80.4,High,64.4,Medium,62.5,High,97.1,.,,,.,,69.5,,Hispanic:White,,29.3,17.4,22.8,.,.
20182019,105,SCOTT,525,Scott County,,---District Total---,525,,,CKEC,901,MS,3,N,,75.0,Medium,65.4,Medium,52.5,Medium,56.1,.,,,.,,64.2,,English Learners plus Monitored:Non-English Learners plus Monitored; Disability:Non-Disability,,27.3,17.7,19.1,.,.
20182019,105,SCOTT,525,Scott County,,---District Total---,525,,,CKEC,901,HS,3,N,,63.1,Medium,65.0,Medium,.,,,63.4,Low,,94.1,Medium,65.4,,Disability:Non-Disability,,29.6,10.2,.,19.8,5.9
20182019,105,SCOTT,525,Scott County,,---District Total---,525,,,CKEC,901,ES,3,N,,72.7,Medium,64.1,Medium,65.1,High,93.8,.,,,.,,67.6,,,,26.5,17.4,23.7,.,.
20182019,106,SHELBY,531,Shelby County,120,Clear Creek Elementary,531120,106531120,210532001295,OVEC,906,ES,3,N,,61.6,Low,60.7,Low,66.1,High,72.2,.,,,.,,63.0,,,,22.5,16.4,24.1,.,.
20182019,106,SHELBY,531,Shelby County,065,Heritage Elementary,531065,106531065,210532001688,OVEC,906,ES,3,N,,71.7,Medium,66.8,Medium,58.2,Medium,,.,,,.,,65.5,,,,26.1,18.1,21.2,.,.
20182019,106,SHELBY,531,Shelby County,040,Martha Layne Collins High School,531040,106531040,210532002253,OVEC,906,HS,3,N,,53.2,Low,53.8,Low,.,,,79.0,Medium,17.9,92.2,Low,63.8,,,,24.9,8.4,.,24.7,5.8
20182019,106,SHELBY,531,Shelby County,014,Painted Stone Elementary,531014,106531014,210532001964,OVEC,906,ES,2,N,,64.9,Low,52.1,Low,56.4,Medium,69.2,.,,,.,,58.3,,,,23.7,14.1,20.6,.,.
20182019,106,SHELBY,531,Shelby County,110,Shelby County East Middle School,531110,106531110,210532001294,OVEC,906,MS,3,N,,66.5,Low,58.4,Low,56.9,Medium,60.5,.,,,.,,60.8,,,,24.2,15.8,20.7,.,.
20182019,106,SHELBY,531,Shelby County,090,Shelby County High School,531090,106531090,210532001292,OVEC,906,HS,2,N,,50.2,Low,57.1,Low,.,,,67.4,Low,14.5,91.4,Low,59.2,,,,23.5,8.9,.,21.1,5.7
20182019,106,SHELBY,531,Shelby County,080,Shelby County West Middle School,531080,106531080,210532001291,OVEC,906,MS,2,N,,64.8,Low,55.1,Low,48.5,Low,42.7,.,,,.,,56.2,,English Learners plus Monitored:Non-English Learners plus Monitored; Disability:Non-Disability,,23.6,14.9,17.7,.,.
20182019,106,SHELBY,531,Shelby County,100,Simpsonville Elementary,531100,106531100,210532001293,OVEC,906,ES,3,N,,71.4,Medium,63.8,Medium,55.4,Medium,59.1,.,,,.,,63.5,,,,26.0,17.3,20.2,.,.
20182019,106,SHELBY,531,Shelby County,015,Southside Elementary,531015,106531015,210532002077,OVEC,906,ES,2,N,,46.9,Very Low,41.5,Very Low,53.6,Low,106.3,.,,,.,,47.9,,,,17.1,11.2,19.5,.,.
20182019,106,SHELBY,531,Shelby County,130,Wright Elementary,531130,106531130,210532001434,OVEC,906,ES,3,N,,55.4,Low,53.0,Low,67.6,High,114.1,.,,,.,,59.2,,,,20.2,14.4,24.6,.,.
20182019,106,SHELBY,531,Shelby County,,---District Total---,531,,,OVEC,906,HS,2,N,,51.6,Low,55.4,Low,.,,,72.7,Medium,15.5,91.6,Low,61.3,,,,24.2,8.7,.,22.7,5.7
20182019,106,SHELBY,531,Shelby County,,---District Total---,531,,,OVEC,906,MS,2,N,,65.4,Low,56.6,Low,52.3,Medium,49.5,.,,,.,,58.2,,,,23.8,15.3,19.1,.,.
20182019,106,SHELBY,531,Shelby County,,---District Total---,531,,,OVEC,906,ES,3,N,,62.4,Low,56.5,Low,59.8,Medium,85.3,.,,,.,,59.9,,,,22.8,15.3,21.8,.,.
20182019,019,CAMPBELL,533,Silver Grove Independent,012,Silver Grove School,533012,019533012,210537001727,NKCES,905,ES,2,N,,55.7,Low,36.7,Very Low,53.4,Low,,.,,,.,,49.7,,,,20.3,9.9,19.5,.,.
20182019,019,CAMPBELL,533,Silver Grove Independent,012,Silver Grove School,533012,019533012,210537001727,NKCES,905,MS,1,N,CSI,35.2,Very Low,34.2,Very Low,40.7,Very Low,,.,,,.,,36.9,Bottom 5%,,,12.8,9.3,14.8,.,.
20182019,019,CAMPBELL,533,Silver Grove Independent,012,Silver Grove School,533012,019533012,210537001727,NKCES,905,HS,2,N,,40.2,Very Low,47.9,Very Low,.,,,67.9,Low,,80.2,Very Low,52.6,,,,18.8,7.5,.,21.2,5.0
20182019,019,CAMPBELL,533,Silver Grove Independent,,---District Total---,533,,,NKCES,905,HS,2,N,,40.2,Very Low,47.9,Very Low,.,,,67.9,Low,,80.2,Very Low,52.6,,,,18.8,7.5,.,21.2,5.0
20182019,019,CAMPBELL,533,Silver Grove Independent,,---District Total---,533,,,NKCES,905,ES,2,N,,55.7,Low,36.7,Very Low,53.4,Low,,.,,,.,,49.7,,,,20.3,9.9,19.5,.,.
20182019,019,CAMPBELL,533,Silver Grove Independent,,---District Total---,533,,,NKCES,905,MS,1,N,,35.2,Very Low,34.2,Very Low,40.7,Very Low,,.,,,.,,36.9,,,,12.8,9.3,14.8,.,.
20182019,107,SIMPSON,535,Simpson County,040,Franklin-Simpson High School,535040,107535040,210540001301,GRREC,902,HS,3,Y,,64.5,Medium,64.9,Medium,.,,,91.3,Very High,,98.3,Very High,75.1,,Disability:Non-Disability,,30.2,10.1,.,28.5,6.1
20182019,107,SIMPSON,535,Simpson County,030,Franklin-Simpson Middle School,535030,107535030,210540001300,GRREC,902,MS,3,Y,,76.2,High,71.5,High,58.6,High,,.,,,.,,68.5,,Disability:Non-Disability,,27.8,19.4,21.4,.,.
20182019,107,SIMPSON,535,Simpson County,045,Lincoln Elementary School,535045,107535045,210540001302,GRREC,902,ES,2,N,,64.3,Low,65.6,Medium,48.1,Low,,.,,,.,,58.7,,,,23.4,17.8,17.5,.,.
20182019,107,SIMPSON,535,Simpson County,100,Simpson Elementary School,535100,107535100,210540001435,GRREC,902,ES,4,N,,75.1,Medium,.,,.,,,.,,,.,,75.1,,,,75.1,.,.,.,.
20182019,107,SIMPSON,535,Simpson County,,---District Total---,535,,,GRREC,902,ES,3,N,,67.6,Medium,65.6,Medium,48.1,Low,,.,,,.,,59.9,,,,24.6,17.8,17.5,.,.
20182019,107,SIMPSON,535,Simpson County,,---District Total---,535,,,GRREC,902,MS,3,Y,,76.2,High,71.5,High,58.6,High,,.,,,.,,68.5,,Disability:Non-Disability,,27.8,19.4,21.4,.,.
20182019,107,SIMPSON,535,Simpson County,,---District Total---,535,,,GRREC,902,HS,3,Y,,63.1,Medium,63.7,Medium,.,,,85.3,High,,96.0,High,72.2,,Disability:Non-Disability,,29.6,10.0,.,26.7,6.0
20182019,100,PULASKI,536,Somerset Independent,050,Hopkins Elementary School,536050,100536050,210543001307,SESC,907,ES,3,N,,75.8,Medium,59.6,Low,56.0,Medium,,.,,,.,,64.2,,Disability:Non-Disability,,27.6,16.1,20.4,.,.
20182019,100,PULASKI,536,Somerset Independent,090,Meece Middle School,536090,100536090,210543001311,SESC,907,MS,4,N,,79.6,High,75.7,High,50.4,Low,41.2,.,,,.,,67.9,,,,29.0,20.5,18.4,.,.
20182019,100,PULASKI,536,Somerset Independent,070,Somerset High School,536070,100536070,210543001310,SESC,907,HS,3,N,,67.2,High,57.0,Low,.,,,78.8,Medium,,90.6,Low,70.7,,,,31.5,8.9,.,24.6,5.7
20182019,100,PULASKI,536,Somerset Independent,,---District Total---,536,,,SESC,907,MS,4,N,,84.7,High,78.1,High,57.4,High,42.3,.,,,.,,73.0,,,,30.9,21.2,20.9,.,.
20182019,100,PULASKI,536,Somerset Independent,,---District Total---,536,,,SESC,907,ES,3,N,,71.8,Medium,70.5,Medium,42.1,Very Low,,.,,,.,,60.6,,,,26.2,19.1,15.3,.,.
20182019,100,PULASKI,536,Somerset Independent,,---District Total---,536,,,SESC,907,HS,3,N,,67.2,High,57.0,Low,.,,,78.8,Medium,,90.6,Low,70.7,,,,31.5,8.9,.,24.6,5.7
20182019,019,CAMPBELL,537,Southgate Independent,010,Southgate Public School,537010,019537010,210546001313,NKCES,905,ES,3,N,,71.3,Medium,52.4,Low,55.6,Medium,,.,,,.,,60.5,,,,26.0,14.2,20.3,.,.
20182019,019,CAMPBELL,537,Southgate Independent,010,Southgate Public School,537010,019537010,210546001313,NKCES,905,MS,3,N,,71.0,Medium,69.6,Medium,53.0,Medium,,.,,,.,,64.1,,,,25.9,18.9,19.3,.,.
20182019,019,CAMPBELL,537,Southgate Independent,,---District Total---,537,,,NKCES,905,ES,3,N,,71.3,Medium,52.4,Low,55.6,Medium,,.,,,.,,60.5,,,,26.0,14.2,20.3,.,.
20182019,019,CAMPBELL,537,Southgate Independent,,---District Total---,537,,,NKCES,905,MS,3,N,,71.0,Medium,69.6,Medium,53.0,Medium,,.,,,.,,64.1,,,,25.9,18.9,19.3,.,.
20182019,108,SPENCER,541,Spencer County,040,Spencer County Elementary School,541040,108541040,210549001314,OVEC,906,ES,3,N,,83.5,High,73.1,High,51.8,Low,,.,,,.,,69.1,,Disability:Non-Disability,,30.4,19.8,18.9,.,.
20182019,108,SPENCER,541,Spencer County,050,Spencer County High School,541050,108541050,210549001315,OVEC,906,HS,3,Y,,69.1,High,77.3,Very High,.,,,73.9,Medium,,98.9,Very High,73.7,,Disability:Non-Disability,,32.4,12.1,.,23.1,6.2
20182019,108,SPENCER,541,Spencer County,041,Spencer County Middle School,541041,108541041,210549001871,OVEC,906,MS,4,N,,82.3,High,71.2,High,51.2,Medium,,.,,,.,,68.0,,,,30.0,19.3,18.7,.,.
20182019,108,SPENCER,541,Spencer County,044,Taylorsville Elementary School,541044,108541044,210549002018,OVEC,906,ES,3,N,,72.8,Medium,59.4,Low,53.4,Low,,.,,,.,,62.1,,,,26.5,16.1,19.5,.,.
20182019,108,SPENCER,541,Spencer County,,---District Total---,541,,,OVEC,906,HS,3,Y,,68.4,High,76.4,Very High,.,,,72.9,Medium,,97.4,Very High,72.9,,Disability:Non-Disability,,32.1,11.9,.,22.8,6.1
20182019,108,SPENCER,541,Spencer County,,---District Total---,541,,,OVEC,906,ES,3,N,,78.2,High,66.1,Medium,52.6,Low,,.,,,.,,65.6,,,,28.5,17.9,19.2,.,.
20182019,108,SPENCER,541,Spencer County,,---District Total---,541,,,OVEC,906,MS,4,N,,82.2,High,71.1,High,51.1,Medium,,.,,,.,,67.9,,,,30.0,19.3,18.6,.,.
20182019,109,TAYLOR,545,Taylor County,020,Taylor County Elementary School,545020,109545020,210552001317,GRREC,902,ES,3,N,,75.2,Medium,69.0,Medium,58.0,Medium,,.,,,.,,67.3,,,,27.4,18.7,21.1,.,.
20182019,109,TAYLOR,545,Taylor County,030,Taylor County High School,545030,109545030,210552001318,GRREC,902,HS,3,N,,53.5,Low,66.4,Medium,.,,,71.7,Medium,,99.0,Very High,64.0,,,,25.1,10.4,.,22.4,6.2
20182019,109,TAYLOR,545,Taylor County,040,Taylor County Middle School,545040,109545040,210552001319,GRREC,902,MS,3,N,,71.2,Medium,60.3,Low,55.3,Medium,,.,,,.,,62.5,,,,26.0,16.3,20.2,.,.
20182019,109,TAYLOR,545,Taylor County,005,Taylor County Primary Center,545005,109545005,210552002431,GRREC,902,ES,3,N,,75.2,Medium,69.0,Medium,58.0,Medium,,.,,,.,,67.3,,,Taylor County Elementary School,27.4,18.7,21.1,.,.
20182019,109,TAYLOR,545,Taylor County,,---District Total---,545,,,GRREC,902,ES,3,N,,75.2,Medium,69.0,Medium,58.0,Medium,,.,,,.,,67.3,,,,27.4,18.7,21.1,.,.
20182019,109,TAYLOR,545,Taylor County,,---District Total---,545,,,GRREC,902,HS,3,N,,53.5,Low,66.4,Medium,.,,,71.7,Medium,,99.0,Very High,64.0,,,,25.1,10.4,.,22.4,6.2
20182019,109,TAYLOR,545,Taylor County,,---District Total---,545,,,GRREC,902,MS,3,N,,71.2,Medium,60.3,Low,55.3,Medium,,.,,,.,,62.5,,,,26.0,16.3,20.2,.,.
