SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,LEVEL,FEDERAL CLASSIFICATION,READING_MATH INDICATOR RATE,READING_MATH INDICATOR RATING,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATE,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATING,GRADUATION RATE INDICATOR,GRADUATION RATING INDICATOR,REASON FOR FEDERAL CLASSIFICATION,FEEDER SCHOOL,OVERALL INDICATOR RATE,OVERALL INDICATOR RATING,ENGLISH LEARNERS PROGRESS INDICATOR RATE,ENGLISH LEARNERS PROGRESS INDICATOR RATING,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATE,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATING,POSTSECONDARY INDICATOR RATE,POSTSECONDARY INDICATOR RATING
20212022,056,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,056275371,210299002430,"",909,A1,ES,"",73.7,4,62.9,3,"","","","",69.1,4,"","",71.7,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,056275374,210299000757,"",909,A1,ES,CSI,27.5,1,28.6,1,"","",Bottom 5%,"",31.0,1,49.6,3,75.3,3,"",""
20212022,056,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,056275396,210299000760,"",909,A1,MS,"",67.1,4,63.9,4,"","","","",65.4,4,"","",63.2,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,432,King Elementary,275432,056275432,210299000762,"",909,A1,ES,CSI,10.3,1,18.0,1,"","",Bottom 5%,"",16.6,1,27.6,1,68.5,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,056275435,210299000763,"",909,A1,MS,TSI,70.2,4,68.8,4,"","",English Learners plus Monitored; Disability,"",67.0,4,23.5,2,63.6,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,056275440,210299000764,"",909,A1,ES,CSI,15.7,1,22.2,1,"","",Bottom 5%,"",22.7,1,61.9,4,68.7,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,056275470,210299000769,"",909,A1,MS,TSI,31.4,1,37.7,2,"","",African American; Two or More Races; English Learners plus Monitored; Economically Disadvantaged; Disability,"",35.4,1,"","",55.7,1,"",""
20212022,056,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,056275480,210299000770,"",909,A1,ES,CSI,11.4,1,20.0,1,"","",Bottom 5%,"",17.4,1,"","",66.8,1,"",""
20212022,056,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,056275500,210299000771,"",909,A1,ES,TSI,32.8,2,45.8,2,"","",African American,"",39.9,2,"","",71.1,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,056275520,210299000772,"",909,A1,ES,"",62.2,3,55.4,3,"","","","",58.8,3,40.6,2,72.4,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,056275560,210299000775,"",909,A1,ES,TSI,33.1,2,40.5,2,"","",African American; Disability,"",38.5,2,49.2,3,73.8,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,056275580,210299000776,"",909,A1,ES,CSI,32.3,2,30.8,1,"","",Bottom 5%,"",34.6,1,57.7,3,73.2,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,"",909,A1,HS,CSI,37.7,1,25.9,1,81.8,1,Bottom 5%,"",38.5,1,"","",62.7,3,35.2,1
20212022,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,"",909,A1,MS,CSI,26.5,1,29.8,1,"","",Bottom 5%,"",29.5,1,"","",59.7,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,056275610,210299000780,"",909,A1,ES,CSI,20.3,1,22.9,1,"","",Bottom 5%,"",24.2,1,39.4,2,67.6,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,056275620,210299000781,"",909,A1,MS,CSI,22.3,1,21.2,1,"","",Bottom 5%,"",24.1,1,34.2,4,64.0,3,"",""
20212022,056,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,056275660,210299000783,"",909,A1,ES,CSI,19.6,1,26.7,1,"","",Bottom 5%,"",24.6,1,"","",68.3,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,056275680,210299000784,"",909,A1,ES,"",52.0,2,49.3,2,"","","","",51.7,2,"","",70.7,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,056275710,210299000785,"",909,A1,MS,TSI,46.3,2,47.4,2,"","",English Learners plus Monitored; Disability,"",46.3,2,23.1,2,63.4,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,056275720,210299000786,"",909,A1,ES,CSI,18.7,1,26.9,1,"","",Bottom 5%,"",26.1,1,60.7,4,68.4,2,"",""
20212022,056,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,056275730,210299001425,"",909,A1,MS,CSI,34.7,1,31.1,1,"","",Bottom 5%,"",33.8,1,30.7,3,57.1,1,"",""
20212022,067,LETCHER,276,Jenkins Independent,"",---District Total---,276,"","",KVEC,904,"",ES,"",31.1,1,35.8,2,"","","","",34.9,1,"","",75.1,3,"",""
20212022,067,LETCHER,276,Jenkins Independent,"",---District Total---,276,"","",KVEC,904,"",HS,"",53.6,3,47.2,3,90.7,2,"","",59.0,3,"","",67.7,4,71.8,2
20212022,067,LETCHER,276,Jenkins Independent,"",---District Total---,276,"","",KVEC,904,"",MS,"",37.4,2,33.8,2,"","","","",37.1,2,"","",70.9,4,"",""
20212022,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,A1,ES,CSI,31.1,1,35.8,2,"","",Bottom 5%,"",34.9,1,"","",75.1,3,"",""
20212022,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,A1,HS,"",53.6,3,47.2,3,90.7,2,"","",59.0,3,"","",67.7,4,71.8,2
20212022,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,A1,MS,"",37.4,2,33.8,2,"","","","",37.1,2,"","",70.9,4,"",""
20212022,057,JESSAMINE,281,Jessamine County,"",---District Total---,281,"","",CKEC,901,"",ES,"",64.9,3,60.9,3,"","","","",63.1,3,52.6,3,75.3,3,"",""
20212022,057,JESSAMINE,281,Jessamine County,"",---District Total---,281,"","",CKEC,901,"",HS,"",56.7,3,48.9,3,94.8,3,"","",62.3,3,28.7,3,58.4,2,87.5,3
20212022,057,JESSAMINE,281,Jessamine County,"",---District Total---,281,"","",CKEC,901,"",MS,"",59.9,3,55.0,3,"","","","",56.3,3,28.7,3,63.5,2,"",""
20212022,057,JESSAMINE,281,Jessamine County,018,Hattie C. Warner Elementary School,281018,057281018,210303000795,CKEC,901,A1,ES,TSI,62.0,3,64.9,3,"","",Disability,"",63.2,3,50.6,3,77.5,4,"",""
20212022,057,JESSAMINE,281,Jessamine County,019,West Jessamine High School,281019,057281019,210303001640,CKEC,901,A1,HS,"",55.4,3,53.0,3,97.1,4,"","",65.2,3,"","",58.2,2,91.4,4
20212022,057,JESSAMINE,281,Jessamine County,021,East Jessamine High School,281021,057281021,210303001641,CKEC,901,A1,HS,TSI,61.3,3,49.6,3,95.5,4,Disability,"",65.1,3,43.2,4,57.9,2,87.0,3
20212022,057,JESSAMINE,281,Jessamine County,025,East Jessamine Middle School,281025,057281025,210303000797,CKEC,901,A1,MS,TSI,54.0,2,48.4,3,"","",English Learners plus Monitored; Disability,"",50.6,2,29.3,3,62.0,2,"",""
20212022,057,JESSAMINE,281,Jessamine County,026,West Jessamine Middle School,281026,057281026,210303001110,CKEC,901,A1,MS,TSI,67.7,4,63.5,4,"","",Disability,"",65.6,4,"","",65.0,3,"",""
20212022,057,JESSAMINE,281,Jessamine County,040,Red Oak Elementary School,281040,057281040,210303002388,CKEC,901,A1,ES,"",63.1,3,62.7,3,"","","","",63.3,3,60.5,4,74.5,3,"",""
20212022,057,JESSAMINE,281,Jessamine County,050,Nicholasville Elementary School,281050,057281050,210303000798,CKEC,901,A1,ES,"",63.6,3,61.4,3,"","","","",63.2,3,"","",75.2,3,"",""
20212022,057,JESSAMINE,281,Jessamine County,060,Rosenwald Dunbar Elementary School,281060,057281060,210303000092,CKEC,901,A1,ES,TSI,69.4,3,55.6,3,"","",Disability,"",63.5,3,58.9,4,73.4,2,"",""
20212022,057,JESSAMINE,281,Jessamine County,070,Brookside Elementary School,281070,057281070,210303001429,CKEC,901,A1,ES,TSI,53.5,2,49.9,2,"","",Disability,"",52.8,2,51.0,3,75.1,3,"",""
20212022,057,JESSAMINE,281,Jessamine County,090,Wilmore Elementary School,281090,057281090,210303000799,CKEC,901,A1,ES,"",77.3,4,71.6,4,"","","","",73.4,4,46.1,2,76.5,3,"",""
20212022,058,JOHNSON,285,Johnson County,"",---District Total---,285,"","",KEDC,903,"",ES,"",58.4,3,62.5,3,"","","","",60.9,3,"","",77.1,4,"",""
20212022,058,JOHNSON,285,Johnson County,"",---District Total---,285,"","",KEDC,903,"",HS,"",59.7,3,42.7,2,95.4,4,"","",62.0,3,"","",65.7,4,75.9,2
20212022,058,JOHNSON,285,Johnson County,"",---District Total---,285,"","",KEDC,903,"",MS,"",63.3,3,56.8,3,"","","","",60.6,3,"","",72.4,4,"",""
20212022,058,JOHNSON,285,Johnson County,060,Johnson County Middle School,285060,058285060,210306000800,KEDC,903,A1,MS,"",62.6,3,58.1,3,"","","","",60.8,3,"","",71.6,4,"",""
20212022,058,JOHNSON,285,Johnson County,075,Central Elementary School,285075,058285075,210306000692,KEDC,903,A1,ES,"",50.1,2,63.8,3,"","","","",57.0,3,"","",76.2,3,"",""
20212022,058,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,058285100,210306000801,KEDC,903,A1,ES,"",62.8,3,46.1,2,"","","","",56.3,3,"","",74.9,3,"",""
20212022,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,A1,HS,TSI,61.6,3,44.4,2,94.9,3,Disability,"",66.3,3,"","",65.6,4,90.3,4
20212022,058,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,058285250,210306000803,KEDC,903,A1,ES,"",61.5,3,66.8,3,"","","","",64.4,3,"","",77.0,4,"",""
20212022,058,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,058285320,210306000805,KEDC,903,A1,ES,"",66.5,3,57.9,3,"","","","",63.3,3,"","",75.6,3,"",""
20212022,058,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,058285340,210306000806,KEDC,903,A1,ES,"",64.9,3,70.6,4,"","","","",67.8,3,"","",77.2,4,"",""
20212022,059,KENTON,291,Kenton County,"",---District Total---,291,"","",NKCES,905,"",ES,"",75.9,4,73.3,4,"","","","",74.1,4,58.6,4,79.0,4,"",""
20212022,059,KENTON,291,Kenton County,"",---District Total---,291,"","",NKCES,905,"",HS,"",64.0,3,51.8,3,94.0,3,"","",65.9,3,47.3,5,66.0,4,80.6,3
20212022,059,KENTON,291,Kenton County,"",---District Total---,291,"","",NKCES,905,"",MS,"",66.0,4,59.7,4,"","","","",61.5,3,29.6,3,70.4,4,"",""
20212022,059,KENTON,291,Kenton County,005,Beechgrove Elementary School,291005,059291005,210309000807,NKCES,905,A1,ES,TSI,59.8,3,65.0,3,"","",Disability,"",61.9,3,49.4,3,74.4,3,"",""
20212022,059,KENTON,291,Kenton County,006,River Ridge Elementary School,291006,059291006,210309001512,NKCES,905,A1,ES,"",74.2,4,76.4,5,"","","","",74.4,4,57.1,3,78.1,4,"",""
20212022,059,KENTON,291,Kenton County,020,James A Caywood Elementary School,291020,059291020,210309000809,NKCES,905,A1,ES,TSI,72.7,4,73.6,4,"","",Disability,"",72.7,4,60.0,4,80.3,4,"",""
20212022,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,A1,HS,TSI,63.1,3,51.3,3,95.7,4,English Learners plus Monitored,"",64.7,3,42.2,4,67.3,4,77.3,3
20212022,059,KENTON,291,Kenton County,045,R C Hinsdale Elementary School,291045,059291045,210309000812,NKCES,905,A1,ES,"",85.5,5,80.0,5,"","","","",82.9,5,"","",78.5,4,"",""
20212022,059,KENTON,291,Kenton County,050,Kenton Elementary School,291050,059291050,210309000813,NKCES,905,A1,ES,"",86.8,5,80.2,5,"","","","",83.7,5,"","",78.5,4,"",""
20212022,059,KENTON,291,Kenton County,060,Ft Wright Elementary School,291060,059291060,210309000815,NKCES,905,A1,ES,"",84.2,5,82.2,5,"","","","",83.3,5,"","",82.5,5,"",""
20212022,059,KENTON,291,Kenton County,070,Piner Elementary School,291070,059291070,210309000816,NKCES,905,A1,ES,"",76.6,4,72.9,4,"","","","",75.2,4,"","",79.7,4,"",""
20212022,059,KENTON,291,Kenton County,080,Ryland Heights Elementary School,291080,059291080,210309000817,NKCES,905,A1,ES,"",78.6,4,78.3,5,"","","","",78.6,4,"","",80.5,4,"",""
20212022,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,A1,HS,TSI,65.3,4,53.9,3,96.3,4,Disability,"",68.4,4,"","",66.5,4,81.9,3
20212022,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,059291100,210309000819,NKCES,905,A1,ES,"",71.7,4,76.4,5,"","","","",74.0,4,"","",79.0,4,"",""
20212022,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,059291103,210309000820,NKCES,905,A1,MS,TSI,66.8,4,63.6,4,"","",English Learners plus Monitored; Disability,"",63.4,4,26.5,3,67.5,3,"",""
20212022,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,059291105,210309000821,NKCES,905,A1,MS,TSI,67.6,4,55.5,3,"","",Disability,"",62.2,4,"","",74.7,4,"",""
20212022,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,059291108,210309001588,NKCES,905,A1,MS,"",66.5,4,62.6,4,"","","","",64.7,4,"","",68.2,4,"",""
20212022,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,A1,HS,TSI,62.9,3,48.9,3,87.4,2,Disability,"",65.8,3,"","",63.4,3,83.3,3
20212022,059,KENTON,291,Kenton County,475,Summit View Academy,291475,059291475,210309002420,NKCES,905,A1,ES,"",70.1,4,63.1,3,"","","","",67.5,3,"","",78.4,4,"",""
20212022,059,KENTON,291,Kenton County,475,Summit View Academy,291475,059291475,210309002420,NKCES,905,A1,MS,TSI,62.6,3,56.3,3,"","",Disability,"",60.0,3,"","",71.6,4,"",""
20212022,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,059291495,210309000824,NKCES,905,A1,ES,"",81.7,5,67.8,4,"","","","",75.8,4,"","",81.5,4,"",""
20212022,060,KNOTT,295,Knott County,"",---District Total---,295,"","",KVEC,904,"",ES,"",54.7,3,56.9,3,"","","","",56.5,3,"","",75.4,3,"",""
20212022,060,KNOTT,295,Knott County,"",---District Total---,295,"","",KVEC,904,"",HS,"",53.3,3,50.5,3,91.6,2,"","",60.2,3,"","",66.8,4,74.5,2
20212022,060,KNOTT,295,Knott County,"",---District Total---,295,"","",KVEC,904,"",MS,"",59.5,3,53.6,3,"","","","",57.2,3,"","",71.6,4,"",""
20212022,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,A1,ES,CSI,24.4,1,27.4,1,"","",Bottom 5%,"",27.7,1,"","",71.9,2,"",""
20212022,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,A1,MS,CSI,36.5,2,26.7,1,"","",Bottom 5%,"",33.1,1,"","",66.3,3,"",""
20212022,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,A1,ES,"",69.7,3,60.4,3,"","","","",66.0,3,"","",75.0,3,"",""
20212022,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,A1,MS,"",67.2,4,62.2,4,"","","","",65.1,4,"","",73.4,4,"",""
20212022,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,A1,ES,"",66.6,3,"","","","","","",67.2,3,"","",75.1,3,"",""
20212022,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,A1,HS,"",56.6,3,44.9,2,97.2,4,"","",54.3,2,"","",69.1,5,42.6,1
20212022,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,A1,MS,"",81.5,5,"","","","","","",80.5,5,"","",69.0,4,"",""
20212022,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,A1,ES,"",44.6,2,62.0,3,"","","","",53.2,3,"","",74.2,3,"",""
20212022,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,A1,MS,"",77.1,5,"","","","","","",77.5,5,"","",81.9,5,"",""
20212022,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,A1,ES,"",57.6,3,55.4,3,"","","","",57.3,3,"","",72.7,2,"",""
20212022,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,A1,MS,TSI,50.3,2,53.4,3,"","",Disability,"",52.5,3,"","",68.1,4,"",""
20212022,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,A1,ES,"",62.3,3,"","","","","","",64.2,3,"","",88.8,5,"",""
20212022,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,A1,MS,"",74.2,5,"","","","","","",74.6,5,"","",79.0,5,"",""
20212022,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,A1,HS,"",52.8,2,51.4,3,90.8,2,"","",60.9,3,"","",66.5,4,78.7,3
20212022,061,KNOX,301,Knox County,"",---District Total---,301,"","",SESC,907,"",ES,"",54.5,3,56.1,3,"","","","",56.2,3,"","",77.8,4,"",""
20212022,061,KNOX,301,Knox County,"",---District Total---,301,"","",SESC,907,"",HS,"",43.4,2,38.9,2,85.2,1,"","",51.5,2,"","",62.9,3,69.7,2
20212022,061,KNOX,301,Knox County,"",---District Total---,301,"","",SESC,907,"",MS,"",56.5,3,47.7,2,"","","","",52.9,3,"","",69.4,4,"",""
20212022,061,KNOX,301,Knox County,023,Knox County Middle School,301023,061301023,210315002029,SESC,907,A1,MS,"",58.1,3,53.8,3,"","","","",56.5,3,"","",69.4,4,"",""
20212022,061,KNOX,301,Knox County,071,Central Elementary School,301071,061301071,210315002235,SESC,907,A1,ES,"",61.4,3,70.3,4,"","","","",65.9,3,"","",79.3,4,"",""
20212022,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,061301170,210315000842,SESC,907,A1,ES,"",52.4,2,58.5,3,"","","","",56.0,3,"","",76.1,3,"",""
20212022,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,061301240,210315000843,SESC,907,A1,ES,"",57.2,3,53.7,3,"","","","",56.5,3,"","",76.7,3,"",""
20212022,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,061301260,210315000844,SESC,907,A1,ES,"",57.8,3,52.8,3,"","","","",56.5,3,"","",76.7,3,"",""
20212022,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,061301320,210315000846,SESC,907,A1,ES,"",79.8,4,60.8,3,"","","","",71.6,4,"","",75.7,3,"",""
20212022,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,A1,HS,TSI,44.9,2,39.8,2,93.3,3,Disability,"",53.2,2,"","",61.5,3,71.7,2
20212022,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,061301430,210315000848,SESC,907,A1,ES,"",75.2,4,68.3,4,"","","","",72.4,4,"","",78.6,4,"",""
20212022,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,A1,ES,TSI,37.6,2,44.3,2,"","",Disability,"",42.1,2,"","",76.6,3,"",""
20212022,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,A1,HS,"",47.6,2,44.3,2,93.8,3,"","",59.3,3,"","",65.2,4,89.1,4
20212022,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,A1,MS,"",43.6,2,33.7,2,"","","","",39.7,2,"","",62.6,2,"",""
20212022,062,LARUE,305,LaRue County,"",---District Total---,305,"","",GRREC,902,"",ES,"",64.0,3,68.6,4,"","","","",66.4,3,"","",75.9,3,"",""
20212022,062,LARUE,305,LaRue County,"",---District Total---,305,"","",GRREC,902,"",HS,"",65.8,4,53.7,3,98.8,5,"","",68.9,4,"","",58.6,2,84.2,3
20212022,062,LARUE,305,LaRue County,"",---District Total---,305,"","",GRREC,902,"",MS,"",61.5,3,65.2,4,"","","","",63.4,4,"","",65.1,3,"",""
20212022,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,062305015,210318002044,GRREC,902,A1,ES,"",59.4,3,57.7,3,"","","","",59.4,3,"","",76.0,3,"",""
20212022,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,062305030,210318000852,GRREC,902,A1,ES,"",67.4,3,75.4,4,"","","","",71.1,4,"","",76.0,3,"",""
20212022,062,LARUE,305,LaRue County,040,LaRue County High School,305040,062305040,210318000853,GRREC,902,A1,HS,"",65.8,4,53.7,3,98.8,5,"","",68.9,4,"","",58.6,2,84.2,3
20212022,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,062305045,210318000854,GRREC,902,A1,MS,TSI,61.5,3,65.2,4,"","",Disability,"",63.4,4,"","",65.1,3,"",""
20212022,063,LAUREL,311,Laurel County,"",---District Total---,311,"","",SESC,907,"",ES,"",84.0,5,81.4,5,"","","","",82.3,5,73.2,5,81.2,4,"",""
20212022,063,LAUREL,311,Laurel County,"",---District Total---,311,"","",SESC,907,"",HS,"",56.1,3,51.2,3,81.4,1,"","",61.4,3,"","",60.4,3,77.6,3
20212022,063,LAUREL,311,Laurel County,"",---District Total---,311,"","",SESC,907,"",MS,"",70.8,4,66.3,4,"","","","",68.5,4,"","",67.5,3,"",""
20212022,063,LAUREL,311,Laurel County,010,London Elementary School,311010,063311010,210321000856,SESC,907,A1,ES,"",87.1,5,81.5,5,"","","","",84.4,5,"","",80.1,4,"",""
20212022,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,063311018,210321002030,SESC,907,A1,ES,"",79.1,4,77.4,5,"","","","",78.5,4,"","",81.0,4,"",""
20212022,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,063311030,210321000857,SESC,907,A1,ES,"",89.3,5,97.6,5,"","","","",92.5,5,"","",82.1,5,"",""
20212022,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,063311040,210321000858,SESC,907,A1,MS,"",67.2,4,66.3,4,"","","","",66.8,4,"","",66.8,3,"",""
20212022,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,063311055,210321000859,SESC,907,A1,ES,"",73.7,4,65.3,3,"","","","",70.3,4,"","",76.7,3,"",""
20212022,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,063311070,210321000860,SESC,907,A1,ES,"",72.7,4,72.0,4,"","","","",72.8,4,"","",81.7,4,"",""
20212022,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,063311130,210321000862,SESC,907,A1,ES,"",84.0,5,82.8,5,"","","","",83.6,5,"","",85.8,5,"",""
20212022,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,063311165,210321000863,SESC,907,A1,ES,"",80.6,4,72.5,4,"","","","",77.0,4,"","",77.1,4,"",""
20212022,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,063311175,210321000715,SESC,907,A1,ES,"",85.6,5,82.1,5,"","","","",84.0,5,"","",82.1,5,"",""
20212022,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,063311180,210321000864,SESC,907,A1,ES,"",89.2,5,88.8,5,"","","","",88.7,5,"","",81.4,4,"",""
20212022,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,063311200,210321001589,SESC,907,A1,MS,"",74.9,5,66.9,4,"","","","",70.8,4,"","",68.3,4,"",""
20212022,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,063311205,210321000215,SESC,907,A1,HS,TSI,54.7,3,49.5,3,85.9,1,Disability,"",59.7,3,"","",59.7,3,73.1,2
20212022,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,063311210,210321000865,SESC,907,A1,HS,TSI,57.7,3,54.2,3,89.4,2,Disability,"",64.8,3,"","",61.0,3,84.7,3
20212022,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,063311420,210321000869,SESC,907,A1,ES,"",93.4,5,93.6,5,"","","","",93.0,5,"","",82.2,5,"",""
20212022,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,063311430,210321001483,SESC,907,A1,ES,"",92.1,5,87.3,5,"","","","",89.7,5,"","",83.8,5,"",""
20212022,064,LAWRENCE,315,Lawrence County,"",---District Total---,315,"","",KEDC,903,"",ES,"",58.6,3,55.6,3,"","","","",58.3,3,"","",82.1,5,"",""
20212022,064,LAWRENCE,315,Lawrence County,"",---District Total---,315,"","",KEDC,903,"",HS,"",52.6,2,39.2,2,89.5,2,"","",55.6,2,"","",61.0,3,67.4,2
20212022,064,LAWRENCE,315,Lawrence County,"",---District Total---,315,"","",KEDC,903,"",MS,"",56.6,3,48.5,3,"","","","",53.3,3,"","",70.4,4,"",""
20212022,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,064315020,210324002079,KEDC,903,A1,ES,"",57.6,3,55.2,3,"","","","",57.6,3,"","",82.0,5,"",""
20212022,064,LAWRENCE,315,Lawrence County,021,Louisa West Elementary School,315021,064315021,210324002155,KEDC,903,A1,ES,"",57.6,3,55.2,3,"","","",Louisa East Elementary School,57.6,3,"","",82.0,5,"",""
20212022,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,A1,ES,"",48.6,2,43.7,2,"","","","",47.9,2,"","",81.0,4,"",""
20212022,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,A1,MS,"",50.3,2,56.4,3,"","","","",54.3,3,"","",76.8,5,"",""
20212022,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,A1,ES,"",71.0,4,69.2,4,"","","","",70.8,4,"","",83.9,5,"",""
20212022,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,A1,MS,"",50.8,2,49.6,3,"","","","",51.0,3,"","",68.5,4,"",""
20212022,064,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,064315200,210324000872,KEDC,903,A1,MS,"",58.0,3,47.7,2,"","","","",53.6,3,"","",70.0,4,"",""
