SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,LEVEL,FEDERAL CLASSIFICATION,READING_MATH INDICATOR RATE,READING_MATH INDICATOR RATING,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATE,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATING,GRADUATION RATE INDICATOR,GRADUATION RATING INDICATOR,REASON FOR FEDERAL CLASSIFICATION,FEEDER SCHOOL,OVERALL INDICATOR RATE,OVERALL INDICATOR RATING,ENGLISH LEARNERS PROGRESS INDICATOR RATE,ENGLISH LEARNERS PROGRESS INDICATOR RATING,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATE,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATING,POSTSECONDARY INDICATOR RATE,POSTSECONDARY INDICATOR RATING
20212022,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,GRREC,902,A1,ES,"",94.1,5,79.8,5,"","","","",87.9,5,"","",89.0,5,"",""
20212022,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,"",ES,"",64.0,3,62.8,3,"","","","",63.9,3,"","",74.0,3,"",""
20212022,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,"",HS,"",61.5,3,49.3,3,92.2,3,"","",66.7,3,"","",59.5,3,89.7,4
20212022,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,"",MS,"",56.5,3,55.7,3,"","","","",56.4,3,"","",63.1,2,"",""
20212022,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,A1,HS,"",62.8,3,50.2,3,96.0,4,"","",68.8,4,"","",59.4,3,94.4,4
20212022,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,GRREC,902,A1,ES,TSI,59.1,3,59.2,3,"","",Disability,"",59.7,3,"","",73.0,2,"",""
20212022,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,GRREC,902,A1,ES,"",67.9,3,65.7,3,"","","","",67.3,3,"","",74.8,3,"",""
20212022,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,GRREC,902,A1,MS,TSI,56.6,3,55.9,3,"","",African American; Disability,"",56.5,3,"","",63.1,2,"",""
20212022,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,"",ES,"",50.7,2,50.4,3,"","","","",51.8,2,"","",78.9,4,"",""
20212022,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,"",HS,"",54.3,3,42.8,2,88.8,2,"","",60.8,3,"","",60.5,3,85.3,3
20212022,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,"",MS,"",38.9,2,44.0,2,"","","","",42.4,2,"","",65.6,3,"",""
20212022,032,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,032155100,210168002505,KEDC,903,A1,ES,"",50.7,2,50.4,3,"","","",Elliott County Intermediate School,51.8,2,"","",78.9,4,"",""
20212022,032,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,032155270,210168000330,KEDC,903,A1,ES,"",50.7,2,50.4,3,"","","","",51.8,2,"","",78.9,4,"",""
20212022,032,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,032155275,210168002504,KEDC,903,A1,MS,TSI,38.9,2,44.0,2,"","",Disability,"",42.4,2,"","",65.6,3,"",""
20212022,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,A1,HS,"",54.3,3,42.8,2,88.8,2,"","",60.8,3,"","",60.5,3,85.3,3
20212022,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,"",ES,"",47.0,2,48.0,2,"","","","",48.5,2,"","",73.6,2,"",""
20212022,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,"",HS,"",54.3,3,50.4,3,68.8,1,"","",60.2,3,"","",64.1,4,80.0,3
20212022,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,"",MS,"",51.9,2,50.1,3,"","","","",51.6,3,"","",64.3,3,"",""
20212022,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,A1,HS,"",54.4,3,50.4,3,94.4,3,"","",61.9,3,"","",64.1,4,80.0,3
20212022,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,A1,MS,"",51.9,2,50.1,3,"","","","",51.6,3,"","",64.3,3,"",""
20212022,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,A1,ES,TSI,47.0,2,48.0,2,"","",Economically Disadvantaged,"",48.5,2,"","",73.6,2,"",""
20212022,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,"",ES,"",42.5,2,47.4,2,"","","","",46.5,2,58.7,4,73.2,2,"",""
20212022,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,"",HS,"",55.3,3,43.8,2,96.1,4,"","",55.2,2,"","",62.8,3,52.5,1
20212022,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,"",MS,"",43.4,2,37.8,2,"","","","",41.6,2,"","",63.6,2,"",""
20212022,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,A1,ES,"",55.4,3,46.4,2,"","","","",52.4,2,"","",74.3,3,"",""
20212022,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,A1,ES,"",38.3,2,47.1,2,"","","","",43.4,2,"","",72.1,2,"",""
20212022,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,A1,ES,TSI,31.2,1,42.8,2,"","",Economically Disadvantaged,"",37.8,2,"","",72.5,2,"",""
20212022,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,A1,HS,"",56.6,3,43.5,2,97.5,4,"","",56.8,2,"","",62.6,3,57.0,1
20212022,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,A1,ES,"",43.5,2,56.0,3,"","","","",50.0,2,"","",73.6,2,"",""
20212022,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,A1,MS,TSI,43.8,2,38.2,2,"","",Hispanic; Disability,"",42.0,2,"","",63.5,2,"",""
20212022,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,"",ES,"",47.5,2,46.9,2,"","","","",48.4,2,"","",75.8,3,"",""
20212022,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,"",HS,"",42.3,2,49.5,3,90.8,2,"","",54.0,2,"","",60.1,3,72.5,2
20212022,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,"",MS,"",43.2,2,35.3,2,"","","","",40.4,2,"","",66.6,3,"",""
20212022,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,A1,ES,"",47.5,2,46.9,2,"","","",West Irvine Intermediate,48.4,2,"","",75.8,3,"",""
20212022,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,A1,MS,TSI,43.2,2,35.3,2,"","",Disability,"",40.4,2,"","",66.6,3,"",""
20212022,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,A1,HS,"",42.4,2,49.5,3,91.9,2,"","",54.7,2,"","",60.1,3,75.3,2
20212022,033,ESTILL,161,Estill County,280,West Irvine Intermediate,161280,033161280,210176000346,SESC,907,A1,ES,"",47.5,2,46.9,2,"","","","",48.4,2,"","",75.8,3,"",""
20212022,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,"",ES,"",57.3,3,43.9,2,"","","","",52.5,2,"","",78.3,4,"",""
20212022,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,"",HS,"",48.2,2,51.5,3,92.6,3,"","",57.7,2,"","",58.3,2,74.6,2
20212022,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,"",MS,"",35.7,1,23.1,1,"","","","",30.8,1,"","",61.3,2,"",""
20212022,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,A1,ES,"",57.3,3,43.9,2,"","","","",52.5,2,"","",78.3,4,"",""
20212022,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,A1,HS,"",48.2,2,51.5,3,92.6,3,"","",57.7,2,"","",58.3,2,74.6,2
20212022,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,A1,MS,CSI,35.7,1,23.1,1,"","",Bottom 5%,"",30.8,1,"","",61.3,2,"",""
20212022,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,"",ES,"",62.6,3,59.5,3,"","","","",61.8,3,59.1,4,76.9,3,"",""
20212022,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,"",HS,"",59.3,3,49.0,3,89.9,2,"","",60.1,3,25.3,3,62.6,3,72.1,2
20212022,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,"",MS,"",60.5,3,55.6,3,"","","","",56.8,3,26.7,3,64.8,3,"",""
20212022,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,A1,ES,TSI,31.0,1,41.3,2,"","",African American,"",38.3,2,60.9,4,73.3,2,"",""
20212022,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,A1,ES,"",82.2,5,77.1,5,"","","","",79.9,5,"","",78.8,4,"",""
20212022,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,CKEC,901,A1,ES,"",81.1,5,76.1,5,"","","","",77.8,4,59.4,4,76.8,3,"",""
20212022,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,A1,MS,TSI,70.5,4,64.8,4,"","",English Learners plus Monitored; Disability,"",66.0,4,35.1,4,67.5,3,"",""
20212022,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,A1,ES,"",100.7,5,96.3,5,"","","","",97.9,5,"","",77.4,4,"",""
20212022,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,A1,MS,"",98.5,5,91.7,5,"","","","",94.0,5,"","",69.0,4,"",""
20212022,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,A1,MS,TSI,42.2,2,34.6,2,"","",African American; Hispanic; English Learners plus Monitored; Economically Disadvantaged; Disability,"",38.5,2,23.1,2,58.6,1,"",""
20212022,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,A1,MS,ATSI,51.9,2,49.7,3,"","",English Learners plus Monitored,"",49.6,2,19.5,2,59.3,2,"",""
20212022,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,A1,ES,"",85.8,5,75.8,4,"","","","",80.9,5,72.9,5,78.7,4,"",""
20212022,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,A1,MS,TSI,81.3,5,75.5,5,"","",Disability,"",75.9,5,34.4,4,70.9,4,"",""
20212022,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,A1,ES,TSI,42.5,2,40.1,2,"","",Disability,"",43.9,2,62.5,4,77.2,4,"",""
20212022,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,A1,ES,"",56.3,3,44.0,2,"","","","",52.3,2,57.8,3,77.0,4,"",""
20212022,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,A1,ES,"",66.6,3,63.4,3,"","","","",65.2,3,55.6,3,77.8,4,"",""
20212022,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,A1,ES,CSI,30.0,1,32.6,1,"","",Bottom 5%,"",33.0,1,"","",75.3,3,"",""
20212022,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,A1,HS,TSI,58.6,3,47.1,3,93.4,3,African American; English Learners plus Monitored; Disability,"",59.3,3,17.8,2,60.1,3,73.2,2
20212022,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,A1,ES,"",92.2,5,85.3,5,"","","","",86.8,5,48.9,3,81.0,4,"",""
20212022,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,CKEC,901,A1,ES,"",92.9,5,82.3,5,"","","","",86.1,5,50.2,3,81.2,4,"",""
20212022,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,A1,ES,TSI,28.9,1,38.8,2,"","",African American,"",37.0,2,77.4,5,72.1,2,"",""
20212022,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,A1,ES,CSI,31.5,1,32.5,1,"","",Bottom 5%,"",33.6,1,"","",71.1,2,"",""
20212022,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,A1,ES,TSI,64.0,3,60.9,3,"","",Disability,"",63.4,3,64.8,4,77.8,4,"",""
20212022,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,A1,ES,"",78.5,4,72.8,4,"","","","",75.9,4,69.8,5,80.3,4,"",""
20212022,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,A1,ES,"",78.3,4,73.1,4,"","","","",75.8,4,68.5,5,79.5,4,"",""
20212022,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,A1,HS,TSI,76.5,4,66.0,5,97.2,4,English Learners plus Monitored; Disability,"",73.7,4,31.6,4,62.9,3,80.6,3
20212022,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,A1,ES,TSI,50.9,2,45.7,2,"","",Disability,"",50.2,2,59.2,4,75.5,3,"",""
20212022,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,A1,MS,TSI,58.6,3,53.4,3,"","",English Learners plus Monitored; Disability,"",55.0,3,25.6,3,67.3,3,"",""
20212022,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,A1,MS,TSI,40.1,2,41.4,2,"","",African American; Disability,"",41.6,2,"","",61.8,2,"",""
20212022,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,A1,ES,TSI,56.8,3,58.0,3,"","",Disability,"",58.8,3,71.8,5,75.6,3,"",""
20212022,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,A1,ES,"",71.9,4,69.3,4,"","","","",70.3,4,60.6,4,72.3,2,"",""
20212022,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,A1,MS,TSI,74.9,5,71.2,5,"","",English Learners plus Monitored; Disability,"",70.7,4,31.8,4,65.1,3,"",""
20212022,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,A1,ES,TSI,35.9,2,40.2,2,"","",African American,"",40.1,2,55.0,3,73.0,2,"",""
20212022,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,A1,ES,"",58.7,3,55.7,3,"","","","",58.5,3,65.3,5,75.9,3,"",""
20212022,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,A1,ES,TSI,42.2,2,47.6,2,"","",African American,"",46.4,2,57.0,3,75.7,3,"",""
20212022,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,A1,ES,"",75.9,4,62.3,3,"","","","",70.2,4,69.1,5,78.5,4,"",""
20212022,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,A1,ES,"",71.8,4,61.6,3,"","","","",67.2,3,59.4,4,74.7,3,"",""
20212022,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,A1,ES,TSI,33.1,2,33.7,1,"","",English Learners plus Monitored; Economically Disadvantaged,"",36.5,2,61.4,4,75.6,3,"",""
20212022,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,A1,ES,TSI,51.3,2,49.1,2,"","",African American,"",51.9,2,62.0,4,75.0,3,"",""
20212022,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,A1,ES,TSI,41.0,2,40.2,2,"","",Disability,"",42.3,2,46.9,2,74.2,3,"",""
20212022,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,A1,ES,"",79.1,4,75.2,4,"","","","",77.3,4,75.6,5,78.1,4,"",""
20212022,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,A1,MS,TSI,50.4,2,41.0,2,"","",African American; English Learners plus Monitored; Economically Disadvantaged; Disability,"",44.9,2,16.9,2,60.9,2,"",""
20212022,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,A1,HS,TSI,50.5,2,31.6,1,88.4,2,African American; Hispanic; English Learners plus Monitored; Economically Disadvantaged; Disability,"",50.0,2,31.1,4,61.7,3,58.2,1
20212022,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,A1,ES,"",86.7,5,86.2,5,"","","","",86.0,5,"","",75.7,3,"",""
20212022,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,A1,HS,TSI,60.9,3,54.0,3,92.5,3,Disability,"",63.6,3,30.9,3,63.0,3,78.7,3
20212022,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,A1,ES,TSI,42.3,2,35.9,2,"","",African American,"",41.0,2,41.7,2,73.5,2,"",""
20212022,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,A1,ES,"",71.9,4,65.3,3,"","","","",69.3,4,64.5,4,81.1,4,"",""
20212022,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,A1,ES,"",83.1,5,75.0,4,"","","","",78.1,4,50.2,3,80.6,4,"",""
20212022,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,A1,HS,TSI,41.2,2,34.5,2,92.6,3,African American; Hispanic; English Learners plus Monitored; Economically Disadvantaged; Disability,"",48.3,2,23.1,2,61.9,3,68.2,2
20212022,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,A1,ES,TSI,40.6,2,38.5,2,"","",Disability,"",42.2,2,62.6,4,74.3,3,"",""
20212022,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,A1,ES,TSI,42.7,2,40.0,2,"","",African American; English Learners plus Monitored,"",43.9,2,61.6,4,74.9,3,"",""
20212022,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,A1,HS,TSI,69.1,4,58.6,4,94.1,3,English Learners plus Monitored,"",67.7,4,21.4,2,61.8,3,78.6,3
20212022,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,A1,MS,TSI,71.0,4,65.7,4,"","",Disability,"",66.0,4,22.3,2,66.7,3,"",""
20212022,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,A1,ES,TSI,32.1,2,37.3,2,"","",English Learners plus Monitored; Disability,"",36.8,2,47.0,2,78.6,4,"",""
20212022,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,A1,MS,TSI,46.2,2,42.1,2,"","",African American; English Learners plus Monitored; Economically Disadvantaged; Disability,"",43.9,2,25.6,3,61.3,2,"",""
20212022,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,A1,ES,TSI,43.9,2,41.9,2,"","",Disability,"",43.8,2,34.0,2,74.8,3,"",""
20212022,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,A1,MS,TSI,54.5,2,52.9,3,"","",English Learners plus Monitored; Disability,"",53.0,3,31.5,4,63.3,2,"",""
20212022,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,A1,ES,"",77.9,4,75.9,4,"","","","",76.3,4,60.0,4,79.4,4,"",""
20212022,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,A1,ES,TSI,51.9,2,56.1,3,"","",Disability,"",55.5,3,70.0,5,76.2,3,"",""
20212022,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,"",ES,"",50.0,2,54.4,3,"","","","",52.9,2,"","",76.0,3,"",""
20212022,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,"",HS,"",43.4,2,35.6,2,95.4,4,"","",52.2,2,"","",63.3,3,73.6,2
20212022,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,"",MS,"",64.5,3,50.6,3,"","","","",58.4,3,"","",76.2,5,"",""
20212022,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,A1,ES,"",54.8,3,62.7,3,"","","","",59.1,3,"","",77.1,4,"",""
20212022,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,A1,MS,TSI,63.4,3,50.6,3,"","",Disability,"",57.8,3,"","",74.3,4,"",""
20212022,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,A1,HS,"",43.4,2,35.6,2,95.4,4,"","",52.2,2,"","",63.3,3,73.6,2
20212022,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,A1,ES,"",53.5,2,48.7,2,"","","","",52.4,2,"","",76.4,3,"",""
20212022,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,KEDC,903,A1,ES,"",57.6,3,48.4,2,"","","","",54.5,3,"","",76.4,3,"",""
20212022,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,A1,ES,"",50.5,2,61.9,3,"","","","",56.6,3,"","",80.7,4,"",""
20212022,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,"",ES,"",46.2,2,48.1,2,"","","","",48.5,2,"","",80.8,4,"",""
20212022,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,"",HS,"",54.8,3,40.2,2,90.9,2,"","",55.4,2,"","",67.5,4,58.8,1
20212022,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,"",MS,"",51.5,2,47.0,2,"","","","",50.1,2,"","",68.5,4,"",""
20212022,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,A1,ES,"",44.0,2,40.8,2,"","","","",44.0,2,"","",76.5,3,"",""
20212022,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,A1,MS,TSI,49.6,2,44.5,2,"","",Disability,"",47.8,2,"","",65.2,3,"",""
20212022,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,KVEC,904,A1,ES,TSI,36.9,2,35.2,2,"","",Economically Disadvantaged; Disability,"",38.0,2,"","",81.2,4,"",""
20212022,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,KVEC,904,A1,ES,"",55.7,3,64.0,3,"","","","",60.3,3,"","",81.2,4,"",""
20212022,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,KVEC,904,A1,MS,TSI,49.7,2,46.8,2,"","",Disability,"",49.3,2,"","",72.2,4,"",""
