SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL
20122013,Accountability,345021,Livingston County,South Livingston Elementary School,Elementary School,50.8,25,Needs Improvement,,60.0,61.0,No,Yes,N/A
20122013,Accountability,351011,Logan County,Adairville Elementary School,Elementary School,52.1,29,Needs Improvement,,68.6,69.1,No,Yes,N/A
20122013,Accountability,351011,Logan County,Adairville Elementary School,Middle School,69.5,96,Distinguished,,69.7,70.2,No,Yes,N/A
20122013,Accountability,351012,Logan County,Auburn Elementary School,Elementary School,63.9,75,Proficient,,72.5,73.0,No,Yes,N/A
20122013,Accountability,351012,Logan County,Auburn Elementary School,Middle School,70.0,97,Distinguished,,71.7,72.2,No,Yes,N/A
20122013,Accountability,351013,Logan County,Chandlers Elementary School,Elementary School,55.1,39,Needs Improvement,,56.0,57.0,No,Yes,N/A
20122013,Accountability,351013,Logan County,Chandlers Elementary School,Middle School,65.5,90,Distinguished/Progressing,High Performing School,58.6,59.6,Yes,Yes,N/A
20122013,Accountability,351014,Logan County,Lewisburg Elementary School,Elementary School,52.8,32,Needs Improvement,,56.3,57.3,No,Yes,N/A
20122013,Accountability,351014,Logan County,Lewisburg Elementary School,Middle School,65.1,90,Distinguished,,65.2,65.7,No,Yes,N/A
20122013,Accountability,351140,Logan County,Logan County High School,High School,63.8,88,Proficient,,56.1,57.1,Yes,Yes,No
20122013,Accountability,351016,Logan County,Olmstead Elementary School,Elementary School,74.9,98,Distinguished/Progressing,School of Distinction/High Progress School,60.1,61.1,Yes,Yes,N/A
20122013,Accountability,351016,Logan County,Olmstead Elementary School,Middle School,66.6,92,Distinguished/Progressing,High Performing School/High Progress School,55.8,56.8,Yes,Yes,N/A
20122013,Accountability,354020,Ludlow Independent,Ludlow High School,Middle School,57.8,66,Needs Improvement/Progressing,,53.6,54.6,Yes,Yes,N/A
20122013,Accountability,354020,Ludlow Independent,Ludlow High School,High School,61.8,83,Proficient,,58.0,58.5,Yes,Yes,No
20122013,Accountability,354010,Ludlow Independent,Mary A. Goetz Elementary School,Elementary School,60.4,60,Needs Improvement/Progressing,,51.3,52.3,Yes,Yes,N/A
20122013,Accountability,361020,Lyon County,Lyon County Elementary School,Elementary School,69.1,88,Proficient/Progressing,,62.1,63.1,Yes,Yes,N/A
20122013,Accountability,361070,Lyon County,Lyon County High School,High School,60.1,77,Proficient,,62.0,62.5,No,Yes,No
20122013,Accountability,361023,Lyon County,Lyon County Middle School,Middle School,68.1,94,Distinguished/Progressing,High Performing School,66.8,67.3,Yes,Yes,N/A
20122013,Accountability,365021,Madison County,B. Michael Caudill Middle School,Middle School,56.5,60,Needs Improvement,,62.4,62.9,No,Yes,N/A
20122013,Accountability,365010,Madison County,Clark Moores Middle School,Middle School,57.2,64,Needs Improvement/Progressing,,56.2,57.2,Yes,Yes,N/A
20122013,Accountability,365015,Madison County,Daniel Boone Elementary School,Elementary School,57.9,51,Needs Improvement,,62.0,63.0,No,Yes,N/A
20122013,Accountability,365145,Madison County,Farristown Middle School,Middle School,56.3,59,Needs Improvement/Progressing,Focus School,53.3,54.3,Yes,Yes,N/A
20122013,Accountability,365140,Madison County,Foley Middle School,Middle School,57.5,64,Needs Improvement/Progressing,,55.5,56.5,Yes,Yes,N/A
20122013,Accountability,365018,Madison County,Glenn R Marshall Elementary School,Elementary School,61.0,63,Needs Improvement/Progressing,,59.5,60.5,Yes,Yes,N/A
20122013,Accountability,365030,Madison County,Kingston Elementary School,Elementary School,58.8,55,Needs Improvement/Progressing,,56.1,57.1,Yes,Yes,N/A
20122013,Accountability,365040,Madison County,Kirksville Elementary School,Elementary School,67.6,85,Proficient/Progressing,,60.3,61.3,Yes,Yes,N/A
20122013,Accountability,365045,Madison County,Kit Carson Elementary School,Elementary School,57.5,49,Needs Improvement,,62.3,63.3,No,Yes,N/A
20122013,Accountability,365050,Madison County,Madison Central High School,High School,59.8,76,Proficient/Progressing,,55.4,56.4,Yes,Yes,Yes
20122013,Accountability,365020,Madison County,Madison Middle School,Middle School,51.6,38,Needs Improvement,Focus School,57.7,58.7,No,Yes,N/A
20122013,Accountability,365150,Madison County,Madison Southern High School,High School,57.0,64,Needs Improvement/Progressing,Focus School,51.5,52.5,Yes,Yes,Yes
20122013,Accountability,365005,Madison County,Mayfield Elementary School,Elementary School,42.0,5,Needs Improvement,Focus School,45.6,46.6,No,Yes,N/A
20122013,Accountability,365450,Madison County,Model Laboratory Elementary School,Elementary School,66.2,82,Proficient/Progressing,Focus School/High Progress School,61.1,62.1,Yes,Yes,N/A
20122013,Accountability,365460,Madison County,Model Laboratory High School,High School,69.1,96,Distinguished,,73.5,74.0,No,Yes,No
20122013,Accountability,365455,Madison County,Model Laboratory Middle School,Middle School,66.6,92,Distinguished,,71.7,72.2,No,Yes,N/A
20122013,Accountability,365007,Madison County,Shannon Johnson Elementary School,Elementary School,54.6,37,Needs Improvement,,59.6,60.6,No,Yes,N/A
20122013,Accountability,365100,Madison County,Silver Creek Elementary School,Elementary School,72.8,95,Distinguished/Progressing,School of Distinction,64.5,65.0,Yes,Yes,N/A
20122013,Accountability,365120,Madison County,Waco Elementary School,Elementary School,60.9,63,Needs Improvement,,62.5,63.0,No,Yes,N/A
20122013,Accountability,365130,Madison County,White Hall Elementary School,Elementary School,66.1,82,Proficient,,66.4,66.9,No,Yes,N/A
20122013,Accountability,371175,Magoffin County,Herald Whitaker Middle School,Middle School,51.1,38,Needs Improvement/Progressing,High Progress School,38.7,39.7,Yes,Yes,N/A
20122013,Accountability,371370,Magoffin County,Magoffin County High School,High School,49.3,23,Needs Improvement/Progressing,Focus School,43.5,44.5,Yes,Yes,Yes
20122013,Accountability,371172,Magoffin County,North Magoffin Elementary,Elementary School,60.3,60,Needs Improvement/Progressing,,57.0,58.0,Yes,Yes,N/A
20122013,Accountability,371360,Magoffin County,Salyersville Grade School,Elementary School,52.0,29,Needs Improvement/Progressing,,43.2,44.2,Yes,Yes,N/A
20122013,Accountability,371173,Magoffin County,South Magoffin Elementary,Elementary School,57.7,50,Needs Improvement/Progressing,,49.3,50.3,Yes,Yes,N/A
20122013,Accountability,375020,Marion County,Calvary Elementary School,Elementary School,68.8,88,Proficient/Progressing,,65.4,65.9,Yes,Yes,N/A
20122013,Accountability,375040,Marion County,Glasscock Elementary School,Elementary School,57.8,51,Needs Improvement/Progressing,,52.3,53.3,Yes,Yes,N/A
20122013,Accountability,375210,Marion County,Lebanon Elementary School,Elementary School,58.8,55,Needs Improvement/Progressing,,55.3,56.3,Yes,Yes,N/A
20122013,Accountability,375220,Marion County,Lebanon Middle School,Middle School,56.5,60,Needs Improvement,Focus School,55.8,56.8,No,Yes,N/A
20122013,Accountability,375515,Marion County,Marion County High School,High School,60.4,78,Proficient/Progressing,Focus School,53.9,54.9,Yes,Yes,Yes
20122013,Accountability,375090,Marion County,Saint Charles Middle School,Middle School,60.9,79,Proficient/Progressing,,59.8,60.3,Yes,Yes,N/A
20122013,Accountability,375100,Marion County,West Marion Elementary School,Elementary School,65.9,81,Proficient,,66.9,67.4,No,Yes,N/A
20122013,Accountability,381011,Marshall County,Benton Elementary School,Elementary School,72.1,94,Distinguished,,77.0,77.5,No,Yes,N/A
20122013,Accountability,381015,Marshall County,Benton Middle School,Middle School,75.5,99,Distinguished/Progressing,School of Distinction,73.7,74.2,Yes,Yes,N/A
20122013,Accountability,381040,Marshall County,Calvert City Elementary School,Elementary School,62.5,70,Proficient/Progressing,,56.2,57.2,Yes,Yes,N/A
20122013,Accountability,381010,Marshall County,Central Elementary School,Elementary School,74.4,97,Distinguished/Progressing,School of Distinction,69.7,70.2,Yes,Yes,N/A
20122013,Accountability,381085,Marshall County,Jonathan Elementary School,Elementary School,72.8,95,Distinguished/Progressing,School of Distinction,70.9,71.4,Yes,Yes,N/A
20122013,Accountability,381088,Marshall County,Marshall County High School,High School,68.9,96,Distinguished/Progressing,Focus School,59.8,60.3,Yes,Yes,Yes
20122013,Accountability,381090,Marshall County,North Marshall Middle School,Middle School,64.3,87,Proficient,,64.4,64.9,No,Yes,N/A
20122013,Accountability,381100,Marshall County,Sharpe Elementary School,Elementary School,68.1,86,Proficient,,70.2,70.7,No,Yes,N/A
20122013,Accountability,381105,Marshall County,South Marshall Elementary School,Elementary School,67.8,85,Proficient/Progressing,High Progress School,58.2,59.2,Yes,Yes,N/A
20122013,Accountability,381110,Marshall County,South Marshall Middle School,Middle School,62.3,84,Proficient,,64.8,65.3,No,Yes,N/A
20122013,Accountability,385051,Martin County,Eden Elementary School,Elementary School,55.3,40,Needs Improvement/Progressing,,47.2,48.2,Yes,Yes,N/A
20122013,Accountability,385120,Martin County,Inez Elementary School,Elementary School,55.5,41,Needs Improvement/Progressing,,51.8,52.8,Yes,Yes,N/A
20122013,Accountability,385125,Martin County,Inez Middle School,Middle School,52.1,40,Needs Improvement/Progressing,Focus School,43.7,44.7,Yes,Yes,N/A
20122013,Accountability,385250,Martin County,Sheldon Clark High School,High School,58.4,72,Proficient/Progressing,Priority School,50.6,51.6,Yes,Yes,Yes
20122013,Accountability,385300,Martin County,Warfield Elementary School,Elementary School,58.7,55,Needs Improvement/Progressing,,51.9,52.9,Yes,Yes,N/A
20122013,Accountability,385320,Martin County,Warfield Middle School,Middle School,52.2,40,Needs Improvement,,54.3,55.3,No,Yes,N/A
20122013,Accountability,391030,Mason County,Mason County High School,High School,57.2,64,Needs Improvement/Progressing,,55.6,56.6,Yes,Yes,Yes
20122013,Accountability,391011,Mason County,Mason County Intermediate School,Elementary School,53.2,33,Needs Improvement,,59.7,60.7,No,Yes,N/A
20122013,Accountability,391050,Mason County,Mason County Middle School,Middle School,57.3,64,Needs Improvement,,57.8,58.8,No,Yes,N/A
20122013,Accountability,392031,Mayfield Independent,Mayfield Elementary School,Elementary School,60.1,60,Needs Improvement/Progressing,,58.3,59.3,Yes,Yes,N/A
20122013,Accountability,392060,Mayfield Independent,Mayfield High School,High School,58.2,71,Proficient,,62.6,63.1,No,Yes,No
20122013,Accountability,392065,Mayfield Independent,Mayfield Middle School,Middle School,55.9,56,Needs Improvement/Progressing,Focus School,52.3,53.3,Yes,Yes,N/A
20122013,Accountability,395010,McCracken County,Concord Elementary School,Elementary School,72.0,93,Distinguished,,74.3,74.8,No,Yes,N/A
20122013,Accountability,395025,McCracken County,Farley Elementary School,Elementary School,57.5,49,Needs Improvement/Progressing,,55.9,56.9,Yes,Yes,N/A
20122013,Accountability,395120,McCracken County,Heath Elementary School,Elementary School,66.0,81,Proficient,,68.5,69.0,No,Yes,N/A
20122013,Accountability,395050,McCracken County,Heath High School,High School,62.3,84,Proficient,,61.8,62.3,Yes,Yes,No
20122013,Accountability,395055,McCracken County,Heath Middle School,Middle School,64.7,89,Proficient,,66.5,67.0,No,Yes,N/A
20122013,Accountability,395065,McCracken County,Hendron Lone Oak Elementary School,Elementary School,66.1,82,Proficient,,71.4,71.9,No,Yes,N/A
20122013,Accountability,395080,McCracken County,Lone Oak Elementary School,Elementary School,72.6,95,Distinguished/Progressing,School of Distinction/High Progress School,62.8,63.3,Yes,Yes,N/A
20122013,Accountability,395070,McCracken County,Lone Oak High School,High School,63.9,88,Proficient/Progressing,Focus School,59.2,59.7,Yes,Yes,Yes
20122013,Accountability,395085,McCracken County,Lone Oak Middle School,Middle School,67.5,94,Distinguished,Focus School,67.6,68.1,No,Yes,N/A
20122013,Accountability,395100,McCracken County,Reidland Elementary School,Elementary School,70.5,91,Distinguished,,73.2,73.7,No,Yes,N/A
20122013,Accountability,395110,McCracken County,Reidland High School,High School,60.8,79,Proficient,,52.2,53.2,Yes,Yes,No
20122013,Accountability,395115,McCracken County,Reidland Middle School,Middle School,55.1,54,Needs Improvement,Focus School,59.5,60.0,No,Yes,N/A
20122013,Accountability,401010,McCreary County,McCreary Central High School,High School,52.0,36,Needs Improvement/Progressing,Focus School,46.9,47.9,Yes,Yes,Yes
20122013,Accountability,401014,McCreary County,McCreary County Middle School,Middle School,47.8,24,Needs Improvement/Progressing,,46.5,47.5,Yes,Yes,N/A
20122013,Accountability,401015,McCreary County,Pine Knot Intermediate School,Elementary School,64.8,78,Proficient/Progressing,Focus School,59.6,60.6,Yes,Yes,N/A
20122013,Accountability,401016,McCreary County,Pine Knot Primary School,Elementary School,42.7,6,Needs Improvement,,46.7,47.7,No,Yes,N/A
20122013,Accountability,401330,McCreary County,Whitley City Elementary School,Elementary School,60.5,61,Needs Improvement/Progressing,,56.6,57.6,Yes,Yes,N/A
20122013,Accountability,405020,McLean County,Calhoun Elementary School,Elementary School,63.0,72,Proficient/Progressing,,61.9,62.9,Yes,Yes,N/A
20122013,Accountability,405050,McLean County,Livermore Elementary School,Elementary School,53.7,35,Needs Improvement/Progressing,,50.7,51.7,Yes,Yes,N/A
20122013,Accountability,405070,McLean County,Marie Gatton Phillips Elementary,Elementary School,59.6,57,Needs Improvement,,66.1,66.6,No,Yes,N/A
20122013,Accountability,405065,McLean County,McLean County High School,High School,55.8,58,Needs Improvement,,53.8,54.8,Yes,Yes,No
20122013,Accountability,405075,McLean County,McLean County Middle School,Middle School,62.3,84,Proficient/Progressing,,60.9,61.4,Yes,Yes,N/A
20122013,Accountability,411060,Meade County,Brandenburg Primary School,Elementary School,72.2,94,Distinguished,,73.6,74.1,No,Yes,N/A
20122013,Accountability,411011,Meade County,David T. Wilson Elementary,Elementary School,61.2,64,Needs Improvement,,68.9,69.4,No,Yes,N/A
20122013,Accountability,411040,Meade County,Ekron Elementary School,Elementary School,70.9,92,Distinguished/Progressing,High Performing School,66.9,67.4,Yes,Yes,N/A
20122013,Accountability,411050,Meade County,Flaherty Elementary School,Elementary School,59.9,59,Needs Improvement,,61.4,62.4,No,Yes,N/A
20122013,Accountability,411030,Meade County,Flaherty Primary School,Elementary School,48.3,18,Needs Improvement,,52.4,53.4,No,Yes,N/A
20122013,Accountability,411070,Meade County,Meade County High School,High School,65.9,93,Distinguished/Progressing,Focus School,61.4,61.9,Yes,Yes,Yes
20122013,Accountability,411090,Meade County,Payneville Elementary School,Elementary School,68.4,87,Proficient/Progressing,,65.6,66.1,Yes,Yes,N/A
20122013,Accountability,411015,Meade County,Stuart Pepper Middle School,Middle School,61.1,79,Proficient,,62.1,62.6,No,Yes,N/A
20122013,Accountability,415020,Menifee County,Botts Elementary School,Elementary School,53.5,34,Needs Improvement,,54.2,55.2,No,Yes,N/A
20122013,Accountability,415090,Menifee County,Menifee County High School,High School,52.6,40,Needs Improvement,,53.0,54.0,No,Yes,Yes
20122013,Accountability,415080,Menifee County,Menifee Elementary School,Elementary School,52.8,32,Needs Improvement/Progressing,,49.3,50.3,Yes,Yes,N/A
20122013,Accountability,415080,Menifee County,Menifee Elementary School,Middle School,49.8,32,Needs Improvement,,53.4,54.4,No,Yes,N/A
20122013,Accountability,421035,Mercer County,Kenneth D. King Middle School,Middle School,58.3,68,Needs Improvement/Progressing,,55.0,56.0,Yes,Yes,N/A
20122013,Accountability,421070,Mercer County,Mercer County Elementary School,Elementary School,47.9,16,Needs Improvement/Progressing,,45.3,46.3,Yes,Yes,N/A
20122013,Accountability,421050,Mercer County,Mercer County Intermediate School,Elementary School,54.9,39,Needs Improvement,,56.9,57.9,No,Yes,N/A
20122013,Accountability,421015,Mercer County,Mercer County Senior High School,High School,60.0,77,Proficient,,52.5,53.5,Yes,Yes,No
20122013,Accountability,425030,Metcalfe County,Edmonton Elementary School,Elementary School,64.0,75,Proficient/Progressing,,61.6,62.6,Yes,Yes,N/A
20122013,Accountability,425050,Metcalfe County,Metcalfe County High School,High School,64.4,90,Distinguished,Priority School,60.6,61.1,Yes,Yes,No
