SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL
20122013,Accountability,275145,Jefferson County,Laukhuf Elementary,Elementary School,56.7,46,Needs Improvement/Progressing,Focus School,52.2,53.2,Yes,Yes,N/A
20122013,Accountability,275126,Jefferson County,Layne Elementary,Elementary School,51.4,26,Needs Improvement/Progressing,Focus School,47.4,48.4,Yes,Yes,N/A
20122013,Accountability,275520,Jefferson County,Lincoln Elementary Performing Arts,Elementary School,45.2,10,Needs Improvement/Progressing,Focus School,39.4,40.4,Yes,Yes,N/A
20122013,Accountability,275047,Jefferson County,Louisville Male High School,High School,78.9,99,Distinguished,,77.0,77.5,Yes,Yes,No
20122013,Accountability,275146,Jefferson County,Lowe Elementary School,Elementary School,65.6,80,Proficient,,77.1,77.6,No,Yes,N/A
20122013,Accountability,275107,Jefferson County,Luhr Elementary,Elementary School,55.2,40,Needs Improvement/Progressing,Focus School,52.0,53.0,Yes,Yes,N/A
20122013,Accountability,275480,Jefferson County,Maupin Elementary,Elementary School,43.2,7,Needs Improvement/Progressing,Focus School,41.0,42.0,Yes,Yes,N/A
20122013,Accountability,275440,Jefferson County,Mcferran Preparatory Academy,Elementary School,45.7,11,Needs Improvement,,58.4,59.4,No,Yes,N/A
20122013,Accountability,275022,Jefferson County,Medora Elementary,Elementary School,59.1,56,Needs Improvement,,58.5,59.5,No,Yes,N/A
20122013,Accountability,275340,Jefferson County,Meyzeek Middle School,Middle School,61.3,80,Proficient/Progressing,,60.3,60.8,Yes,Yes,N/A
20122013,Accountability,275024,Jefferson County,Middletown Elementary,Elementary School,64.6,78,Proficient/Progressing,High Progress School,59.4,60.4,Yes,Yes,N/A
20122013,Accountability,275147,Jefferson County,Mill Creek Elementary,Elementary School,35.0,1,Needs Improvement,Focus School,41.2,42.2,No,Yes,N/A
20122013,Accountability,275099,Jefferson County,Minors Lane Elementary,Elementary School,55.1,39,Needs Improvement/Progressing,High Progress School,43.0,44.0,Yes,Yes,N/A
20122013,Accountability,275155,Jefferson County,Moore Traditional School,High School,48.9,21,Needs Improvement/Progressing,Focus School,43.1,44.1,Yes,Yes,Yes
20122013,Accountability,275155,Jefferson County,Moore Traditional School,Middle School,38.8,7,Needs Improvement,Focus School,38.4,39.4,No,Yes,N/A
20122013,Accountability,275159,Jefferson County,Myers Middle School,Middle School,32.3,1,Needs Improvement,Priority School,35.5,36.5,No,Yes,N/A
20122013,Accountability,275041,Jefferson County,Newburg Middle School,Middle School,48.2,25,Needs Improvement,Focus School,50.4,51.4,No,Yes,N/A
20122013,Accountability,275435,Jefferson County,Noe Middle,Middle School,60.4,77,Proficient/Progressing,Focus School,57.4,58.4,Yes,Yes,N/A
20122013,Accountability,275096,Jefferson County,Norton Elementary School,Elementary School,68.8,88,Proficient,,73.4,73.9,No,Yes,N/A
20122013,Accountability,275027,Jefferson County,Okolona Elementary School,Elementary School,44.8,10,Needs Improvement,,45.6,46.6,No,Yes,N/A
20122013,Accountability,275075,Jefferson County,Pleasure Ridge Park High,High School,53.2,42,Needs Improvement,Focus School,51.8,52.8,Yes,Yes,No
20122013,Accountability,275500,Jefferson County,Portland Elementary,Elementary School,42.6,6,Needs Improvement,,47.9,48.9,No,Yes,N/A
20122013,Accountability,275128,Jefferson County,Price Elementary,Elementary School,41.4,4,Needs Improvement,Focus School,51.6,52.6,No,Yes,N/A
20122013,Accountability,275219,Jefferson County,Ramsey Middle School,Middle School,48.0,24,Needs Improvement,Focus School,50.9,51.9,No,Yes,N/A
20122013,Accountability,275081,Jefferson County,Rangeland Elementary,Elementary School,45.9,11,Needs Improvement,Focus School,52.9,53.9,No,Yes,N/A
20122013,Accountability,275530,Jefferson County,Roosevelt Perry Elementary,Elementary School,38.9,3,Needs Improvement,Focus School,39.1,40.1,No,Yes,N/A
20122013,Accountability,275560,Jefferson County,Rutherford Elementary,Elementary School,47.5,15,Needs Improvement,,47.5,48.5,No,Yes,N/A
20122013,Accountability,275064,Jefferson County,ST Matthews Elementary,Elementary School,65.9,81,Proficient,,71.0,71.5,No,Yes,N/A
20122013,Accountability,275086,Jefferson County,Sanders Elementary,Elementary School,43.5,7,Needs Improvement/Progressing,Focus School,42.3,43.3,Yes,Yes,N/A
20122013,Accountability,275063,Jefferson County,Schaffner Elementary,Elementary School,71.7,93,Distinguished/Progressing,High Performing School,70.6,71.1,Yes,Yes,N/A
20122013,Accountability,275580,Jefferson County,Semple Elementary,Elementary School,42.5,6,Needs Improvement/Progressing,Focus School,36.6,37.6,Yes,Yes,N/A
20122013,Accountability,275073,Jefferson County,Seneca High,High School,53.2,42,Needs Improvement/Progressing,Priority School,45.7,46.7,Yes,Yes,Yes
20122013,Accountability,275097,Jefferson County,Shacklette Elementary,Elementary School,41.8,5,Needs Improvement,Focus School,46.1,47.1,No,Yes,N/A
20122013,Accountability,275610,Jefferson County,Shelby Traditional Academy,Elementary School,43.5,7,Needs Improvement/Progressing,Focus School,42.0,43.0,Yes,Yes,N/A
20122013,Accountability,275103,Jefferson County,Slaughter Elementary,Elementary School,42.0,5,Needs Improvement,,52.2,53.2,No,Yes,N/A
20122013,Accountability,275087,Jefferson County,Smyrna Elementary,Elementary School,46.2,12,Needs Improvement,,56.4,57.4,No,Yes,N/A
20122013,Accountability,275031,Jefferson County,Southern High School,High School,48.7,20,Needs Improvement/Progressing,Priority School,41.2,42.2,Yes,Yes,Yes
20122013,Accountability,275071,Jefferson County,Stonestreet Elementary,Elementary School,54.1,36,Needs Improvement,Focus School,54.3,55.3,No,Yes,N/A
20122013,Accountability,275211,Jefferson County,Stopher Elementary,Elementary School,78.3,99,Distinguished/Progressing,School of Distinction,74.5,75.0,Yes,Yes,N/A
20122013,Accountability,275144,Jefferson County,Stuart Middle,Middle School,36.3,4,Needs Improvement/Progressing,Priority School,31.8,32.8,Yes,Yes,N/A
20122013,Accountability,275590,Jefferson County,The Academy @ Shawnee,High School,32.7,1,Needs Improvement/Progressing,Priority School,27.9,28.9,Yes,Yes,Yes
20122013,Accountability,275090,Jefferson County,Thomas Jefferson Middle,Middle School,37.3,4,Needs Improvement,Priority School,36.4,37.4,No,Yes,N/A
20122013,Accountability,275104,Jefferson County,Trunnell Elementary,Elementary School,46.2,12,Needs Improvement,,50.2,51.2,No,Yes,N/A
20122013,Accountability,275016,Jefferson County,Tully Elementary,Elementary School,62.3,69,Needs Improvement/Progressing,,61.3,62.3,Yes,Yes,N/A
20122013,Accountability,275033,Jefferson County,Valley High School,High School,39.2,3,Needs Improvement/Progressing,Priority School/High Progress School,31.0,32.0,Yes,Yes,Yes
20122013,Accountability,275051,Jefferson County,Waggener High School,High School,47.3,17,Needs Improvement/Progressing,Priority School,41.7,42.7,Yes,Yes,Yes
20122013,Accountability,275069,Jefferson County,Watson Lane Elementary,Elementary School,40.9,4,Needs Improvement,,46.4,47.4,No,Yes,N/A
20122013,Accountability,275072,Jefferson County,Watterson Elementary,Elementary School,53.5,34,Needs Improvement/Progressing,,50.2,51.2,Yes,Yes,N/A
20122013,Accountability,275116,Jefferson County,Wellington Elementary,Elementary School,52.5,31,Needs Improvement,,51.9,52.9,No,Yes,N/A
20122013,Accountability,275084,Jefferson County,Western High School,High School,48.0,19,Needs Improvement,Priority School,40.3,41.3,Yes,Yes,No
20122013,Accountability,275710,Jefferson County,Western Middle,Middle School,51.1,38,Needs Improvement/Progressing,Priority School/High Progress School,37.0,38.0,Yes,Yes,N/A
20122013,Accountability,275077,Jefferson County,Westport Middle School,Middle School,40.0,8,Needs Improvement/Progressing,Priority School,35.5,36.5,Yes,Yes,N/A
20122013,Accountability,275182,Jefferson County,Wheatley Elementary,Elementary School,41.8,5,Needs Improvement/Progressing,Focus School,39.3,40.3,Yes,Yes,N/A
20122013,Accountability,275109,Jefferson County,Wheeler Elementary,Elementary School,64.8,78,Proficient,,64.4,64.9,No,Yes,N/A
20122013,Accountability,275067,Jefferson County,Wilder Elementary,Elementary School,59.4,57,Needs Improvement,,61.0,62.0,No,Yes,N/A
20122013,Accountability,275066,Jefferson County,Wilkerson Elementary,Elementary School,51.2,26,Needs Improvement/Progressing,,49.4,50.4,Yes,Yes,N/A
20122013,Accountability,275117,Jefferson County,Wilt Elementary,Elementary School,66.0,81,Proficient/Progressing,,63.3,63.8,Yes,Yes,N/A
20122013,Accountability,275374,Jefferson County,Young Elementary,Elementary School,57.3,48,Needs Improvement/Progressing,High Progress School,46.6,47.6,Yes,Yes,N/A
20122013,Accountability,275078,Jefferson County,Zachary Taylor Elementary,Elementary School,50.7,25,Needs Improvement/Progressing,Focus School,48.2,49.2,Yes,Yes,N/A
20122013,Accountability,276011,Jenkins Independent,Jenkins Independent School,Elementary School,47.4,15,Needs Improvement,,54.8,55.8,No,Yes,N/A
20122013,Accountability,276011,Jenkins Independent,Jenkins Independent School,High School,61.5,81,Proficient/Progressing,High Progress School,45.5,46.5,Yes,Yes,Yes
20122013,Accountability,276011,Jenkins Independent,Jenkins Independent School,Middle School,51.3,38,Needs Improvement/Progressing,,47.7,48.7,Yes,Yes,N/A
20122013,Accountability,281070,Jessamine County,Brookside Elementary School,Elementary School,55.1,39,Needs Improvement/Progressing,,49.8,50.8,Yes,Yes,N/A
20122013,Accountability,281021,Jessamine County,East Jessamine High School,High School,60.1,77,Proficient,Focus School,58.8,59.3,Yes,Yes,No
20122013,Accountability,281025,Jessamine County,East Jessamine Middle School,Middle School,45.8,17,Needs Improvement,Focus School,48.5,49.5,No,Yes,N/A
20122013,Accountability,281018,Jessamine County,Hattie C. Warner Elementary School,Elementary School,58.4,54,Needs Improvement,,57.6,58.6,No,Yes,N/A
20122013,Accountability,281050,Jessamine County,Nicholasville Elementary School,Elementary School,60.5,61,Needs Improvement/Progressing,,59.1,60.1,Yes,Yes,N/A
20122013,Accountability,281060,Jessamine County,Rosenwald Dunbar Elementary School,Elementary School,52.8,32,Needs Improvement,,52.1,53.1,No,Yes,N/A
20122013,Accountability,281019,Jessamine County,West Jessamine High School,High School,66.5,94,Distinguished/Progressing,High Performing School,60.2,60.7,Yes,Yes,Yes
20122013,Accountability,281026,Jessamine County,West Jessamine Middle School,Middle School,56.8,61,Needs Improvement,,56.2,57.2,No,Yes,N/A
20122013,Accountability,281090,Jessamine County,Wilmore Elementary School,Elementary School,69.9,90,Distinguished,,72.3,72.8,No,Yes,N/A
20122013,Accountability,285075,Johnson County,Central Elementary School,Elementary School,63.6,74,Proficient/Progressing,,54.8,55.8,Yes,Yes,N/A
20122013,Accountability,285100,Johnson County,Flat Gap Elementary School,Elementary School,57.5,49,Needs Improvement/Progressing,,51.8,52.8,Yes,Yes,N/A
20122013,Accountability,285340,Johnson County,Highland Elementary School,Elementary School,68.8,88,Proficient/Progressing,,62.1,63.1,Yes,Yes,N/A
20122013,Accountability,285115,Johnson County,Johnson Central High School,High School,63.0,86,Proficient,,56.1,57.1,Yes,Yes,No
20122013,Accountability,285060,Johnson County,Johnson County Middle School,Middle School,60.3,77,Proficient/Progressing,,57.5,58.5,Yes,Yes,N/A
20122013,Accountability,285270,Johnson County,Meade Memorial Elementary School,Elementary School,61.2,64,Needs Improvement,,72.3,72.8,No,Yes,N/A
20122013,Accountability,285250,Johnson County,Porter Elementary School,Elementary School,73.1,95,Distinguished/Progressing,School of Distinction/High Progress School,63.6,64.1,Yes,Yes,N/A
20122013,Accountability,285320,Johnson County,W R Castle Memorial Elementary School,Elementary School,74.9,98,Distinguished/Progressing,School of Distinction,72.5,73.0,Yes,Yes,N/A
20122013,Accountability,291005,Kenton County,Beechgrove Elementary School,Elementary School,62.4,69,Needs Improvement,,66.5,67.0,No,Yes,N/A
20122013,Accountability,291040,Kenton County,Dixie Heights High School,High School,63.1,87,Proficient/Progressing,,60.0,60.5,Yes,Yes,Yes
20122013,Accountability,291060,Kenton County,Ft Wright Elementary School,Elementary School,57.6,50,Needs Improvement,,61.4,62.4,No,Yes,N/A
20122013,Accountability,291020,Kenton County,James A Caywood Elementary School,Elementary School,63.3,73,Proficient/Progressing,,57.6,58.6,Yes,Yes,N/A
20122013,Accountability,291050,Kenton County,Kenton Elementary School,Elementary School,62.3,69,Needs Improvement,,64.8,65.3,No,Yes,N/A
20122013,Accountability,291070,Kenton County,Piner Elementary School,Elementary School,66.7,84,Proficient,,68.3,68.8,No,Yes,N/A
20122013,Accountability,291045,Kenton County,R C Hinsdale Elementary School,Elementary School,69.9,90,Distinguished/Progressing,High Performing School,69.1,69.6,Yes,Yes,N/A
20122013,Accountability,291006,Kenton County,River Ridge Elementary School,Elementary School,64.5,77,Proficient,,74.6,75.1,No,Yes,N/A
20122013,Accountability,291080,Kenton County,Ryland Heights Elementary School,Elementary School,65.2,79,Proficient/Progressing,,62.2,63.2,Yes,Yes,N/A
20122013,Accountability,291120,Kenton County,Scott High School,High School,52.9,41,Needs Improvement,Focus School,51.3,52.3,Yes,Yes,No
20122013,Accountability,291090,Kenton County,Simon Kenton High School,High School,63.2,87,Proficient/Progressing,Focus School,56.1,57.1,Yes,Yes,Yes
20122013,Accountability,291007,Kenton County,Summit View Elementary School,Elementary School,66.3,82,Proficient/Progressing,High Progress School,60.8,61.8,Yes,Yes,N/A
20122013,Accountability,291008,Kenton County,Summit View Middle School,Middle School,55.6,56,Needs Improvement/Progressing,Focus School,54.4,55.4,Yes,Yes,N/A
20122013,Accountability,291100,Kenton County,Taylor Mill Elementary School,Elementary School,68.2,86,Proficient/Progressing,High Progress School,62.2,63.2,Yes,Yes,N/A
20122013,Accountability,291103,Kenton County,Turkey Foot Middle School,Middle School,59.1,71,Proficient,Focus School,61.5,62.0,No,Yes,N/A
20122013,Accountability,291105,Kenton County,Twenhofel Middle School,Middle School,61.5,81,Proficient/Progressing,,60.2,60.7,Yes,Yes,N/A
20122013,Accountability,291495,Kenton County,White's Tower Elementary School,Elementary School,53.9,36,Needs Improvement,,60.7,61.7,No,Yes,N/A
20122013,Accountability,291108,Kenton County,Woodland Middle School,Middle School,58.2,68,Needs Improvement/Progressing,Focus School,57.2,58.2,Yes,Yes,N/A
20122013,Accountability,295035,Knott County,Beaver Creek Elementary School,Elementary School,54.2,36,Needs Improvement,,57.8,58.8,No,Yes,N/A
20122013,Accountability,295035,Knott County,Beaver Creek Elementary School,Middle School,58.8,70,Proficient,,68.8,69.3,No,Yes,N/A
20122013,Accountability,295100,Knott County,Carr Creek Elementary School,Elementary School,57.3,48,Needs Improvement/Progressing,,49.0,50.0,Yes,Yes,N/A
20122013,Accountability,295100,Knott County,Carr Creek Elementary School,Middle School,58.7,70,Proficient/Progressing,,57.2,58.2,Yes,Yes,N/A
20122013,Accountability,295150,Knott County,Cordia School,Middle School,46.7,20,Needs Improvement/Progressing,,42.1,43.1,Yes,Yes,N/A
20122013,Accountability,295150,Knott County,Cordia School,Elementary School,39.4,3,Needs Improvement,,42.4,43.4,No,Yes,N/A
20122013,Accountability,295150,Knott County,Cordia School,High School,47.2,17,Needs Improvement,Focus School,39.6,40.6,Yes,Yes,No
20122013,Accountability,295210,Knott County,Emmalena Elementary School,Middle School,60.6,78,Proficient/Progressing,,53.8,54.8,Yes,Yes,N/A
20122013,Accountability,295210,Knott County,Emmalena Elementary School,Elementary School,49.7,22,Needs Improvement,,50.6,51.6,No,Yes,N/A
20122013,Accountability,295230,Knott County,Hindman Elementary School,Elementary School,55.2,40,Needs Improvement/Progressing,,53.8,54.8,Yes,Yes,N/A
20122013,Accountability,295230,Knott County,Hindman Elementary School,Middle School,58.5,69,Needs Improvement,,60.8,61.3,No,Yes,N/A
20122013,Accountability,295255,Knott County,Jones Fork Elementary School,Elementary School,60.7,62,Needs Improvement,,81.2,81.7,No,Yes,N/A
20122013,Accountability,295255,Knott County,Jones Fork Elementary School,Middle School,56.1,57,Needs Improvement,,74.5,75.0,No,Yes,N/A
20122013,Accountability,295265,Knott County,Knott County Central High School,High School,52.2,37,Needs Improvement,Focus School,54.8,55.8,No,Yes,No
20122013,Accountability,301071,Knox County,Central Elementary School,Elementary School,50.7,25,Needs Improvement/Progressing,,48.7,49.7,Yes,Yes,N/A
20122013,Accountability,301170,Knox County,Dewitt Elementary School,Elementary School,48.5,18,Needs Improvement,,49.8,50.8,No,Yes,N/A
20122013,Accountability,301240,Knox County,Flat Lick Elementary School,Elementary School,49.8,22,Needs Improvement/Progressing,Focus School,42.8,43.8,Yes,Yes,N/A
20122013,Accountability,301320,Knox County,G R Hampton Elementary School,Elementary School,59.2,56,Needs Improvement/Progressing,,56.4,57.4,Yes,Yes,N/A
20122013,Accountability,301260,Knox County,Girdler Elementary School,Elementary School,52.0,29,Needs Improvement/Progressing,,46.0,47.0,Yes,Yes,N/A
20122013,Accountability,301430,Knox County,Jesse D Lay Elementary School,Elementary School,62.2,69,Needs Improvement/Progressing,,60.7,61.7,Yes,Yes,N/A
20122013,Accountability,301410,Knox County,Knox Central High School,High School,52.6,40,Needs Improvement,Priority School,46.8,47.8,Yes,Yes,No
20122013,Accountability,301023,Knox County,Knox County Middle School,Middle School,51.2,38,Needs Improvement/Progressing,Focus School,46.7,47.7,Yes,Yes,N/A
20122013,Accountability,301450,Knox County,Lynn Camp Schools,Elementary School,45.8,11,Needs Improvement/Progressing,,43.6,44.6,Yes,Yes,N/A
20122013,Accountability,301450,Knox County,Lynn Camp Schools,High School,49.5,23,Needs Improvement,,43.1,44.1,Yes,Yes,No
20122013,Accountability,301450,Knox County,Lynn Camp Schools,Middle School,37.9,6,Needs Improvement,Focus School,37.4,38.4,No,Yes,N/A
20122013,Accountability,305015,LaRue County,Abraham Lincoln Elementary School,Elementary School,62.2,69,Needs Improvement/Progressing,,61.0,62.0,Yes,Yes,N/A
20122013,Accountability,305030,LaRue County,Hodgenville Elementary School,Elementary School,64.7,78,Proficient/Progressing,Focus School,59.3,60.3,Yes,Yes,N/A
20122013,Accountability,305040,LaRue County,LaRue County High School,High School,68.2,96,Distinguished,,64.3,64.8,Yes,Yes,No
20122013,Accountability,305045,LaRue County,LaRue County Middle School,Middle School,65.5,90,Distinguished,,65.7,66.2,No,Yes,N/A
20122013,Accountability,311030,Laurel County,Bush Elementary School,Elementary School,73.3,96,Distinguished/Progressing,School of Distinction,70.6,71.1,Yes,Yes,N/A
20122013,Accountability,311055,Laurel County,Camp Ground Elementary School,Elementary School,60.0,59,Needs Improvement,,62.8,63.3,No,Yes,N/A
20122013,Accountability,311430,Laurel County,Cold Hill Elementary School,Elementary School,66.1,82,Proficient,,68.9,69.4,No,Yes,N/A
20122013,Accountability,311070,Laurel County,Colony Elementary School,Elementary School,58.2,52,Needs Improvement/Progressing,,54.7,55.7,Yes,Yes,N/A
20122013,Accountability,311130,Laurel County,Hazel Green Elementary School,Elementary School,60.2,60,Needs Improvement/Progressing,,55.5,56.5,Yes,Yes,N/A
20122013,Accountability,311175,Laurel County,Hunter Hills Elementary School,Elementary School,75.7,98,Distinguished/Progressing,School of Distinction/High Progress School,65.7,66.2,Yes,Yes,N/A
20122013,Accountability,311165,Laurel County,Johnson Elementary School,Elementary School,66.4,83,Proficient/Progressing,,60.9,61.9,Yes,Yes,N/A
20122013,Accountability,311180,Laurel County,Keavy Elementary School,Elementary School,57.4,49,Needs Improvement/Progressing,,51.6,52.6,Yes,Yes,N/A
20122013,Accountability,311010,Laurel County,London Elementary School,Elementary School,61.8,66,Needs Improvement/Progressing,High Progress School,51.3,52.3,Yes,Yes,N/A
20122013,Accountability,311205,Laurel County,North Laurel High School,High School,56.0,58,Needs Improvement,Focus School,49.3,50.3,Yes,Yes,No
20122013,Accountability,311200,Laurel County,North Laurel Middle School,Middle School,54.7,52,Needs Improvement,Focus School,54.0,55.0,No,Yes,N/A
20122013,Accountability,311210,Laurel County,South Laurel High School,High School,55.5,57,Needs Improvement,Focus School,52.6,53.6,Yes,Yes,No
20122013,Accountability,311040,Laurel County,South Laurel Middle School,Middle School,56.1,57,Needs Improvement,Focus School,56.2,57.2,No,Yes,N/A
20122013,Accountability,311420,Laurel County,Sublimity Elementary School,Elementary School,68.4,87,Proficient/Progressing,,63.4,63.9,Yes,Yes,N/A
20122013,Accountability,311018,Laurel County,Wyan-Pine Grove Elementary,Elementary School,66.2,82,Proficient/Progressing,,58.0,59.0,Yes,Yes,N/A
20122013,Accountability,315030,Lawrence County,Blaine Elementary School,Elementary School,49.4,21,Needs Improvement/Progressing,Focus School,42.2,43.2,Yes,Yes,N/A
20122013,Accountability,315030,Lawrence County,Blaine Elementary School,Middle School,48.0,24,Needs Improvement/Progressing,Focus School,45.0,46.0,Yes,Yes,N/A
20122013,Accountability,315150,Lawrence County,Fallsburg Elementary School,Middle School,58.1,67,Needs Improvement/Progressing,High Progress School,48.5,49.5,Yes,Yes,N/A
20122013,Accountability,315150,Lawrence County,Fallsburg Elementary School,Elementary School,50.2,23,Needs Improvement,,60.7,61.7,No,Yes,N/A
20122013,Accountability,315260,Lawrence County,Lawrence County High School,High School,60.6,78,Proficient/Progressing,Priority School/High Progress School,46.4,47.4,Yes,Yes,Yes
20122013,Accountability,315020,Lawrence County,Louisa East Elementary School,Elementary School,47.7,16,Needs Improvement,,53.5,54.5,No,Yes,N/A
20122013,Accountability,315200,Lawrence County,Louisa Middle School,Middle School,49.2,29,Needs Improvement/Progressing,,45.3,46.3,Yes,Yes,N/A
20122013,Accountability,321010,Lee County,Beattyville Elementary,Elementary School,64.3,76,Proficient/Progressing,,60.8,61.8,Yes,Yes,N/A
20122013,Accountability,321050,Lee County,Lee County High School,High School,61.5,81,Proficient/Progressing,Priority School,55.4,56.4,Yes,Yes,Yes
20122013,Accountability,321055,Lee County,Lee County Middle School,Middle School,56.9,62,Needs Improvement/Progressing,,48.0,49.0,Yes,Yes,N/A
20122013,Accountability,321100,Lee County,Southside Elementary School,Elementary School,68.0,86,Proficient/Progressing,High Progress School,46.6,47.6,Yes,Yes,N/A
20122013,Accountability,325280,Leslie County,Hayes Lewis Elementary School,Middle School,59.8,74,Proficient/Progressing,,,,,Yes,N/A
20122013,Accountability,325280,Leslie County,Hayes Lewis Elementary School,Elementary School,46.3,12,Needs Improvement,,49.7,50.7,No,Yes,N/A
20122013,Accountability,325350,Leslie County,Leslie County High School,High School,65.2,91,Distinguished,Priority School,51.1,52.1,Yes,Yes,No
20122013,Accountability,325335,Leslie County,Leslie County Middle School,Middle School,45.8,17,Needs Improvement/Progressing,,,,,Yes,N/A
20122013,Accountability,325300,Leslie County,Mountain View Elementary,Elementary School,51.0,25,Needs Improvement,,52.0,53.0,No,Yes,N/A
20122013,Accountability,325300,Leslie County,Mountain View Elementary,Middle School,53.1,46,Needs Improvement/Progressing,,,,,Yes,N/A
20122013,Accountability,325570,Leslie County,Stinnett Elementary School,Elementary School,57.0,47,Needs Improvement/Progressing,,49.2,50.2,Yes,Yes,N/A
20122013,Accountability,325570,Leslie County,Stinnett Elementary School,Middle School,57.8,66,Needs Improvement/Progressing,,,,,Yes,N/A
20122013,Accountability,325420,Leslie County,W B Muncy Elementary School,Elementary School,50.6,25,Needs Improvement,,55.9,56.9,No,Yes,N/A
20122013,Accountability,325420,Leslie County,W B Muncy Elementary School,Middle School,67.2,94,Distinguished/Progressing,High Performing School,,,,Yes,N/A
20122013,Accountability,331210,Letcher County,Arlie Boggs Elementary School,Middle School,62.4,84,Proficient/Progressing,High Progress School,47.2,48.2,Yes,Yes,N/A
20122013,Accountability,331210,Letcher County,Arlie Boggs Elementary School,Elementary School,52.6,31,Needs Improvement/Progressing,Focus School,45.2,46.2,Yes,Yes,N/A
20122013,Accountability,331380,Letcher County,Cowan Elementary School,Elementary School,53.6,35,Needs Improvement/Progressing,,48.8,49.8,Yes,Yes,N/A
20122013,Accountability,331380,Letcher County,Cowan Elementary School,Middle School,56.7,60,Needs Improvement,,57.8,58.8,No,Yes,N/A
20122013,Accountability,331250,Letcher County,Fleming Neon Middle School,Middle School,64.2,87,Proficient/Progressing,,,,,Yes,N/A
20122013,Accountability,331056,Letcher County,Letcher County Central High School,High School,59.8,76,Proficient/Progressing,Focus School/High Progress School,46.7,47.7,Yes,Yes,Yes
20122013,Accountability,331350,Letcher County,Letcher Elementary School,Elementary School,60.8,62,Needs Improvement/Progressing,Focus School/High Progress School,44.9,45.9,Yes,Yes,N/A
20122013,Accountability,331355,Letcher County,Letcher Middle School,Middle School,52.8,45,Needs Improvement/Progressing,,,,,Yes,N/A
20122013,Accountability,331425,Letcher County,Martha Jane Potter Elementary School,Elementary School,51.7,27,Needs Improvement,,57.7,58.7,No,Yes,N/A
20122013,Accountability,331650,Letcher County,West Whitesburg Elementary School,Elementary School,55.2,40,Needs Improvement/Progressing,Focus School/High Progress School,44.2,45.2,Yes,Yes,N/A
20122013,Accountability,331710,Letcher County,Whitesburg Middle School,Middle School,61.2,79,Proficient/Progressing,,57.0,58.0,Yes,Yes,N/A
20122013,Accountability,335040,Lewis County,Garrison Elementary School,Elementary School,52.6,31,Needs Improvement/Progressing,,48.0,49.0,Yes,Yes,N/A
20122013,Accountability,335090,Lewis County,Laurel Elementary School,Elementary School,55.1,39,Needs Improvement/Progressing,Focus School/High Progress School,44.4,45.4,Yes,Yes,N/A
20122013,Accountability,335095,Lewis County,Lewis County Central Elementary School,Elementary School,50.1,23,Needs Improvement/Progressing,Focus School/High Progress School,36.5,37.5,Yes,Yes,N/A
20122013,Accountability,335120,Lewis County,Lewis County High School,High School,60.7,79,Proficient/Progressing,High Progress School,50.7,51.7,Yes,Yes,Yes
20122013,Accountability,335100,Lewis County,Lewis County Middle School,Middle School,50.8,37,Needs Improvement/Progressing,Focus School,47.9,48.9,Yes,Yes,N/A
20122013,Accountability,335140,Lewis County,Tollesboro Elementary School,Elementary School,60.9,63,Needs Improvement/Progressing,,55.2,56.2,Yes,Yes,N/A
20122013,Accountability,341040,Lincoln County,Crab Orchard Elementary School,Elementary School,56.9,47,Needs Improvement/Progressing,High Progress School,47.0,48.0,Yes,Yes,N/A
20122013,Accountability,341050,Lincoln County,Highland Elementary School,Elementary School,60.1,60,Needs Improvement/Progressing,,58.4,59.4,Yes,Yes,N/A
20122013,Accountability,341070,Lincoln County,Hustonville Elementary School,Elementary School,58.9,55,Needs Improvement,,63.0,63.5,No,Yes,N/A
20122013,Accountability,341095,Lincoln County,Lincoln County High School,High School,61.7,83,Proficient,Priority School,57.6,58.6,Yes,Yes,No
20122013,Accountability,341065,Lincoln County,Lincoln County Middle School,Middle School,59.3,71,Proficient/Progressing,,55.2,56.2,Yes,Yes,N/A
20122013,Accountability,341023,Lincoln County,Lloyd Mcguffey Sixth Grade Center,Middle School,56.5,60,Needs Improvement/Progressing,Focus School,53.2,54.2,Yes,Yes,N/A
20122013,Accountability,341100,Lincoln County,McKinney Elementary School,Elementary School,57.5,49,Needs Improvement,,68.5,69.0,No,Yes,N/A
20122013,Accountability,341130,Lincoln County,Stanford Elementary School,Elementary School,46.3,12,Needs Improvement,,50.8,51.8,No,Yes,N/A
20122013,Accountability,341150,Lincoln County,Waynesburg Elementary School,Elementary School,56.6,45,Needs Improvement,,56.0,57.0,No,Yes,N/A
20122013,Accountability,345050,Livingston County,Livingston Central High School,High School,59.3,75,Proficient/Progressing,Priority School/High Progress School,49.3,50.3,Yes,Yes,Yes
20122013,Accountability,345065,Livingston County,Livingston County Middle School,Middle School,51.8,39,Needs Improvement,,54.4,55.4,No,Yes,N/A
20122013,Accountability,345020,Livingston County,North Livingston Elementary School,Elementary School,56.7,46,Needs Improvement/Progressing,,50.3,51.3,Yes,Yes,N/A
