End Year,End Year Code,District,District Code,School,School Code,Level,Level Code,Proficiency Score,Classification,Classification Code,Rating,Rating Code,Reported Spending per student,Money Difference per school
2017,5,Knott County,295,Knott County Central High School,295265,HS,2,69,Needs Improvement,0.0,High,3.0,12340.0,109200.0
2017,5,Knox County,301,Knox County Middle School,301023,MS,1,78,Distinguished,2.0,Medium,2.0,12070.0,43300.0
2017,5,Knox County,301,Central Elementary School,301071,ES,0,68,Proficient,1.0,Low,1.0,11840.0,28000.0
2017,5,Knox County,301,Dewitt Elementary School,301170,ES,0,72,Proficient,1.0,Low,1.0,14610.0,50500.0
2017,5,Knox County,301,Flat Lick Elementary School,301240,ES,0,73,Distinguished,2.0,Medium,2.0,13180.0,53800.0
2017,5,Knox County,301,Girdler Elementary School,301260,ES,0,66,Needs Improvement,0.0,Low,1.0,12580.0,89400.0
2017,5,Knox County,301,G R Hampton Elementary School,301320,ES,0,80,Distinguished,2.0,Medium,2.0,13970.0,73200.0
2017,5,Knox County,301,Knox Central High School,301410,HS,2,60,Needs Improvement,0.0,Medium,2.0,11080.0,60100.0
2017,5,Knox County,301,Jesse D Lay Elementary School,301430,ES,0,73,Distinguished,2.0,Medium,2.0,12160.0,78200.0
2017,5,Knox County,301,Lynn Camp Schools,301450,MS,1,58,Needs Improvement,0.0,Low,1.0,11450.0,55900.0
2017,5,Knox County,301,Lynn Camp Schools,301450,ES,0,68,Proficient,1.0,Low,1.0,11450.0,55900.0
2017,5,Knox County,301,Lynn Camp Schools,301450,HS,2,56,Needs Improvement,0.0,Medium,2.0,11450.0,55900.0
2017,5,LaRue County,305,Abraham Lincoln Elementary School,305015,ES,0,71,Proficient,1.0,Low,1.0,11130.0,-7200.0
2017,5,LaRue County,305,Hodgenville Elementary School,305030,ES,0,77,Distinguished,2.0,Medium,2.0,10660.0,-69500.0
2017,5,LaRue County,305,LaRue County High School,305040,HS,2,80,Distinguished,2.0,High,3.0,9660.0,-78900.0
2017,5,LaRue County,305,LaRue County Middle School,305045,MS,1,79,Distinguished,2.0,High,3.0,10230.0,29600.0
2017,5,Laurel County,311,London Elementary School,311010,ES,0,72,Distinguished,2.0,Medium,2.0,10000.0,25500.0
2017,5,Laurel County,311,Wyan-Pine Grove Elementary,311018,ES,0,89,Distinguished,2.0,High,3.0,10260.0,19800.0
2017,5,Laurel County,311,Bush Elementary School,311030,ES,0,98,Distinguished,2.0,Very High,4.0,10060.0,21900.0
2017,5,Laurel County,311,South Laurel Middle School,311040,MS,1,78,Distinguished,2.0,Medium,2.0,8690.0,42500.0
2017,5,Laurel County,311,Camp Ground Elementary School,311055,ES,0,90,Distinguished,2.0,High,3.0,10530.0,14200.0
2017,5,Laurel County,311,Colony Elementary School,311070,ES,0,88,Distinguished,2.0,High,3.0,10100.0,13500.0
2017,5,Laurel County,311,Hazel Green Elementary School,311130,ES,0,85,Distinguished,2.0,High,3.0,9740.0,12700.0
2017,5,Laurel County,311,Johnson Elementary School,311165,ES,0,93,Distinguished,2.0,High,3.0,10480.0,41000.0
2017,5,Laurel County,311,Hunter Hills Elementary School,311175,ES,0,80,Distinguished,2.0,Medium,2.0,10180.0,-207400.0
2017,5,Laurel County,311,Keavy Elementary School,311180,ES,0,80,Distinguished,2.0,Medium,2.0,10140.0,11300.0
2017,5,Laurel County,311,North Laurel Middle School,311200,MS,1,84,Distinguished,2.0,High,3.0,8910.0,46000.0
2017,5,Laurel County,311,North Laurel High School,311205,HS,2,67,Needs Improvement,0.0,High,3.0,8730.0,46700.0
2017,5,Laurel County,311,South Laurel High School,311210,HS,2,66,Needs Improvement,0.0,High,3.0,9020.0,39600.0
2017,5,Laurel County,311,Sublimity Elementary School,311420,ES,0,92,Distinguished,2.0,High,3.0,9180.0,14900.0
2017,5,Laurel County,311,Cold Hill Elementary School,311430,ES,0,100,Distinguished,2.0,Very High,4.0,9970.0,12000.0
2017,5,Lawrence County,315,Louisa East Elementary School,315020,ES,0,71,Proficient,1.0,Low,1.0,8170.0,72900.0
2017,5,Lawrence County,315,Blaine Elementary School,315030,ES,0,52,Needs Improvement,0.0,Very Low,0.0,14690.0,-52100.0
2017,5,Lawrence County,315,Blaine Elementary School,315030,MS,1,70,Distinguished,2.0,Medium,2.0,14690.0,-52100.0
2017,5,Lawrence County,315,Fallsburg Elementary School,315150,MS,1,50,Needs Improvement,0.0,Very Low,0.0,12620.0,53500.0
2017,5,Lawrence County,315,Fallsburg Elementary School,315150,ES,0,62,Needs Improvement,0.0,Low,1.0,12620.0,53500.0
2017,5,Lawrence County,315,Louisa Middle School,315200,MS,1,55,Needs Improvement,0.0,Low,1.0,9060.0,52100.0
2017,5,Lawrence County,315,Lawrence County High School,315260,HS,2,63,Needs Improvement,0.0,Medium,2.0,10490.0,89300.0
2017,5,Lee County,321,Lee County Middle High School,321060,HS,2,60,Needs Improvement,0.0,Medium,2.0,11550.0,23900.0
2017,5,Lee County,321,Lee County Middle High School,321060,MS,1,74,Distinguished,2.0,Medium,2.0,11550.0,23900.0
2017,5,Lee County,321,Lee County Elementary School,321100,ES,0,62,Needs Improvement,0.0,Low,1.0,9000.0,-19600.0
2017,5,Leslie County,325,Hayes Lewis Elementary School,325280,ES,0,63,Needs Improvement,0.0,Low,1.0,15170.0,-7100.0
2017,5,Leslie County,325,Hayes Lewis Elementary School,325280,MS,1,70,Distinguished,2.0,Medium,2.0,15170.0,-7100.0
2017,5,Leslie County,325,Mountain View Elementary,325300,MS,1,81,Distinguished,2.0,High,3.0,11270.0,-17700.0
2017,5,Leslie County,325,Mountain View Elementary,325300,ES,0,75,Distinguished,2.0,Medium,2.0,11270.0,-17700.0
2017,5,Leslie County,325,Leslie County High School,325350,HS,2,70,Proficient,1.0,High,3.0,10840.0,-14200.0
2017,5,Leslie County,325,W B Muncy Elementary School,325420,ES,0,69,Proficient,1.0,Low,1.0,11360.0,17200.0
2017,5,Leslie County,325,W B Muncy Elementary School,325420,MS,1,84,Distinguished,2.0,High,3.0,11360.0,17200.0
2017,5,Leslie County,325,Stinnett Elementary School,325570,MS,1,70,Distinguished,2.0,Medium,2.0,12240.0,29100.0
2017,5,Leslie County,325,Stinnett Elementary School,325570,ES,0,80,Distinguished,2.0,Medium,2.0,12240.0,29100.0
2017,5,Letcher County,331,Letcher County Central High School,331056,HS,2,66,Needs Improvement,0.0,High,3.0,8090.0,98200.0
2017,5,Letcher County,331,Arlie Boggs Elementary School,331210,ES,0,74,Distinguished,2.0,Medium,2.0,10860.0,17800.0
2017,5,Letcher County,331,Arlie Boggs Elementary School,331210,MS,1,75,Distinguished,2.0,Medium,2.0,10860.0,17800.0
2017,5,Letcher County,331,Fleming Neon Middle School,331250,MS,1,82,Distinguished,2.0,High,3.0,8920.0,27700.0
2017,5,Letcher County,331,Letcher Elementary School,331350,ES,0,65,Needs Improvement,0.0,Low,1.0,10190.0,50000.0
2017,5,Letcher County,331,Letcher Middle School,331355,MS,1,72,Distinguished,2.0,Medium,2.0,8000.0,-29700.0
2017,5,Letcher County,331,Cowan Elementary School,331380,MS,1,74,Distinguished,2.0,Medium,2.0,9010.0,55700.0
2017,5,Letcher County,331,Cowan Elementary School,331380,ES,0,67,Needs Improvement,0.0,Low,1.0,9010.0,55700.0
2017,5,Letcher County,331,Martha Jane Potter Elementary School,331425,ES,0,75,Distinguished,2.0,Medium,2.0,7760.0,53600.0
2017,5,Letcher County,331,West Whitesburg Elementary School,331650,ES,0,71,Proficient,1.0,Low,1.0,9700.0,112300.0
2017,5,Letcher County,331,Whitesburg Middle School,331710,MS,1,82,Distinguished,2.0,High,3.0,7960.0,30800.0
2017,5,Lewis County,335,Garrison Elementary School,335040,ES,0,61,Needs Improvement,0.0,Low,1.0,10220.0,-3300.0
2017,5,Lewis County,335,Laurel Elementary School,335090,ES,0,77,Distinguished,2.0,Medium,2.0,14040.0,-1600.0
2017,5,Lewis County,335,Lewis County Central Elementary School,335095,ES,0,62,Needs Improvement,0.0,Low,1.0,10000.0,-27600.0
2017,5,Lewis County,335,Lewis County Middle School,335100,MS,1,68,Proficient,1.0,Medium,2.0,9630.0,-49800.0
2017,5,Lewis County,335,Lewis County High School,335120,HS,2,55,Needs Improvement,0.0,Medium,2.0,7950.0,-31100.0
2017,5,Lewis County,335,Tollesboro Elementary School,335140,ES,0,78,Distinguished,2.0,Medium,2.0,10970.0,-3100.0
2017,5,Lincoln County,341,Crab Orchard Elementary School,341040,ES,0,66,Needs Improvement,0.0,Low,1.0,11740.0,16000.0
2017,5,Lincoln County,341,Highland Elementary School,341050,ES,0,67,Needs Improvement,0.0,Low,1.0,11430.0,42900.0
2017,5,Lincoln County,341,Lincoln County Middle School,341065,MS,1,65,Needs Improvement,0.0,Medium,2.0,10500.0,45400.0
2017,5,Lincoln County,341,Hustonville Elementary School,341070,ES,0,77,Distinguished,2.0,Medium,2.0,10590.0,17600.0
2017,5,Lincoln County,341,Lincoln County High School,341095,HS,2,65,Needs Improvement,0.0,High,3.0,10200.0,52900.0
2017,5,Lincoln County,341,McKinney Elementary School,341100,ES,0,49,Needs Improvement,0.0,Very Low,0.0,12190.0,10900.0
2017,5,Lincoln County,341,Stanford Elementary School,341130,ES,0,64,Needs Improvement,0.0,Low,1.0,10940.0,32800.0
2017,5,Lincoln County,341,Waynesburg Elementary School,341150,ES,0,46,Needs Improvement,0.0,Very Low,0.0,10710.0,47700.0
2017,5,Livingston County,345,North Livingston Elementary School,345020,ES,0,74,Distinguished,2.0,Medium,2.0,13310.0,31900.0
2017,5,Livingston County,345,South Livingston Elementary School,345021,ES,0,69,Proficient,1.0,Low,1.0,10620.0,15800.0
2017,5,Livingston County,345,Livingston Central High School,345050,HS,2,62,Needs Improvement,0.0,Medium,2.0,9400.0,54800.0
2017,5,Livingston County,345,Livingston County Middle School,345065,MS,1,66,Proficient,1.0,Low,1.0,7400.0,11200.0
2017,5,Logan County,351,Adairville Elementary School,351011,MS,1,79,Distinguished,2.0,High,3.0,11740.0,52700.0
2017,5,Logan County,351,Adairville Elementary School,351011,ES,0,75,Distinguished,2.0,Medium,2.0,11740.0,52700.0
2017,5,Logan County,351,Auburn Elementary School,351012,ES,0,84,Distinguished,2.0,High,3.0,8210.0,70700.0
2017,5,Logan County,351,Auburn Elementary School,351012,MS,1,92,Distinguished,2.0,Very High,4.0,8210.0,70700.0
2017,5,Logan County,351,Chandlers Elementary School,351013,MS,1,76,Distinguished,2.0,Medium,2.0,9120.0,45000.0
2017,5,Logan County,351,Chandlers Elementary School,351013,ES,0,67,Needs Improvement,0.0,Low,1.0,9120.0,45000.0
2017,5,Logan County,351,Lewisburg Elementary School,351014,ES,0,64,Needs Improvement,0.0,Low,1.0,9790.0,54600.0
2017,5,Logan County,351,Lewisburg Elementary School,351014,MS,1,72,Distinguished,2.0,Medium,2.0,9790.0,54600.0
2017,5,Logan County,351,Olmstead Elementary School,351016,MS,1,92,Distinguished,2.0,Very High,4.0,10720.0,50800.0
2017,5,Logan County,351,Olmstead Elementary School,351016,ES,0,93,Distinguished,2.0,High,3.0,10720.0,50800.0
2017,5,Logan County,351,Logan County High School,351140,HS,2,64,Needs Improvement,0.0,Medium,2.0,7920.0,107100.0
2017,5,Ludlow Independent,354,Mary A. Goetz Elementary School,354010,ES,0,69,Proficient,1.0,Low,1.0,10680.0,-100.0
2017,5,Ludlow Independent,354,Ludlow High School,354020,MS,1,64,Needs Improvement,0.0,Low,1.0,13620.0,-100.0
2017,5,Ludlow Independent,354,Ludlow High School,354020,HS,2,72,Proficient,1.0,High,3.0,13620.0,-100.0
2017,5,Lyon County,361,Lyon County Elementary School,361020,ES,0,66,Needs Improvement,0.0,Low,1.0,5340.0,71700.0
2017,5,Lyon County,361,Lyon County Middle School,361023,MS,1,84,Distinguished,2.0,High,3.0,4880.0,-49100.0
2017,5,Lyon County,361,Lyon County High School,361070,HS,2,61,Needs Improvement,0.0,Medium,2.0,5930.0,44500.0
2017,5,Madison County,365,Shannon Johnson Elementary School,365007,ES,0,86,Distinguished,2.0,High,3.0,7480.0,34600.0
2017,5,Madison County,365,Clark Moores Middle School,365010,MS,1,74,Distinguished,2.0,Medium,2.0,8040.0,100600.0
2017,5,Madison County,365,Daniel Boone Elementary School,365015,ES,0,63,Needs Improvement,0.0,Low,1.0,8210.0,32800.0
2017,5,Madison County,365,Glenn R Marshall Elementary School,365018,ES,0,78,Distinguished,2.0,Medium,2.0,8590.0,22400.0
2017,5,Madison County,365,Madison Middle School,365020,MS,1,60,Needs Improvement,0.0,Low,1.0,8360.0,28200.0
2017,5,Madison County,365,B. Michael Caudill Middle School,365021,MS,1,85,Distinguished,2.0,High,3.0,7140.0,21800.0
2017,5,Madison County,365,Kingston Elementary School,365030,ES,0,76,Distinguished,2.0,Medium,2.0,8340.0,35500.0
2017,5,Madison County,365,Kirksville Elementary School,365040,ES,0,80,Distinguished,2.0,Medium,2.0,7770.0,36400.0
2017,5,Madison County,365,Kit Carson Elementary School,365045,ES,0,79,Distinguished,2.0,Medium,2.0,7180.0,100600.0
2017,5,Madison County,365,Madison Central High School,365050,HS,2,65,Needs Improvement,0.0,High,3.0,7000.0,93800.0
2017,5,Madison County,365,Silver Creek Elementary School,365100,ES,0,77,Distinguished,2.0,Medium,2.0,8440.0,103500.0
2017,5,Madison County,365,Waco Elementary School,365120,ES,0,66,Needs Improvement,0.0,Low,1.0,8340.0,23800.0
2017,5,Madison County,365,White Hall Elementary School,365130,ES,0,86,Distinguished,2.0,High,3.0,7160.0,34600.0
2017,5,Madison County,365,Foley Middle School,365140,MS,1,71,Distinguished,2.0,Medium,2.0,8570.0,28200.0
2017,5,Madison County,365,Farristown Middle School,365145,MS,1,86,Distinguished,2.0,High,3.0,8440.0,28200.0
2017,5,Madison County,365,Madison Southern High School,365150,HS,2,71,Proficient,1.0,High,3.0,7550.0,50500.0
2017,5,Madison County,365,Model Laboratory Elementary School,365450,ES,0,87,Needs Improvement,0.0,Very Low,0.0,,
2017,5,Madison County,365,Model Laboratory Middle School,365455,MS,1,93,Needs Improvement,0.0,Very Low,0.0,,
2017,5,Madison County,365,Model Laboratory High School,365460,HS,2,95,Needs Improvement,0.0,Very Low,0.0,,
2017,5,Magoffin County,371,North Magoffin Elementary,371172,ES,0,76,Distinguished,2.0,Medium,2.0,12000.0,-4900.0
2017,5,Magoffin County,371,South Magoffin Elementary,371173,ES,0,72,Proficient,1.0,Low,1.0,15020.0,19300.0
2017,5,Magoffin County,371,Herald Whitaker Middle School,371175,MS,1,64,Needs Improvement,0.0,Low,1.0,10950.0,41300.0
2017,5,Magoffin County,371,Salyersville Grade School,371360,ES,0,71,Proficient,1.0,Low,1.0,13660.0,-5400.0
2017,5,Magoffin County,371,Magoffin County High School,371370,HS,2,53,Needs Improvement,0.0,Medium,2.0,12100.0,-6900.0
2017,5,Marion County,375,Calvary Elementary School,375020,ES,0,92,Distinguished,2.0,High,3.0,9480.0,-71600.0
2017,5,Marion County,375,Glasscock Elementary School,375040,ES,0,78,Distinguished,2.0,Medium,2.0,9940.0,22100.0
2017,5,Marion County,375,Saint Charles Middle School,375090,MS,1,79,Distinguished,2.0,High,3.0,11010.0,20200.0
2017,5,Marion County,375,West Marion Elementary School,375100,ES,0,80,Distinguished,2.0,Medium,2.0,10360.0,81200.0
2017,5,Marion County,375,Lebanon Elementary School,375210,ES,0,67,Needs Improvement,0.0,Low,1.0,11240.0,37100.0
2017,5,Marion County,375,Lebanon Middle School,375220,MS,1,71,Distinguished,2.0,Medium,2.0,9380.0,34800.0
2017,5,Marion County,375,Marion County High School,375515,HS,2,58,Needs Improvement,0.0,Medium,2.0,9560.0,40500.0
2017,5,Marshall County,381,Central Elementary School,381010,ES,0,66,Needs Improvement,0.0,Low,1.0,9830.0,32600.0
2017,5,Marshall County,381,Benton Elementary School,381011,ES,0,72,Proficient,1.0,Low,1.0,9270.0,60800.0
2017,5,Marshall County,381,Calvert City Elementary School,381040,ES,0,55,Needs Improvement,0.0,Very Low,0.0,11500.0,33100.0
2017,5,Marshall County,381,Jonathan Elementary School,381085,ES,0,69,Proficient,1.0,Low,1.0,13060.0,32900.0
2017,5,Marshall County,381,Marshall County High School,381088,HS,2,66,Needs Improvement,0.0,High,3.0,8460.0,128200.0
2017,5,Marshall County,381,North Marshall Middle School,381090,MS,1,71,Distinguished,2.0,Medium,2.0,8130.0,45500.0
2017,5,Marshall County,381,Sharpe Elementary School,381100,ES,0,74,Distinguished,2.0,Medium,2.0,9980.0,41100.0
2017,5,Marshall County,381,South Marshall Elementary School,381105,ES,0,51,Needs Improvement,0.0,Very Low,0.0,10590.0,44400.0
2017,5,Marshall County,381,South Marshall Middle,381111,MS,1,74,Distinguished,2.0,Medium,2.0,8610.0,41400.0
2017,5,Martin County,385,Eden Elementary School,385051,ES,0,58,Needs Improvement,0.0,Very Low,0.0,11940.0,44200.0
2017,5,Martin County,385,Inez Elementary School,385120,ES,0,75,Distinguished,2.0,Medium,2.0,12330.0,34400.0
2017,5,Martin County,385,Martin County High School,385250,HS,2,59,Needs Improvement,0.0,Medium,2.0,11770.0,74400.0
2017,5,Martin County,385,Warfield Elementary School,385300,ES,0,74,Distinguished,2.0,Medium,2.0,11930.0,39500.0
2017,5,Martin County,385,Martin County Middle School,385330,MS,1,63,Needs Improvement,0.0,Low,1.0,10940.0,51000.0
2017,5,Mason County,391,Mason County Intermediate School,391011,ES,0,61,Needs Improvement,0.0,Low,1.0,6930.0,31300.0
2017,5,Mason County,391,Mason County High School,391030,HS,2,52,Needs Improvement,0.0,Medium,2.0,8350.0,35100.0
2017,5,Mason County,391,Mason County Middle School,391050,MS,1,68,Proficient,1.0,Medium,2.0,7000.0,14800.0
2017,5,Mayfield Independent,392,Mayfield Elementary School,392031,ES,0,72,Distinguished,2.0,Medium,2.0,10610.0,-126300.0
2017,5,Mayfield Independent,392,Mayfield High School,392060,HS,2,59,Needs Improvement,0.0,Medium,2.0,10610.0,162100.0
2017,5,Mayfield Independent,392,Mayfield Middle School,392065,MS,1,61,Needs Improvement,0.0,Low,1.0,10610.0,-52300.0
2017,5,McCracken County,395,Concord Elementary School,395010,ES,0,95,Distinguished,2.0,High,3.0,9220.0,36300.0
2017,5,McCracken County,395,McCracken County High School,395015,HS,2,66,Needs Improvement,0.0,High,3.0,9160.0,153600.0
2017,5,McCracken County,395,Reidland Intermediate School,395030,ES,0,77,Distinguished,2.0,Medium,2.0,11230.0,19700.0
2017,5,McCracken County,395,Heath Middle School,395055,MS,1,88,Distinguished,2.0,High,3.0,9980.0,47000.0
2017,5,McCracken County,395,Hendron Lone Oak Elementary School,395065,ES,0,96,Distinguished,2.0,High,3.0,11380.0,35700.0
2017,5,McCracken County,395,Lone Oak Intermediate School,395075,ES,0,82,Distinguished,2.0,High,3.0,9620.0,-131300.0
2017,5,McCracken County,395,Lone Oak Elementary School,395080,ES,0,90,Distinguished,2.0,High,3.0,9970.0,70200.0
2017,5,McCracken County,395,Lone Oak Middle School,395085,MS,1,86,Distinguished,2.0,High,3.0,9330.0,70400.0
2017,5,McCracken County,395,Reidland Elementary School,395100,ES,0,81,Distinguished,2.0,Medium,2.0,10500.0,145200.0
2017,5,McCracken County,395,Reidland Middle School,395115,MS,1,88,Distinguished,2.0,High,3.0,10380.0,17400.0
2017,5,McCracken County,395,Heath Elementary School,395120,ES,0,89,Distinguished,2.0,High,3.0,10370.0,38400.0
2017,5,McCreary County,401,McCreary Central High School,401010,HS,2,62,Needs Improvement,0.0,Medium,2.0,11910.0,12100.0
2017,5,McCreary County,401,McCreary County Middle School,401014,MS,1,71,Distinguished,2.0,Medium,2.0,12010.0,16800.0
2017,5,McCreary County,401,Pine Knot Intermediate School,401015,ES,0,77,Distinguished,2.0,Medium,2.0,11260.0,16800.0
2017,5,McCreary County,401,Pine Knot Primary School,401016,ES,0,82,Distinguished,2.0,High,3.0,11650.0,10000.0
2017,5,McCreary County,401,Whitley City Elementary School,401330,ES,0,69,Proficient,1.0,Low,1.0,10650.0,37600.0
2017,5,McLean County,405,Calhoun Elementary School,405020,ES,0,74,Distinguished,2.0,Medium,2.0,9450.0,97700.0
2017,5,McLean County,405,Livermore Elementary School,405050,ES,0,69,Proficient,1.0,Low,1.0,10980.0,49400.0
2017,5,McLean County,405,McLean County High School,405065,HS,2,69,Needs Improvement,0.0,High,3.0,9780.0,69400.0
2017,5,McLean County,405,Marie Gatton Phillips Elementary,405070,ES,0,89,Distinguished,2.0,High,3.0,12100.0,21000.0
2017,5,McLean County,405,McLean County Middle School,405075,MS,1,70,Distinguished,2.0,Medium,2.0,9930.0,-21200.0
2017,5,Meade County,411,David T. Wilson Elementary,411011,ES,0,77,Distinguished,2.0,Medium,2.0,8280.0,-13200.0
2017,5,Meade County,411,Stuart Pepper Middle School,411015,MS,1,83,Distinguished,2.0,High,3.0,8040.0,-6400.0
2017,5,Meade County,411,Flaherty Primary School,411030,ES,0,76,Distinguished,2.0,Medium,2.0,9010.0,-17700.0
2017,5,Meade County,411,Ekron Elementary School,411040,ES,0,80,Distinguished,2.0,Medium,2.0,9980.0,-7200.0
2017,5,Meade County,411,Flaherty Elementary School,411050,ES,0,65,Needs Improvement,0.0,Low,1.0,8760.0,-131900.0
2017,5,Meade County,411,Barry Hahn Primary School,411060,ES,0,96,Distinguished,2.0,High,3.0,10940.0,76100.0
2017,5,Meade County,411,Meade County High School,411070,HS,2,63,Needs Improvement,0.0,Medium,2.0,8740.0,-40600.0
2017,5,Meade County,411,Payneville Elementary School,411090,ES,0,75,Distinguished,2.0,Medium,2.0,10040.0,28600.0
2017,5,Menifee County,415,Botts Elementary School,415020,ES,0,52,Needs Improvement,0.0,Very Low,0.0,6890.0,-46900.0
2017,5,Menifee County,415,Menifee Elementary School,415080,ES,0,52,Needs Improvement,0.0,Very Low,0.0,6540.0,80300.0
2017,5,Menifee County,415,Menifee Elementary School,415080,MS,1,64,Needs Improvement,0.0,Low,1.0,6540.0,80300.0
2017,5,Menifee County,415,Menifee County High School,415090,HS,2,64,Needs Improvement,0.0,Medium,2.0,7800.0,50200.0
2017,5,Mercer County,421,Mercer County Senior High School,421015,HS,2,61,Needs Improvement,0.0,Medium,2.0,6920.0,-18700.0
2017,5,Mercer County,421,Kenneth D. King Middle School,421035,MS,1,66,Proficient,1.0,Low,1.0,6040.0,-8000.0
2017,5,Mercer County,421,Mercer County Intermediate School,421050,ES,0,69,Proficient,1.0,Low,1.0,5960.0,4800.0
2017,5,Metcalfe County,425,Metcalfe County Middle School,425010,MS,1,64,Needs Improvement,0.0,Low,1.0,7880.0,13300.0
2017,5,Metcalfe County,425,Metcalfe County High School,425050,HS,2,57,Needs Improvement,0.0,Medium,2.0,9260.0,4300.0
2017,5,Metcalfe County,425,Metcalfe County Elementary School,425060,ES,0,59,Needs Improvement,0.0,Very Low,0.0,8770.0,65400.0
2017,5,Middlesboro Independent,426,Middlesboro Elementary School,426030,ES,0,59,Needs Improvement,0.0,Very Low,0.0,12410.0,23400.0
2017,5,Middlesboro Independent,426,Middlesboro Middle School,426040,MS,1,66,Proficient,1.0,Low,1.0,10670.0,21700.0
2017,5,Middlesboro Independent,426,Middlesboro High School,426080,HS,2,60,Needs Improvement,0.0,Medium,2.0,13190.0,23700.0
2017,5,Monroe County,431,Gamaliel Elementary,431150,ES,0,95,Distinguished,2.0,High,3.0,12630.0,-1200.0
2017,5,Monroe County,431,Monroe Co Middle,431160,MS,1,61,Needs Improvement,0.0,Low,1.0,10180.0,-1600.0
2017,5,Monroe County,431,Joe Harrison Carter,431212,ES,0,83,Distinguished,2.0,High,3.0,13690.0,24500.0
2017,5,Monroe County,431,Tompkinsville Elem,431440,ES,0,86,Distinguished,2.0,High,3.0,11860.0,4200.0
2017,5,Monroe County,431,Monroe Co High,431450,HS,2,64,Needs Improvement,0.0,Medium,2.0,11480.0,44900.0
2017,5,Montgomery County,435,Camargo Elementary School,435010,ES,0,64,Needs Improvement,0.0,Low,1.0,11150.0,66000.0
2017,5,Montgomery County,435,Montgomery County Intermediate School,435020,MS,1,80,Distinguished,2.0,High,3.0,9780.0,-64700.0
2017,5,Montgomery County,435,Mapleton Elementary School,435030,ES,0,75,Distinguished,2.0,Medium,2.0,9820.0,116000.0
2017,5,Montgomery County,435,Montgomery County High School,435040,HS,2,65,Needs Improvement,0.0,High,3.0,10090.0,194800.0
2017,5,Montgomery County,435,Mount Sterling Elementary School,435050,ES,0,73,Distinguished,2.0,Medium,2.0,10220.0,64500.0
2017,5,Montgomery County,435,McNabb Middle School,435070,MS,1,80,Distinguished,2.0,High,3.0,10140.0,-111200.0
2017,5,Morgan County,441,Morgan Central Elementary School,441015,ES,0,93,Distinguished,2.0,High,3.0,10070.0,-39700.0
2017,5,Morgan County,441,Wrigley Elementary School,441018,ES,0,80,Distinguished,2.0,Medium,2.0,10320.0,-4000.0
2017,5,Morgan County,441,East Valley Elementary School,441050,ES,0,93,Distinguished,2.0,High,3.0,13960.0,-23500.0
2017,5,Morgan County,441,Ezel Elementary School,441090,ES,0,97,Distinguished,2.0,High,3.0,12580.0,-15500.0
2017,5,Morgan County,441,Morgan County Middle School,441140,MS,1,63,Needs Improvement,0.0,Low,1.0,10200.0,-48700.0
2017,5,Morgan County,441,Morgan County High School,441150,HS,2,54,Needs Improvement,0.0,Medium,2.0,10740.0,-30600.0
2017,5,Muhlenberg County,445,Bremen Elementary School,445010,ES,0,91,Distinguished,2.0,High,3.0,9420.0,8200.0
2017,5,Muhlenberg County,445,Muhlenberg South Elementary,445012,ES,0,74,Distinguished,2.0,Medium,2.0,9060.0,55100.0
2017,5,Muhlenberg County,445,Central City Elementary,445030,ES,0,72,Proficient,1.0,Low,1.0,10710.0,53300.0
2017,5,Muhlenberg County,445,Greenville Elementary School,445040,ES,0,80,Distinguished,2.0,Medium,2.0,9140.0,11400.0
2017,5,Muhlenberg County,445,Muhlenberg South Middle School,445045,MS,1,78,Distinguished,2.0,Medium,2.0,7760.0,8500.0
2017,5,Muhlenberg County,445,Longest Elementary,445115,ES,0,70,Proficient,1.0,Low,1.0,9320.0,10100.0
2017,5,Muhlenberg County,445,Muhlenberg North Middle,445150,MS,1,68,Proficient,1.0,Medium,2.0,7740.0,11700.0
2017,5,Muhlenberg County,445,Muhlenberg County High School,445175,HS,2,61,Needs Improvement,0.0,Medium,2.0,8940.0,26400.0
2017,5,Murray Independent,446,Murray Elementary School,446020,ES,0,100,Distinguished,2.0,Very High,4.0,9040.0,39800.0
2017,5,Murray Independent,446,Murray Middle School,446030,ES,0,95,Distinguished,2.0,High,3.0,8440.0,36700.0
2017,5,Murray Independent,446,Murray Middle School,446030,MS,1,100,Distinguished,2.0,Very High,4.0,8440.0,36700.0
2017,5,Murray Independent,446,Murray High School,446050,HS,2,92,Distinguished,2.0,Very High,4.0,10350.0,26500.0
2017,5,Nelson County,451,Bloomfield Middle School,451010,MS,1,64,Needs Improvement,0.0,Low,1.0,9360.0,71200.0
2017,5,Nelson County,451,The New Haven School,451011,ES,0,58,Needs Improvement,0.0,Very Low,0.0,13250.0,13700.0
2017,5,Nelson County,451,The New Haven School,451011,MS,1,54,Needs Improvement,0.0,Low,1.0,13250.0,13700.0
2017,5,Nelson County,451,Bloomfield Elementary School,451013,ES,0,81,Distinguished,2.0,Medium,2.0,12550.0,160000.0
2017,5,Nelson County,451,Boston School,451030,MS,1,85,Distinguished,2.0,High,3.0,11400.0,-96000.0
2017,5,Nelson County,451,Boston School,451030,ES,0,79,Distinguished,2.0,Medium,2.0,11400.0,-96000.0
2017,5,Nelson County,451,Coxs Creek Elementary School,451050,ES,0,71,Proficient,1.0,Low,1.0,10330.0,-106600.0
2017,5,Nelson County,451,Foster Heights Elementary School,451070,ES,0,66,Needs Improvement,0.0,Low,1.0,11030.0,52600.0
