End Year,End Year Code,District,District Code,School,School Code,Level,Level Code,Proficiency Score,Classification,Classification Code,Rating,Rating Code
2017,5,Floyd County,175,South Floyd High School,175150,MS,1,69,,,,
2017,5,Floyd County,175,South Floyd High School,175150,HS,2,61,,,,
2017,5,Floyd County,175,W.D. Osborne Elementary School,175995,ES,0,92,,,,
2017,5,Fort Thomas Independent,176,Highlands High School,176010,HS,2,96,,,,
2017,5,Fort Thomas Independent,176,Highlands Middle School,176011,MS,1,96,,,,
2017,5,Fort Thomas Independent,176,Johnson Elementary School,176020,ES,0,98,,,,
2017,5,Fort Thomas Independent,176,Moyer Elementary School,176030,ES,0,92,,,,
2017,5,Fort Thomas Independent,176,Woodfill Elementary School,176040,ES,0,92,,,,
2017,5,Frankfort Independent,177,Frankfort High School,177070,HS,2,61,,,,
2017,5,Frankfort Independent,177,Second Street School,177050,ES,0,49,,,,
2017,5,Frankfort Independent,177,Second Street School,177050,MS,1,67,,,,
2017,5,Franklin County,181,Bondurant Middle School,181015,MS,1,74,,,,
2017,5,Franklin County,181,Bridgeport Elementary School,181014,ES,0,56,,,,
2017,5,Franklin County,181,Collins Lane,181025,ES,0,70,,,,
2017,5,Franklin County,181,Elkhorn Elementary School,181035,ES,0,59,,,,
2017,5,Franklin County,181,Elkhorn Middle School,181030,MS,1,59,,,,
2017,5,Franklin County,181,Franklin County High School,181040,HS,2,60,,,,
2017,5,Franklin County,181,Hearn Elementary,181045,ES,0,66,,,,
2017,5,Franklin County,181,Peaks Mill Elementary,181050,ES,0,71,,,,
2017,5,Franklin County,181,Western Hills High School,181070,HS,2,64,,,,
2017,5,Franklin County,181,Westridge Elementary,181013,ES,0,61,,,,
2017,5,Fulton County,185,Fulton County Elementary,185020,ES,0,54,,,,
2017,5,Fulton County,185,Fulton County Elementary,185020,MS,1,58,,,,
2017,5,Fulton County,185,Fulton County High School,185030,HS,2,58,,,,
2017,5,Fulton Independent,186,Fulton Independent School,186018,ES,0,48,,,,
2017,5,Fulton Independent,186,Fulton Independent School,186018,MS,1,47,,,,
2017,5,Fulton Independent,186,Fulton Independent School,186018,HS,2,52,,,,
2017,5,Gallatin County,191,Gallatin County High School,191020,HS,2,56,,,,
2017,5,Gallatin County,191,Gallatin County Middle School,191005,MS,1,66,,,,
2017,5,Gallatin County,191,Gallatin County Upper Elementary,191006,ES,0,67,,,,
2017,5,Garrard County,195,Camp Dick Robinson Elementary School,195050,ES,0,69,,,,
2017,5,Garrard County,195,Garrard County High School,195060,HS,2,63,,,,
2017,5,Garrard County,195,Garrard Middle School,195070,MS,1,63,,,,
2017,5,Garrard County,195,Lancaster Elementary School,195220,ES,0,57,,,,
2017,5,Garrard County,195,Paint Lick Elementary School,195090,ES,0,84,,,,
2017,5,Glasgow Independent,197,Glasgow High School,197030,HS,2,72,,,,
2017,5,Glasgow Independent,197,Glasgow Middle School,197035,MS,1,72,,,,
2017,5,Glasgow Independent,197,Highland Elementary School,197013,ES,0,70,,,,
2017,5,Glasgow Independent,197,South Green Elementary School,197065,ES,0,70,,,,
2017,5,Grant County,201,Crittenden-Mt. Zion Elementary,201020,ES,0,73,,,,
2017,5,Grant County,201,Dry Ridge Elementary,201030,ES,0,62,,,,
2017,5,Grant County,201,Grant County High School,201040,HS,2,58,,,,
2017,5,Grant County,201,Grant County Middle School,201080,MS,1,64,,,,
2017,5,Grant County,201,Mason-Corinth Elementary,201050,ES,0,54,,,,
2017,5,Grant County,201,Sherman Elementary,201016,ES,0,62,,,,
2017,5,Graves County,205,Fancy Farm Elementary School,205040,ES,0,92,,,,
2017,5,Graves County,205,Farmington Elementary School,205060,ES,0,86,,,,
2017,5,Graves County,205,Graves County Central Elementary,205013,ES,0,93,,,,
2017,5,Graves County,205,Graves County High School,205215,HS,2,66,,,,
2017,5,Graves County,205,Graves County Middle School,205100,MS,1,74,,,,
2017,5,Graves County,205,Lowes Elementary School,205110,ES,0,82,,,,
2017,5,Graves County,205,Sedalia Elementary School,205150,ES,0,88,,,,
2017,5,Graves County,205,Symsonia Elementary School,205170,ES,0,89,,,,
2017,5,Graves County,205,Wingo Elementary School,205200,ES,0,83,,,,
2017,5,Grayson County,211,Caneyville Elementary School,211030,ES,0,78,,,,
2017,5,Grayson County,211,Clarkson Elementary School,211080,ES,0,76,,,,
2017,5,Grayson County,211,Grayson County High School,211085,HS,2,72,,,,
2017,5,Grayson County,211,Grayson County Middle School,211095,MS,1,76,,,,
2017,5,Grayson County,211,H W Wilkey Elementary School,211010,ES,0,73,,,,
2017,5,Grayson County,211,Oran P Lawler Elementary School,211050,ES,0,83,,,,
2017,5,Green County,215,Green County High School,215065,HS,2,58,,,,
2017,5,Green County,215,Green County Intermediate School,215040,ES,0,79,,,,
2017,5,Green County,215,Green County Middle School,215055,MS,1,65,,,,
2017,5,Greenup County,221,Argillite Elementary School,221010,ES,0,75,,,,
2017,5,Greenup County,221,Greenup County High School,221027,HS,2,59,,,,
2017,5,Greenup County,221,Greysbranch Elementary School,221040,ES,0,80,,,,
2017,5,Greenup County,221,Mckell Elementary School,221060,ES,0,78,,,,
2017,5,Greenup County,221,Mckell Middle School,221105,MS,1,79,,,,
2017,5,Greenup County,221,Wurtland Elementary School,221110,ES,0,67,,,,
2017,5,Greenup County,221,Wurtland Middle School,221024,MS,1,70,,,,
2017,5,Hancock County,225,Hancock County High School,225005,HS,2,62,,,,
2017,5,Hancock County,225,Hancock County Middle School,225007,MS,1,77,,,,
2017,5,Hancock County,225,North Hancock Elementary School,225006,ES,0,72,,,,
2017,5,Hancock County,225,South Hancock Elementary School,225070,ES,0,66,,,,
2017,5,Hardin County,231,Bluegrass Middle School,231015,MS,1,63,,,,
2017,5,Hardin County,231,Cecilia Valley Elementary School,231030,ES,0,68,,,,
2017,5,Hardin County,231,Central Hardin High School,231190,HS,2,72,,,,
2017,5,Hardin County,231,Creekside Elementary School,231017,ES,0,68,,,,
2017,5,Hardin County,231,East Hardin Middle School,231005,MS,1,82,,,,
2017,5,Hardin County,231,G C Burkhead Elementary School,231020,ES,0,67,,,,
2017,5,Hardin County,231,Heartland Elementary School,231018,ES,0,61,,,,
2017,5,Hardin County,231,James T Alton Middle School,231077,MS,1,62,,,,
2017,5,Hardin County,231,John Hardin High School,231013,HS,2,65,,,,
2017,5,Hardin County,231,Lakewood Elementary School,231014,ES,0,66,,,,
2017,5,Hardin County,231,Lincoln Trail Elementary School,231050,ES,0,76,,,,
2017,5,Hardin County,231,Meadow View Elementary School,231210,ES,0,49,,,,
2017,5,Hardin County,231,New Highland Elementary School,231040,ES,0,58,,,,
2017,5,Hardin County,231,North Hardin High School,231075,HS,2,63,,,,
2017,5,Hardin County,231,North Middle School,231080,MS,1,52,,,,
2017,5,Hardin County,231,Radcliff Elementary School,231079,ES,0,50,,,,
2017,5,Hardin County,231,Rineyville Elementary School,231090,ES,0,68,,,,
2017,5,Hardin County,231,Vine Grove Elementary School,231165,ES,0,84,,,,
2017,5,Hardin County,231,West Hardin Middle School,231168,MS,1,76,,,,
2017,5,Hardin County,231,Woodland Elementary School,231008,ES,0,54,,,,
2017,5,Harlan County,235,Black Mountain Elementary School,235060,ES,0,63,,,,
2017,5,Harlan County,235,Black Mountain Elementary School,235060,MS,1,67,,,,
2017,5,Harlan County,235,Cawood Elementary School,235110,MS,1,72,,,,
2017,5,Harlan County,235,Cawood Elementary School,235110,ES,0,73,,,,
2017,5,Harlan County,235,Cumberland Elementary School,235195,ES,0,54,,,,
2017,5,Harlan County,235,Cumberland Elementary School,235195,MS,1,58,,,,
2017,5,Harlan County,235,Evarts Elementary School,235290,ES,0,66,,,,
2017,5,Harlan County,235,Evarts Elementary School,235290,MS,1,79,,,,
2017,5,Harlan County,235,Green Hills Elementary School,235325,ES,0,67,,,,
2017,5,Harlan County,235,Green Hills Elementary School,235325,MS,1,70,,,,
2017,5,Harlan County,235,Harlan County High School,235025,HS,2,59,,,,
2017,5,Harlan County,235,James A. Cawood Elementary,235340,MS,1,73,,,,
2017,5,Harlan County,235,James A. Cawood Elementary,235340,ES,0,76,,,,
2017,5,Harlan County,235,Rosspoint Elementary School,235540,ES,0,75,,,,
2017,5,Harlan County,235,Rosspoint Elementary School,235540,MS,1,92,,,,
2017,5,Harlan County,235,Wallins Elementary School,235640,ES,0,66,,,,
2017,5,Harlan County,235,Wallins Elementary School,235640,MS,1,78,,,,
2017,5,Harlan Independent,236,Harlan Elementary School,236020,ES,0,84,,,,
2017,5,Harlan Independent,236,Harlan High School,236030,HS,2,76,,,,
2017,5,Harlan Independent,236,Harlan High School,236030,MS,1,68,,,,
2017,5,Harrison County,241,Eastside Elementary School,241035,ES,0,78,,,,
2017,5,Harrison County,241,Harrison County High School,241040,HS,2,63,,,,
2017,5,Harrison County,241,Harrison County Middle School,241043,MS,1,73,,,,
2017,5,Harrison County,241,Northside Elementary School,241045,ES,0,61,,,,
2017,5,Harrison County,241,Southside Elementary School,241038,ES,0,61,,,,
2017,5,Harrison County,241,Westside Elementary School,241075,ES,0,66,,,,
2017,5,Hart County,245,Bonnieville Elementary School,245010,MS,1,78,,,,
2017,5,Hart County,245,Bonnieville Elementary School,245010,ES,0,58,,,,
2017,5,Hart County,245,Cub Run Elementary School,245030,ES,0,77,,,,
2017,5,Hart County,245,Cub Run Elementary School,245030,MS,1,89,,,,
2017,5,Hart County,245,Hart County High School,245045,HS,2,51,,,,
2017,5,Hart County,245,Legrande Elementary School,245050,MS,1,67,,,,
2017,5,Hart County,245,Legrande Elementary School,245050,ES,0,58,,,,
2017,5,Hart County,245,Memorial Elementary School,245070,MS,1,69,,,,
2017,5,Hart County,245,Memorial Elementary School,245070,ES,0,54,,,,
2017,5,Hart County,245,Munfordville Elementary School,245090,ES,0,64,,,,
2017,5,Hart County,245,Munfordville Elementary School,245090,MS,1,62,,,,
2017,5,Hazard Independent,246,Hazard High School,246010,HS,2,80,,,,
2017,5,Hazard Independent,246,Hazard Middle School,246045,MS,1,76,,,,
2017,5,Hazard Independent,246,Roy G. Eversole Elementary School,246060,ES,0,94,,,,
2017,5,Henderson County,251,A B Chandler Elementary School,251030,ES,0,90,,,,
2017,5,Henderson County,251,Bend Gate Elementary School,251010,ES,0,76,,,,
2017,5,Henderson County,251,Cairo Elementary School,251020,ES,0,80,,,,
2017,5,Henderson County,251,East Heights Elementary School,251033,ES,0,76,,,,
2017,5,Henderson County,251,Henderson County High School,251060,HS,2,67,,,,
2017,5,Henderson County,251,Henderson County North Middle School,251065,MS,1,71,,,,
2017,5,Henderson County,251,Henderson County South Middle School,251150,MS,1,84,,,,
2017,5,Henderson County,251,Jefferson Elementary School,251160,ES,0,71,,,,
2017,5,Henderson County,251,Niagara Elementary School,251070,ES,0,84,,,,
2017,5,Henderson County,251,South Heights Elementary School,251091,ES,0,84,,,,
2017,5,Henderson County,251,Spottsville Elementary School,251110,ES,0,96,,,,
2017,5,Henry County,255,Campbellsburg Elementary School,255010,ES,0,57,,,,
2017,5,Henry County,255,Eastern Elementary School,255020,ES,0,66,,,,
2017,5,Henry County,255,Henry County High School,255035,HS,2,53,,,,
2017,5,Henry County,255,Henry County Middle School,255038,MS,1,60,,,,
2017,5,Henry County,255,New Castle Elementary School,255040,ES,0,45,,,,
2017,5,Hickman County,261,Hickman County Elementary School,261020,ES,0,74,,,,
2017,5,Hickman County,261,Hickman County High School,261050,HS,2,69,,,,
2017,5,Hickman County,261,Hickman County High School,261050,MS,1,71,,,,
2017,5,Hopkins County,265,Browning Springs Middle School,265140,MS,1,60,,,,
2017,5,Hopkins County,265,Earlington Elementary School,265330,ES,0,69,,,,
2017,5,Hopkins County,265,Grapevine Elementary School,265090,ES,0,80,,,,
2017,5,Hopkins County,265,Hanson Elementary School,265110,ES,0,86,,,,
2017,5,Hopkins County,265,Hopkins County Central High School,265130,HS,2,60,,,,
2017,5,Hopkins County,265,James Madison Middle School,265075,MS,1,82,,,,
2017,5,Hopkins County,265,Jesse Stuart Elementary School,265020,ES,0,66,,,,
2017,5,Hopkins County,265,Madisonville North Hopkins High School,265145,HS,2,70,,,,
2017,5,Hopkins County,265,Pride Elementary School,265200,ES,0,95,,,,
2017,5,Hopkins County,265,South Hopkins Middle School,265185,MS,1,76,,,,
2017,5,Hopkins County,265,Southside Elementary School,265280,ES,0,67,,,,
2017,5,Hopkins County,265,West Broadway Elementary School,265250,ES,0,79,,,,
2017,5,Hopkins County,265,West Hopkins School,265006,ES,0,80,,,,
2017,5,Hopkins County,265,West Hopkins School,265006,MS,1,68,,,,
2017,5,Jackson County,271,Jackson County High School,271020,HS,2,59,,,,
2017,5,Jackson County,271,Jackson County Middle School,271025,MS,1,59,,,,
2017,5,Jackson County,271,McKee Elementary School,271180,ES,0,76,,,,
2017,5,Jackson County,271,Sand Gap Elementary School,271280,ES,0,66,,,,
2017,5,Jackson County,271,Tyner Elementary School,271340,ES,0,80,,,,
2017,5,Jackson Independent,272,Jackson City School,272011,ES,0,61,,,,
2017,5,Jackson Independent,272,Jackson City School,272011,HS,2,76,,,,
2017,5,Jackson Independent,272,Jackson City School,272011,MS,1,85,,,,
2017,5,Jefferson County,275,Alex R. Kennedy Elementary,275175,ES,0,55,,,,
2017,5,Jefferson County,275,Atherton High,275018,HS,2,76,,,,
2017,5,Jefferson County,275,Atkinson Academy,275185,ES,0,34,,,,
2017,5,Jefferson County,275,Auburndale Elementary,275127,ES,0,64,,,,
2017,5,Jefferson County,275,Audubon Traditional Elementary,275044,ES,0,89,,,,
2017,5,Jefferson County,275,Ballard High,275105,HS,2,68,,,,
2017,5,Jefferson County,275,Barret Traditional Middle,275040,MS,1,97,,,,
2017,5,Jefferson County,275,Bates Elementary,275055,ES,0,76,,,,
2017,5,Jefferson County,275,Blake Elementary,275149,ES,0,58,,,,
2017,5,Jefferson County,275,Bloom Elementary,275225,ES,0,84,,,,
2017,5,Jefferson County,275,Blue Lick Elementary,275091,ES,0,65,,,,
2017,5,Jefferson County,275,Bowen Elementary,275094,ES,0,88,,,,
2017,5,Jefferson County,275,Brandeis Elementary,275260,ES,0,87,,,,
2017,5,Jefferson County,275,Breckinridge-Franklin Elementary,275038,ES,0,65,,,,
2017,5,Jefferson County,275,Butler Traditional High,275045,HS,2,68,,,,
2017,5,Jefferson County,275,Byck Elementary,275243,ES,0,25,,,,
2017,5,Jefferson County,275,Camp Taylor Elementary,275004,ES,0,53,,,,
2017,5,Jefferson County,275,Cane Run Elementary,275005,ES,0,38,,,,
2017,5,Jefferson County,275,Carrithers Middle,275167,MS,1,57,,,,
2017,5,Jefferson County,275,Carter Traditional Elementary,275680,ES,0,90,,,,
2017,5,Jefferson County,275,Central High Magnet Career Academy,275179,HS,2,52,,,,
2017,5,Jefferson County,275,Chancey Elementary,275102,ES,0,72,,,,
2017,5,Jefferson County,275,Chenoweth Elementary,275046,ES,0,76,,,,
2017,5,Jefferson County,275,Cochran Elementary,275323,ES,0,65,,,,
2017,5,Jefferson County,275,Cochrane Elementary,275083,ES,0,57,,,,
2017,5,Jefferson County,275,Coleridge-Taylor Montessori Elementary,275660,ES,0,51,,,,
2017,5,Jefferson County,275,Conway Middle,275164,MS,1,43,,,,
2017,5,Jefferson County,275,Coral Ridge Elementary,275060,ES,0,65,,,,
2017,5,Jefferson County,275,Crosby Middle,275119,MS,1,74,,,,
2017,5,Jefferson County,275,Crums Lane Elementary,275092,ES,0,51,,,,
2017,5,Jefferson County,275,Dixie Elementary,275082,ES,0,63,,,,
2017,5,Jefferson County,275,Doss High,275100,HS,2,42,,,,
2017,5,Jefferson County,275,Dunn Elementary,275156,ES,0,92,,,,
2017,5,Jefferson County,275,Eastern High,275007,HS,2,80,,,,
2017,5,Jefferson County,275,Eisenhower Elementary,275131,ES,0,69,,,,
2017,5,Jefferson County,275,Engelhard Elementary,275240,ES,0,48,,,,
2017,5,Jefferson County,275,Fairdale Elementary,275010,ES,0,64,,,,
2017,5,Jefferson County,275,Fairdale High,275057,HS,2,54,,,,
2017,5,Jefferson County,275,Farmer Elementary,275212,ES,0,86,,,,
2017,5,Jefferson County,275,Farnsley Middle,275049,MS,1,66,,,,
2017,5,Jefferson County,275,Fern Creek Elementary,275011,ES,0,66,,,,
2017,5,Jefferson County,275,Fern Creek High,275012,HS,2,61,,,,
2017,5,Jefferson County,275,Field Elementary,275250,ES,0,89,,,,
2017,5,Jefferson County,275,Foster Traditional Academy,275270,ES,0,43,,,,
2017,5,Jefferson County,275,Frayser Elementary,275290,ES,0,31,,,,
2017,5,Jefferson County,275,Frederick Law Olmsted Academy North,275620,MS,1,37,,,,
2017,5,Jefferson County,275,Frederick Law Olmsted Academy South,275730,MS,1,53,,,,
2017,5,Jefferson County,275,Gilmore Lane Elementary,275058,ES,0,48,,,,
2017,5,Jefferson County,275,Goldsmith Elementary,275061,ES,0,52,,,,
2017,5,Jefferson County,275,Greathouse/Shryock Traditional,275013,ES,0,100,,,,
2017,5,Jefferson County,275,Greenwood Elementary,275014,ES,0,53,,,,
2017,5,Jefferson County,275,Gutermuth Elementary,275115,ES,0,46,,,,
2017,5,Jefferson County,275,Hartstern Elementary,275121,ES,0,59,,,,
2017,5,Jefferson County,275,Hawthorne Elementary,275048,ES,0,68,,,,
2017,5,Jefferson County,275,Hazelwood Elementary,275300,ES,0,52,,,,
2017,5,Jefferson County,275,Highland Middle,275320,MS,1,54,,,,
2017,5,Jefferson County,275,Hite Elementary,275095,ES,0,94,,,,
2017,5,Jefferson County,275,Indian Trail Elementary,275076,ES,0,53,,,,
2017,5,Jefferson County,275,Iroquois High,275335,HS,2,30,,,,
2017,5,Jefferson County,275,J. Graham Brown School,275165,HS,2,98,,,,
2017,5,Jefferson County,275,J. Graham Brown School,275165,ES,0,98,,,,
2017,5,Jefferson County,275,J. Graham Brown School,275165,MS,1,97,,,,
2017,5,Jefferson County,275,Jacob Elementary,275325,ES,0,50,,,,
2017,5,Jefferson County,275,Jefferson County Traditional Middle,275396,MS,1,84,,,,
2017,5,Jefferson County,275,Jeffersontown Elementary,275166,ES,0,68,,,,
2017,5,Jefferson County,275,Jeffersontown High,275065,HS,2,58,,,,
2017,5,Jefferson County,275,Johnson Traditional Middle,275470,MS,1,80,,,,
2017,5,Jefferson County,275,Johnsontown Road Elementary,275106,ES,0,47,,,,
2017,5,Jefferson County,275,Kammerer Middle,275162,MS,1,61,,,,
2017,5,Jefferson County,275,Kennedy Montessori Elementary,275720,ES,0,47,,,,
2017,5,Jefferson County,275,Kenwood Elementary,275059,ES,0,68,,,,
2017,5,Jefferson County,275,Kerrick Elementary,275079,ES,0,57,,,,
2017,5,Jefferson County,275,King Elementary,275432,ES,0,34,,,,
2017,5,Jefferson County,275,Klondike Lane Elementary,275134,ES,0,61,,,,
2017,5,Jefferson County,275,Knight Middle,275163,MS,1,48,,,,
2017,5,Jefferson County,275,Lassiter Middle,275133,MS,1,54,,,,
2017,5,Jefferson County,275,Laukhuf Elementary,275145,ES,0,72,,,,
2017,5,Jefferson County,275,Layne Elementary,275126,ES,0,57,,,,
2017,5,Jefferson County,275,Lincoln Elementary Performing Arts,275520,ES,0,70,,,,
2017,5,Jefferson County,275,Louisville Male High,275047,HS,2,91,,,,
2017,5,Jefferson County,275,Lowe Elementary,275146,ES,0,98,,,,
2017,5,Jefferson County,275,Luhr Elementary,275107,ES,0,67,,,,
2017,5,Jefferson County,275,Marion C. Moore School,275155,MS,1,49,,,,
2017,5,Jefferson County,275,Marion C. Moore School,275155,HS,2,45,,,,
2017,5,Jefferson County,275,Maupin Elementary,275480,ES,0,20,,,,
2017,5,Jefferson County,275,Mcferran Preparatory Academy,275440,ES,0,50,,,,
2017,5,Jefferson County,275,Medora Elementary,275022,ES,0,69,,,,
2017,5,Jefferson County,275,Meyzeek Middle,275340,MS,1,82,,,,
2017,5,Jefferson County,275,Middletown Elementary,275024,ES,0,69,,,,
2017,5,Jefferson County,275,Mill Creek Elementary,275147,ES,0,43,,,,
2017,5,Jefferson County,275,Minors Lane Elementary,275099,ES,0,36,,,,
2017,5,Jefferson County,275,Newburg Middle,275041,MS,1,53,,,,
2017,5,Jefferson County,275,Noe Middle,275435,MS,1,78,,,,
2017,5,Jefferson County,275,Norton Commons Elementary,275371,ES,0,83,,,,
2017,5,Jefferson County,275,Norton Elementary,275096,ES,0,96,,,,
2017,5,Jefferson County,275,Okolona Elementary,275027,ES,0,61,,,,
2017,5,Jefferson County,275,Pleasure Ridge Park High,275075,HS,2,51,,,,
2017,5,Jefferson County,275,Portland Elementary,275500,ES,0,64,,,,
2017,5,Jefferson County,275,Price Elementary,275128,ES,0,36,,,,
2017,5,Jefferson County,275,Ramsey Middle,275219,MS,1,61,,,,
2017,5,Jefferson County,275,Rangeland Elementary,275081,ES,0,52,,,,
2017,5,Jefferson County,275,Robert Frost Sixth-Grade Academy,275085,MS,1,39,,,,
2017,5,Jefferson County,275,Roosevelt-Perry Elementary,275530,ES,0,29,,,,
2017,5,Jefferson County,275,Rutherford Elementary,275560,ES,0,52,,,,
2017,5,Jefferson County,275,Sanders Elementary,275086,ES,0,65,,,,
2017,5,Jefferson County,275,Schaffner Traditional Elementary,275063,ES,0,92,,,,
2017,5,Jefferson County,275,Semple Elementary,275580,ES,0,49,,,,
2017,5,Jefferson County,275,Seneca High,275073,HS,2,48,,,,
2017,5,Jefferson County,275,Shacklette Elementary,275097,ES,0,45,,,,
2017,5,Jefferson County,275,Shelby Traditional Academy,275610,ES,0,45,,,,
2017,5,Jefferson County,275,Slaughter Elementary,275103,ES,0,53,,,,
2017,5,Jefferson County,275,Smyrna Elementary School,275087,ES,0,51,,,,
2017,5,Jefferson County,275,Southern High,275031,HS,2,43,,,,
2017,5,Jefferson County,275,St Matthews Elementary,275064,ES,0,77,,,,
2017,5,Jefferson County,275,Stonestreet Elementary,275071,ES,0,65,,,,
2017,5,Jefferson County,275,Stopher Elementary,275211,ES,0,95,,,,
2017,5,Jefferson County,275,Stuart Academy,275144,MS,1,34,,,,
2017,5,Jefferson County,275,The Academy @ Shawnee,275590,HS,2,30,,,,
2017,5,Jefferson County,275,The Academy @ Shawnee,275590,MS,1,66,,,,
2017,5,Jefferson County,275,Thomas Jefferson Middle,275090,MS,1,41,,,,
2017,5,Jefferson County,275,Trunnell Elementary,275104,ES,0,53,,,,
2017,5,Jefferson County,275,Tully Elementary,275016,ES,0,86,,,,
2017,5,Jefferson County,275,Valley High,275033,HS,2,41,,,,
2017,5,Jefferson County,275,Valley High,275033,MS,1,29,,,,
2017,5,Jefferson County,275,Waggener High,275051,HS,2,51,,,,
2017,5,Jefferson County,275,Watson Lane Elementary,275069,ES,0,40,,,,
2017,5,Jefferson County,275,Watterson Elementary,275072,ES,0,62,,,,
2017,5,Jefferson County,275,Wellington Elementary,275116,ES,0,52,,,,
2017,5,Jefferson County,275,Western High,275084,HS,2,37,,,,
2017,5,Jefferson County,275,Western Middle School for the Arts,275710,MS,1,64,,,,
2017,5,Jefferson County,275,Westport Middle,275077,MS,1,51,,,,
2017,5,Jefferson County,275,Wheatley Elementary,275182,ES,0,27,,,,
2017,5,Jefferson County,275,Wheeler Elementary,275109,ES,0,88,,,,
2017,5,Jefferson County,275,Wilder Elementary,275067,ES,0,78,,,,
2017,5,Jefferson County,275,Wilkerson Elementary School,275066,ES,0,54,,,,
2017,5,Jefferson County,275,Wilt Elementary,275117,ES,0,77,,,,
2017,5,Jefferson County,275,Young Elementary,275374,ES,0,45,,,,
2017,5,Jefferson County,275,Zachary Taylor Elementary,275078,ES,0,64,,,,
2017,5,Jefferson County,275,duPont Manual High,275200,HS,2,100,,,,
2017,5,Jenkins Independent,276,Jenkins Independent School,276011,MS,1,66,,,,
2017,5,Jenkins Independent,276,Jenkins Independent School,276011,ES,0,77,,,,
2017,5,Jenkins Independent,276,Jenkins Independent School,276011,HS,2,55,,,,
2017,5,Jessamine County,281,Brookside Elementary School,281070,ES,0,73,,,,
2017,5,Jessamine County,281,East Jessamine High School,281021,HS,2,66,,,,
2017,5,Jessamine County,281,East Jessamine Middle School,281025,MS,1,63,,,,
2017,5,Jessamine County,281,Hattie C. Warner Elementary School,281018,ES,0,64,,,,
2017,5,Jessamine County,281,Nicholasville Elementary School,281050,ES,0,62,,,,
2017,5,Jessamine County,281,Red Oak Elementary School,281040,ES,0,71,,,,
2017,5,Jessamine County,281,Rosenwald Dunbar Elementary School,281060,ES,0,74,,,,
2017,5,Jessamine County,281,West Jessamine High School,281019,HS,2,73,,,,
2017,5,Jessamine County,281,West Jessamine Middle School,281026,MS,1,79,,,,
2017,5,Jessamine County,281,Wilmore Elementary School,281090,ES,0,77,,,,
2017,5,Johnson County,285,Central Elementary School,285075,ES,0,72,,,,
2017,5,Johnson County,285,Flat Gap Elementary School,285100,ES,0,74,,,,
2017,5,Johnson County,285,Highland Elementary School,285340,ES,0,81,,,,
2017,5,Johnson County,285,Johnson Central High School,285115,HS,2,58,,,,
2017,5,Johnson County,285,Johnson County Middle School,285060,MS,1,80,,,,
2017,5,Johnson County,285,Porter Elementary School,285250,ES,0,92,,,,
2017,5,Johnson County,285,W R Castle Memorial Elementary School,285320,ES,0,97,,,,
2017,5,Kenton County,291,Beechgrove Elementary School,291005,ES,0,81,,,,
2017,5,Kenton County,291,Dixie Heights High School,291040,HS,2,64,,,,
2017,5,Kenton County,291,Ft Wright Elementary School,291060,ES,0,84,,,,
2017,5,Kenton County,291,James A Caywood Elementary School,291020,ES,0,78,,,,
2017,5,Kenton County,291,Kenton Elementary School,291050,ES,0,87,,,,
2017,5,Kenton County,291,Piner Elementary School,291070,ES,0,87,,,,
2017,5,Kenton County,291,R C Hinsdale Elementary School,291045,ES,0,90,,,,
2017,5,Kenton County,291,River Ridge Elementary School,291006,ES,0,85,,,,
2017,5,Kenton County,291,Ryland Heights Elementary School,291080,ES,0,79,,,,
2017,5,Kenton County,291,Scott High School,291120,HS,2,66,,,,
2017,5,Kenton County,291,Simon Kenton High School,291090,HS,2,69,,,,
2017,5,Kenton County,291,Summit View Academy,291475,ES,0,74,,,,
2017,5,Kenton County,291,Summit View Academy,291475,MS,1,76,,,,
2017,5,Kenton County,291,Taylor Mill Elementary School,291100,ES,0,78,,,,
2017,5,Kenton County,291,Turkey Foot Middle School,291103,MS,1,77,,,,
2017,5,Kenton County,291,Twenhofel Middle School,291105,MS,1,80,,,,
2017,5,Kenton County,291,White's Tower Elementary School,291495,ES,0,89,,,,
2017,5,Kenton County,291,Woodland Middle School,291108,MS,1,69,,,,
2017,5,Knott County,295,Beaver Creek Elementary School,295035,ES,0,70,,,,
2017,5,Knott County,295,Beaver Creek Elementary School,295035,MS,1,57,,,,
2017,5,Knott County,295,Carr Creek Elementary School,295100,ES,0,59,,,,
2017,5,Knott County,295,Carr Creek Elementary School,295100,MS,1,63,,,,
2017,5,Knott County,295,Cordia School,295150,MS,1,59,,,,
2017,5,Knott County,295,Cordia School,295150,ES,0,62,,,,
2017,5,Knott County,295,Cordia School,295150,HS,2,47,,,,
2017,5,Knott County,295,Emmalena Elementary School,295210,ES,0,62,,,,
2017,5,Knott County,295,Emmalena Elementary School,295210,MS,1,72,,,,
2017,5,Knott County,295,Hindman Elementary School,295230,MS,1,76,,,,
2017,5,Knott County,295,Hindman Elementary School,295230,ES,0,81,,,,
2017,5,Knott County,295,Jones Fork Elementary School,295255,MS,1,78,,,,
2017,5,Knott County,295,Jones Fork Elementary School,295255,ES,0,78,,,,
2017,5,Knott County,295,Knott County Central High School,295265,HS,2,69,,,,
2017,5,Knox County,301,Central Elementary School,301071,ES,0,68,,,,
2017,5,Knox County,301,Dewitt Elementary School,301170,ES,0,72,,,,
2017,5,Knox County,301,Flat Lick Elementary School,301240,ES,0,73,,,,
2017,5,Knox County,301,G R Hampton Elementary School,301320,ES,0,80,,,,
