End Year,End Year Code,District,District Code,School,School Code,Level,Level Code,Proficiency Score,Classification,Classification Code,Rating,Rating Code
2015,3,Butler County,75,Butler County Middle School,75035,MS,1,65,Needs Improvement,0.0,,
2015,3,Butler County,75,Morgantown Elementary School,75120,ES,0,62,Needs Improvement,0.0,,
2015,3,Butler County,75,North Butler Elementary,75031,ES,0,68,Proficient,1.0,,
2015,3,Caldwell County,81,Caldwell County Elementary School,81070,ES,0,72,Proficient,1.0,,
2015,3,Caldwell County,81,Caldwell County High School,81010,HS,2,77,Distinguished,2.0,,
2015,3,Caldwell County,81,Caldwell County Middle School,81020,MS,1,69,Proficient,1.0,,
2015,3,Calloway County,85,Calloway County High School,85020,HS,2,80,Distinguished,2.0,,
2015,3,Calloway County,85,Calloway County Middle School,85055,MS,1,69,Proficient,1.0,,
2015,3,Calloway County,85,East Calloway Elementary School,85025,ES,0,74,Distinguished,2.0,,
2015,3,Calloway County,85,North Calloway Elementary School,85035,ES,0,73,Distinguished,2.0,,
2015,3,Calloway County,85,Southwest Calloway Elementary School,85045,ES,0,79,Distinguished,2.0,,
2015,3,Campbell County,91,Campbell County High School,91100,HS,2,79,Distinguished,2.0,,
2015,3,Campbell County,91,Campbell County Middle School,91011,MS,1,68,Proficient,1.0,,
2015,3,Campbell County,91,Campbell Ridge Elementary,91019,ES,0,67,Needs Improvement,0.0,,
2015,3,Campbell County,91,Crossroads Elementary School,91035,ES,0,72,Proficient,1.0,,
2015,3,Campbell County,91,Donald E. Cline Elementary School,91013,ES,0,80,Distinguished,2.0,,
2015,3,Campbell County,91,Grant's Lick Elementary School,91050,ES,0,75,Distinguished,2.0,,
2015,3,Campbell County,91,John W. Reiley Elementary School,91012,ES,0,80,Distinguished,2.0,,
2015,3,Campbellsville Independent,92,Campbellsville Elementary School,92010,ES,0,61,Needs Improvement,0.0,,
2015,3,Campbellsville Independent,92,Campbellsville High School,92020,HS,2,75,Distinguished,2.0,,
2015,3,Campbellsville Independent,92,Campbellsville Middle School,92025,ES,0,64,Needs Improvement,0.0,,
2015,3,Campbellsville Independent,92,Campbellsville Middle School,92025,MS,1,63,Needs Improvement,0.0,,
2015,3,Carlisle County,95,Carlisle County Elementary School,95060,ES,0,65,Needs Improvement,0.0,,
2015,3,Carlisle County,95,Carlisle County High School,95040,HS,2,71,Proficient,1.0,,
2015,3,Carlisle County,95,Carlisle County Middle School,95020,MS,1,60,Needs Improvement,0.0,,
2015,3,Carroll County,101,Carroll County High School,101018,HS,2,68,Needs Improvement,0.0,,
2015,3,Carroll County,101,Carroll County Middle School,101019,MS,1,55,Needs Improvement,0.0,,
2015,3,Carroll County,101,Cartmell Elementary,101005,ES,0,56,Needs Improvement,0.0,,
2015,3,Carter County,105,Carter City Elementary School,105060,ES,0,70,Proficient,1.0,,
2015,3,Carter County,105,East Carter County High School,105120,HS,2,78,Distinguished,2.0,,
2015,3,Carter County,105,East Carter Middle School,105130,MS,1,66,Needs Improvement,0.0,,
2015,3,Carter County,105,Heritage Elementary School,105052,ES,0,72,Proficient,1.0,,
2015,3,Carter County,105,Olive Hill Elementary School,105250,ES,0,72,Proficient,1.0,,
2015,3,Carter County,105,Prichard Elementary School,105340,ES,0,72,Proficient,1.0,,
2015,3,Carter County,105,Star Elementary School,105450,ES,0,81,Distinguished,2.0,,
2015,3,Carter County,105,Tygart Creek Elementary School,105053,ES,0,78,Distinguished,2.0,,
2015,3,Carter County,105,West Carter County High School,105500,HS,2,76,Distinguished,2.0,,
2015,3,Carter County,105,West Carter Middle School,105505,MS,1,64,Needs Improvement,0.0,,
2015,3,Casey County,111,Casey County High School,111045,HS,2,75,Proficient,1.0,,
2015,3,Casey County,111,Casey County Middle School,111070,MS,1,65,Needs Improvement,0.0,,
2015,3,Casey County,111,Jones Park Elementary,111026,ES,0,73,Distinguished,2.0,,
2015,3,Casey County,111,Liberty Elementary School,111190,ES,0,71,Proficient,1.0,,
2015,3,Casey County,111,Walnut Hill Elementary School,111015,ES,0,76,Distinguished,2.0,,
2015,3,Caverna Independent,113,Caverna Elementary School,113025,ES,0,62,Needs Improvement,0.0,,
2015,3,Caverna Independent,113,Caverna High School,113030,HS,2,64,Needs Improvement,0.0,,
2015,3,Caverna Independent,113,Caverna Middle School,113026,MS,1,50,Needs Improvement,0.0,,
2015,3,Christian County,115,Belmont Elementary School,115020,ES,0,64,Needs Improvement,0.0,,
2015,3,Christian County,115,Christian County High School,115030,HS,2,65,Needs Improvement,0.0,,
2015,3,Christian County,115,Christian County Middle School,115035,MS,1,67,Proficient,1.0,,
2015,3,Christian County,115,Crofton Elementary School,115040,ES,0,72,Proficient,1.0,,
2015,3,Christian County,115,Holiday Elementary School,115105,ES,0,66,Needs Improvement,0.0,,
2015,3,Christian County,115,Hopkinsville High School,115050,HS,2,73,Proficient,1.0,,
2015,3,Christian County,115,Hopkinsville Middle School,115058,MS,1,63,Needs Improvement,0.0,,
2015,3,Christian County,115,Indian Hills Elementary School,115055,ES,0,58,Needs Improvement,0.0,,
2015,3,Christian County,115,Lacy Elementary School,115110,ES,0,69,Proficient,1.0,,
2015,3,Christian County,115,Martin Luther King Jr. Elementary School,115017,ES,0,62,Needs Improvement,0.0,,
2015,3,Christian County,115,Millbrooke Elementary School,115125,ES,0,71,Proficient,1.0,,
2015,3,Christian County,115,North Drive Middle School,115045,MS,1,47,Needs Improvement,0.0,,
2015,3,Christian County,115,Pembroke Elementary School,115130,ES,0,70,Proficient,1.0,,
2015,3,Christian County,115,Sinking Fork Elementary School,115150,ES,0,75,Distinguished,2.0,,
2015,3,Christian County,115,South Christian Elementary School,115170,ES,0,66,Needs Improvement,0.0,,
2015,3,Clark County,121,George Rogers Clark High School,121030,HS,2,78,Distinguished,2.0,,
2015,3,Clark County,121,Rev. Henry E. Baker Sr. Interm. School,121026,MS,1,64,Needs Improvement,0.0,,
2015,3,Clark County,121,Robert D. Campbell Jr. High,121023,MS,1,59,Needs Improvement,0.0,,
2015,3,Clark County,121,Shearer Elementary School,121006,ES,0,70,Proficient,1.0,,
2015,3,Clark County,121,Strode Station Elementary School,121004,ES,0,67,Needs Improvement,0.0,,
2015,3,Clark County,121,William G. Conkwright Elementary,121008,ES,0,60,Needs Improvement,0.0,,
2015,3,Clark County,121,Willis H. Justice Elementary School,121002,ES,0,67,Proficient,1.0,,
2015,3,Clay County,125,Big Creek Elementary,125040,ES,0,65,Needs Improvement,0.0,,
2015,3,Clay County,125,Burning Springs Elementary,125070,ES,0,64,Needs Improvement,0.0,,
2015,3,Clay County,125,Clay County High School,125100,HS,2,68,Needs Improvement,0.0,,
2015,3,Clay County,125,Clay County Middle School,125095,MS,1,61,Needs Improvement,0.0,,
2015,3,Clay County,125,Goose Rock Elementary,125200,ES,0,52,Needs Improvement,0.0,,
2015,3,Clay County,125,Hacker Elementary School,125220,ES,0,74,Distinguished,2.0,,
2015,3,Clay County,125,Manchester Elementary School,125500,ES,0,81,Distinguished,2.0,,
2015,3,Clay County,125,Oneida Elementary School,125570,ES,0,58,Needs Improvement,0.0,,
2015,3,Clay County,125,Paces Creek Elementary,125580,ES,0,60,Needs Improvement,0.0,,
2015,3,Clinton County,131,Albany Elementary School,131015,ES,0,68,Proficient,1.0,,
2015,3,Clinton County,131,Clinton County High School,131050,HS,2,71,Proficient,1.0,,
2015,3,Clinton County,131,Clinton County Middle School,131045,MS,1,63,Needs Improvement,0.0,,
2015,3,Cloverport Independent,132,Frederick Fraize High School,132010,HS,2,69,Needs Improvement,0.0,,
2015,3,Cloverport Independent,132,Frederick Fraize Middle School,132025,MS,1,63,Needs Improvement,0.0,,
2015,3,Cloverport Independent,132,William H Natcher Elementary School,132020,ES,0,62,Needs Improvement,0.0,,
2015,3,Corbin Independent,133,Corbin Elementary,133017,ES,0,68,Proficient,1.0,,
2015,3,Corbin Independent,133,Corbin High School,133040,HS,2,84,Distinguished,2.0,,
2015,3,Corbin Independent,133,Corbin Intermediate,133018,MS,1,74,Distinguished,2.0,,
2015,3,Corbin Independent,133,Corbin Middle School,133050,MS,1,77,Distinguished,2.0,,
2015,3,Covington Independent,134,Glenn O Swing Elementary,134160,ES,0,80,Distinguished,2.0,,
2015,3,Covington Independent,134,Holmes High School,134019,HS,2,60,Needs Improvement,0.0,,
2015,3,Covington Independent,134,Holmes Middle School,134017,MS,1,55,Needs Improvement,0.0,,
2015,3,Covington Independent,134,John G Carlisle Elementary,134110,ES,0,56,Needs Improvement,0.0,,
2015,3,Covington Independent,134,Latonia Elementary School,134115,ES,0,69,Proficient,1.0,,
2015,3,Covington Independent,134,Ninth District Elementary,134150,ES,0,54,Needs Improvement,0.0,,
2015,3,Covington Independent,134,Sixth District Elementary School,134170,ES,0,62,Needs Improvement,0.0,,
2015,3,Crittenden County,135,Crittenden County Elementary School,135100,ES,0,70,Proficient,1.0,,
2015,3,Crittenden County,135,Crittenden County High School,135020,HS,2,74,Proficient,1.0,,
2015,3,Crittenden County,135,Crittenden County Middle School,135025,MS,1,62,Needs Improvement,0.0,,
2015,3,Cumberland County,141,Cumberland County Elementary School,141070,ES,0,68,Proficient,1.0,,
2015,3,Cumberland County,141,Cumberland County High School,141080,HS,2,76,Distinguished,2.0,,
2015,3,Cumberland County,141,Cumberland County Middle School,141075,MS,1,71,Distinguished,2.0,,
2015,3,Danville Independent,143,Danville High School,143030,HS,2,68,Needs Improvement,0.0,,
2015,3,Danville Independent,143,Hogsett Elementary School,143040,ES,0,62,Needs Improvement,0.0,,
2015,3,Danville Independent,143,Jennie Rogers Elementary School,143110,ES,0,62,Needs Improvement,0.0,,
2015,3,Danville Independent,143,John W. Bate Middle School,143005,MS,1,59,Needs Improvement,0.0,,
2015,3,Danville Independent,143,Toliver Elementary School,143060,ES,0,64,Needs Improvement,0.0,,
2015,3,Daviess County,145,Apollo High School,145005,HS,2,76,Distinguished,2.0,,
2015,3,Daviess County,145,Audubon Elementary School,145085,ES,0,66,Needs Improvement,0.0,,
2015,3,Daviess County,145,College View Middle School,145155,MS,1,71,Distinguished,2.0,,
2015,3,Daviess County,145,Country Heights Elementary School,145150,ES,0,73,Distinguished,2.0,,
2015,3,Daviess County,145,Daviess County High School,145010,HS,2,76,Distinguished,2.0,,
2015,3,Daviess County,145,Daviess County Middle School,145020,MS,1,71,Distinguished,2.0,,
2015,3,Daviess County,145,Deer Park Elementary School,145040,ES,0,76,Distinguished,2.0,,
2015,3,Daviess County,145,East View Elementary School,145007,ES,0,67,Needs Improvement,0.0,,
2015,3,Daviess County,145,F T Burns Elementary School,145145,ES,0,78,Distinguished,2.0,,
2015,3,Daviess County,145,F T Burns Middle School,145008,MS,1,68,Proficient,1.0,,
2015,3,Daviess County,145,Highland Elementary School,145025,ES,0,80,Distinguished,2.0,,
2015,3,Daviess County,145,Meadow Lands Elementary School,145006,ES,0,78,Distinguished,2.0,,
2015,3,Daviess County,145,Sorgho Elementary School,145070,ES,0,71,Proficient,1.0,,
2015,3,Daviess County,145,Southern Oaks Elementary School,145011,ES,0,74,Distinguished,2.0,,
2015,3,Daviess County,145,Tamarack Elementary School,145095,ES,0,70,Proficient,1.0,,
2015,3,Daviess County,145,West Louisville Elementary School,145130,ES,0,67,Needs Improvement,0.0,,
2015,3,Daviess County,145,Whitesville Elementary School,145140,ES,0,67,Needs Improvement,0.0,,
2015,3,Dawson Springs Independent,146,Dawson Springs Elementary,146017,ES,0,68,Proficient,1.0,,
2015,3,Dawson Springs Independent,146,Dawson Springs Jr/Sr High School,146018,HS,2,77,Distinguished,2.0,,
2015,3,Dawson Springs Independent,146,Dawson Springs Jr/Sr High School,146018,MS,1,60,Needs Improvement,0.0,,
2015,3,Dayton Independent,147,Dayton High School,147010,MS,1,61,Needs Improvement,0.0,,
2015,3,Dayton Independent,147,Dayton High School,147010,HS,2,68,Needs Improvement,0.0,,
2015,3,Dayton Independent,147,Lincoln Elementary School,147030,ES,0,67,Needs Improvement,0.0,,
2015,3,East Bernstadt Independent,149,East Bernstadt Elementary School,149010,ES,0,72,Proficient,1.0,,
2015,3,East Bernstadt Independent,149,East Bernstadt Elementary School,149010,MS,1,65,Needs Improvement,0.0,,
2015,3,Edmonson County,151,Edmonson County 5/6 Center,151022,MS,1,64,Needs Improvement,0.0,,
2015,3,Edmonson County,151,Edmonson County High School,151060,HS,2,73,Proficient,1.0,,
2015,3,Edmonson County,151,Edmonson County Middle School,151050,MS,1,77,Distinguished,2.0,,
2015,3,Edmonson County,151,Kyrock Elementary School,151080,ES,0,71,Proficient,1.0,,
2015,3,Edmonson County,151,South Edmonson Elementary School,151020,ES,0,69,Proficient,1.0,,
2015,3,Elizabethtown Independent,152,Elizabethtown High School,152010,HS,2,81,Distinguished,2.0,,
2015,3,Elizabethtown Independent,152,Helmwood Heights Elementary School,152015,ES,0,63,Needs Improvement,0.0,,
2015,3,Elizabethtown Independent,152,Morningside Elementary School,152020,ES,0,65,Needs Improvement,0.0,,
2015,3,Elizabethtown Independent,152,Talton K Stone Middle School,152035,MS,1,65,Needs Improvement,0.0,,
2015,3,Elliott County,155,Elliott County High School,155280,HS,2,66,Needs Improvement,0.0,,
2015,3,Elliott County,155,Elliott County High School,155280,MS,1,60,Needs Improvement,0.0,,
2015,3,Elliott County,155,Elliott County Intermediate School,155270,ES,0,59,Needs Improvement,0.0,,
2015,3,Elliott County,155,Isonville Elementary School,155140,ES,0,54,Needs Improvement,0.0,,
2015,3,Elliott County,155,Lakeside Elementary School,155160,ES,0,60,Needs Improvement,0.0,,
2015,3,Eminence Independent,156,Eminence Elementary School,156020,ES,0,62,Needs Improvement,0.0,,
2015,3,Eminence Independent,156,Eminence High School,156010,HS,2,75,Proficient,1.0,,
2015,3,Eminence Independent,156,Eminence High School,156010,MS,1,57,Needs Improvement,0.0,,
2015,3,Erlanger-Elsmere Independent,157,Arnett Elementary School,157005,ES,0,79,Distinguished,2.0,,
2015,3,Erlanger-Elsmere Independent,157,Howell Elementary School,157010,ES,0,56,Needs Improvement,0.0,,
2015,3,Erlanger-Elsmere Independent,157,Lindeman Elementary School,157003,ES,0,67,Needs Improvement,0.0,,
2015,3,Erlanger-Elsmere Independent,157,Lloyd High School,157030,HS,2,77,Distinguished,2.0,,
2015,3,Erlanger-Elsmere Independent,157,Miles Elementary School,157050,ES,0,66,Needs Improvement,0.0,,
2015,3,Erlanger-Elsmere Independent,157,Tichenor Middle School,157060,MS,1,55,Needs Improvement,0.0,,
2015,3,Estill County,161,Estill County High School,161090,HS,2,71,Proficient,1.0,,
2015,3,Estill County,161,Estill County Middle School,161085,MS,1,56,Needs Improvement,0.0,,
2015,3,Estill County,161,West Irvine Intermediate,161280,ES,0,60,Needs Improvement,0.0,,
2015,3,Fairview Independent,162,Fairview Elementary School,162011,ES,0,63,Needs Improvement,0.0,,
2015,3,Fairview Independent,162,Fairview High School,162020,HS,2,76,Distinguished,2.0,,
2015,3,Fairview Independent,162,Fairview High School,162020,MS,1,54,Needs Improvement,0.0,,
2015,3,Fayette County,165,Arlington Elementary School,165005,ES,0,60,Needs Improvement,0.0,,
2015,3,Fayette County,165,Ashland Elementary School,165007,ES,0,75,Distinguished,2.0,,
2015,3,Fayette County,165,Athens-Chilesburg Elementary,165045,ES,0,76,Distinguished,2.0,,
2015,3,Fayette County,165,Beaumont Middle School,165015,MS,1,74,Distinguished,2.0,,
2015,3,Fayette County,165,Booker T Washington Academy Elementary,165046,ES,0,56,Needs Improvement,0.0,,
2015,3,Fayette County,165,Bryan Station High School,165170,HS,2,66,Needs Improvement,0.0,,
2015,3,Fayette County,165,Bryan Station Middle School,165030,MS,1,55,Needs Improvement,0.0,,
2015,3,Fayette County,165,Cardinal Valley Elementary School,165240,ES,0,55,Needs Improvement,0.0,,
2015,3,Fayette County,165,Cassidy Elementary School,165032,ES,0,77,Distinguished,2.0,,
2015,3,Fayette County,165,Clays Mill Elementary School,165120,ES,0,73,Distinguished,2.0,,
2015,3,Fayette County,165,Crawford Middle School,165025,MS,1,54,Needs Improvement,0.0,,
2015,3,Fayette County,165,Deep Springs Elementary School,165035,ES,0,53,Needs Improvement,0.0,,
2015,3,Fayette County,165,Dixie Elementary Magnet School,165036,ES,0,74,Distinguished,2.0,,
2015,3,Fayette County,165,Edythe Jones Hayes Middle School,165034,MS,1,69,Proficient,1.0,,
2015,3,Fayette County,165,Garden Springs Elementary School,165037,ES,0,72,Proficient,1.0,,
2015,3,Fayette County,165,Glendover Elementary School,165150,ES,0,78,Distinguished,2.0,,
2015,3,Fayette County,165,Harrison Elementary School,165038,ES,0,66,Needs Improvement,0.0,,
2015,3,Fayette County,165,Henry Clay High School,165039,HS,2,76,Distinguished,2.0,,
2015,3,Fayette County,165,James Lane Allen Elementary School,165190,ES,0,65,Needs Improvement,0.0,,
2015,3,Fayette County,165,Jessie M Clark Middle School,165225,MS,1,71,Distinguished,2.0,,
2015,3,Fayette County,165,Julius Marks Elementary School,165620,ES,0,66,Needs Improvement,0.0,,
2015,3,Fayette County,165,Lafayette High School,165060,HS,2,77,Distinguished,2.0,,
2015,3,Fayette County,165,Lansdowne Elementary School,165062,ES,0,67,Proficient,1.0,,
2015,3,Fayette County,165,Leestown Middle School,165065,MS,1,58,Needs Improvement,0.0,,
2015,3,Fayette County,165,Lexington Trad Magnet School,165067,MS,1,58,Needs Improvement,0.0,,
2015,3,Fayette County,165,Liberty Elementary,165057,ES,0,72,Proficient,1.0,,
2015,3,Fayette County,165,Madeline M Breckinridge Elem School,165072,ES,0,67,Needs Improvement,0.0,,
2015,3,Fayette County,165,Mary Todd Elementary School,165180,ES,0,50,Needs Improvement,0.0,,
2015,3,Fayette County,165,Maxwell Spanish Immersion Elem School,165074,ES,0,75,Distinguished,2.0,,
2015,3,Fayette County,165,Meadowthorpe Elementary School,165160,ES,0,68,Proficient,1.0,,
2015,3,Fayette County,165,Millcreek Elementary School,165255,ES,0,59,Needs Improvement,0.0,,
2015,3,Fayette County,165,Morton Middle School,165076,MS,1,70,Proficient,1.0,,
2015,3,Fayette County,165,Northern Elementary School,165077,ES,0,55,Needs Improvement,0.0,,
2015,3,Fayette County,165,Paul Laurence Dunbar High School,165200,HS,2,74,Proficient,1.0,,
2015,3,Fayette County,165,Picadome Elementary School,165080,ES,0,80,Distinguished,2.0,,
2015,3,Fayette County,165,Rosa Parks Elementary School,165052,ES,0,80,Distinguished,2.0,,
2015,3,Fayette County,165,Russell Cave Elementary School,165090,ES,0,58,Needs Improvement,0.0,,
2015,3,Fayette County,165,Sandersville Elementary,165058,ES,0,77,Distinguished,2.0,,
