District Code,District,School,School Code,Level,End Year,Reported Spending per student,Student Count,Educator Count,Years of experience
34,Berea Independent,Berea Community Middle School,34015,MS,2018,10773,277,35,13
34,Berea Independent,Berea Community High School,34020,HS,2018,11699,310,27,13
35,Boone County,A M Yealey Elementary School,35005,ES,2018,10612,539,30,15
35,Boone County,Erpenbeck Elementary School,35006,ES,2018,9318,676,39,14
35,Boone County,North Pointe Elementary School,35008,ES,2018,11018,451,33,14
35,Boone County,Camp Ernst Middle School,35010,MS,2018,8793,1001,66,12
35,Boone County,Shirley Mann Elementary School,35011,ES,2018,9282,752,46,14
35,Boone County,Thornwilde Elementary School,35012,ES,2018,8525,650,32,11
35,Boone County,Randall K. Cooper High School,35015,HS,2018,8927,1332,83,11
35,Boone County,Longbranch Elementary School,35017,ES,2018,8638,794,43,14
35,Boone County,Rector A. Jones Middle School,35020,MS,2018,10038,735,55,9
35,Boone County,Boone County High School,35030,HS,2018,9817,1337,92,14
35,Boone County,Burlington Elementary School,35040,ES,2018,9832,796,48,13
35,Boone County,Charles H. Kelly Elementary School,35041,ES,2018,13317,227,21,14
35,Boone County,Conner Middle School,35043,MS,2018,8798,1114,67,12
35,Boone County,Conner High School,35045,HS,2018,9249,1398,89,11
35,Boone County,Florence Elementary School,35050,ES,2018,10328,541,35,7
35,Boone County,Chester Goodridge Elementary School,35055,ES,2018,10184,689,44,13
35,Boone County,Hillard Collins Elementary School,35065,ES,2018,9442,790,43,8
35,Boone County,Larry A. Ryle High School,35071,HS,2018,8992,1866,112,14
35,Boone County,Gray Middle School,35075,MS,2018,8675,1065,68,13
35,Boone County,New Haven Elementary School,35080,ES,2018,8638,880,51,11
35,Boone County,Ockerman Elementary School,35081,ES,2018,9789,737,41,11
35,Boone County,Stephens Elementary School,35083,ES,2018,10161,611,40,11
35,Boone County,Ockerman Middle School,35085,MS,2018,9930,784,59,13
41,Bourbon County,Bourbon Central Elementary School,41010,ES,2018,11201,589,28,8
41,Bourbon County,Cane Ridge Elementary School,41030,ES,2018,11544,483,30,11
41,Bourbon County,North Middletown Elementary School,41090,ES,2018,13581,150,7,8
41,Bourbon County,Bourbon County High School,41110,HS,2018,11355,782,54,10
41,Bourbon County,Bourbon County Middle School,41120,MS,2018,10727,665,45,12
42,Bowling Green Independent,Dishman McGinnis Elementary School,42010,ES,2018,13013,476,34,12
42,Bowling Green Independent,Parker-Bennett-Curry School,42057,ES,2018,15017,305,28,9
42,Bowling Green Independent,Potter Gray Elementary,42060,ES,2018,11160,448,27,14
42,Bowling Green Independent,Bowling Green Junior High,42065,MS,2018,11468,959,63,12
42,Bowling Green Independent,Bowling Green High School,42070,HS,2018,12732,1184,80,13
42,Bowling Green Independent,T C Cherry Elementary School,42080,ES,2018,15762,248,24,12
42,Bowling Green Independent,W R McNeill Elementary School,42090,ES,2018,11342,409,26,12
45,Boyd County,Boyd County High School,45010,HS,2018,12601,847,62,14
45,Boyd County,Cannonsburg Elementary School,45020,ES,2018,13422,269,25,14
45,Boyd County,Boyd County Middle School,45035,MS,2018,10590,678,45,12
45,Boyd County,Summit Elementary School,45080,ES,2018,11259,470,32,14
45,Boyd County,Catlettsburg Elementary School,45095,ES,2018,15611,241,23,12
45,Boyd County,Ponderosa Elementary School,45097,ES,2018,10794,381,25,14
51,Boyle County,Boyle County Middle School,51003,MS,2018,12133,643,42,14
51,Boyle County,Boyle County High School,51005,HS,2018,12584,876,54,13
51,Boyle County,Junction City Elementary School,51040,ES,2018,16917,305,31,9
51,Boyle County,Woodlawn Elementary School,51050,ES,2018,12880,535,31,11
51,Boyle County,Perryville Elementary School,51080,ES,2018,16412,229,16,14
55,Bracken County,Bracken County High School,55010,HS,2018,12350,377,22,10
55,Bracken County,Taylor Elementary School,55050,ES,2018,10798,539,32,15
55,Bracken County,Bracken County Middle School,55060,MS,2018,1299,276,17,9
61,Breathitt County,Highland-Turner Elementary School,61030,ES,2018,14881,194,10,16
61,Breathitt County,Highland-Turner Elementary School,61030,MS,2018,14881,194,10,16
61,Breathitt County,Breathitt County High School,61060,MS,2018,12818,504,31,11
61,Breathitt County,Breathitt County High School,61060,HS,2018,12818,504,31,11
61,Breathitt County,LBJ Elementary School,61150,MS,2018,12942,512,32,16
61,Breathitt County,Sebastian Elementary School,61150,ES,2018,12942,512,32,16
61,Breathitt County,Marie Roberts-Caney Elementary School,61185,ES,2018,14536,241,15,12
61,Breathitt County,Marie Roberts-Caney Elementary School,61185,MS,2018,14536,241,15,12
61,Breathitt County,Sebastian Middle School,61390,MS,2018,12516,281,15,17
65,Breckinridge County,Breckinridge County High School,65010,HS,2018,16151,881,53,12
65,Breckinridge County,Hardinsburg Elementary School,65020,ES,2018,20437,383,27,15
65,Breckinridge County,Ben Johnson Elementary School,65030,ES,2018,18444,213,14,10
65,Breckinridge County,Custer Elementary School,65040,ES,2018,19031,195,14,11
65,Breckinridge County,Irvington Elementary School,65050,ES,2018,18430,366,24,11
65,Breckinridge County,Breckinridge County Middle School,65100,MS,2018,16476,609,35,12
71,Bullitt County,Bernheim Middle School,71005,MS,2018,11987,435,27,9
71,Bullitt County,Freedom Elementary School,71006,ES,2018,12801,437,22,11
71,Bullitt County,Zoneton Middle School,71007,MS,2018,11852,448,28,7
71,Bullitt County,Shepherdsville Elementary,71008,ES,2018,12150,507,23,6
71,Bullitt County,Eastside Middle School,71009,MS,2018,11575,626,33,15
71,Bullitt County,Brooks Elementary School,71010,ES,2018,13961,445,23,11
71,Bullitt County,Bullitt Central High School,71015,HS,2018,11334,1359,77,10
71,Bullitt County,Bullitt East High School,71016,HS,2018,10895,1493,79,12
71,Bullitt County,Bullitt Lick Middle School,71018,MS,2018,12396,505,32,11
71,Bullitt County,Cedar Grove Elementary,71020,ES,2018,12163,478,27,12
71,Bullitt County,Hebron Middle School,71025,MS,2018,11975,464,26,13
71,Bullitt County,Lebanon Junction Elementary,71030,ES,2018,13318,411,22,12
71,Bullitt County,Maryville Elementary School,71045,ES,2018,13997,315,19,9
71,Bullitt County,MT. Washington Middle School,71050,MS,2018,11957,482,23,17
71,Bullitt County,MT. Washington Elementary,71055,ES,2018,10888,600,29,11
71,Bullitt County,Crossroads Elementary,71060,ES,2018,13063,473,26,11
71,Bullitt County,Pleasant Grove Elementary School,71065,ES,2018,11802,605,30,14
71,Bullitt County,Nichols Elementary,71070,ES,2018,16528,135,8,11
71,Bullitt County,North Bullitt High School,71075,HS,2018,11576,1257,73,11
71,Bullitt County,Old Mill Elementary School,71078,ES,2018,12005,461,23,11
71,Bullitt County,Overdale Elementary School,71080,ES,2018,13500,402,21,10
71,Bullitt County,Roby Elementary School,71090,ES,2018,12651,421,21,10
72,Burgin Independent,Burgin Independent School,72030,ES,2018,12263,507,35,10
72,Burgin Independent,Burgin Independent School,72030,HS,2018,12263,507,35,10
72,Burgin Independent,Burgin Independent School,72030,MS,2018,12263,507,35,10
75,Butler County,Butler County High School,75030,HS,2018,10072,642,39,11
75,Butler County,North Butler Elementary,75031,ES,2018,9481,393,30,13
75,Butler County,Butler County Middle School,75035,MS,2018,9828,468,34,13
75,Butler County,Morgantown Elementary School,75120,ES,2018,9128,607,36,12
81,Caldwell County,Caldwell County High School,81010,HS,2018,14708,563,36,12
81,Caldwell County,Caldwell County Middle School,81020,MS,2018,10641,412,27,14
81,Caldwell County,Caldwell County Primary School,81030,ES,2018,11255,435,29,13
81,Caldwell County,Caldwell County Elementary School,81070,ES,2018,9971,460,25,12
85,Calloway County,Calloway County High School,85020,HS,2018,12038,829,56,16
85,Calloway County,East Calloway Elementary School,85025,ES,2018,13257,321,18,11
85,Calloway County,North Calloway Elementary School,85035,ES,2018,11482,548,33,10
85,Calloway County,Southwest Calloway Elementary School,85045,ES,2018,11769,442,25,16
85,Calloway County,Calloway County Middle School,85055,MS,2018,11243,638,38,14
91,Campbell County,Campbell County Middle School,91011,MS,2018,11998,1089,63,9
91,Campbell County,John W. Reiley Elementary School,91012,ES,2018,12679,424,21,12
91,Campbell County,Donald E. Cline Elementary School,91013,ES,2018,13481,366,21,12
91,Campbell County,Campbell Ridge Elementary,91019,ES,2018,12784,586,29,13
91,Campbell County,Crossroads Elementary School,91035,ES,2018,13440,551,28,12
91,Campbell County,Grant's Lick Elementary School,91050,ES,2018,13232,331,18,13
91,Campbell County,Campbell County High School,91100,HS,2018,13658,1402,81,12
92,Campbellsville Independent,Campbellsville Elementary School,92010,ES,2018,12228,535,39,14
92,Campbellsville Independent,Campbellsville High School,92020,HS,2018,14920,290,27,13
92,Campbellsville Independent,Campbellsville Middle School,92025,ES,2018,15348,215,23,13
92,Campbellsville Independent,Campbellsville Middle School,92025,MS,2018,15348,215,23,13
95,Carlisle County,Carlisle County Middle School,95020,MS,2018,19425,180,13,10
95,Carlisle County,Carlisle County High School,95040,HS,2018,19797,223,20,11
95,Carlisle County,Carlisle County Elementary School,95060,ES,2018,21575,317,25,10
101,Carroll County,Cartmell Elementary,101005,ES,2018,28161,488,28,6
101,Carroll County,Kathryn Winn Primary,101010,ES,2018,26016,467,28,10
101,Carroll County,Carroll County High School,101018,HS,2018,29276,515,33,10
101,Carroll County,Carroll County Middle School,101019,MS,2018,33241,416,29,9
105,Carter County,Heritage Elementary School,105052,ES,2018,12148,327,22,12
105,Carter County,Tygart Creek Elementary School,105053,ES,2018,11909,369,23,12
105,Carter County,Carter City Elementary School,105060,ES,2018,14417,117,8,7
105,Carter County,East Carter County High School,105120,HS,2018,11650,694,46,11
105,Carter County,East Carter Middle School,105130,MS,2018,10445,543,33,12
105,Carter County,Olive Hill Elementary School,105250,ES,2018,13032,400,19,12
105,Carter County,Prichard Elementary School,105340,ES,2018,11120,606,37,14
105,Carter County,Star Elementary School,105450,ES,2018,13665,116,12,15
105,Carter County,West Carter County High School,105500,HS,2018,12671,534,41,12
105,Carter County,West Carter Middle School,105505,MS,2018,10985,445,29,13
111,Casey County,Walnut Hill Elementary School,111015,ES,2018,12725,514,27,9
111,Casey County,Jones Park Elementary,111026,ES,2018,15008,347,25,15
111,Casey County,Casey County High School,111045,HS,2018,13931,670,46,11
111,Casey County,Casey County Middle School,111070,MS,2018,14141,318,23,9
111,Casey County,Liberty Elementary School,111190,ES,2018,13115,383,25,11
113,Caverna Independent,Caverna Elementary School,113025,ES,2018,15281,296,19,12
113,Caverna Independent,Caverna Middle School,113026,MS,2018,13199,124,17,10
113,Caverna Independent,Caverna High School,113030,HS,2018,15617,199,16,11
115,Christian County,Martin Luther King Jr. Elementary School,115017,ES,2018,13219,642,43,8
115,Christian County,Freedom Elementary School,115026,ES,2018,12309,623,38,10
115,Christian County,Christian County High School,115030,HS,2018,10869,1249,68,8
115,Christian County,Christian County Middle School,115035,MS,2018,10918,686,39,10
115,Christian County,Crofton Elementary School,115040,ES,2018,11642,383,20,10
115,Christian County,Hopkinsville High School,115050,HS,2018,10600,1139,66,10
115,Christian County,Indian Hills Elementary School,115055,ES,2018,12585,487,30,12
115,Christian County,Hopkinsville Middle School,115058,MS,2018,11058,599,36,10
115,Christian County,Millbrooke Elementary School,115125,ES,2018,10647,750,34,9
115,Christian County,Pembroke Elementary School,115130,ES,2018,11615,719,39,11
115,Christian County,Sinking Fork Elementary School,115150,ES,2018,12628,451,25,15
115,Christian County,South Christian Elementary School,115170,ES,2018,11956,605,35,9
121,Clark County,Willis H. Justice Elementary School,121002,ES,2018,15220,447,33,14
121,Clark County,Strode Station Elementary School,121004,ES,2018,13914,508,32,15
121,Clark County,Shearer Elementary School,121006,ES,2018,15198,396,24,18
121,Clark County,William G. Conkwright Elementary,121008,ES,2018,14134,506,36,11
121,Clark County,Robert D. Campbell Jr. High,121023,MS,2018,12401,816,52,9
121,Clark County,Rev. Henry E. Baker Sr. Interm. School,121026,MS,2018,11817,881,48,10
121,Clark County,Rev. Henry E. Baker Sr. Interm. School,121026,ES,2018,11817,881,48,10
121,Clark County,George Rogers Clark High School,121030,HS,2018,15598,1525,92,8
125,Clay County,Big Creek Elementary,125040,ES,2018,14947,200,17,12
125,Clay County,Burning Springs Elementary,125070,ES,2018,13917,286,21,15
125,Clay County,Clay County Middle School,125095,MS,2018,14130,461,33,16
125,Clay County,Clay County High School,125100,HS,2018,14023,783,56,14
125,Clay County,Goose Rock Elementary,125200,ES,2018,16239,183,17,12
125,Clay County,Hacker Elementary School,125220,ES,2018,13234,268,21,10
125,Clay County,Manchester Elementary School,125500,ES,2018,12855,413,30,12
125,Clay County,Oneida Elementary School,125570,ES,2018,15365,116,10,15
125,Clay County,Paces Creek Elementary,125580,ES,2018,12190,316,19,12
131,Clinton County,Albany Elementary School,131015,ES,2018,12876,525,37,9
131,Clinton County,Clinton County Early Childhood Center,131020,ES,2018,18659,127,11,19
131,Clinton County,Clinton County Middle School,131045,MS,2018,12552,485,33,9
131,Clinton County,Clinton County High School,131050,HS,2018,12705,496,33,12
132,Cloverport Independent,Frederick Fraize High School,132010,HS,2018,12183,121,12,9
132,Cloverport Independent,William H Natcher Elementary School,132020,ES,2018,11690,157,12,6
132,Cloverport Independent,Frederick Fraize Middle School,132025,MS,2018,14599,93,9,8
133,Corbin Independent,Corbin Elementary,133017,ES,2018,16015,425,25,11
133,Corbin Independent,Corbin Intermediate,133018,MS,2018,15268,444,31,14
133,Corbin Independent,Corbin Intermediate,133018,ES,2018,15268,444,31,14
133,Corbin Independent,Corbin High School,133040,HS,2018,15904,894,57,12
133,Corbin Independent,Corbin Middle School,133050,MS,2018,16987,462,39,13
133,Corbin Independent,Corbin Primary,133070,ES,2018,16376,594,33,14
134,Covington Independent,Holmes Middle School,134017,MS,2018,14192,717,43,6
134,Covington Independent,Holmes High School,134019,HS,2018,22215,734,63,10
134,Covington Independent,John G Carlisle Elementary,134110,ES,2018,16708,319,20,10
134,Covington Independent,Latonia Elementary School,134115,ES,2018,15314,372,21,6
134,Covington Independent,Ninth District Elementary,134150,ES,2018,15065,373,21,7
134,Covington Independent,Glenn O Swing Elementary,134160,ES,2018,14882,480,26,8
134,Covington Independent,Sixth District Elementary School,134170,ES,2018,16553,408,25,13
135,Crittenden County,Crittenden County High School,135020,HS,2018,13843,350,31,13
135,Crittenden County,Crittenden County Middle School,135025,MS,2018,10447,334,24,11
135,Crittenden County,Crittenden County Elementary School,135100,ES,2018,11461,586,33,9
141,Cumberland County,Cumberland County Elementary School,141070,ES,2018,22375,437,29,12
141,Cumberland County,Cumberland County Middle School,141075,MS,2018,19096,193,16,11
141,Cumberland County,Cumberland County High School,141080,HS,2018,26615,265,18,11
143,Danville Independent,John W. Bate Middle School,143005,MS,2018,14645,406,26,11
143,Danville Independent,Danville High School,143030,HS,2018,15597,528,35,13
143,Danville Independent,Hogsett Elementary School,143040,ES,2018,18134,279,19,10
143,Danville Independent,Toliver Elementary School,143060,ES,2018,30075,307,18,11
143,Danville Independent,Jennie Rogers Elementary School,143110,ES,2018,14461,299,18,11
145,Daviess County,Apollo High School,145005,HS,2018,11889,1376,80,14
145,Daviess County,Meadow Lands Elementary School,145006,ES,2018,12618,425,27,13
145,Daviess County,East View Elementary School,145007,ES,2018,11366,497,31,11
145,Daviess County,F T Burns Middle School,145008,MS,2018,11265,856,53,12
145,Daviess County,Daviess County High School,145010,HS,2018,11537,1615,96,15
145,Daviess County,Southern Oaks Elementary School,145011,ES,2018,11554,419,24,11
145,Daviess County,Daviess County Middle School,145020,MS,2018,11204,834,53,14
145,Daviess County,Highland Elementary School,145025,ES,2018,11578,510,29,16
145,Daviess County,Deer Park Elementary School,145040,ES,2018,11533,531,31,16
145,Daviess County,Sorgho Elementary School,145070,ES,2018,13963,406,24,11
145,Daviess County,Audubon Elementary School,145085,ES,2018,12092,420,27,12
145,Daviess County,Tamarack Elementary School,145095,ES,2018,13156,449,28,15
145,Daviess County,West Louisville Elementary School,145130,ES,2018,12443,334,22,12
145,Daviess County,Whitesville Elementary School,145140,ES,2018,13052,313,18,12
145,Daviess County,F T Burns Elementary School,145145,ES,2018,11458,479,29,9
145,Daviess County,Country Heights Elementary School,145150,ES,2018,11665,452,26,9
145,Daviess County,College View Middle School,145155,MS,2018,11050,884,55,13
146,Dawson Springs Independent,Dawson Springs Elementary,146017,ES,2018,12404,314,15,10
146,Dawson Springs Independent,Dawson Springs Jr/Sr High School,146018,HS,2018,11771,299,23,12
146,Dawson Springs Independent,Dawson Springs Jr/Sr High School,146018,MS,2018,11771,299,23,12
147,Dayton Independent,Dayton High School,147010,MS,2018,16328,360,27,8
147,Dayton Independent,Dayton High School,147010,HS,2018,16328,360,27,8
147,Dayton Independent,Lincoln Elementary School,147030,ES,2018,12861,508,28,13
149,East Bernstadt Independent,East Bernstadt Elementary School,149010,ES,2018,13185,441,26,14
149,East Bernstadt Independent,East Bernstadt Elementary School,149010,MS,2018,13185,441,26,14
151,Edmonson County,South Edmonson Elementary School,151020,ES,2018,16146,425,24,12
151,Edmonson County,Edmonson County 5/6 Center,151022,ES,2018,11183,277,18,13
151,Edmonson County,Edmonson County 5/6 Center,151022,MS,2018,11183,277,18,13
151,Edmonson County,Edmonson County Middle School,151050,MS,2018,9815,310,19,11
151,Edmonson County,Edmonson County High School,151060,HS,2018,11405,552,34,14
151,Edmonson County,Kyrock Elementary School,151080,ES,2018,13326,274,18,14
152,Elizabethtown Independent,Elizabethtown High School,152010,HS,2018,11149,744,50,15
152,Elizabethtown Independent,Helmwood Heights Elementary School,152015,ES,2018,11403,403,28,13
152,Elizabethtown Independent,Morningside Elementary School,152020,ES,2018,11288,445,30,14
152,Elizabethtown Independent,Panther Academy,152025,ES,2018,16603,151,14,12
152,Elizabethtown Independent,Talton K Stone Middle School,152035,MS,2018,9436,568,39,13
155,Elliott County,Isonville Elementary School,155140,ES,2018,15462,94,6,14
155,Elliott County,Lakeside Elementary School,155160,ES,2018,12294,191,10,12
155,Elliott County,Elliott County Intermediate School,155270,ES,2018,13638,252,15,12
155,Elliott County,Elliott County High School,155280,HS,2018,11515,482,35,13
155,Elliott County,Elliott County High School,155280,MS,2018,11515,482,35,13
156,Eminence Independent,Eminence High School,156010,HS,2018,14048,411,43,10
156,Eminence Independent,Eminence High School,156010,MS,2018,14048,411,43,10
156,Eminence Independent,Eminence Elementary School,156020,ES,2018,12743,382,23,9
157,Erlanger-Elsmere Independent,Lindeman Elementary School,157003,ES,2018,12113,330,18,13
157,Erlanger-Elsmere Independent,Arnett Elementary School,157005,ES,2018,13533,269,19,6
157,Erlanger-Elsmere Independent,Howell Elementary School,157010,ES,2018,11552,315,18,7
157,Erlanger-Elsmere Independent,Lloyd High School,157030,HS,2018,12050,610,47,12
157,Erlanger-Elsmere Independent,Miles Elementary School,157050,ES,2018,13555,267,15,12
157,Erlanger-Elsmere Independent,Tichenor Middle School,157060,MS,2018,11664,520,42,9
161,Estill County,Estill Springs Elementary,161011,ES,2018,13264,452,23,15
161,Estill County,Estill County Middle School,161085,MS,2018,12510,518,34,11
161,Estill County,Estill County High School,161090,HS,2018,17367,678,41,13
161,Estill County,West Irvine Intermediate,161280,ES,2018,11847,542,26,12
162,Fairview Independent,Fairview Elementary School,162011,ES,2018,11591,301,23,11
162,Fairview Independent,Fairview High School,162020,HS,2018,12166,411,31,10
162,Fairview Independent,Fairview High School,162020,MS,2018,12166,411,31,10
165,Fayette County,Arlington Elementary School,165005,ES,2018,21537,294,26,9
165,Fayette County,Ashland Elementary School,165007,ES,2018,17131,312,21,14
165,Fayette County,Veterans Park Elementary School,165012,ES,2018,13745,796,43,13
165,Fayette County,Beaumont Middle School,165015,MS,2018,13697,1047,65,14
165,Fayette County,Scapa At Bluegrass,165018,ES,2018,18408,276,30,13
165,Fayette County,Scapa At Bluegrass,165018,MS,2018,18408,276,30,13
165,Fayette County,Crawford Middle School,165025,MS,2018,15946,662,52,11
165,Fayette County,Bryan Station Middle School,165030,MS,2018,15557,746,56,13
165,Fayette County,Cassidy Elementary School,165032,ES,2018,14078,725,38,11
165,Fayette County,Edythe Jones Hayes Middle School,165034,MS,2018,13580,1099,76,12
165,Fayette County,Deep Springs Elementary School,165035,ES,2018,16086,504,31,7
165,Fayette County,Dixie Elementary Magnet School,165036,ES,2018,15613,541,30,11
165,Fayette County,Garden Springs Elementary School,165037,ES,2018,17188,454,28,13
165,Fayette County,Harrison Elementary School,165038,ES,2018,20827,271,17,10
165,Fayette County,Henry Clay High School,165039,HS,2018,13194,2141,128,13
165,Fayette County,Athens-Chilesburg Elementary,165045,ES,2018,13806,786,43,12
165,Fayette County,Rosa Parks Elementary School,165052,ES,2018,14407,714,33,15
165,Fayette County,Booker T Washington Elementary School,165055,ES,2018,19201,276,23,7
165,Fayette County,William Wells Brown Elementary,165056,ES,2018,19842,307,22,10
165,Fayette County,Liberty Elementary,165057,ES,2018,14376,721,35,14
165,Fayette County,Sandersville Elementary,165058,ES,2018,14731,572,33,12
165,Fayette County,Wellington Elementary,165059,ES,2018,14248,723,37,9
165,Fayette County,Lafayette High School,165060,HS,2018,13103,2188,143,12
165,Fayette County,Lansdowne Elementary School,165062,ES,2018,15601,605,29,12
165,Fayette County,Leestown Middle School,165065,MS,2018,15026,853,62,11
165,Fayette County,Lexington Trad Magnet School,165067,MS,2018,16552,508,40,12
165,Fayette County,Madeline M Breckinridge Elem School,165072,ES,2018,16325,567,37,7
165,Fayette County,Maxwell Spanish Immersion Elem School,165074,ES,2018,14013,535,28,13
165,Fayette County,Morton Middle School,165076,MS,2018,14665,725,54,13
165,Fayette County,Northern Elementary School,165077,ES,2018,17304,488,32,10
165,Fayette County,Picadome Elementary School,165080,ES,2018,16166,478,32,12
165,Fayette County,Southern Elementary School,165081,ES,2018,15873,525,29,12
165,Fayette County,Squires Elementary School,165082,ES,2018,15936,529,30,14
165,Fayette County,Stonewall Elementary School,165085,ES,2018,14057,709,38,12
165,Fayette County,Russell Cave Elementary School,165090,ES,2018,19810,248,20,6
165,Fayette County,Tates Creek Elementary School,165095,ES,2018,16312,625,37,11
165,Fayette County,Coventry Oak Elementary,165098,ES,2018,14845,563,31,7
165,Fayette County,Garrett Morgan Elementary,165099,ES,2018,13296,742,31,8
165,Fayette County,Tates Creek Middle School,165100,MS,2018,15503,839,67,12
165,Fayette County,Tates Creek High School,165105,HS,2018,13564,1784,114,10
165,Fayette County,Clays Mill Elementary School,165120,ES,2018,15952,594,35,15
165,Fayette County,Frederick Douglass High School,165125,HS,2018,15214,965,70,9
165,Fayette County,Yates Elementary School,165140,ES,2018,19339,347,25,9
165,Fayette County,Glendover Elementary School,165150,ES,2018,15583,580,36,14
165,Fayette County,Meadowthorpe Elementary School,165160,ES,2018,16214,467,31,12
165,Fayette County,Bryan Station High School,165170,HS,2018,15369,1448,108,11
165,Fayette County,Mary Todd Elementary School,165180,ES,2018,17240,464,29,12
165,Fayette County,James Lane Allen Elementary School,165190,ES,2018,18673,436,33,14
165,Fayette County,Paul Laurence Dunbar High School,165200,HS,2018,13284,1977,118,14
165,Fayette County,Jessie M Clark Middle School,165225,MS,2018,13914,1046,68,14
165,Fayette County,Cardinal Valley Elementary School,165240,ES,2018,16591,570,27,9
165,Fayette County,Winburn Middle School,165245,MS,2018,16893,654,53,12
165,Fayette County,Millcreek Elementary School,165255,ES,2018,17146,482,28,8
165,Fayette County,Southern Middle School,165525,MS,2018,14170,789,57,12
165,Fayette County,Julius Marks Elementary School,165620,ES,2018,15503,655,35,15
171,Fleming County,Ewing Elementary School,171020,ES,2018,12813,291,23,10
171,Fleming County,Simons Middle School,171030,MS,2018,14150,329,22,11
171,Fleming County,Fleming County High School,171035,HS,2018,18613,708,43,11
171,Fleming County,Flemingsburg Elementary School,171040,ES,2018,11260,534,30,14
171,Fleming County,E P Ward Elementary School,171050,ES,2018,13908,171,12,14
171,Fleming County,Hillsboro Elementary School,171060,ES,2018,13058,170,14,13
175,Floyd County,Duff-Allen Central Elementary,175010,MS,2018,11396,606,36,11
175,Floyd County,Duff-Allen Central Elementary,175010,ES,2018,11396,606,36,11
175,Floyd County,Prestonsburg Elementary School,175019,ES,2018,10678,668,47,14
175,Floyd County,Allen Elementary School,175020,MS,2018,11413,482,28,14
175,Floyd County,Allen Elementary School,175020,ES,2018,11413,482,28,14
175,Floyd County,May Valley Elementary School,175021,ES,2018,13921,314,22,17
175,Floyd County,South Floyd Elementary School,175030,ES,2018,11985,696,45,13
175,Floyd County,South Floyd Elementary School,175030,MS,2018,11985,696,45,13
175,Floyd County,Betsy Layne High School,175110,HS,2018,10826,405,27,9
175,Floyd County,Floyd Central High School,175115,HS,2018,11371,664,42,14
175,Floyd County,Betsy Layne Elementary School,175120,ES,2018,11611,606,41,13
175,Floyd County,Betsy Layne Elementary School,175120,MS,2018,11611,606,41,13
175,Floyd County,James D. Adams Middle School,175440,MS,2018,9917,333,14,14
175,Floyd County,John M. Stumbo Elementary School,175485,MS,2018,13516,284,22,10
175,Floyd County,John M. Stumbo Elementary School,175485,ES,2018,13516,284,22,10
175,Floyd County,Prestonsburg High School,175850,HS,2018,9731,481,28,13
176,Fort Thomas Independent,Highlands High School,176010,HS,2018,13408,1009,68,14
176,Fort Thomas Independent,Highlands Middle School,176011,MS,2018,12143,749,48,14
176,Fort Thomas Independent,Johnson Elementary School,176020,ES,2018,15036,409,23,14
176,Fort Thomas Independent,Moyer Elementary School,176030,ES,2018,27110,540,27,17
176,Fort Thomas Independent,Woodfill Elementary School,176040,ES,2018,14723,375,22,18
177,Frankfort Independent,Second Street School,177050,ES,2018,15620,541,29,10
177,Frankfort Independent,Second Street School,177050,MS,2018,15620,541,29,10
177,Frankfort Independent,Frankfort High School,177070,HS,2018,18201,215,20,10
177,Frankfort Independent,Frankfort High School,177070,MS,2018,18201,215,20,10
181,Franklin County,Westridge Elementary,181013,ES,2018,19705,385,20,9
181,Franklin County,Bridgeport Elementary School,181014,ES,2018,20472,420,22,11
181,Franklin County,Bondurant Middle School,181015,MS,2018,17822,702,39,9
181,Franklin County,Early Learning Village,181016,ES,2018,26038,222,17,8
181,Franklin County,Collins Lane,181025,ES,2018,18871,496,26,8
181,Franklin County,Elkhorn Middle School,181030,MS,2018,18063,755,41,10
181,Franklin County,Elkhorn Elementary School,181035,ES,2018,18204,447,21,9
181,Franklin County,Franklin County High School,181040,HS,2018,18169,973,60,16
181,Franklin County,Hearn Elementary,181045,ES,2018,18656,479,22,11
181,Franklin County,Peaks Mill Elementary,181050,ES,2018,19279,429,20,9
181,Franklin County,Western Hills High School,181070,HS,2018,18461,801,52,14
185,Fulton County,Fulton County Elementary,185020,ES,2018,20134,382,25,10
185,Fulton County,Fulton County Elementary,185020,MS,2018,20134,382,25,10
185,Fulton County,Fulton County High School,185030,HS,2018,20244,172,11,11
186,Fulton Independent,Fulton Independent School,186018,ES,2018,15714,332,31,7
186,Fulton Independent,Fulton Independent School,186018,MS,2018,15714,332,31,7
186,Fulton Independent,Fulton Independent School,186018,HS,2018,15714,332,31,7
191,Gallatin County,Gallatin County Middle School,191005,MS,2018,13435,394,28,8
191,Gallatin County,Gallatin County Upper Elementary,191006,ES,2018,13389,329,27,12
191,Gallatin County,Gallatin County Lower Elementary,191010,ES,2018,15151,341,23,10
191,Gallatin County,Gallatin County High School,191020,HS,2018,14249,466,35,11
195,Garrard County,Camp Dick Robinson Elementary School,195050,ES,2018,12677,494,31,15
195,Garrard County,Garrard County High School,195060,HS,2018,13274,752,48,12
195,Garrard County,Garrard Middle School,195070,MS,2018,14755,572,38,9
195,Garrard County,Paint Lick Elementary School,195090,ES,2018,14579,292,22,13
195,Garrard County,Lancaster Elementary School,195220,ES,2018,15429,404,34,11
197,Glasgow Independent,Highland Elementary School,197013,ES,2018,21299,596,41,12
197,Glasgow Independent,Glasgow High School,197030,HS,2018,23297,581,44,15
197,Glasgow Independent,Glasgow Middle School,197035,MS,2018,22762,461,35,13
