SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20142015,85,METCALFE,425,Metcalfe County,,---District Total---,425,,,11458,1441.76,1554,808,52.0%,746,48.0%,"1,499",96.5%,13,0.8%,33,2.1%,4,0.3%,0,0.0%,0,0.0%,5,0.3%,"1,072",69.0%,77,5.0%,93.2%,1.0%,0.4%,N/A,32,34.0%,32,34.0%,N/A,0.0%,8,8.5%,28,29.8%,9,9.6%,14,14.9%,3,3.2%,15:1,104.00,26.00,78.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,4,0.0%,9.8,21.8%,39.8%,16.5%,0.0%,0.0%,78.0%,2.7%,1.8:1,100%,1306,40,21,1621,GRREC,902
20142015,7,BELL,426,Middlesboro Independent,23,Middlesboro Alternative School,426023,7426023,210417001680,,24.19,41,27,65.9%,14,34.1%,36,87.8%,4,9.8%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,2.4%,27,65.9%,0,0.0%,100.0%,12.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41:1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0%,15,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0:1,100%,,,,,SESC,907
20142015,7,BELL,426,Middlesboro Independent,30,Middlesboro Elementary School,426030,7426030,210417001048,,421.65,443,223,50.3%,220,49.7%,364,82.2%,30,6.8%,8,1.8%,1,0.2%,1,0.2%,0,0.0%,39,8.8%,342,77.2%,12,2.7%,93.8%,1.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,32.00,6.00,26.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0,0.0%,16.2,2.9%,41.2%,52.9%,0.0%,0.0%,97.0%,0.0%,0:1,100%,,,,,SESC,907
20142015,7,BELL,426,Middlesboro Independent,80,Middlesboro High School,426080,7426080,210417001050,,351.54,386,198,51.3%,188,48.7%,346,89.6%,18,4.7%,3,0.8%,3,0.8%,0,0.0%,1,0.3%,15,3.9%,224,58.0%,18,4.7%,90.6%,3.6%,0.7%,N/A,28,31.5%,25,28.1%,3,3.4%,14,15.7%,26,29.2%,6,6.7%,13,14.6%,2,2.2%,15:1,25.00,13.00,12.00,24.00,1.00,0.00,0.00,0.00,0.00,0.00,25.00,1,1.2%,12.5,15.0%,27.5%,42.5%,0.0%,0.0%,85.0%,0.0%,0:1,100%,,,,,SESC,907
20142015,7,BELL,426,Middlesboro Independent,40,Middlesboro Middle School,426040,7426040,210417001049,,349.41,378,198,52.4%,180,47.6%,348,92.1%,22,5.8%,0,0.0%,3,0.8%,0,0.0%,0,0.0%,5,1.3%,263,69.6%,23,6.1%,92.9%,0.5%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,24.00,7.00,17.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1,0.0%,15.8,0.0%,65.4%,26.9%,3.8%,3.8%,100.0%,0.0%,0:1,100%,,,,,SESC,907
20142015,7,BELL,426,Middlesboro Independent,,---District Total---,426,,,10465,1146.79,1248,646,51.8%,602,48.2%,"1,094",87.7%,74,5.9%,11,0.9%,7,0.6%,1,0.1%,1,0.1%,60,4.8%,856,68.6%,53,4.2%,92.5%,2.5%,3.0%,N/A,28,27.2%,25,24.3%,3,2.9%,14,13.6%,26,25.2%,6,5.8%,27,26.2%,2,1.9%,16:1,79.00,25.00,54.00,78.00,1.00,0.00,0.00,0.00,0.00,0.00,79.00,2,0.4%,14.9,6.9%,41.6%,42.6%,1.0%,1.0%,93.0%,0.0%,0:1,100%,,,,,SESC,907
20142015,86,MONROE,431,Monroe County,130,Falcon Academy,431130,86431130,210420002365,2850,32.1,50,19,38.0%,31,62.0%,40,80.0%,2,4.0%,6,12.0%,0,0.0%,0,0.0%,0,0.0%,2,4.0%,48,96.0%,0,0.0%,83.5%,0.0%,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,3,30.0%,5,50.0%,1,10.0%,1,10.0%,N/A,0.0%,13:1,4.00,1.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,0.0%,13.5,0.0%,0.0%,50.0%,50.0%,0.0%,100.0%,0.0%,.7:1,100%,50,,,5,GRREC,902
20142015,86,MONROE,431,Monroe County,150,Gamaliel Elementary,431150,86431150,210420001052,11495,237.03,250,130,52.0%,120,48.0%,213,85.2%,2,0.8%,34,13.6%,0,0.0%,0,0.0%,0,0.0%,1,0.4%,192,76.8%,12,4.8%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,18.00,3.00,15.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0,0.0%,11.4,23.8%,33.3%,19.0%,0.0%,0.0%,76.0%,0.0%,2.1:1,100%,217,46,3,1521,GRREC,902
20142015,86,MONROE,431,Monroe County,212,Joe Harrison Carter,431212,86431212,210420001054,12152,212.97,221,115,52.0%,106,48.0%,207,93.7%,2,0.9%,12,5.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,121,54.8%,18,8.1%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,16.00,0.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,2,0.0%,14.8,0.0%,61.5%,30.8%,7.7%,0.0%,100.0%,0.0%,3:1,100%,176,35,15,1285,GRREC,902
20142015,86,MONROE,431,Monroe County,450,Monroe Co High,431450,86431450,210420001056,10427,514.46,531,262,49.3%,269,50.7%,493,92.8%,15,2.8%,17,3.2%,0,0.0%,0,0.0%,0,0.0%,6,1.1%,286,53.9%,35,6.6%,94.2%,0.8%,0.0%,N/A,40,28.4%,38,27.0%,2,1.4%,36,25.5%,50,35.5%,6,4.3%,7,5.0%,2,1.4%,17:1,32.00,8.00,24.00,31.00,1.00,0.00,0.00,0.00,0.00,0.00,32.00,4,0.0%,14.7,19.6%,27.5%,33.3%,0.0%,0.0%,80.0%,0.0%,5.7:1,100%,127,5,2,191,GRREC,902
20142015,86,MONROE,431,Monroe County,160,Monroe Co Middle,431160,86431160,210420001053,10492,373.44,384,206,53.6%,178,46.4%,354,92.2%,7,1.8%,16,4.2%,2,0.5%,0,0.0%,0,0.0%,5,1.3%,248,64.6%,37,9.6%,95.3%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,22.00,3.00,19.00,21.00,1.00,0.00,0.00,0.00,0.00,0.00,22.00,0,0.0%,13.8,8.3%,41.7%,41.7%,0.0%,0.0%,92.0%,0.0%,2.2:1,100%,268,22,3,650,GRREC,902
20142015,86,MONROE,431,Monroe County,440,Tompkinsville Elem,431440,86431440,210420001055,11270,355.4,362,207,57.2%,155,42.8%,296,81.8%,8,2.2%,32,8.8%,0,0.0%,0,0.0%,0,0.0%,26,7.2%,283,78.2%,18,5.0%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,28.00,1.00,27.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,1,0.0%,12.4,12.5%,45.8%,29.2%,0.0%,0.0%,88.0%,0.0%,3.7:1,100%,248,22,5,2356,GRREC,902
20142015,86,MONROE,431,Monroe County,,---District Total---,431,,,11061,1725.39,1798,939,52.2%,859,47.8%,"1,603",89.2%,36,2.0%,117,6.5%,2,0.1%,0,0.0%,0,0.0%,40,2.2%,"1,178",65.5%,120,6.7%,95.0%,0.5%,0.0%,N/A,40,26.5%,38,25.2%,2,1.3%,39,25.8%,55,36.4%,7,4.6%,8,5.3%,2,1.3%,15:1,119.00,15.00,104.00,117.00,2.00,0.00,0.00,0.00,0.00,0.00,119.00,8,0.0%,13.7,14.8%,37.0%,31.9%,1.5%,0.0%,85.0%,0.0%,3:1,100%,1086,130,28,6008,GRREC,902
20142015,87,MONTGOMERY,435,Montgomery County,10,Camargo Elementary School,435010,87435010,210425001057,7476,537.21,576,293,50.9%,283,49.1%,546,94.8%,2,0.3%,15,2.6%,3,0.5%,1,0.2%,0,0.0%,9,1.6%,397,68.9%,30,5.2%,92.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,52.00,3.00,49.00,49.00,1.00,0.00,2.00,0.00,0.00,0.00,52.00,3,0.0%,9.5,25.5%,30.9%,18.2%,0.0%,0.0%,75.0%,0.0%,0:1,100%,570,32,2,3266,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,14,Gateway Children's Services,435014,87435014,210425001868,6890,14.59,12,5,41.7%,7,58.3%,8,66.7%,0,0.0%,2,16.7%,0,0.0%,0,0.0%,0,0.0%,2,16.7%,11,91.7%,0,0.0%,99.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6:1,2.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,0.0%,11,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,0:1,100%,5,,,55,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,13,Hillcrest Hall Treatment Center,435013,87435013,210425001867,5419,9.05,12,12,100.0%,0,0.0%,12,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,98.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0.0%,32,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0:1,100%,8,,,,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,12,Hope Hill Children's Home,435012,87435012,210425001866,4027,34.75,18,0,0.0%,18,100.0%,16,88.9%,1,5.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,5.6%,0,0.0%,0,0.0%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6:1,3.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,,0.0%,17.7,0.0%,33.3%,66.7%,0.0%,0.0%,100.0%,0.0%,0:1,100%,0,,,47,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,30,Mapleton Elementary School,435030,87435030,210425001058,6211,628.88,661,333,50.4%,328,49.6%,595,90.0%,9,1.4%,39,5.9%,5,0.8%,2,0.3%,0,0.0%,11,1.7%,375,56.7%,23,3.5%,94.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,51.00,3.00,48.00,49.00,0.00,0.00,2.00,0.00,0.00,0.00,51.00,2,0.0%,12.5,19.3%,42.1%,17.5%,0.0%,1.8%,81.0%,0.0%,0:1,100%,315,14,5,2345,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,70,McNabb Middle School,435070,87435070,210425001538,6718,639.53,701,336,47.9%,365,52.1%,628,89.6%,27,3.9%,37,5.3%,4,0.6%,0,0.0%,0,0.0%,5,0.7%,386,55.1%,40,5.7%,92.5%,0.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,50.00,10.00,40.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,1,0.0%,5.9,25.4%,41.3%,7.9%,0.0%,0.0%,75.0%,0.0%,0:1,100%,720,48,5,780,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,40,Montgomery County High School,435040,87435040,210425001059,6697,1209.48,1301,676,52.0%,625,48.0%,"1,210",93.0%,27,2.1%,41,3.2%,5,0.4%,1,0.1%,0,0.0%,17,1.3%,612,47.0%,93,7.1%,91.3%,0.0%,0.4%,N/A,150,53.8%,145,52.0%,5,1.8%,20,7.2%,87,31.2%,12,4.3%,4,1.4%,6,2.2%,17:1,78.00,37.00,41.00,77.00,0.00,1.00,0.00,0.00,0.00,0.00,78.00,6,0.0%,9.7,19.4%,40.8%,17.3%,1.0%,2.0%,81.0%,2.4%,0:1,100%,521,63,2,34,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,20,Montgomery County Intermediate School,435020,87435020,210425002326,5866,669.47,708,372,52.5%,336,47.5%,649,91.7%,12,1.7%,31,4.4%,5,0.7%,0,0.0%,0,0.0%,11,1.6%,381,53.8%,54,7.6%,94.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,50.00,6.00,44.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,2,0.0%,7.9,27.3%,30.9%,14.5%,0.0%,0.0%,73.0%,0.0%,0:1,100%,80,22,2,350,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,50,Mount Sterling Elementary School,435050,87435050,210425001060,6022,595.61,639,326,51.0%,313,49.0%,543,85.0%,26,4.1%,41,6.4%,2,0.3%,1,0.2%,0,0.0%,26,4.1%,344,53.8%,37,5.8%,93.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,47.00,3.00,44.00,44.00,1.00,0.00,2.00,0.00,0.00,0.00,47.00,1,0.0%,10.6,20.8%,47.2%,11.3%,0.0%,0.0%,79.0%,0.0%,0:1,100%,237,62,6,1643,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,80,The Sterling School,435080,87435080,210425002317,7425,45.46,60,38,63.3%,22,36.7%,56,93.3%,1,1.7%,1,1.7%,0,0.0%,0,0.0%,0,0.0%,2,3.3%,40,66.7%,3,5.0%,79.7%,0.0%,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,1,5.9%,12,70.6%,N/A,0.0%,4,23.5%,N/A,0.0%,12:1,5.00,3.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0,0.0%,6.2,16.7%,50.0%,16.7%,0.0%,0.0%,83.0%,16.7%,0:1,100%,67,,,4,CKEC,901
20142015,87,MONTGOMERY,435,Montgomery County,,---District Total---,435,,,9925,4384.03,4688,2391,51.0%,"2,297",49.0%,"4,263",90.9%,105,2.2%,207,4.4%,24,0.5%,5,0.1%,0,0.0%,84,1.8%,"2,546",54.3%,280,6.0%,92.7%,0.1%,0.6%,N/A,150,50.2%,145,48.5%,5,1.7%,21,7.0%,100,33.4%,12,4.0%,10,3.3%,6,2.0%,15:1,311.00,60.00,251.00,302.00,2.00,1.00,6.00,0.00,0.00,0.00,311.00,16,0.0%,9.5,22.4%,38.8%,15.4%,0.2%,0.7%,78.0%,0.9%,0:1,100%,2523,241,22,8524,CKEC,901
20142015,88,MORGAN,441,Morgan County,50,East Valley Elementary School,441050,88441050,210429001549,9920,162.43,166,91,54.8%,75,45.2%,161,97.0%,5,3.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,111,66.9%,10,6.0%,93.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,13.00,0.00,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0,0.0%,13.4,16.7%,25.0%,41.7%,0.0%,0.0%,83.0%,0.0%,2.6:1,100%,90,12,2,696,KEDC,903
20142015,88,MORGAN,441,Morgan County,90,Ezel Elementary School,441090,88441090,210429001066,9350,149,155,84,54.2%,71,45.8%,153,98.7%,0,0.0%,1,0.6%,0,0.0%,0,0.0%,0,0.0%,1,0.6%,112,72.3%,10,6.5%,94.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,12.00,1.00,11.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0,0.0%,12.8,18.2%,45.5%,18.2%,0.0%,0.0%,82.0%,0.0%,2.7:1,100%,99,10,2,40,KEDC,903
20142015,88,MORGAN,441,Morgan County,15,Morgan Central Elementary School,441015,88441015,210429002194,7908,304.71,325,173,53.2%,152,46.8%,320,98.5%,2,0.6%,0,0.0%,1,0.3%,0,0.0%,1,0.3%,1,0.3%,223,68.6%,12,3.7%,93.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,20.00,2.00,18.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,1,0.0%,12.5,16.7%,38.9%,27.8%,0.0%,0.0%,83.0%,0.0%,3.5:1,100%,164,36,2,700,KEDC,903
20142015,88,MORGAN,441,Morgan County,150,Morgan County High School,441150,88441150,210429001068,8053,537.51,568,308,54.2%,260,45.8%,551,97.0%,7,1.2%,2,0.4%,1,0.2%,7,1.2%,0,0.0%,0,0.0%,373,65.7%,34,6.0%,92.3%,1.9%,3.0%,N/A,63,47.4%,63,47.4%,N/A,0.0%,2,1.5%,42,31.6%,12,9.0%,12,9.0%,2,1.5%,18:1,32.00,10.00,22.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,1,0.0%,15.3,7.7%,41.0%,43.6%,0.0%,0.0%,92.0%,0.0%,1.5:1,100%,248,10,2,1240,KEDC,903
20142015,88,MORGAN,441,Morgan County,140,Morgan County Middle School,441140,88441140,210429001067,7230,456.61,481,262,54.5%,219,45.5%,478,99.4%,1,0.2%,2,0.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,323,67.2%,29,6.0%,94.1%,0.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,29.00,5.00,24.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,1,0.0%,14.8,11.8%,35.3%,41.2%,0.0%,0.0%,88.0%,0.0%,2.1:1,100%,145,2,2,110,KEDC,903
20142015,88,MORGAN,441,Morgan County,230,Woodsbend Youth Development Center,441230,88441230,210429001070,8475,28.85,24,24,100.0%,0,0.0%,11,45.8%,12,50.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,4.2%,15,62.5%,0,0.0%,99.9%,4.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,3.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,,0.0%,18,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,0,,,0,KEDC,903
20142015,88,MORGAN,441,Morgan County,18,Wrigley Elementary School,441018,88441018,210429002214,7103,282.49,303,138,45.5%,165,54.5%,301,99.3%,0,0.0%,0,0.0%,1,0.3%,0,0.0%,0,0.0%,1,0.3%,214,70.6%,12,4.0%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,17.00,0.00,17.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0,0.0%,14.9,6.7%,40.0%,46.7%,0.0%,0.0%,93.0%,0.0%,2.8:1,100%,198,4,2,497,KEDC,903
20142015,88,MORGAN,441,Morgan County,,---District Total---,441,,,10133,1921.61,2022,1080,53.4%,942,46.6%,"1,975",97.7%,27,1.3%,5,0.2%,3,0.1%,7,0.3%,1,0.0%,4,0.2%,"1,371",67.8%,107,5.3%,93.7%,1.0%,2.2%,N/A,63,46.3%,63,46.3%,N/A,0.0%,2,1.5%,42,30.9%,13,9.6%,14,10.3%,2,1.5%,17:1,121.00,19.00,102.00,121.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00,3,0.0%,14.4,11.3%,38.3%,39.1%,0.0%,0.0%,89.0%,0.0%,2.1:1,100%,944,74,12,3283,KEDC,903
20142015,89,MUHLENBERG,445,Muhlenberg County,10,Bremen Elementary School,445010,89445010,210008101072,15,324.52,332,193,58.1%,139,41.9%,314,94.6%,0,0.0%,5,1.5%,0,0.0%,0,0.0%,0,0.0%,13,3.9%,196,59.0%,27,8.1%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,34.00,5.00,29.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,2,0.0%,11.3,16.1%,41.9%,25.8%,0.0%,0.0%,84.0%,0.0%,3.1:1,100%,57,7,3,1650,WKEC,908
20142015,89,MUHLENBERG,445,Muhlenberg County,30,Central City Elementary,445030,89445030,210008101514,9557,415.34,433,242,55.9%,191,44.1%,358,82.7%,23,5.3%,19,4.4%,6,1.4%,0,0.0%,0,0.0%,27,6.2%,302,69.7%,11,2.5%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,39.00,4.00,35.00,36.00,3.00,0.00,0.00,0.00,0.00,0.00,39.00,7,0.0%,13.2,8.3%,47.2%,36.1%,0.0%,0.0%,92.0%,0.0%,2.3:1,100%,242,19,12,705,WKEC,908
20142015,89,MUHLENBERG,445,Muhlenberg County,40,Greenville Elementary School,445040,89445040,210008101516,9328,458.51,472,245,51.9%,227,48.1%,423,89.6%,19,4.0%,10,2.1%,2,0.4%,0,0.0%,2,0.4%,16,3.4%,250,53.0%,19,4.0%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,40.00,4.00,36.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,2,0.0%,13,8.3%,47.2%,36.1%,0.0%,0.0%,92.0%,0.0%,2.1:1,100%,280,2,8,1024,WKEC,908
20142015,89,MUHLENBERG,445,Muhlenberg County,115,Longest Elementary,445115,89445115,210008101080,8745,440.34,456,241,52.9%,215,47.1%,432,94.7%,2,0.4%,7,1.5%,1,0.2%,1,0.2%,0,0.0%,13,2.9%,232,50.9%,24,5.3%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,39.00,1.00,38.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,3,0.0%,11.5,6.3%,65.6%,21.9%,0.0%,0.0%,94.0%,0.0%,3.6:1,100%,380,6,5,504,WKEC,908
20142015,89,MUHLENBERG,445,Muhlenberg County,902,Muhlenberg County Career & Tech Center,445902,89445902,210008102139,9273,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,N/A,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,6.00,4.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,100%,0,,,0,WKEC,908
20142015,89,MUHLENBERG,445,Muhlenberg County,175,Muhlenberg County High School,445175,89445175,210008102258,9273,1328.38,1401,721,51.5%,680,48.5%,"1,297",92.6%,52,3.7%,26,1.9%,0,0.0%,2,0.1%,0,0.0%,24,1.7%,640,45.7%,100,7.1%,92.8%,3.0%,1.3%,N/A,141,43.0%,139,42.4%,2,0.6%,19,5.8%,105,32.0%,17,5.2%,36,11.0%,10,3.0%,13:1,108.00,41.00,67.00,107.00,1.00,0.00,0.00,0.00,0.00,0.00,108.00,1,0.0%,12.9,15.6%,44.5%,21.9%,0.8%,1.6%,84.0%,0.0%,1.7:1,100%,435,10,2,1093,WKEC,908
