SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20192020,089,MUHLENBERG,445,Muhlenberg County,030,Central City Elementary,445030,089445030,210008101514,WKEC,908,321,981,83,1064,12697,2088,14785,14119
20192020,089,MUHLENBERG,445,Muhlenberg County,035,The Renaissance Center,445035,089445035,210008101515,WKEC,908,64,,,,,,,
20192020,089,MUHLENBERG,445,Muhlenberg County,040,Greenville Elementary School,445040,089445040,210008101516,WKEC,908,456,792,90,882,11334,1931,13265,12566
20192020,089,MUHLENBERG,445,Muhlenberg County,045,Muhlenberg South Middle School,445045,089445045,210008101517,WKEC,908,440,37,76,112,9445,1920,11365,10599
20192020,089,MUHLENBERG,445,Muhlenberg County,115,Longest Elementary,445115,089445115,210008101080,WKEC,908,374,792,93,885,10534,1888,12422,11720
20192020,089,MUHLENBERG,445,Muhlenberg County,150,Muhlenberg North Middle,445150,089445150,210008101081,WKEC,908,568,303,76,379,9369,1854,11224,10483
20192020,089,MUHLENBERG,445,Muhlenberg County,175,Muhlenberg County High School,445175,089445175,210008102258,WKEC,908,1212,234,104,351,10033,2252,12285,6689
20192020,089,MUHLENBERG,445,Muhlenberg County,902,Muhlenberg County Career & Tech Center,445902,089445902,210008102139,WKEC,908,0,,,,,,,
20192020,018,CALLOWAY,446,Murray Independent,"",---District Total---,446,"","",WKEC,908,1598,3162,338,3500,9284,1259,10543,16578
20192020,018,CALLOWAY,446,Murray Independent,020,Murray Elementary School,446020,018446020,210438001084,WKEC,908,486,1021,227,1248,17548,1779,19327,24697
20192020,018,CALLOWAY,446,Murray Independent,030,Murray Middle School,446030,018446030,210438001085,WKEC,908,664,1307,238,1545,16046,1916,17962,23865
20192020,018,CALLOWAY,446,Murray Independent,050,Murray High School,446050,018446050,210438001086,WKEC,908,448,612,222,833,19429,2396,21824,29810
20192020,018,CALLOWAY,446,Murray Independent,075,Murray Preschool Head Start,446075,018446075,210438000933,WKEC,908,0,,,,,,,
20192020,090,NELSON,451,Nelson County,"",---District Total---,451,"","",CKEC,901,4395,339,98,437,8872,2205,11077,12926
20192020,090,NELSON,451,Nelson County,010,Bloomfield Middle School,451010,090451010,210441001087,CKEC,901,406,211,55,266,8007,1503,9510,10922
20192020,090,NELSON,451,Nelson County,011,The New Haven School,451011,090451011,210441001937,CKEC,901,353,570,114,684,9470,2383,11853,13265
20192020,090,NELSON,451,Nelson County,013,Bloomfield Elementary School,451013,090451013,210441002006,CKEC,901,308,851,60,911,10194,2011,12206,13618
20192020,090,NELSON,451,Nelson County,019,The Academy at Horizons,451019,090451019,210441002212,CKEC,901,117,,,,,,,
20192020,090,NELSON,451,Nelson County,030,Boston School,451030,090451030,210441001089,CKEC,901,356,602,69,672,9597,1771,11368,12780
20192020,090,NELSON,451,Nelson County,050,Coxs Creek Elementary School,451050,090451050,210441001091,CKEC,901,445,374,57,431,9009,1673,10682,12094
20192020,090,NELSON,451,Nelson County,070,Foster Heights Elementary School,451070,090451070,210441001093,CKEC,901,651,234,240,474,9537,1805,11343,12755
20192020,090,NELSON,451,Nelson County,071,Nelson County Early Learning Center,451071,090451071,210441002261,CKEC,901,0,,,,,,,
20192020,090,NELSON,451,Nelson County,090,Old Kentucky Home Middle School,451090,090451090,210441001095,CKEC,901,352,280,63,343,9419,1825,11245,12657
20192020,090,NELSON,451,Nelson County,100,Nelson County High School,451100,090451100,210441001096,CKEC,901,755,153,78,233,7928,2096,10024,11436
20192020,090,NELSON,451,Nelson County,101,Thomas Nelson High School,451101,090451101,210441002324,CKEC,901,652,164,65,229,7770,1912,9682,11094
20192020,019,CAMPBELL,452,Newport Independent,"",---District Total---,452,"","",NKCES,905,1359,1281,505,1787,13625,3912,17536,20781
20192020,019,CAMPBELL,452,Newport Independent,018,Newport Regional School,452018,019452018,210444002401,NKCES,905,9,,,,,,,
20192020,019,CAMPBELL,452,Newport Independent,020,Newport Primary School,452020,019452020,210444001099,NKCES,905,333,1260,658,1918,14824,4420,19245,22243
20192020,019,CAMPBELL,452,Newport Independent,030,Newport School of Innovation,452030,019452030,210444002493,NKCES,905,61,,,,,,,
20192020,019,CAMPBELL,452,Newport Independent,040,Newport Intermediate School,452040,019452040,210444001100,NKCES,905,447,1169,538,1707,12414,3757,16171,18937
20192020,019,CAMPBELL,452,Newport Independent,070,Newport High School,452070,019452070,210444001103,NKCES,905,509,1292,423,1715,14567,3953,18520,21236
20192020,091,NICHOLAS,455,Nicholas County,"",---District Total---,455,"","",CKEC,901,1031,782,279,1061,7905,1873,9778,13180
20192020,091,NICHOLAS,455,Nicholas County,020,Nicholas County Elementary School,455020,091455020,210447001106,CKEC,901,575,911,273,7409,8928,1969,10987,12087
20192020,091,NICHOLAS,455,Nicholas County,030,Nicholas County High School,455030,091455030,210447001107,CKEC,901,456,621,286,7133,8499,2442,10941,11847
20192020,092,OHIO,461,Ohio County,"",---District Total---,461,"","",GRREC,902,4000,516,204,720,8328,1467,9794,11222
20192020,092,OHIO,461,Ohio County,010,Beaver Dam Elementary School,461010,092461010,210450001108,GRREC,902,527,660,115,775,9162,1243,10405,11826
20192020,092,OHIO,461,Ohio County,011,Ohio County Day Treatment,461011,092461011,210450002361,GRREC,902,22,,,,,,,
20192020,092,OHIO,461,Ohio County,012,Ohio County Alternative Learning Program,461012,092461012,210450002353,GRREC,902,39,,,,,,,
20192020,092,OHIO,461,Ohio County,090,Fordsville Elementary School,461090,092461090,210450001112,GRREC,902,235,393,226,620,10193,1896,12089,13511
20192020,092,OHIO,461,Ohio County,110,Ohio County Middle School,461110,092461110,210450001114,GRREC,902,663,554,109,664,7077,1272,8348,9660
20192020,092,OHIO,461,Ohio County,140,Horse Branch Elementary School,461140,092461140,210450001115,GRREC,902,180,380,314,692,10568,1797,12364,13995
20192020,092,OHIO,461,Ohio County,155,Ohio County High School,461155,092461155,210450001116,GRREC,902,1120,614,332,945,7156,1570,8696,10399
20192020,092,OHIO,461,Ohio County,170,Southern Elementary School,461170,092461170,210450001118,GRREC,902,298,357,170,525,8458,1544,10002,11234
20192020,092,OHIO,461,Ohio County,190,Wayland Alexander Elementary School,461190,092461190,210450001119,GRREC,902,672,402,154,553,8277,1223,9476,10675
20192020,092,OHIO,461,Ohio County,200,Western Elementary School,461200,092461200,210450001120,GRREC,902,244,503,136,637,10201,1755,11957,13406
20192020,093,OLDHAM,465,Oldham County,"",---District Total---,465,"","",OVEC,906,12561,211,35,245,8876,1726,10601,12866
20192020,093,OLDHAM,465,Oldham County,005,Camden Station Elementary School,465005,093465005,210453001597,OVEC,906,500,218,21,240,9515,2080,9333,18732
20192020,093,OLDHAM,465,Oldham County,007,Buckner Elementary School,465007,093465007,210453001817,OVEC,906,630,191,25,216,9104,1449,8292,8901
20192020,093,OLDHAM,465,Oldham County,010,Centerfield Elementary School,465010,093465010,210453001121,OVEC,906,517,302,71,373,10216,1472,9429,9429
20192020,093,OLDHAM,465,Oldham County,012,North Oldham High School,465012,093465012,210453001953,OVEC,906,965,173,23,196,9127,1708,8574,8574
20192020,093,OLDHAM,465,Oldham County,013,Kenwood Station Elementary School,465013,093465013,210453002007,OVEC,906,640,189,21,211,9099,1742,8579,8579
20192020,093,OLDHAM,465,Oldham County,014,Harmony Elementary School,465014,093465014,210453002008,OVEC,906,638,187,21,208,8392,1353,8085,8085
20192020,093,OLDHAM,465,Oldham County,015,East Oldham Middle School,465015,093465015,210453002009,OVEC,906,661,172,27,199,8993,1353,8085,8085
20192020,093,OLDHAM,465,Oldham County,020,Crestwood Elementary School,465020,093465020,210453001122,OVEC,906,571,314,24,339,9095,1514,8348,8348
20192020,093,OLDHAM,465,Oldham County,025,Goshen At Hillcrest Elementary School,465025,093465025,210453001432,OVEC,906,699,188,25,213,8468,1587,7793,7793
20192020,093,OLDHAM,465,Oldham County,028,Locust Grove Elementary School,465028,093465028,210453002196,OVEC,906,658,257,26,284,8421,1465,7624,7624
20192020,093,OLDHAM,465,Oldham County,030,LaGrange Elementary School,465030,093465030,210453001123,OVEC,906,516,652,83,735,10755,1808,10302,10954
20192020,093,OLDHAM,465,Oldham County,060,Oldham County High School,465060,093465060,210453001125,OVEC,906,1309,179,35,214,9682,1652,9073,10644
20192020,093,OLDHAM,465,Oldham County,070,Oldham County Middle School,465070,093465070,210453001126,OVEC,906,794,252,27,279,8592,1291,7621,7621
20192020,093,OLDHAM,465,Oldham County,080,Buckner Alternative High School,465080,093465080,210453000735,OVEC,906,40,,,,,,,
20192020,093,OLDHAM,465,Oldham County,090,South Oldham Middle School,465090,093465090,210453001433,OVEC,906,827,172,24,196,8410,1285,7433,7433
20192020,093,OLDHAM,465,Oldham County,095,South Oldham High School,465095,093465095,210453001620,OVEC,906,1051,173,42,214,10222,1743,9703,10446
20192020,093,OLDHAM,465,Oldham County,100,Oldham County Preschool,465100,093465100,210453000736,OVEC,906,0,,,,,,,
20192020,093,OLDHAM,465,Oldham County,350,North Oldham Middle School,465350,093465350,210453001552,OVEC,906,763,172,28,200,8732,1340,7811,10268
20192020,093,OLDHAM,465,Oldham County,905,The Robert L. Arvin Education Center,465905,093465905,210453001818,OVEC,906,782,,,,,,,
20192020,094,OWEN,471,Owen County,"",---District Total---,471,"","",OVEC,906,1798,586,50,636,8223,2124,10347,12473
20192020,094,OWEN,471,Owen County,075,Owen County Elementary/Primary School,471075,094471075,210456001127,OVEC,906,622,749,49,798,10092,2189,12281,14804
20192020,094,OWEN,471,Owen County,078,Maurice Bowling Middle School,471078,094471078,210456001539,OVEC,906,613,520,51,571,6967,1854,8821,10687
20192020,094,OWEN,471,Owen County,080,Owen County High School,471080,094471080,210456001128,OVEC,906,563,478,50,528,7526,2346,9872,11840
20192020,030,DAVIESS,472,Owensboro Independent,"",---District Total---,472,"","",GRREC,902,5011,624,315,939,10191,1984,12175,17992
20192020,030,DAVIESS,472,Owensboro Independent,010,Cravens Elementary School,472010,030472010,210459001129,GRREC,902,350,882,382,1264,9965,1527,11493,17714
20192020,030,DAVIESS,472,Owensboro Independent,015,Emerson Academy,472015,030472015,210459002011,GRREC,902,77,,,,,,,
20192020,030,DAVIESS,472,Owensboro Independent,030,Estes Elementary School,472030,030472030,210459001130,GRREC,902,544,920,632,1552,8696,1531,10227,16671
20192020,030,DAVIESS,472,Owensboro Independent,060,Foust Elementary School,472060,030472060,210459001132,GRREC,902,436,854,453,1308,10616,1547,12163,18395
20192020,030,DAVIESS,472,Owensboro Independent,100,Newton Parrish Elementary School,472100,030472100,210459001135,GRREC,902,561,590,394,984,8728,1362,10090,15949
20192020,030,DAVIESS,472,Owensboro Independent,102,Owensboro Innovation Middle School,472102,030472102,210459002304,GRREC,902,273,579,400,979,11886,2551,14437,20412
20192020,030,DAVIESS,472,Owensboro Independent,108,Owensboro Middle School,472108,030472108,210459002305,GRREC,902,853,671,181,852,9712,2130,11842,17546
20192020,030,DAVIESS,472,Owensboro Independent,110,Owensboro High School,472110,030472110,210459001136,GRREC,902,1150,513,170,683,10022,2284,12306,17833
20192020,030,DAVIESS,472,Owensboro Independent,116,Owensboro Innovation Academy,472116,030472116,210459002411,GRREC,902,266,,,,,,,
20192020,030,DAVIESS,472,Owensboro Independent,140,Sutton Elementary School,472140,030472140,210459001139,GRREC,902,501,336,299,635,8606,1334,9941,15483
20192020,030,DAVIESS,472,Owensboro Independent,180,Hager Preschool,472180,030472180,210459001685,GRREC,902,0,,,,,,,
20192020,095,OWSLEY,475,Owsley County,"",---District Total---,475,"","",KVEC,904,702,2825,1207,4033,8543,2412,10955,16765
20192020,095,OWSLEY,475,Owsley County,020,Owsley County Elementary School,475020,095475020,210462001142,KVEC,904,303,1305,575,1880,8770,3032,11802,14625
20192020,095,OWSLEY,475,Owsley County,080,Owsley County High School,475080,095475080,210462001143,KVEC,904,399,1374,550,1925,8072,2144,10215,12979
20192020,079,MCCRACKEN,476,Paducah Independent,"",---District Total---,476,"","",WKEC,908,2965,1344,250,1594,9100,2306,11407,19414
20192020,079,MCCRACKEN,476,Paducah Independent,010,Paducah Middle School,476010,079476010,210465001144,WKEC,908,664,944,170,1114,8808,2300,11107,17487
20192020,079,MCCRACKEN,476,Paducah Independent,015,Paducah Head Start Preschool,476015,079476015,210465001571,WKEC,908,0,,,,,,,
20192020,079,MCCRACKEN,476,Paducah Independent,016,Choices Educational Center,476016,079476016,210465002364,WKEC,908,76,,,,,,,
20192020,079,MCCRACKEN,476,Paducah Independent,020,Clark Elementary School,476020,079476020,210465001146,WKEC,908,635,1104,173,1277,9250,2198,11447,17942
20192020,079,MCCRACKEN,476,Paducah Independent,080,McNabb Elementary School,476080,079476080,210465001150,WKEC,908,388,2044,177,2221,11821,2457,14278,21542
20192020,079,MCCRACKEN,476,Paducah Independent,150,Morgan Elementary School,476150,079476150,210465001152,WKEC,908,370,1713,169,1883,11574,2340,13914,21359
20192020,079,MCCRACKEN,476,Paducah Independent,170,Paducah Tilghman High School,476170,079476170,210465001154,WKEC,908,832,819,188,1007,10811,2728,13417,20789
20192020,058,JOHNSON,477,Paintsville Independent,"",---District Total---,477,"","",KEDC,903,733,824,138,962,10179,1753,11931,16610
20192020,058,JOHNSON,477,Paintsville Independent,010,Paintsville Elementary School,477010,058477010,210468001155,KEDC,903,423,620.00,135.00,755.00,9944.00,1590.00,11550.00,16258.00
20192020,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,310,492.00,121.00,557.00,11114.00,2471.00,13602.00,18039.00
20192020,009,BOURBON,478,Paris Independent,"",---District Total---,478,"","",CKEC,901,676,765,368,1133,9286,1989,11275,14235
20192020,009,BOURBON,478,Paris Independent,010,Paris Elementary School,478010,009478010,210471001157,CKEC,901,316,868.00,429.00,1296.00,9626.00,2370.00,11997.00,13194.00
20192020,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,203,750.00,302.00,1052.00,10293.00,2795.00,13088.00,15409.00
20192020,009,BOURBON,478,Paris Independent,030,Paris Middle School,478030,009478030,210471001159,CKEC,901,157,503.00,304.00,807.00,9783.00,1500.00,11317.00,13391.00
20192020,009,BOURBON,478,Paris Independent,040,Paris Preschool Center,478040,009478040,210471002226,CKEC,901,0,,,,,,,
20192020,096,PENDLETON,481,Pendleton County,"",---District Total---,481,"","",NKCES,905,2255,467,326,793,8229,1855,10083,12322
20192020,096,PENDLETON,481,Pendleton County,060,Northern Elementary School,481060,096481060,210474001160,NKCES,905,474,568,444,1012,10074,2095,12170,13559
20192020,096,PENDLETON,481,Pendleton County,061,Phillip Sharp Middle School,481061,096481061,210474001646,NKCES,905,546,459,287,746,7717,1876,9595,11108
20192020,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,724,397,261,659,7963,1949,9912,11389
20192020,096,PENDLETON,481,Pendleton County,080,Southern Elementary School,481080,096481080,210474001163,NKCES,905,511,480,350,830,9499,1969,11468,12852
20192020,097,PERRY,485,Perry County,"",---District Total---,485,"","",KVEC,904,3688,936,852,1789,8725,1989,10714,14769
20192020,097,PERRY,485,Perry County,010,Buckhorn Childrens Center,485010,097485010,210477002422,KVEC,904,27,,,,,,,
20192020,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,324,1408,1234,2642,9281,3521,12802,12987
20192020,097,PERRY,485,Perry County,140,Learning Academy,485140,097485140,210477002398,KVEC,904,35,,,,,,,
20192020,097,PERRY,485,Perry County,190,Perry County Alternative School,485190,097485190,210477002387,KVEC,904,11,,,,,,,
20192020,097,PERRY,485,Perry County,200,East Perry County Elementary School,485200,097485200,210477002354,KVEC,904,712,849,827,1677,9281,3521,12802,11384
20192020,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,852,485,747,1232,8922,2689,11611,11707
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,123,1001,1104,2105,12972,3499,16471,16885
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,370,1235,622,1857,9120,2327,11447,11594
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,264,680,562,1242,8593,2419,11012,11200
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,245,824,647,1471,9028,2573,11601,11796
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,725,907,852,1759,8621,2527,11149,11243
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,7807,1049,233,1282,9239,2055,11294,14385
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,38,,,,,,,
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,21,,,,,,,
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,519,1033,197,1230,8041,1383,9424,12340
20192020,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,472,430,218,647,8976,1563,10539,12898
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,164,1599,236,1835,11121,1580,12701,13720
20192020,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,394,360,148,508,8388,1599,9987,12213
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,555,1418,253,1672,8835,1429,10264,16369
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,823,1193,226,1419,7795,1349,9145,12223
20192020,098,PIKE,491,Pike County,090,Belfry High School,491090,098491090,210480001179,KVEC,904,587,499,250,749,8403,2037,10440,12873
20192020,098,PIKE,491,Pike County,130,Bevins Elementary School,491130,098491130,210480001180,KVEC,904,196,1493,362,1855,10234,1541,11777,15466
20192020,098,PIKE,491,Pike County,190,Pike County Central High School,491190,098491190,210480000505,KVEC,904,616,336,203,539,8608,1762,10370,12590
20192020,098,PIKE,491,Pike County,250,Dorton Elementary School,491250,098491250,210480001183,KVEC,904,258,1224,241,1465,9089,1652,10741,13992
20192020,098,PIKE,491,Pike County,300,Elkhorn City Elementary School,491300,098491300,210480001185,KVEC,904,410,1361,258,1618,8806,1574,10381,13720
20192020,098,PIKE,491,Pike County,620,Johns Creek Elementary School,491620,098491620,210480001195,KVEC,904,624,1207,264,1471,8235,1450,9685,16430
20192020,098,PIKE,491,Pike County,650,Kimper Elementary School,491650,098491650,210480001197,KVEC,904,121,1392,309,1701,11123,1560,12682,12829
20192020,098,PIKE,491,Pike County,950,Mullins Elementary School,491950,098491950,210480001202,KVEC,904,767,1081,132,1213,7220,1348,8569,13618
20192020,098,PIKE,491,Pike County,952,Phelps Elementary School,491952,098491952,210480001203,KVEC,904,349,1639,338,1977,9969,1433,11401,15121
20192020,098,PIKE,491,Pike County,954,Phelps High School,491954,098491954,210480001204,KVEC,904,335,357,145,502,10579,2044,12623,14790
20192020,098,PIKE,491,Pike County,980,Shelby Valley High School,491980,098491980,210480001686,KVEC,904,558,681,123,804,8257,1704,9961,12460
20192020,098,PIKE,492,Pikeville Independent,"",---District Total---,492,"","",KVEC,904,1145,346,201,547,10345,2267,12611,14601
20192020,098,PIKE,492,Pikeville Independent,020,Pikeville Elementary School,492020,098492020,210483001213,KVEC,904,607,1218,439,1659,18853,3372,22225,23883
20192020,098,PIKE,492,Pikeville Independent,030,Pikeville High School,492030,098492030,210483001214,KVEC,904,538,495,215,710,19340,3919,23259,23969
20192020,007,BELL,493,Pineville Independent,"",---District Total---,493,"","",SESC,907,557,983,332,1315,8630,2107,10737,13061
20192020,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,SESC,907,557,983,332,1315,8630,2107,10737,13061
20192020,099,POWELL,495,Powell County,"",---District Total---,495,"","",CKEC,901,2165,888,448,1336,8483,1876,10359,12709
20192020,099,POWELL,495,Powell County,010,Bowen Elementary School,495010,099495010,210489001217,CKEC,901,204,1075,357,1433,10710,2014,13739,14756
20192020,099,POWELL,495,Powell County,012,Powell County Academy,495012,099495012,210489002360,CKEC,901,19,,,,,,,
20192020,099,POWELL,495,Powell County,015,Powell County Middle School,495015,099495015,210489001218,CKEC,901,545,1186,688,1874,8041,1883,10940,11906
20192020,099,POWELL,495,Powell County,020,Clay City Elementary School,495020,099495020,210489001219,CKEC,901,428,1055,390,1446,8418,1663,11097,12007
20192020,099,POWELL,495,Powell County,040,Powell County High School,495040,099495040,210489001220,CKEC,901,640,536,320,856,8128,2077,11220,12403
20192020,099,POWELL,495,Powell County,060,Stanton Elementary School,495060,099495060,210489001221,CKEC,901,329,776,444,1220,8263,1773,11051,11962
20192020,100,PULASKI,501,Pulaski County,"",---District Total---,501,"","",SESC,907,8120,628,207,835,8425,1667,10092,12036
20192020,100,PULASKI,501,Pulaski County,070,Burnside Elementary School,501070,100501070,210495001225,SESC,907,389,766,179,946,9239,1817,11055,12010
20192020,100,PULASKI,501,Pulaski County,071,Pulaski Day Treatment~Eagle Academy,501071,100501071,210495001554,SESC,907,65,,,,,,,
20192020,100,PULASKI,501,Pulaski County,099,Memorial Education Center,501099,100501099,210495002065,SESC,907,0,,,,,,,
20192020,100,PULASKI,501,Pulaski County,180,Eubank Elementary School,501180,100501180,210495001227,SESC,907,288,883,340,1223,11072,2037,13108,14084
20192020,100,PULASKI,501,Pulaski County,280,Nancy Elementary School,501280,100501280,210495001231,SESC,907,357,788,299,1089,9547,1828,11376,12326
20192020,100,PULASKI,501,Pulaski County,380,Pulaski County High School,501380,100501380,210495001233,SESC,907,1250,492,210,701,8179,1814,9993,10873
20192020,100,PULASKI,501,Pulaski County,385,Pulaski Elementary School,501385,100501385,210495001234,SESC,907,600,574,140,714,9187,1720,10908,11841
20192020,100,PULASKI,501,Pulaski County,390,Southern Middle School,501390,100501390,210495001572,SESC,907,1032,604,163,766,7347,1703,9050,9943
20192020,100,PULASKI,501,Pulaski County,395,Northern Middle School,501395,100501395,210495001573,SESC,907,890,525,111,636,7825,1582,9408,10314
20192020,100,PULASKI,501,Pulaski County,400,Southwestern High School,501400,100501400,210495000506,SESC,907,1333,512,122,634,7797,1917,9714,10591
20192020,100,PULASKI,501,Pulaski County,420,Oak Hill Elementary School,501420,100501420,210495000779,SESC,907,532,814,315,1130,8679,1731,10410,11331
20192020,100,PULASKI,501,Pulaski County,440,Shopville Elementary School,501440,100501440,210495001235,SESC,907,311,623,157,779,9648,1702,11351,12295
20192020,100,PULASKI,501,Pulaski County,560,Northern Elementary School,501560,100501560,210495001238,SESC,907,407,470,308,779,9537,1756,11293,12213
20192020,100,PULASKI,501,Pulaski County,570,Southern Elementary School,501570,100501570,210495001464,SESC,907,666,766,202,968,9082,1704,10786,11724
20192020,045,GREENUP,502,Raceland-Worthington Independent,"",---District Total---,502,"","",KEDC,903,983,455,166,621,8578,1787,10365,18589
20192020,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,KEDC,903,275,745,116,861,8798,1604,10402,11350
20192020,045,GREENUP,502,Raceland-Worthington Independent,011,Raceland-Worthington Schools Campus B,502011,045502011,210498002015,KEDC,903,9,,,,,,,
20192020,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,KEDC,903,459,131,145,276,8321,1745,10067,10430
20192020,045,GREENUP,502,Raceland-Worthington Independent,030,Raceland-Worthington Middle School,502030,045502030,210498001241,KEDC,903,203,661,56,923,8005,2551,10351,11361
20192020,045,GREENUP,502,Raceland-Worthington Independent,160,Raceland-Worthington Schools Campus A,502160,045502160,210498001465,KEDC,903,37,,,,,,,
20192020,101,ROBERTSON,505,Robertson County,"",---District Total---,505,"","",KEDC,903,402,692,226,918,9293,4015,13309,17935
20192020,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,402,692,226,918,9293,4015,13309,17935
20192020,102,ROCKCASTLE,511,Rockcastle County,"",---District Total---,511,"","",SESC,907,2683,631,154,785,9142,1487,10629,12142
20192020,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,SESC,907,378,993,129,3110,11408,2155,12631,10785
20192020,102,ROCKCASTLE,511,Rockcastle County,022,Rockcastle Academy for Academic Achievement,511022,102511022,210507001906,SESC,907,63,,,,,,,
20192020,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,SESC,907,635,451,158,2540,10677,2175,12062,10461
20192020,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,SESC,907,568,787,118,3109,11075,2120,12385,12403
20192020,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,SESC,907,794,356,146,2435,10613,2108,11955,9985
20192020,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,SESC,907,245,959,156,3049,12570,2109,12570,12873
20192020,103,ROWAN,515,Rowan County,"",---District Total---,515,"","",KEDC,903,3261,493,165,659,8489,1747,10236,13357
20192020,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,KEDC,903,328,1029,149,1178,5873,881,6754,7932
20192020,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,KEDC,903,547,546,30,576,5773,700,6473,7049
20192020,103,ROWAN,515,Rowan County,044,Rowan County Preschool Center,515044,103515044,210510002033,KEDC,903,0,,,,,,,
20192020,103,ROWAN,515,Rowan County,130,Morehead Youth Development Center,515130,103515130,210510001258,KEDC,903,15,,,,,,,
20192020,103,ROWAN,515,Rowan County,132,Bluegrass Discovery Academy High,515132,103515132,210510002342,KEDC,903,22,,,,,,,
20192020,103,ROWAN,515,Rowan County,133,Bluegrass Discovery Academy Middle,515133,103515133,210510002336,KEDC,903,12,,,,,,,
20192020,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,KEDC,903,920,96,36,142,6130,1020,7150,7292
20192020,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,KEDC,903,205,1057,51,2008,8231,872,9103,11111
20192020,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,KEDC,903,779,150,1,151,5540,754,6294,6445
20192020,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,KEDC,903,433,627,141,768,6905,929,7834,8602
20192020,104,RUSSELL,521,Russell County,"",---District Total---,521,"","",GRREC,902,2933,797,189,986,8536,1446,9982,14717
20192020,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,GRREC,902,444,1306,175,1481,9793,1516,11309,12641
20192020,104,RUSSELL,521,Russell County,230,Russell Springs Elementary School,521230,104521230,210516001264,GRREC,902,634,769,183,953,9234,1521,10755,12082
20192020,104,RUSSELL,521,Russell County,240,Russell County High School,521240,104521240,210516001265,GRREC,902,835,519,204,723,9809,1528,11337,21583
20192020,104,RUSSELL,521,Russell County,250,Salem Elementary School,521250,104521250,210516001266,GRREC,902,335,1132,173,1305,9713,1526,11239,12559
