SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,TOTAL YEARS EXPERIENCE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20192020,090,NELSON,451,Nelson County,013,Bloomfield Elementary School,451013,090451013,210441002006,CKEC,901,181,16,11.3
20192020,090,NELSON,451,Nelson County,019,The Academy at Horizons,451019,090451019,210441002212,CKEC,901,59,8,7.4
20192020,090,NELSON,451,Nelson County,030,Boston School,451030,090451030,210441001089,CKEC,901,240,24,10
20192020,090,NELSON,451,Nelson County,050,Coxs Creek Elementary School,451050,090451050,210441001091,CKEC,901,173,23,7.5
20192020,090,NELSON,451,Nelson County,070,Foster Heights Elementary School,451070,090451070,210441001093,CKEC,901,328,31,10.6
20192020,090,NELSON,451,Nelson County,071,Nelson County Early Learning Center,451071,090451071,210441002261,CKEC,901,92,9,10.2
20192020,090,NELSON,451,Nelson County,090,Old Kentucky Home Middle School,451090,090451090,210441001095,CKEC,901,246,26,9.5
20192020,090,NELSON,451,Nelson County,100,Nelson County High School,451100,090451100,210441001096,CKEC,901,523,44,11.9
20192020,090,NELSON,451,Nelson County,101,Thomas Nelson High School,451101,090451101,210441002324,CKEC,901,422,37,11.4
20192020,019,CAMPBELL,452,Newport Independent,"",---District Total---,452,"","",NKCES,905,1039,113,9.2
20192020,019,CAMPBELL,452,Newport Independent,018,Newport Regional School,452018,019452018,210444002401,NKCES,905,47,3,15.7
20192020,019,CAMPBELL,452,Newport Independent,020,Newport Primary School,452020,019452020,210444001099,NKCES,905,167,28,6
20192020,019,CAMPBELL,452,Newport Independent,030,Newport School of Innovation,452030,019452030,210444002493,NKCES,905,18,1,18
20192020,019,CAMPBELL,452,Newport Independent,040,Newport Intermediate School,452040,019452040,210444001100,NKCES,905,191,30,6.4
20192020,019,CAMPBELL,452,Newport Independent,070,Newport High School,452070,019452070,210444001103,NKCES,905,616,51,12.1
20192020,091,NICHOLAS,455,Nicholas County,"",---District Total---,455,"","",CKEC,901,744,50,14.9
20192020,091,NICHOLAS,455,Nicholas County,020,Nicholas County Elementary School,455020,091455020,210447001106,CKEC,901,396,25,15.8
20192020,091,NICHOLAS,455,Nicholas County,030,Nicholas County High School,455030,091455030,210447001107,CKEC,901,348,25,13.9
20192020,092,OHIO,461,Ohio County,"",---District Total---,461,"","",GRREC,902,2877,245,11.7
20192020,092,OHIO,461,Ohio County,010,Beaver Dam Elementary School,461010,092461010,210450001108,GRREC,902,513,37,13.9
20192020,092,OHIO,461,Ohio County,011,Ohio County Day Treatment,461011,092461011,210450002361,GRREC,902,69,5,13.8
20192020,092,OHIO,461,Ohio County,012,Ohio County Alternative Learning Program,461012,092461012,210450002353,GRREC,902,69,5,13.8
20192020,092,OHIO,461,Ohio County,090,Fordsville Elementary School,461090,092461090,210450001112,GRREC,902,137,18,7.6
20192020,092,OHIO,461,Ohio County,110,Ohio County Middle School,461110,092461110,210450001114,GRREC,902,452,39,11.6
20192020,092,OHIO,461,Ohio County,140,Horse Branch Elementary School,461140,092461140,210450001115,GRREC,902,199,14,14.2
20192020,092,OHIO,461,Ohio County,155,Ohio County High School,461155,092461155,210450001116,GRREC,902,753,62,12.1
20192020,092,OHIO,461,Ohio County,170,Southern Elementary School,461170,092461170,210450001118,GRREC,902,207,22,9.4
20192020,092,OHIO,461,Ohio County,190,Wayland Alexander Elementary School,461190,092461190,210450001119,GRREC,902,430,37,11.6
20192020,092,OHIO,461,Ohio County,200,Western Elementary School,461200,092461200,210450001120,GRREC,902,238,23,10.3
20192020,093,OLDHAM,465,Oldham County,"",---District Total---,465,"","",OVEC,906,7725,705,11
20192020,093,OLDHAM,465,Oldham County,005,Camden Station Elementary School,465005,093465005,210453001597,OVEC,906,202,26,7.8
20192020,093,OLDHAM,465,Oldham County,007,Buckner Elementary School,465007,093465007,210453001817,OVEC,906,277,29,9.6
20192020,093,OLDHAM,465,Oldham County,010,Centerfield Elementary School,465010,093465010,210453001121,OVEC,906,280,26,10.8
20192020,093,OLDHAM,465,Oldham County,012,North Oldham High School,465012,093465012,210453001953,OVEC,906,769,58,13.3
20192020,093,OLDHAM,465,Oldham County,013,Kenwood Station Elementary School,465013,093465013,210453002007,OVEC,906,336,33,10.2
20192020,093,OLDHAM,465,Oldham County,014,Harmony Elementary School,465014,093465014,210453002008,OVEC,906,232,32,7.3
20192020,093,OLDHAM,465,Oldham County,015,East Oldham Middle School,465015,093465015,210453002009,OVEC,906,509,44,11.6
20192020,093,OLDHAM,465,Oldham County,020,Crestwood Elementary School,465020,093465020,210453001122,OVEC,906,299,34,8.8
20192020,093,OLDHAM,465,Oldham County,025,Goshen At Hillcrest Elementary School,465025,093465025,210453001432,OVEC,906,532,39,13.6
20192020,093,OLDHAM,465,Oldham County,028,Locust Grove Elementary School,465028,093465028,210453002196,OVEC,906,356,32,11.1
20192020,093,OLDHAM,465,Oldham County,030,LaGrange Elementary School,465030,093465030,210453001123,OVEC,906,237,27,8.8
20192020,093,OLDHAM,465,Oldham County,060,Oldham County High School,465060,093465060,210453001125,OVEC,906,1058,91,11.6
20192020,093,OLDHAM,465,Oldham County,070,Oldham County Middle School,465070,093465070,210453001126,OVEC,906,495,54,9.2
20192020,093,OLDHAM,465,Oldham County,080,Buckner Alternative High School,465080,093465080,210453000735,OVEC,906,36,6,6
20192020,093,OLDHAM,465,Oldham County,090,South Oldham Middle School,465090,093465090,210453001433,OVEC,906,535,44,12.2
20192020,093,OLDHAM,465,Oldham County,095,South Oldham High School,465095,093465095,210453001620,OVEC,906,850,71,12
20192020,093,OLDHAM,465,Oldham County,100,Oldham County Preschool,465100,093465100,210453000736,OVEC,906,103,8,12.9
20192020,093,OLDHAM,465,Oldham County,350,North Oldham Middle School,465350,093465350,210453001552,OVEC,906,547,47,11.6
20192020,093,OLDHAM,465,Oldham County,905,The Robert L. Arvin Education Center,465905,093465905,210453001818,OVEC,906,230,15,15.3
20192020,094,OWEN,471,Owen County,"",---District Total---,471,"","",OVEC,906,1042,99,10.5
20192020,094,OWEN,471,Owen County,075,Owen County Elementary/Primary School,471075,094471075,210456001127,OVEC,906,426,33,12.9
20192020,094,OWEN,471,Owen County,078,Maurice Bowling Middle School,471078,094471078,210456001539,OVEC,906,307,36,8.5
20192020,094,OWEN,471,Owen County,080,Owen County High School,471080,094471080,210456001128,OVEC,906,329,31,10.6
20192020,030,DAVIESS,472,Owensboro Independent,"",---District Total---,472,"","",GRREC,902,3931,330,11.9
20192020,030,DAVIESS,472,Owensboro Independent,010,Cravens Elementary School,472010,030472010,210459001129,GRREC,902,196,20,9.8
20192020,030,DAVIESS,472,Owensboro Independent,015,Emerson Academy,472015,030472015,210459002011,GRREC,902,117,8,14.6
20192020,030,DAVIESS,472,Owensboro Independent,030,Estes Elementary School,472030,030472030,210459001130,GRREC,902,231,29,8
20192020,030,DAVIESS,472,Owensboro Independent,060,Foust Elementary School,472060,030472060,210459001132,GRREC,902,216,24,9
20192020,030,DAVIESS,472,Owensboro Independent,100,Newton Parrish Elementary School,472100,030472100,210459001135,GRREC,902,302,31,9.7
20192020,030,DAVIESS,472,Owensboro Independent,102,Owensboro Innovation Middle School,472102,030472102,210459002304,GRREC,902,353,32,11
20192020,030,DAVIESS,472,Owensboro Independent,108,Owensboro Middle School,472108,030472108,210459002305,GRREC,902,833,66,12.6
20192020,030,DAVIESS,472,Owensboro Independent,110,Owensboro High School,472110,030472110,210459001136,GRREC,902,1244,83,15
20192020,030,DAVIESS,472,Owensboro Independent,116,Owensboro Innovation Academy,472116,030472116,210459002411,GRREC,902,197,16,12.3
20192020,030,DAVIESS,472,Owensboro Independent,140,Sutton Elementary School,472140,030472140,210459001139,GRREC,902,298,24,12.4
20192020,030,DAVIESS,472,Owensboro Independent,180,Hager Preschool,472180,030472180,210459001685,GRREC,902,127,11,11.5
20192020,095,OWSLEY,475,Owsley County,"",---District Total---,475,"","",KVEC,904,611,41,14.9
20192020,095,OWSLEY,475,Owsley County,020,Owsley County Elementary School,475020,095475020,210462001142,KVEC,904,255,18,14.2
20192020,095,OWSLEY,475,Owsley County,080,Owsley County High School,475080,095475080,210462001143,KVEC,904,356,23,15.5
20192020,079,MCCRACKEN,476,Paducah Independent,"",---District Total---,476,"","",WKEC,908,2205,178,12.4
20192020,079,MCCRACKEN,476,Paducah Independent,010,Paducah Middle School,476010,079476010,210465001144,WKEC,908,400,38,10.5
20192020,079,MCCRACKEN,476,Paducah Independent,015,Paducah Head Start Preschool,476015,079476015,210465001571,WKEC,908,71,12,5.9
20192020,079,MCCRACKEN,476,Paducah Independent,016,Choices Educational Center,476016,079476016,210465002364,WKEC,908,43,2,21.5
20192020,079,MCCRACKEN,476,Paducah Independent,020,Clark Elementary School,476020,079476020,210465001146,WKEC,908,488,37,13.2
20192020,079,MCCRACKEN,476,Paducah Independent,080,McNabb Elementary School,476080,079476080,210465001150,WKEC,908,344,23,15
20192020,079,MCCRACKEN,476,Paducah Independent,150,Morgan Elementary School,476150,079476150,210465001152,WKEC,908,290,21,13.8
20192020,079,MCCRACKEN,476,Paducah Independent,170,Paducah Tilghman High School,476170,079476170,210465001154,WKEC,908,612,47,13
20192020,058,JOHNSON,477,Paintsville Independent,"",---District Total---,477,"","",KEDC,903,742,50,14.8
20192020,058,JOHNSON,477,Paintsville Independent,010,Paintsville Elementary School,477010,058477010,210468001155,KEDC,903,465,30,15.5
20192020,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,333,23,14.5
20192020,009,BOURBON,478,Paris Independent,"",---District Total---,478,"","",CKEC,901,442,46,9.6
20192020,009,BOURBON,478,Paris Independent,010,Paris Elementary School,478010,009478010,210471001157,CKEC,901,167,17,9.8
20192020,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,160,20,8
20192020,009,BOURBON,478,Paris Independent,030,Paris Middle School,478030,009478030,210471001159,CKEC,901,193,18,10.7
20192020,009,BOURBON,478,Paris Independent,040,Paris Preschool Center,478040,009478040,210471002226,CKEC,901,12,1,12
20192020,096,PENDLETON,481,Pendleton County,"",---District Total---,481,"","",NKCES,905,1268,118,10.7
20192020,096,PENDLETON,481,Pendleton County,060,Northern Elementary School,481060,096481060,210474001160,NKCES,905,297,27,11
20192020,096,PENDLETON,481,Pendleton County,061,Phillip Sharp Middle School,481061,096481061,210474001646,NKCES,905,263,26,10.1
20192020,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,395,39,10.1
20192020,096,PENDLETON,481,Pendleton County,080,Southern Elementary School,481080,096481080,210474001163,NKCES,905,357,28,12.8
20192020,097,PERRY,485,Perry County,"",---District Total---,485,"","",KVEC,904,2559,201,12.7
20192020,097,PERRY,485,Perry County,010,Buckhorn Childrens Center,485010,097485010,210477002422,KVEC,904,20,1,20
20192020,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,228,20,11.4
20192020,097,PERRY,485,Perry County,140,Learning Academy,485140,097485140,210477002398,KVEC,904,22,1,22
20192020,097,PERRY,485,Perry County,190,Perry County Alternative School,485190,097485190,210477002387,KVEC,904,48,3,16
20192020,097,PERRY,485,Perry County,200,East Perry County Elementary School,485200,097485200,210477002354,KVEC,904,459,37,12.4
20192020,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,699,53,13.2
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,95,9,10.6
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,247,21,11.8
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,201,13,15.5
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,143,12,11.9
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,401,32,12.5
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,6102,445,13.7
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,61,6,10.2
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,77,5,15.4
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,375,26,14.4
20192020,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,260,24,10.8
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,204,13,15.7
20192020,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,282,23,12.3
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,354,31,11.4
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,605,45,13.4
20192020,098,PIKE,491,Pike County,090,Belfry High School,491090,098491090,210480001179,KVEC,904,519,31,16.7
20192020,098,PIKE,491,Pike County,130,Bevins Elementary School,491130,098491130,210480001180,KVEC,904,164,13,12.6
20192020,098,PIKE,491,Pike County,190,Pike County Central High School,491190,098491190,210480000505,KVEC,904,476,32,14.9
20192020,098,PIKE,491,Pike County,250,Dorton Elementary School,491250,098491250,210480001183,KVEC,904,227,16,14.2
20192020,098,PIKE,491,Pike County,300,Elkhorn City Elementary School,491300,098491300,210480001185,KVEC,904,349,26,13.4
20192020,098,PIKE,491,Pike County,620,Johns Creek Elementary School,491620,098491620,210480001195,KVEC,904,585,38,15.4
20192020,098,PIKE,491,Pike County,650,Kimper Elementary School,491650,098491650,210480001197,KVEC,904,113,9,12.6
20192020,098,PIKE,491,Pike County,950,Mullins Elementary School,491950,098491950,210480001202,KVEC,904,485,39,12.4
20192020,098,PIKE,491,Pike County,952,Phelps Elementary School,491952,098491952,210480001203,KVEC,904,226,19,11.9
20192020,098,PIKE,491,Pike County,954,Phelps High School,491954,098491954,210480001204,KVEC,904,292,21,13.9
20192020,098,PIKE,491,Pike County,980,Shelby Valley High School,491980,098491980,210480001686,KVEC,904,520,32,16.3
20192020,098,PIKE,492,Pikeville Independent,"",---District Total---,492,"","",KVEC,904,947,72,13.2
20192020,098,PIKE,492,Pikeville Independent,020,Pikeville Elementary School,492020,098492020,210483001213,KVEC,904,522,38,13.7
20192020,098,PIKE,492,Pikeville Independent,030,Pikeville High School,492030,098492030,210483001214,KVEC,904,459,36,12.8
20192020,007,BELL,493,Pineville Independent,"",---District Total---,493,"","",SESC,907,465,34,13.7
20192020,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,SESC,907,465,34,13.7
20192020,099,POWELL,495,Powell County,"",---District Total---,495,"","",CKEC,901,1474,135,10.9
20192020,099,POWELL,495,Powell County,010,Bowen Elementary School,495010,099495010,210489001217,CKEC,901,198,12,16.5
20192020,099,POWELL,495,Powell County,012,Powell County Academy,495012,099495012,210489002360,CKEC,901,75,5,15
20192020,099,POWELL,495,Powell County,015,Powell County Middle School,495015,099495015,210489001218,CKEC,901,270,32,8.4
20192020,099,POWELL,495,Powell County,020,Clay City Elementary School,495020,099495020,210489001219,CKEC,901,176,24,7.3
20192020,099,POWELL,495,Powell County,040,Powell County High School,495040,099495040,210489001220,CKEC,901,519,42,12.4
20192020,099,POWELL,495,Powell County,060,Stanton Elementary School,495060,099495060,210489001221,CKEC,901,242,21,11.5
20192020,100,PULASKI,501,Pulaski County,"",---District Total---,501,"","",SESC,907,5771,453,12.7
20192020,100,PULASKI,501,Pulaski County,070,Burnside Elementary School,501070,100501070,210495001225,SESC,907,353,25,14.1
20192020,100,PULASKI,501,Pulaski County,071,Pulaski Day Treatment~Eagle Academy,501071,100501071,210495001554,SESC,907,83,4,20.8
20192020,100,PULASKI,501,Pulaski County,099,Memorial Education Center,501099,100501099,210495002065,SESC,907,151,10,15.1
20192020,100,PULASKI,501,Pulaski County,180,Eubank Elementary School,501180,100501180,210495001227,SESC,907,262,20,13.1
20192020,100,PULASKI,501,Pulaski County,280,Nancy Elementary School,501280,100501280,210495001231,SESC,907,249,22,11.3
20192020,100,PULASKI,501,Pulaski County,380,Pulaski County High School,501380,100501380,210495001233,SESC,907,795,70,11.4
20192020,100,PULASKI,501,Pulaski County,385,Pulaski Elementary School,501385,100501385,210495001234,SESC,907,418,31,13.5
20192020,100,PULASKI,501,Pulaski County,390,Southern Middle School,501390,100501390,210495001572,SESC,907,743,54,13.8
20192020,100,PULASKI,501,Pulaski County,395,Northern Middle School,501395,100501395,210495001573,SESC,907,575,47,12.2
20192020,100,PULASKI,501,Pulaski County,400,Southwestern High School,501400,100501400,210495000506,SESC,907,963,74,13
20192020,100,PULASKI,501,Pulaski County,420,Oak Hill Elementary School,501420,100501420,210495000779,SESC,907,325,27,12
20192020,100,PULASKI,501,Pulaski County,440,Shopville Elementary School,501440,100501440,210495001235,SESC,907,327,23,14.2
20192020,100,PULASKI,501,Pulaski County,560,Northern Elementary School,501560,100501560,210495001238,SESC,907,338,24,14.1
20192020,100,PULASKI,501,Pulaski County,570,Southern Elementary School,501570,100501570,210495001464,SESC,907,443,36,12.3
20192020,045,GREENUP,502,Raceland-Worthington Independent,"",---District Total---,502,"","",KEDC,903,901,64,14.1
20192020,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,KEDC,903,234,20,11.7
20192020,045,GREENUP,502,Raceland-Worthington Independent,011,Raceland-Worthington Schools Campus B,502011,045502011,210498002015,KEDC,903,50,3,16.7
20192020,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,KEDC,903,431,28,15.4
20192020,045,GREENUP,502,Raceland-Worthington Independent,030,Raceland-Worthington Middle School,502030,045502030,210498001241,KEDC,903,196,13,15.1
20192020,045,GREENUP,502,Raceland-Worthington Independent,160,Raceland-Worthington Schools Campus A,502160,045502160,210498001465,KEDC,903,28,3,9.3
20192020,101,ROBERTSON,505,Robertson County,"",---District Total---,505,"","",KEDC,903,336,23,14.6
20192020,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,336,23,14.6
20192020,102,ROCKCASTLE,511,Rockcastle County,"",---District Total---,511,"","",SESC,907,2386,179,13.3
20192020,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,SESC,907,358,27,13.3
20192020,102,ROCKCASTLE,511,Rockcastle County,022,Rockcastle Academy for Academic Achievement,511022,102511022,210507001906,SESC,907,16,2,8
20192020,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,SESC,907,543,44,12.3
20192020,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,SESC,907,679,46,14.8
20192020,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,SESC,907,649,49,13.2
20192020,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,SESC,907,235,18,13.1
20192020,103,ROWAN,515,Rowan County,"",---District Total---,515,"","",KEDC,903,2247,165,13.6
20192020,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,KEDC,903,125,16,7.8
20192020,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,KEDC,903,335,27,12.4
20192020,103,ROWAN,515,Rowan County,044,Rowan County Preschool Center,515044,103515044,210510002033,KEDC,903,63,5,12.6
20192020,103,ROWAN,515,Rowan County,130,Morehead Youth Development Center,515130,103515130,210510001258,KEDC,903,14,1,14
20192020,103,ROWAN,515,Rowan County,132,Bluegrass Discovery Academy High,515132,103515132,210510002342,KEDC,903,19,1,19
20192020,103,ROWAN,515,Rowan County,133,Bluegrass Discovery Academy Middle,515133,103515133,210510002336,KEDC,903,10,1,10
20192020,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,KEDC,903,661,47,14.1
20192020,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,KEDC,903,218,14,15.6
20192020,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,KEDC,903,543,36,15.1
20192020,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,KEDC,903,352,22,16
20192020,104,RUSSELL,521,Russell County,"",---District Total---,521,"","",GRREC,902,2177,167,13
20192020,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,GRREC,902,384,28,13.7
20192020,104,RUSSELL,521,Russell County,230,Russell Springs Elementary School,521230,104521230,210516001264,GRREC,902,494,38,13
20192020,104,RUSSELL,521,Russell County,240,Russell County High School,521240,104521240,210516001265,GRREC,902,651,49,13.3
20192020,104,RUSSELL,521,Russell County,250,Salem Elementary School,521250,104521250,210516001266,GRREC,902,289,25,11.6
20192020,104,RUSSELL,521,Russell County,260,Russell County Middle School,521260,104521260,210516001599,GRREC,902,475,33,14.4
20192020,045,GREENUP,522,Russell Independent,"",---District Total---,522,"","",KEDC,903,1948,130,15
20192020,045,GREENUP,522,Russell Independent,011,Russell Primary School,522011,045522011,210513001626,KEDC,903,396,29,13.7
20192020,045,GREENUP,522,Russell Independent,030,Russell-McDowell Intermediate School,522030,045522030,210513001270,KEDC,903,407,30,13.6
20192020,045,GREENUP,522,Russell Independent,050,Russell High School,522050,045522050,210513001272,KEDC,903,743,41,18.1
20192020,045,GREENUP,522,Russell Independent,060,Russell Middle School,522060,045522060,210513001273,KEDC,903,535,38,14.1
20192020,071,LOGAN,523,Russellville Independent,"",---District Total---,523,"","",GRREC,902,607,70,8.7
20192020,071,LOGAN,523,Russellville Independent,025,R E Stevenson Elementary School,523025,071523025,210519001274,GRREC,902,181,22,8.2
20192020,071,LOGAN,523,Russellville Independent,030,Russellville High School,523030,071523030,210519001275,GRREC,902,302,28,10.8
20192020,071,LOGAN,523,Russellville Independent,050,Russellville Middle School,523050,071523050,210519001276,GRREC,902,251,25,10
20192020,100,PULASKI,524,Science Hill Independent,"",---District Total---,524,"","",SESC,907,430,26,16.5
20192020,100,PULASKI,524,Science Hill Independent,010,Science Hill Elementary School,524010,100524010,210522001277,SESC,907,430,26,16.5
20192020,105,SCOTT,525,Scott County,"",---District Total---,525,"","",CKEC,901,5352,509,10.5
20192020,105,SCOTT,525,Scott County,005,Phoenix Horizon Community,525005,105525005,210526002432,CKEC,901,135,12,11.3
20192020,105,SCOTT,525,Scott County,010,Eastern Elementary School,525010,105525010,210526001278,CKEC,901,183,21,8.7
20192020,105,SCOTT,525,Scott County,012,Anne Mason Elementary School,525012,105525012,210526001942,CKEC,901,304,26,11.7
20192020,105,SCOTT,525,Scott County,013,Royal Spring Middle School,525013,105525013,210526002017,CKEC,901,422,47,9
20192020,105,SCOTT,525,Scott County,014,Lemons Mill Elementary School,525014,105525014,210526002349,CKEC,901,205,25,8.2
20192020,105,SCOTT,525,Scott County,015,Garth Elementary School,525015,105525015,210526001279,CKEC,901,186,19,9.8
20192020,105,SCOTT,525,Scott County,018,Georgetown Middle School,525018,105525018,210526001280,CKEC,901,325,39,8.3
20192020,105,SCOTT,525,Scott County,019,Scott County Preschool,525019,105525019,210526002204,CKEC,901,144,13,11.1
20192020,105,SCOTT,525,Scott County,025,Great Crossing High School,525025,105525025,210526002482,CKEC,901,675,63,10.7
20192020,105,SCOTT,525,Scott County,029,Creekside Elementary,525029,105525029,210526002483,CKEC,901,179,22,8.1
20192020,105,SCOTT,525,Scott County,035,Northern Elementary School,525035,105525035,210526001687,CKEC,901,302,23,13.1
20192020,105,SCOTT,525,Scott County,040,Scott County High School,525040,105525040,210526001283,CKEC,901,692,63,11
20192020,105,SCOTT,525,Scott County,044,Elkhorn Crossing School,525044,105525044,210526002301,CKEC,901,276,20,13.8
20192020,105,SCOTT,525,Scott County,050,Stamping Ground Elementary School,525050,105525050,210526001284,CKEC,901,250,22,11.4
20192020,105,SCOTT,525,Scott County,060,Scott County Middle School,525060,105525060,210526001285,CKEC,901,641,45,14.2
20192020,105,SCOTT,525,Scott County,070,Southern Elementary School,525070,105525070,210526001286,CKEC,901,267,26,10.3
20192020,105,SCOTT,525,Scott County,080,Western Elementary School,525080,105525080,210526000530,CKEC,901,297,30,9.9
20192020,106,SHELBY,531,Shelby County,"",---District Total---,531,"","",OVEC,906,4248,418,10.2
20192020,106,SHELBY,531,Shelby County,014,Painted Stone Elementary,531014,106531014,210532001964,OVEC,906,345,29,11.9
20192020,106,SHELBY,531,Shelby County,015,Southside Elementary,531015,106531015,210532002077,OVEC,906,190,25,7.6
20192020,106,SHELBY,531,Shelby County,040,Martha Layne Collins High School,531040,106531040,210532002253,OVEC,906,714,81,8.8
20192020,106,SHELBY,531,Shelby County,054,Marnel C. Moorman School,531054,106531054,210532002491,OVEC,906,340,42,8.1
20192020,106,SHELBY,531,Shelby County,065,Heritage Elementary,531065,106531065,210532001688,OVEC,906,237,31,7.6
20192020,106,SHELBY,531,Shelby County,080,Shelby County West Middle School,531080,106531080,210532001291,OVEC,906,291,37,7.9
20192020,106,SHELBY,531,Shelby County,090,Shelby County High School,531090,106531090,210532001292,OVEC,906,823,73,11.3
20192020,106,SHELBY,531,Shelby County,100,Simpsonville Elementary,531100,106531100,210532001293,OVEC,906,391,27,14.5
20192020,106,SHELBY,531,Shelby County,110,Shelby County East Middle School,531110,106531110,210532001294,OVEC,906,334,34,9.8
20192020,106,SHELBY,531,Shelby County,120,Clear Creek Elementary,531120,106531120,210532001295,OVEC,906,290,24,12.1
20192020,106,SHELBY,531,Shelby County,130,Wright Elementary,531130,106531130,210532001434,OVEC,906,443,27,16.4
20192020,106,SHELBY,531,Shelby County,160,Northside Early Childhood Center,531160,106531160,210532001689,OVEC,906,70,7,10
20192020,106,SHELBY,531,Shelby County,170,Ascension Academy,531170,106531170,210532001690,OVEC,906,67,10,6.7
20192020,107,SIMPSON,535,Simpson County,"",---District Total---,535,"","",GRREC,902,2167,176,12.3
20192020,107,SIMPSON,535,Simpson County,007,Franklin-Simpson High School West Campus,535007,107535007,210540001652,GRREC,902,424,32,13.3
20192020,107,SIMPSON,535,Simpson County,020,Franklin Elementary School,535020,107535020,210540001299,GRREC,902,246,15,16.4
20192020,107,SIMPSON,535,Simpson County,030,Franklin-Simpson Middle School,535030,107535030,210540001300,GRREC,902,375,35,10.7
20192020,107,SIMPSON,535,Simpson County,040,Franklin-Simpson High School,535040,107535040,210540001301,GRREC,902,674,63,10.7
20192020,107,SIMPSON,535,Simpson County,045,Lincoln Elementary School,535045,107535045,210540001302,GRREC,902,282,25,11.3
20192020,107,SIMPSON,535,Simpson County,100,Simpson Elementary School,535100,107535100,210540001435,GRREC,902,534,35,15.3
20192020,100,PULASKI,536,Somerset Independent,"",---District Total---,536,"","",SESC,907,1350,108,12.5
20192020,100,PULASKI,536,Somerset Independent,050,Hopkins Elementary School,536050,100536050,210543001307,SESC,907,548,40,13.7
20192020,100,PULASKI,536,Somerset Independent,070,Somerset High School,536070,100536070,210543001310,SESC,907,411,38,10.8
20192020,100,PULASKI,536,Somerset Independent,090,Meece Middle School,536090,100536090,210543001311,SESC,907,427,32,13.3
20192020,019,CAMPBELL,537,Southgate Independent,"",---District Total---,537,"","",NKCES,905,127,15,8.5
20192020,019,CAMPBELL,537,Southgate Independent,010,Southgate Public School,537010,019537010,210546001313,NKCES,905,127,15,8.5
