Fiscal Year,District,Rank,Years,,I,II,III
2019 - 2020,001 Adair County,III,28,,49775,0,0
2019 - 2020,001 Adair County,III,29,,49899,0,0
2019 - 2020,001 Adair County,III,30,,50024,0,0
2019 - 2020,001 Adair County,III,31,,50024,0,0
2019 - 2020,001 Adair County,III,32,,50024,0,0
2019 - 2020,001 Adair County,III,33,,50024,0,0
2019 - 2020,001 Adair County,III,34,,50024,0,0
2019 - 2020,001 Adair County,III,35,,50024,0,0
2019 - 2020,001 Adair County,III,36,,50024,0,0
2019 - 2020,001 Adair County,III,37,,50024,0,0
2019 - 2020,001 Adair County,III,38,,50024,0,0
2019 - 2020,001 Adair County,III,39,,50024,0,0
2019 - 2020,001 Adair County,III,40,,50024,0,0
2019 - 2020,001 Adair County,IV,0,,30533,0,0
2019 - 2020,001 Adair County,IV,1,,30533,0,0
2019 - 2020,001 Adair County,IV,2,,30533,0,0
2019 - 2020,001 Adair County,IV,3,,30533,0,0
2019 - 2020,001 Adair County,IV,4,,30533,0,0
2019 - 2020,001 Adair County,IV,5,,30533,0,0
2019 - 2020,001 Adair County,IV,6,,30533,0,0
2019 - 2020,001 Adair County,IV,7,,30533,0,0
2019 - 2020,001 Adair County,IV,8,,30533,0,0
2019 - 2020,001 Adair County,IV,9,,30533,0,0
2019 - 2020,001 Adair County,IV,10,,30533,0,0
2019 - 2020,001 Adair County,IV,11,,30533,0,0
2019 - 2020,001 Adair County,IV,12,,30533,0,0
2019 - 2020,001 Adair County,IV,13,,30533,0,0
2019 - 2020,001 Adair County,IV,14,,30533,0,0
2019 - 2020,001 Adair County,IV,15,,30533,0,0
2019 - 2020,001 Adair County,IV,16,,30533,0,0
2019 - 2020,001 Adair County,IV,17,,30533,0,0
2019 - 2020,001 Adair County,IV,18,,30533,0,0
2019 - 2020,001 Adair County,IV,19,,30533,0,0
2019 - 2020,001 Adair County,IV,20,,30533,0,0
2019 - 2020,001 Adair County,IV,21,,30533,0,0
2019 - 2020,001 Adair County,IV,22,,30533,0,0
2019 - 2020,001 Adair County,IV,23,,30533,0,0
2019 - 2020,001 Adair County,IV,24,,30533,0,0
2019 - 2020,001 Adair County,IV,25,,30533,0,0
2019 - 2020,001 Adair County,IV,26,,30533,0,0
2019 - 2020,001 Adair County,IV,27,,30533,0,0
2019 - 2020,001 Adair County,IV,28,,30533,0,0
2019 - 2020,001 Adair County,IV,29,,30533,0,0
2019 - 2020,001 Adair County,IV,30,,30533,0,0
2019 - 2020,001 Adair County,IV,31,,30533,0,0
2019 - 2020,001 Adair County,IV,32,,30533,0,0
2019 - 2020,001 Adair County,IV,33,,30533,0,0
2019 - 2020,001 Adair County,IV,34,,30533,0,0
2019 - 2020,001 Adair County,IV,35,,30533,0,0
2019 - 2020,001 Adair County,IV,36,,30533,0,0
2019 - 2020,001 Adair County,IV,37,,30533,0,0
2019 - 2020,001 Adair County,IV,38,,30533,0,0
2019 - 2020,001 Adair County,IV,39,,30533,0,0
2019 - 2020,001 Adair County,IV,40,,30533,0,0
2019 - 2020,001 Adair County,V,0,,28541,0,0
2019 - 2020,001 Adair County,V,1,,28541,0,0
2019 - 2020,001 Adair County,V,2,,28541,0,0
2019 - 2020,001 Adair County,V,3,,28541,0,0
2019 - 2020,001 Adair County,V,4,,28541,0,0
2019 - 2020,001 Adair County,V,5,,28541,0,0
2019 - 2020,001 Adair County,V,6,,28541,0,0
2019 - 2020,001 Adair County,V,7,,28541,0,0
2019 - 2020,001 Adair County,V,8,,28541,0,0
2019 - 2020,001 Adair County,V,9,,28541,0,0
2019 - 2020,001 Adair County,V,10,,28541,0,0
2019 - 2020,001 Adair County,V,11,,28541,0,0
2019 - 2020,001 Adair County,V,12,,28541,0,0
2019 - 2020,001 Adair County,V,13,,28541,0,0
2019 - 2020,001 Adair County,V,14,,28541,0,0
2019 - 2020,001 Adair County,V,15,,28541,0,0
2019 - 2020,001 Adair County,V,16,,28541,0,0
2019 - 2020,001 Adair County,V,17,,28541,0,0
2019 - 2020,001 Adair County,V,18,,28541,0,0
2019 - 2020,001 Adair County,V,19,,28541,0,0
2019 - 2020,001 Adair County,V,20,,28541,0,0
2019 - 2020,001 Adair County,V,21,,28541,0,0
2019 - 2020,001 Adair County,V,22,,28541,0,0
2019 - 2020,001 Adair County,V,23,,28541,0,0
2019 - 2020,001 Adair County,V,24,,28541,0,0
2019 - 2020,001 Adair County,V,25,,28541,0,0
2019 - 2020,001 Adair County,V,26,,28541,0,0
2019 - 2020,001 Adair County,V,27,,28541,0,0
2019 - 2020,001 Adair County,V,28,,28541,0,0
2019 - 2020,001 Adair County,V,29,,28541,0,0
2019 - 2020,001 Adair County,V,30,,28541,0,0
2019 - 2020,001 Adair County,V,31,,28541,0,0
2019 - 2020,001 Adair County,V,32,,28541,0,0
2019 - 2020,001 Adair County,V,33,,28541,0,0
2019 - 2020,001 Adair County,V,34,,28541,0,0
2019 - 2020,001 Adair County,V,35,,28541,0,0
2019 - 2020,001 Adair County,V,36,,28541,0,0
2019 - 2020,001 Adair County,V,37,,28541,0,0
2019 - 2020,001 Adair County,V,38,,28541,0,0
2019 - 2020,001 Adair County,V,39,,28541,0,0
2019 - 2020,001 Adair County,V,40,,28541,0,0
2019 - 2020,005 Allen County,I,0,,46104,48350,0
2019 - 2020,005 Allen County,I,1,,46194,48441,0
2019 - 2020,005 Allen County,I,2,,46290,48540,0
2019 - 2020,005 Allen County,I,3,,46377,48628,0
2019 - 2020,005 Allen County,I,4,,50717,52966,0
2019 - 2020,005 Allen County,I,5,,50806,53058,0
2019 - 2020,005 Allen County,I,6,,50898,53153,0
2019 - 2020,005 Allen County,I,7,,50987,53242,0
2019 - 2020,005 Allen County,I,8,,51078,53335,0
2019 - 2020,005 Allen County,I,9,,51169,53426,0
2019 - 2020,005 Allen County,I,10,,56882,59138,0
2019 - 2020,005 Allen County,I,11,,56971,59229,0
2019 - 2020,005 Allen County,I,12,,57062,59317,0
2019 - 2020,005 Allen County,I,13,,57150,59409,0
2019 - 2020,005 Allen County,I,14,,57238,59501,0
2019 - 2020,005 Allen County,I,15,,58504,60764,0
2019 - 2020,005 Allen County,I,16,,58592,60856,0
2019 - 2020,005 Allen County,I,17,,58685,60947,0
2019 - 2020,005 Allen County,I,18,,58775,61041,0
2019 - 2020,005 Allen County,I,19,,58869,61135,0
2019 - 2020,005 Allen County,I,20,,59778,62047,0
2019 - 2020,005 Allen County,I,21,,59871,62139,0
2019 - 2020,005 Allen County,I,22,,59965,62234,0
2019 - 2020,005 Allen County,I,23,,60056,62328,0
2019 - 2020,005 Allen County,I,24,,60148,62423,0
2019 - 2020,005 Allen County,I,25,,60856,63131,0
2019 - 2020,005 Allen County,I,26,,60980,63254,0
2019 - 2020,005 Allen County,I,27,,61101,63374,0
2019 - 2020,005 Allen County,I,28,,61223,63502,0
2019 - 2020,005 Allen County,I,29,,61346,63623,0
2019 - 2020,005 Allen County,I,30,,63187,65466,0
2019 - 2020,005 Allen County,I,31,,63187,65466,0
2019 - 2020,005 Allen County,I,32,,63187,65466,0
2019 - 2020,005 Allen County,I,33,,63187,65466,0
2019 - 2020,005 Allen County,I,34,,63187,65466,0
2019 - 2020,005 Allen County,I,35,,63187,65466,0
2019 - 2020,005 Allen County,I,36,,63187,65466,0
2019 - 2020,005 Allen County,I,37,,63187,65466,0
2019 - 2020,005 Allen County,I,38,,63187,65466,0
2019 - 2020,005 Allen County,I,39,,63187,65466,0
2019 - 2020,005 Allen County,I,40,,63187,65466,0
2019 - 2020,005 Allen County,II,0,,42117,0,0
2019 - 2020,005 Allen County,II,1,,42207,0,0
2019 - 2020,005 Allen County,II,2,,42293,0,0
2019 - 2020,005 Allen County,II,3,,42381,0,0
2019 - 2020,005 Allen County,II,4,,46039,0,0
2019 - 2020,005 Allen County,II,5,,46131,0,0
2019 - 2020,005 Allen County,II,6,,46218,0,0
2019 - 2020,005 Allen County,II,7,,46310,0,0
2019 - 2020,005 Allen County,II,8,,46402,0,0
2019 - 2020,005 Allen County,II,9,,46491,0,0
2019 - 2020,005 Allen County,II,10,,52635,0,0
2019 - 2020,005 Allen County,II,11,,52726,0,0
2019 - 2020,005 Allen County,II,12,,52816,0,0
2019 - 2020,005 Allen County,II,13,,52904,0,0
2019 - 2020,005 Allen County,II,14,,52996,0,0
2019 - 2020,005 Allen County,II,15,,54275,0,0
2019 - 2020,005 Allen County,II,16,,54367,0,0
2019 - 2020,005 Allen County,II,17,,54458,0,0
2019 - 2020,005 Allen County,II,18,,54546,0,0
2019 - 2020,005 Allen County,II,19,,54639,0,0
2019 - 2020,005 Allen County,II,20,,56370,0,0
2019 - 2020,005 Allen County,II,21,,56464,0,0
2019 - 2020,005 Allen County,II,22,,56555,0,0
2019 - 2020,005 Allen County,II,23,,56647,0,0
2019 - 2020,005 Allen County,II,24,,56741,0,0
2019 - 2020,005 Allen County,II,25,,57446,0,0
2019 - 2020,005 Allen County,II,26,,57569,0,0
2019 - 2020,005 Allen County,II,27,,57692,0,0
2019 - 2020,005 Allen County,II,28,,57814,0,0
2019 - 2020,005 Allen County,II,29,,57938,0,0
2019 - 2020,005 Allen County,II,30,,59780,0,0
2019 - 2020,005 Allen County,II,31,,59780,0,0
2019 - 2020,005 Allen County,II,32,,59780,0,0
2019 - 2020,005 Allen County,II,33,,59780,0,0
2019 - 2020,005 Allen County,II,34,,59780,0,0
2019 - 2020,005 Allen County,II,35,,59780,0,0
2019 - 2020,005 Allen County,II,36,,59780,0,0
2019 - 2020,005 Allen County,II,37,,59780,0,0
2019 - 2020,005 Allen County,II,38,,59780,0,0
2019 - 2020,005 Allen County,II,39,,59780,0,0
2019 - 2020,005 Allen County,II,40,,59780,0,0
2019 - 2020,005 Allen County,III,0,,37729,0,0
2019 - 2020,005 Allen County,III,1,,37815,0,0
2019 - 2020,005 Allen County,III,2,,37903,0,0
2019 - 2020,005 Allen County,III,3,,37986,0,0
2019 - 2020,005 Allen County,III,4,,41866,0,0
2019 - 2020,005 Allen County,III,5,,41953,0,0
2019 - 2020,005 Allen County,III,6,,42039,0,0
2019 - 2020,005 Allen County,III,7,,42128,0,0
2019 - 2020,005 Allen County,III,8,,42216,0,0
2019 - 2020,005 Allen County,III,9,,42306,0,0
2019 - 2020,005 Allen County,III,10,,48220,0,0
2019 - 2020,005 Allen County,III,11,,48312,0,0
2019 - 2020,005 Allen County,III,12,,48397,0,0
2019 - 2020,005 Allen County,III,13,,48489,0,0
2019 - 2020,005 Allen County,III,14,,48583,0,0
2019 - 2020,005 Allen County,III,15,,49861,0,0
2019 - 2020,005 Allen County,III,16,,49953,0,0
2019 - 2020,005 Allen County,III,17,,50046,0,0
2019 - 2020,005 Allen County,III,18,,50135,0,0
2019 - 2020,005 Allen County,III,19,,50223,0,0
2019 - 2020,005 Allen County,III,20,,52776,0,0
2019 - 2020,005 Allen County,III,21,,52866,0,0
2019 - 2020,005 Allen County,III,22,,52959,0,0
2019 - 2020,005 Allen County,III,23,,53049,0,0
2019 - 2020,005 Allen County,III,24,,53138,0,0
2019 - 2020,005 Allen County,III,25,,53842,0,0
2019 - 2020,005 Allen County,III,26,,53966,0,0
2019 - 2020,005 Allen County,III,27,,54090,0,0
2019 - 2020,005 Allen County,III,28,,54211,0,0
2019 - 2020,005 Allen County,III,29,,54334,0,0
2019 - 2020,005 Allen County,III,30,,56176,0,0
2019 - 2020,005 Allen County,III,31,,56176,0,0
2019 - 2020,005 Allen County,III,32,,56176,0,0
2019 - 2020,005 Allen County,III,33,,56176,0,0
2019 - 2020,005 Allen County,III,34,,56176,0,0
2019 - 2020,005 Allen County,III,35,,56176,0,0
2019 - 2020,005 Allen County,III,36,,56176,0,0
2019 - 2020,005 Allen County,III,37,,56176,0,0
2019 - 2020,005 Allen County,III,38,,56176,0,0
2019 - 2020,005 Allen County,III,39,,56176,0,0
2019 - 2020,005 Allen County,III,40,,56176,0,0
2019 - 2020,005 Allen County,IV,0,,32539,0,0
2019 - 2020,005 Allen County,IV,1,,32539,0,0
2019 - 2020,005 Allen County,IV,2,,32539,0,0
2019 - 2020,005 Allen County,IV,3,,32539,0,0
2019 - 2020,005 Allen County,IV,4,,32539,0,0
2019 - 2020,005 Allen County,IV,5,,32539,0,0
2019 - 2020,005 Allen County,IV,6,,32539,0,0
2019 - 2020,005 Allen County,IV,7,,32539,0,0
2019 - 2020,005 Allen County,IV,8,,32539,0,0
2019 - 2020,005 Allen County,IV,9,,32539,0,0
2019 - 2020,005 Allen County,IV,10,,32539,0,0
2019 - 2020,005 Allen County,IV,11,,32539,0,0
2019 - 2020,005 Allen County,IV,12,,32539,0,0
2019 - 2020,005 Allen County,IV,13,,32539,0,0
2019 - 2020,005 Allen County,IV,14,,32539,0,0
2019 - 2020,005 Allen County,IV,15,,32539,0,0
2019 - 2020,005 Allen County,IV,16,,32539,0,0
2019 - 2020,005 Allen County,IV,17,,32539,0,0
2019 - 2020,005 Allen County,IV,18,,32539,0,0
2019 - 2020,005 Allen County,IV,19,,32539,0,0
2019 - 2020,005 Allen County,IV,20,,32539,0,0
2019 - 2020,005 Allen County,IV,21,,32539,0,0
2019 - 2020,005 Allen County,IV,22,,32539,0,0
2019 - 2020,005 Allen County,IV,23,,32539,0,0
2019 - 2020,005 Allen County,IV,24,,32539,0,0
2019 - 2020,005 Allen County,IV,25,,32539,0,0
2019 - 2020,005 Allen County,IV,26,,32539,0,0
2019 - 2020,005 Allen County,IV,27,,32539,0,0
2019 - 2020,005 Allen County,IV,28,,32539,0,0
2019 - 2020,005 Allen County,IV,29,,32539,0,0
2019 - 2020,005 Allen County,IV,30,,32539,0,0
2019 - 2020,005 Allen County,IV,31,,32539,0,0
2019 - 2020,005 Allen County,IV,32,,32539,0,0
2019 - 2020,005 Allen County,IV,33,,32539,0,0
2019 - 2020,005 Allen County,IV,34,,32539,0,0
2019 - 2020,005 Allen County,IV,35,,32539,0,0
2019 - 2020,005 Allen County,IV,36,,32539,0,0
2019 - 2020,005 Allen County,IV,37,,32539,0,0
2019 - 2020,005 Allen County,IV,38,,32539,0,0
2019 - 2020,005 Allen County,IV,39,,32539,0,0
2019 - 2020,005 Allen County,IV,40,,32539,0,0
2019 - 2020,005 Allen County,V,0,,31118,0,0
2019 - 2020,005 Allen County,V,1,,31118,0,0
2019 - 2020,005 Allen County,V,2,,31118,0,0
2019 - 2020,005 Allen County,V,3,,31118,0,0
2019 - 2020,005 Allen County,V,4,,31118,0,0
2019 - 2020,005 Allen County,V,5,,31118,0,0
2019 - 2020,005 Allen County,V,6,,31118,0,0
2019 - 2020,005 Allen County,V,7,,31118,0,0
2019 - 2020,005 Allen County,V,8,,31118,0,0
2019 - 2020,005 Allen County,V,9,,31118,0,0
2019 - 2020,005 Allen County,V,10,,31118,0,0
2019 - 2020,005 Allen County,V,11,,31118,0,0
2019 - 2020,005 Allen County,V,12,,31118,0,0
2019 - 2020,005 Allen County,V,13,,31118,0,0
2019 - 2020,005 Allen County,V,14,,31118,0,0
2019 - 2020,005 Allen County,V,15,,31118,0,0
2019 - 2020,005 Allen County,V,16,,31118,0,0
2019 - 2020,005 Allen County,V,17,,31118,0,0
2019 - 2020,005 Allen County,V,18,,31118,0,0
2019 - 2020,005 Allen County,V,19,,31118,0,0
2019 - 2020,005 Allen County,V,20,,31118,0,0
2019 - 2020,005 Allen County,V,21,,31118,0,0
2019 - 2020,005 Allen County,V,22,,31118,0,0
2019 - 2020,005 Allen County,V,23,,31118,0,0
2019 - 2020,005 Allen County,V,24,,31118,0,0
2019 - 2020,005 Allen County,V,25,,31118,0,0
2019 - 2020,005 Allen County,V,26,,31118,0,0
2019 - 2020,005 Allen County,V,27,,31118,0,0
2019 - 2020,005 Allen County,V,28,,31118,0,0
2019 - 2020,005 Allen County,V,29,,31118,0,0
2019 - 2020,005 Allen County,V,30,,31118,0,0
2019 - 2020,005 Allen County,V,31,,31118,0,0
2019 - 2020,005 Allen County,V,32,,31118,0,0
2019 - 2020,005 Allen County,V,33,,31118,0,0
2019 - 2020,005 Allen County,V,34,,31118,0,0
2019 - 2020,005 Allen County,V,35,,31118,0,0
2019 - 2020,005 Allen County,V,36,,31118,0,0
2019 - 2020,005 Allen County,V,37,,31118,0,0
2019 - 2020,005 Allen County,V,38,,31118,0,0
2019 - 2020,005 Allen County,V,39,,31118,0,0
2019 - 2020,005 Allen County,V,40,,31118,0,0
2019 - 2020,006 Anchorage Independent,I,0,,52694,55068,0
2019 - 2020,006 Anchorage Independent,I,1,,53790,56163,0
2019 - 2020,006 Anchorage Independent,I,2,,54884,58357,0
2019 - 2020,006 Anchorage Independent,I,3,,55981,59463,0
2019 - 2020,006 Anchorage Independent,I,4,,57077,60590,0
2019 - 2020,006 Anchorage Independent,I,5,,58174,61714,0
2019 - 2020,006 Anchorage Independent,I,6,,59277,62840,0
2019 - 2020,006 Anchorage Independent,I,7,,60402,63966,0
2019 - 2020,006 Anchorage Independent,I,8,,61340,65092,0
2019 - 2020,006 Anchorage Independent,I,9,,62465,66220,0
2019 - 2020,006 Anchorage Independent,I,10,,63591,67344,0
2019 - 2020,006 Anchorage Independent,I,11,,66781,68470,0
2019 - 2020,006 Anchorage Independent,I,12,,68281,69595,0
2019 - 2020,006 Anchorage Independent,I,13,,69783,70722,0
2019 - 2020,006 Anchorage Independent,I,14,,71285,71847,0
2019 - 2020,006 Anchorage Independent,I,15,,72786,72975,0
2019 - 2020,006 Anchorage Independent,I,16,,74286,74475,0
2019 - 2020,006 Anchorage Independent,I,17,,75787,76163,0
2019 - 2020,006 Anchorage Independent,I,18,,77289,77853,0
2019 - 2020,006 Anchorage Independent,I,19,,78040,78602,0
2019 - 2020,006 Anchorage Independent,I,20,,79542,80105,0
2019 - 2020,006 Anchorage Independent,I,21,,79727,80854,0
2019 - 2020,006 Anchorage Independent,I,22,,79916,81604,0
2019 - 2020,006 Anchorage Independent,I,23,,80011,82354,0
2019 - 2020,006 Anchorage Independent,I,24,,80105,83106,0
2019 - 2020,006 Anchorage Independent,I,25,,80872,84232,0
2019 - 2020,006 Anchorage Independent,I,26,,81042,85357,0
2019 - 2020,006 Anchorage Independent,I,27,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,28,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,29,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,30,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,31,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,32,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,33,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,34,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,35,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,36,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,37,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,38,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,39,,82542,86294,0
2019 - 2020,006 Anchorage Independent,I,40,,82542,86294,0
2019 - 2020,006 Anchorage Independent,II,0,,46920,48673,0
2019 - 2020,006 Anchorage Independent,II,1,,47833,49403,0
2019 - 2020,006 Anchorage Independent,II,2,,48746,50135,0
2019 - 2020,006 Anchorage Independent,II,3,,49660,50865,0
2019 - 2020,006 Anchorage Independent,II,4,,50938,51595,0
2019 - 2020,006 Anchorage Independent,II,5,,52034,53056,0
2019 - 2020,006 Anchorage Independent,II,6,,52949,54520,0
2019 - 2020,006 Anchorage Independent,II,7,,54045,55981,0
2019 - 2020,006 Anchorage Independent,II,8,,55323,57444,0
2019 - 2020,006 Anchorage Independent,II,9,,56785,58903,0
2019 - 2020,006 Anchorage Independent,II,10,,58247,60402,0
2019 - 2020,006 Anchorage Independent,II,11,,61227,63029,0
2019 - 2020,006 Anchorage Independent,II,12,,63103,64529,0
2019 - 2020,006 Anchorage Independent,II,13,,64606,66031,0
2019 - 2020,006 Anchorage Independent,II,14,,66107,67533,0
2019 - 2020,006 Anchorage Independent,II,15,,67606,69034,0
2019 - 2020,006 Anchorage Independent,II,16,,69859,72411,0
2019 - 2020,006 Anchorage Independent,II,17,,72486,74286,0
2019 - 2020,006 Anchorage Independent,II,18,,72861,74474,0
2019 - 2020,006 Anchorage Independent,II,19,,73236,74660,0
2019 - 2020,006 Anchorage Independent,II,20,,73988,75412,0
2019 - 2020,006 Anchorage Independent,II,21,,74362,75787,0
2019 - 2020,006 Anchorage Independent,II,22,,74548,76163,0
2019 - 2020,006 Anchorage Independent,II,23,,74737,76538,0
2019 - 2020,006 Anchorage Independent,II,24,,74926,76727,0
2019 - 2020,006 Anchorage Independent,II,25,,75301,76914,0
2019 - 2020,006 Anchorage Independent,II,26,,75487,77289,0
2019 - 2020,006 Anchorage Independent,II,27,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,28,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,29,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,30,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,31,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,32,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,33,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,34,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,35,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,36,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,37,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,38,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,39,,76914,78790,0
2019 - 2020,006 Anchorage Independent,II,40,,76914,78790,0
2019 - 2020,006 Anchorage Independent,III,0,,41730,43191,0
2019 - 2020,006 Anchorage Independent,III,1,,42460,44106,0
2019 - 2020,006 Anchorage Independent,III,2,,43191,45020,0
2019 - 2020,006 Anchorage Independent,III,3,,43923,45934,0
