Fiscal Year,District,Rank,Years,I,II,III
2020 - 2021,006 Anchorage Independent,II,18.00,72861,"74,474.00",0
2020 - 2021,006 Anchorage Independent,II,19.00,73236,"74,660.00",0
2020 - 2021,006 Anchorage Independent,II,20.00,73988,"75,412.00",0
2020 - 2021,006 Anchorage Independent,II,21.00,74362,"75,787.00",0
2020 - 2021,006 Anchorage Independent,II,22.00,74548,"76,163.00",0
2020 - 2021,006 Anchorage Independent,II,23.00,74737,"76,538.00",0
2020 - 2021,006 Anchorage Independent,II,24.00,74926,"76,727.00",0
2020 - 2021,006 Anchorage Independent,II,25.00,75301,"76,914.00",0
2020 - 2021,006 Anchorage Independent,II,26.00,75487,"77,289.00",0
2020 - 2021,006 Anchorage Independent,II,27.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,28.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,29.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,30.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,31.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,32.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,33.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,34.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,35.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,36.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,37.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,38.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,39.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,II,40.00,76914,"78,790.00",0
2020 - 2021,006 Anchorage Independent,III,0.00,41730,"43,191.00",0
2020 - 2021,006 Anchorage Independent,III,1.00,42460,"44,106.00",0
2020 - 2021,006 Anchorage Independent,III,2.00,43191,"45,020.00",0
2020 - 2021,006 Anchorage Independent,III,3.00,43923,"45,934.00",0
2020 - 2021,006 Anchorage Independent,III,4.00,45384,"46,845.00",0
2020 - 2021,006 Anchorage Independent,III,5.00,46664,"47,759.00",0
2020 - 2021,006 Anchorage Independent,III,6.00,47941,"49,221.00",0
2020 - 2021,006 Anchorage Independent,III,7.00,49040,"50,316.00",0
2020 - 2021,006 Anchorage Independent,III,8.00,50316,"51,414.00",0
2020 - 2021,006 Anchorage Independent,III,9.00,51595,"52,509.00",0
2020 - 2021,006 Anchorage Independent,III,10.00,52877,"54,884.00",0
2020 - 2021,006 Anchorage Independent,III,11.00,55797,"55,981.00",0
2020 - 2021,006 Anchorage Independent,III,12.00,56529,"56,896.00",0
2020 - 2021,006 Anchorage Independent,III,13.00,57807,"57,991.00",0
2020 - 2021,006 Anchorage Independent,III,14.00,57991,"59,089.00",0
2020 - 2021,006 Anchorage Independent,III,15.00,58903,"60,215.00",0
2020 - 2021,006 Anchorage Independent,III,16.00,60966,"62,465.00",0
2020 - 2021,006 Anchorage Independent,III,17.00,62277,"63,591.00",0
2020 - 2021,006 Anchorage Independent,III,18.00,63591,"64,718.00",0
2020 - 2021,006 Anchorage Independent,III,19.00,64905,"65,843.00",0
2020 - 2021,006 Anchorage Independent,III,20.00,66220,"66,970.00",0
2020 - 2021,006 Anchorage Independent,III,21.00,67533,"68,096.00",0
2020 - 2021,006 Anchorage Independent,III,22.00,68845,"69,220.00",0
2020 - 2021,006 Anchorage Independent,III,23.00,70160,"70,345.00",0
2020 - 2021,006 Anchorage Independent,III,24.00,71472,"71,847.00",0
2020 - 2021,006 Anchorage Independent,III,25.00,72786,"72,975.00",0
2020 - 2021,006 Anchorage Independent,III,26.00,74101,"74,286.00",0
2020 - 2021,006 Anchorage Independent,III,27.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,28.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,29.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,30.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,31.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,32.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,33.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,34.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,35.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,36.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,37.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,38.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,39.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,III,40.00,74849,"75,038.00",0
2020 - 2021,006 Anchorage Independent,IV,0.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,1.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,2.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,3.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,4.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,5.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,6.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,7.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,8.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,9.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,10.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,11.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,12.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,13.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,14.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,15.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,16.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,17.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,18.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,19.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,20.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,21.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,22.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,23.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,24.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,25.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,26.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,27.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,28.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,29.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,30.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,31.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,32.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,33.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,34.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,35.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,36.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,37.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,38.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,39.00,33930,0,0
2020 - 2021,006 Anchorage Independent,IV,40.00,33930,0,0
2020 - 2021,006 Anchorage Independent,V,0.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,1.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,2.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,3.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,4.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,5.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,6.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,7.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,8.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,9.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,10.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,11.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,12.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,13.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,14.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,15.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,16.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,17.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,18.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,19.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,20.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,21.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,22.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,23.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,24.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,25.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,26.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,27.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,28.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,29.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,30.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,31.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,32.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,33.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,34.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,35.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,36.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,37.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,38.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,39.00,31756,0,0
2020 - 2021,006 Anchorage Independent,V,40.00,31756,0,0
2020 - 2021,011 Anderson County,I,0.00,44871,"48,600.00",0
2020 - 2021,011 Anderson County,I,1.00,45737,"49,396.00",0
2020 - 2021,011 Anderson County,I,2.00,46601,"50,193.00",0
2020 - 2021,011 Anderson County,I,3.00,47466,"50,990.00",0
2020 - 2021,011 Anderson County,I,4.00,48330,"51,787.00",0
2020 - 2021,011 Anderson County,I,5.00,49195,"52,581.00",0
2020 - 2021,011 Anderson County,I,6.00,50060,"53,380.00",0
2020 - 2021,011 Anderson County,I,7.00,50923,"54,176.00",0
2020 - 2021,011 Anderson County,I,8.00,51789,"54,972.00",0
2020 - 2021,011 Anderson County,I,9.00,52652,"55,768.00",0
2020 - 2021,011 Anderson County,I,10.00,53517,"56,566.00",0
2020 - 2021,011 Anderson County,I,11.00,54382,"57,361.00",0
2020 - 2021,011 Anderson County,I,12.00,55246,"58,211.00",0
2020 - 2021,011 Anderson County,I,13.00,56112,"59,591.00",0
2020 - 2021,011 Anderson County,I,14.00,56977,"60,047.00",0
2020 - 2021,011 Anderson County,I,15.00,57841,"60,548.00",0
2020 - 2021,011 Anderson County,I,16.00,58704,"61,343.00",0
2020 - 2021,011 Anderson County,I,17.00,59569,"62,140.00",0
2020 - 2021,011 Anderson County,I,18.00,60434,"62,937.00",0
2020 - 2021,011 Anderson County,I,19.00,61299,"63,733.00",0
2020 - 2021,011 Anderson County,I,20.00,62161,"64,529.00",0
2020 - 2021,011 Anderson County,I,21.00,63028,"65,327.00",0
2020 - 2021,011 Anderson County,I,22.00,63892,"66,123.00",0
2020 - 2021,011 Anderson County,I,23.00,64757,"66,920.00",0
2020 - 2021,011 Anderson County,I,24.00,65621,"67,715.00",0
2020 - 2021,011 Anderson County,I,25.00,66485,"68,512.00",0
2020 - 2021,011 Anderson County,I,26.00,67350,"69,308.00",0
2020 - 2021,011 Anderson County,I,27.00,68215,"70,105.00",0
2020 - 2021,011 Anderson County,I,28.00,69078,"70,902.00",0
2020 - 2021,011 Anderson County,I,29.00,69944,"71,699.00",0
2020 - 2021,011 Anderson County,I,30.00,70807,"72,496.00",0
2020 - 2021,011 Anderson County,I,31.00,70807,"72,496.00",0
2020 - 2021,011 Anderson County,I,32.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,33.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,34.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,35.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,36.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,37.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,38.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,39.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,I,40.00,71674,"73,291.00",0
2020 - 2021,011 Anderson County,II,0.00,41080,0,0
2020 - 2021,011 Anderson County,II,1.00,41832,0,0
2020 - 2021,011 Anderson County,II,2.00,42585,0,0
2020 - 2021,011 Anderson County,II,3.00,43339,0,0
2020 - 2021,011 Anderson County,II,4.00,44091,0,0
2020 - 2021,011 Anderson County,II,5.00,44844,0,0
2020 - 2021,011 Anderson County,II,6.00,45597,0,0
2020 - 2021,011 Anderson County,II,7.00,46350,0,0
2020 - 2021,011 Anderson County,II,8.00,47103,0,0
2020 - 2021,011 Anderson County,II,9.00,47856,0,0
2020 - 2021,011 Anderson County,II,10.00,48610,0,0
2020 - 2021,011 Anderson County,II,11.00,49362,0,0
2020 - 2021,011 Anderson County,II,12.00,50114,0,0
2020 - 2021,011 Anderson County,II,13.00,50869,0,0
2020 - 2021,011 Anderson County,II,14.00,51621,0,0
2020 - 2021,011 Anderson County,II,15.00,52374,0,0
2020 - 2021,011 Anderson County,II,16.00,53128,0,0
2020 - 2021,011 Anderson County,II,17.00,53880,0,0
2020 - 2021,011 Anderson County,II,18.00,54633,0,0
2020 - 2021,011 Anderson County,II,19.00,55386,0,0
2020 - 2021,011 Anderson County,II,20.00,56138,0,0
2020 - 2021,011 Anderson County,II,21.00,56892,0,0
2020 - 2021,011 Anderson County,II,22.00,57646,0,0
2020 - 2021,011 Anderson County,II,23.00,58398,0,0
2020 - 2021,011 Anderson County,II,24.00,59150,0,0
2020 - 2021,011 Anderson County,II,25.00,59903,0,0
2020 - 2021,011 Anderson County,II,26.00,60658,0,0
2020 - 2021,011 Anderson County,II,27.00,61410,0,0
2020 - 2021,011 Anderson County,II,28.00,62161,0,0
2020 - 2021,011 Anderson County,II,29.00,62917,0,0
2020 - 2021,011 Anderson County,II,30.00,63669,0,0
2020 - 2021,011 Anderson County,II,31.00,63669,0,0
2020 - 2021,011 Anderson County,II,32.00,64423,0,0
2020 - 2021,011 Anderson County,II,33.00,64423,0,0
2020 - 2021,011 Anderson County,II,34.00,64423,0,0
2020 - 2021,011 Anderson County,II,35.00,64423,0,0
2020 - 2021,011 Anderson County,II,36.00,64423,0,0
2020 - 2021,011 Anderson County,II,37.00,64423,0,0
2020 - 2021,011 Anderson County,II,38.00,64423,0,0
2020 - 2021,011 Anderson County,II,39.00,64423,0,0
2020 - 2021,011 Anderson County,II,40.00,64423,0,0
2020 - 2021,011 Anderson County,III,0.00,37286,0,0
2020 - 2021,011 Anderson County,III,1.00,37928,0,0
2020 - 2021,011 Anderson County,III,2.00,38570,0,0
2020 - 2021,011 Anderson County,III,3.00,39211,0,0
2020 - 2021,011 Anderson County,III,4.00,39853,0,0
2020 - 2021,011 Anderson County,III,5.00,40494,0,0
2020 - 2021,011 Anderson County,III,6.00,41134,0,0
2020 - 2021,011 Anderson County,III,7.00,41777,0,0
2020 - 2021,011 Anderson County,III,8.00,42418,0,0
2020 - 2021,011 Anderson County,III,9.00,43059,0,0
2020 - 2021,011 Anderson County,III,10.00,43701,0,0
2020 - 2021,011 Anderson County,III,11.00,44342,0,0
2020 - 2021,011 Anderson County,III,12.00,44983,0,0
2020 - 2021,011 Anderson County,III,13.00,45625,0,0
2020 - 2021,011 Anderson County,III,14.00,46267,0,0
2020 - 2021,011 Anderson County,III,15.00,46908,0,0
2020 - 2021,011 Anderson County,III,16.00,47550,0,0
2020 - 2021,011 Anderson County,III,17.00,48190,0,0
2020 - 2021,011 Anderson County,III,18.00,48832,0,0
2020 - 2021,011 Anderson County,III,19.00,49474,0,0
2020 - 2021,011 Anderson County,III,20.00,50114,0,0
2020 - 2021,011 Anderson County,III,21.00,50758,0,0
2020 - 2021,011 Anderson County,III,22.00,51399,0,0
2020 - 2021,011 Anderson County,III,23.00,52039,0,0
2020 - 2021,011 Anderson County,III,24.00,52680,0,0
2020 - 2021,011 Anderson County,III,25.00,53323,0,0
2020 - 2021,011 Anderson County,III,26.00,53964,0,0
2020 - 2021,011 Anderson County,III,27.00,54606,0,0
2020 - 2021,011 Anderson County,III,28.00,55246,0,0
2020 - 2021,011 Anderson County,III,29.00,55887,0,0
2020 - 2021,011 Anderson County,III,30.00,56530,0,0
2020 - 2021,011 Anderson County,III,31.00,56530,0,0
2020 - 2021,011 Anderson County,III,32.00,57170,0,0
2020 - 2021,011 Anderson County,III,33.00,57170,0,0
2020 - 2021,011 Anderson County,III,34.00,57170,0,0
2020 - 2021,011 Anderson County,III,35.00,57170,0,0
2020 - 2021,011 Anderson County,III,36.00,57170,0,0
2020 - 2021,011 Anderson County,III,37.00,57170,0,0
2020 - 2021,011 Anderson County,III,38.00,57170,0,0
2020 - 2021,011 Anderson County,III,39.00,57170,0,0
2020 - 2021,011 Anderson County,III,40.00,57170,0,0
2020 - 2021,011 Anderson County,IV,0.00,37286,0,0
2020 - 2021,011 Anderson County,IV,1.00,37286,0,0
2020 - 2021,011 Anderson County,IV,2.00,37286,0,0
2020 - 2021,011 Anderson County,IV,3.00,37286,0,0
2020 - 2021,011 Anderson County,IV,4.00,37286,0,0
2020 - 2021,011 Anderson County,IV,5.00,37286,0,0
2020 - 2021,011 Anderson County,IV,6.00,37286,0,0
2020 - 2021,011 Anderson County,IV,7.00,37286,0,0
2020 - 2021,011 Anderson County,IV,8.00,37286,0,0
2020 - 2021,011 Anderson County,IV,9.00,37286,0,0
2020 - 2021,011 Anderson County,IV,10.00,37286,0,0
2020 - 2021,011 Anderson County,IV,11.00,37286,0,0
2020 - 2021,011 Anderson County,IV,12.00,37286,0,0
2020 - 2021,011 Anderson County,IV,13.00,37286,0,0
2020 - 2021,011 Anderson County,IV,14.00,37286,0,0
2020 - 2021,011 Anderson County,IV,15.00,37286,0,0
2020 - 2021,011 Anderson County,IV,16.00,37286,0,0
2020 - 2021,011 Anderson County,IV,17.00,37286,0,0
2020 - 2021,011 Anderson County,IV,18.00,37286,0,0
2020 - 2021,011 Anderson County,IV,19.00,37286,0,0
2020 - 2021,011 Anderson County,IV,20.00,37286,0,0
2020 - 2021,011 Anderson County,IV,21.00,37286,0,0
2020 - 2021,011 Anderson County,IV,22.00,37286,0,0
2020 - 2021,011 Anderson County,IV,23.00,37286,0,0
2020 - 2021,011 Anderson County,IV,24.00,37286,0,0
2020 - 2021,011 Anderson County,IV,25.00,37286,0,0
2020 - 2021,011 Anderson County,IV,26.00,37286,0,0
2020 - 2021,011 Anderson County,IV,27.00,37286,0,0
2020 - 2021,011 Anderson County,IV,28.00,37286,0,0
2020 - 2021,011 Anderson County,IV,29.00,37286,0,0
2020 - 2021,011 Anderson County,IV,30.00,37286,0,0
2020 - 2021,011 Anderson County,IV,31.00,37286,0,0
2020 - 2021,011 Anderson County,IV,32.00,37286,0,0
2020 - 2021,011 Anderson County,IV,33.00,37286,0,0
2020 - 2021,011 Anderson County,IV,34.00,37286,0,0
2020 - 2021,011 Anderson County,IV,35.00,37286,0,0
2020 - 2021,011 Anderson County,IV,36.00,37286,0,0
2020 - 2021,011 Anderson County,IV,37.00,37286,0,0
2020 - 2021,011 Anderson County,IV,38.00,37286,0,0
2020 - 2021,011 Anderson County,IV,39.00,37286,0,0
2020 - 2021,011 Anderson County,IV,40.00,37286,0,0
2020 - 2021,011 Anderson County,V,0.00,28546,0,0
2020 - 2021,011 Anderson County,V,1.00,28546,0,0
2020 - 2021,011 Anderson County,V,2.00,28546,0,0
2020 - 2021,011 Anderson County,V,3.00,28546,0,0
2020 - 2021,011 Anderson County,V,4.00,28546,0,0
2020 - 2021,011 Anderson County,V,5.00,28546,0,0
2020 - 2021,011 Anderson County,V,6.00,28546,0,0
2020 - 2021,011 Anderson County,V,7.00,28546,0,0
2020 - 2021,011 Anderson County,V,8.00,28546,0,0
2020 - 2021,011 Anderson County,V,9.00,28546,0,0
2020 - 2021,011 Anderson County,V,10.00,28546,0,0
2020 - 2021,011 Anderson County,V,11.00,28546,0,0
2020 - 2021,011 Anderson County,V,12.00,28546,0,0
2020 - 2021,011 Anderson County,V,13.00,28546,0,0
2020 - 2021,011 Anderson County,V,14.00,28546,0,0
2020 - 2021,011 Anderson County,V,15.00,28546,0,0
2020 - 2021,011 Anderson County,V,16.00,28546,0,0
2020 - 2021,011 Anderson County,V,17.00,28546,0,0
2020 - 2021,011 Anderson County,V,18.00,28546,0,0
2020 - 2021,011 Anderson County,V,19.00,28546,0,0
2020 - 2021,011 Anderson County,V,20.00,28546,0,0
2020 - 2021,011 Anderson County,V,21.00,28546,0,0
2020 - 2021,011 Anderson County,V,22.00,28546,0,0
2020 - 2021,011 Anderson County,V,23.00,28546,0,0
2020 - 2021,011 Anderson County,V,24.00,28546,0,0
2020 - 2021,011 Anderson County,V,25.00,28546,0,0
2020 - 2021,011 Anderson County,V,26.00,28546,0,0
2020 - 2021,011 Anderson County,V,27.00,28546,0,0
2020 - 2021,011 Anderson County,V,28.00,28546,0,0
2020 - 2021,011 Anderson County,V,29.00,28546,0,0
2020 - 2021,011 Anderson County,V,30.00,28546,0,0
2020 - 2021,011 Anderson County,V,31.00,28546,0,0
2020 - 2021,011 Anderson County,V,32.00,28546,0,0
2020 - 2021,011 Anderson County,V,33.00,28546,0,0
2020 - 2021,011 Anderson County,V,34.00,28546,0,0
2020 - 2021,011 Anderson County,V,35.00,28546,0,0
2020 - 2021,011 Anderson County,V,36.00,28546,0,0
2020 - 2021,011 Anderson County,V,37.00,28546,0,0
2020 - 2021,011 Anderson County,V,38.00,28546,0,0
2020 - 2021,011 Anderson County,V,39.00,28546,0,0
2020 - 2021,011 Anderson County,V,40.00,28546,0,0
2020 - 2021,012 Ashland Independent,I,0.00,45031,0,0
2020 - 2021,012 Ashland Independent,I,1.00,45393,0,0
2020 - 2021,012 Ashland Independent,I,2.00,45741,0,0
2020 - 2021,012 Ashland Independent,I,3.00,46159,0,0
2020 - 2021,012 Ashland Independent,I,4.00,47081,0,0
2020 - 2021,012 Ashland Independent,I,5.00,48271,0,0
2020 - 2021,012 Ashland Independent,I,6.00,49421,0,0
2020 - 2021,012 Ashland Independent,I,7.00,49996,0,0
2020 - 2021,012 Ashland Independent,I,8.00,50380,0,0
2020 - 2021,012 Ashland Independent,I,9.00,50962,0,0
2020 - 2021,012 Ashland Independent,I,10.00,53575,0,0
2020 - 2021,012 Ashland Independent,I,11.00,54710,0,0
