Fiscal Year,District,Rank,Years,I,II,III
2021 - 2022,295 Knott County,V,6,31999,0,0
2021 - 2022,295 Knott County,V,7,31999,0,0
2021 - 2022,295 Knott County,V,8,31999,0,0
2021 - 2022,295 Knott County,V,9,31999,0,0
2021 - 2022,295 Knott County,V,10,31999,0,0
2021 - 2022,295 Knott County,V,11,31999,0,0
2021 - 2022,295 Knott County,V,12,31999,0,0
2021 - 2022,295 Knott County,V,13,31999,0,0
2021 - 2022,295 Knott County,V,14,31999,0,0
2021 - 2022,295 Knott County,V,15,31999,0,0
2021 - 2022,295 Knott County,V,16,31999,0,0
2021 - 2022,295 Knott County,V,17,31999,0,0
2021 - 2022,295 Knott County,V,18,31999,0,0
2021 - 2022,295 Knott County,V,19,31999,0,0
2021 - 2022,295 Knott County,V,20,31999,0,0
2021 - 2022,295 Knott County,V,21,31999,0,0
2021 - 2022,295 Knott County,V,22,31999,0,0
2021 - 2022,295 Knott County,V,23,31999,0,0
2021 - 2022,295 Knott County,V,24,31999,0,0
2021 - 2022,295 Knott County,V,25,31999,0,0
2021 - 2022,295 Knott County,V,26,31999,0,0
2021 - 2022,295 Knott County,V,27,31999,0,0
2021 - 2022,295 Knott County,V,28,31999,0,0
2021 - 2022,295 Knott County,V,29,31999,0,0
2021 - 2022,295 Knott County,V,30,31999,0,0
2021 - 2022,295 Knott County,V,31,31999,0,0
2021 - 2022,295 Knott County,V,32,31999,0,0
2021 - 2022,295 Knott County,V,33,31999,0,0
2021 - 2022,295 Knott County,V,34,31999,0,0
2021 - 2022,295 Knott County,V,35,31999,0,0
2021 - 2022,295 Knott County,V,36,31999,0,0
2021 - 2022,295 Knott County,V,37,31999,0,0
2021 - 2022,295 Knott County,V,38,31999,0,0
2021 - 2022,295 Knott County,V,39,31999,0,0
2021 - 2022,295 Knott County,V,40,31999,0,0
2021 - 2022,301 Knox County,I,0,43509,47799,60387
2021 - 2022,301 Knox County,I,1,45513,47799,60387
2021 - 2022,301 Knox County,I,2,45702,47799,60387
2021 - 2022,301 Knox County,I,3,45888,47799,60387
2021 - 2022,301 Knox County,I,4,49662,47799,60387
2021 - 2022,301 Knox County,I,5,49844,52589,60387
2021 - 2022,301 Knox County,I,6,50032,52589,60387
2021 - 2022,301 Knox County,I,7,50216,52589,60387
2021 - 2022,301 Knox County,I,8,50408,52589,60387
2021 - 2022,301 Knox County,I,9,50589,52589,60387
2021 - 2022,301 Knox County,I,10,55316,54377,60387
2021 - 2022,301 Knox County,I,11,55508,54377,60387
2021 - 2022,301 Knox County,I,12,55700,54377,60387
2021 - 2022,301 Knox County,I,13,55890,54377,60387
2021 - 2022,301 Knox County,I,14,56083,54377,60387
2021 - 2022,301 Knox County,I,15,57234,54921,60387
2021 - 2022,301 Knox County,I,16,57423,54921,60387
2021 - 2022,301 Knox County,I,17,57613,54921,60387
2021 - 2022,301 Knox County,I,18,57801,54921,60387
2021 - 2022,301 Knox County,I,19,57995,54921,60387
2021 - 2022,301 Knox County,I,20,58190,57007,60387
2021 - 2022,301 Knox County,I,21,58190,57007,60387
2021 - 2022,301 Knox County,I,22,58190,57007,60387
2021 - 2022,301 Knox County,I,23,58190,57007,60387
2021 - 2022,301 Knox County,I,24,58190,57007,60387
2021 - 2022,301 Knox County,I,25,58190,57007,60387
2021 - 2022,301 Knox County,I,26,58190,57007,60387
2021 - 2022,301 Knox County,I,27,58190,57007,60387
2021 - 2022,301 Knox County,I,28,58190,57007,60387
2021 - 2022,301 Knox County,I,29,58190,57007,60387
2021 - 2022,301 Knox County,I,30,58190,57007,60387
2021 - 2022,301 Knox County,I,31,58190,57007,60387
2021 - 2022,301 Knox County,I,32,58190,57007,60387
2021 - 2022,301 Knox County,I,33,58190,57007,60387
2021 - 2022,301 Knox County,I,34,58190,57007,60387
2021 - 2022,301 Knox County,I,35,58190,57007,60387
2021 - 2022,301 Knox County,I,36,58190,57007,60387
2021 - 2022,301 Knox County,I,37,58190,57007,60387
2021 - 2022,301 Knox County,I,38,58190,57007,60387
2021 - 2022,301 Knox County,I,39,58190,57007,60387
2021 - 2022,301 Knox County,I,40,58190,57007,60387
2021 - 2022,301 Knox County,II,0,39461,44840,0
2021 - 2022,301 Knox County,II,1,41466,44840,0
2021 - 2022,301 Knox County,II,2,41649,44840,0
2021 - 2022,301 Knox County,II,3,41837,44840,0
2021 - 2022,301 Knox County,II,4,45562,44840,0
2021 - 2022,301 Knox County,II,5,45748,47808,0
2021 - 2022,301 Knox County,II,6,45935,47808,0
2021 - 2022,301 Knox County,II,7,46119,47808,0
2021 - 2022,301 Knox County,II,8,46308,47808,0
2021 - 2022,301 Knox County,II,9,46494,47808,0
2021 - 2022,301 Knox County,II,10,51010,49433,0
2021 - 2022,301 Knox County,II,11,51197,49433,0
2021 - 2022,301 Knox County,II,12,51384,49433,0
2021 - 2022,301 Knox County,II,13,51568,49433,0
2021 - 2022,301 Knox County,II,14,51756,49433,0
2021 - 2022,301 Knox County,II,15,52733,49928,0
2021 - 2022,301 Knox County,II,16,52927,49928,0
2021 - 2022,301 Knox County,II,17,53121,49928,0
2021 - 2022,301 Knox County,II,18,53308,49928,0
2021 - 2022,301 Knox County,II,19,53499,49928,0
2021 - 2022,301 Knox County,II,20,53804,51825,0
2021 - 2022,301 Knox County,II,21,53804,51825,0
2021 - 2022,301 Knox County,II,22,53804,51825,0
2021 - 2022,301 Knox County,II,23,53804,51825,0
2021 - 2022,301 Knox County,II,24,53804,51825,0
2021 - 2022,301 Knox County,II,25,53804,51825,0
2021 - 2022,301 Knox County,II,26,53804,51825,0
2021 - 2022,301 Knox County,II,27,53804,51825,0
2021 - 2022,301 Knox County,II,28,53804,51825,0
2021 - 2022,301 Knox County,II,29,53804,51825,0
2021 - 2022,301 Knox County,II,30,53804,51825,0
2021 - 2022,301 Knox County,II,31,53804,51825,0
2021 - 2022,301 Knox County,II,32,53804,51825,0
2021 - 2022,301 Knox County,II,33,53804,51825,0
2021 - 2022,301 Knox County,II,34,53804,51825,0
2021 - 2022,301 Knox County,II,35,53804,51825,0
2021 - 2022,301 Knox County,II,36,53804,51825,0
2021 - 2022,301 Knox County,II,37,53804,51825,0
2021 - 2022,301 Knox County,II,38,53804,51825,0
2021 - 2022,301 Knox County,II,39,53804,51825,0
2021 - 2022,301 Knox County,II,40,53804,51825,0
2021 - 2022,301 Knox County,III,0,35342,41750,0
2021 - 2022,301 Knox County,III,1,37317,41750,0
2021 - 2022,301 Knox County,III,2,37508,41750,0
2021 - 2022,301 Knox County,III,3,37694,41750,0
2021 - 2022,301 Knox County,III,4,41606,41750,0
2021 - 2022,301 Knox County,III,5,41788,43462,0
2021 - 2022,301 Knox County,III,6,41978,43462,0
2021 - 2022,301 Knox County,III,7,42165,43462,0
2021 - 2022,301 Knox County,III,8,42347,43462,0
2021 - 2022,301 Knox County,III,9,42533,43462,0
2021 - 2022,301 Knox County,III,10,46308,44939,0
2021 - 2022,301 Knox County,III,11,46494,44939,0
2021 - 2022,301 Knox County,III,12,46680,44939,0
2021 - 2022,301 Knox County,III,13,46865,44939,0
2021 - 2022,301 Knox County,III,14,47049,44939,0
2021 - 2022,301 Knox County,III,15,48543,45389,0
2021 - 2022,301 Knox County,III,16,48726,45389,0
2021 - 2022,301 Knox County,III,17,48915,45389,0
2021 - 2022,301 Knox County,III,18,49101,45389,0
2021 - 2022,301 Knox County,III,19,49286,45389,0
2021 - 2022,301 Knox County,III,20,49471,47114,0
2021 - 2022,301 Knox County,III,21,49471,47114,0
2021 - 2022,301 Knox County,III,22,49471,47114,0
2021 - 2022,301 Knox County,III,23,49471,47114,0
2021 - 2022,301 Knox County,III,24,49471,47114,0
2021 - 2022,301 Knox County,III,25,49471,47114,0
2021 - 2022,301 Knox County,III,26,49471,47114,0
2021 - 2022,301 Knox County,III,27,49471,47114,0
2021 - 2022,301 Knox County,III,28,49471,47114,0
2021 - 2022,301 Knox County,III,29,49471,47114,0
2021 - 2022,301 Knox County,III,30,49471,47114,0
2021 - 2022,301 Knox County,III,31,49471,47114,0
2021 - 2022,301 Knox County,III,32,49471,47114,0
2021 - 2022,301 Knox County,III,33,49471,47114,0
2021 - 2022,301 Knox County,III,34,49471,47114,0
2021 - 2022,301 Knox County,III,35,49471,47114,0
2021 - 2022,301 Knox County,III,36,49471,47114,0
2021 - 2022,301 Knox County,III,37,49471,47114,0
2021 - 2022,301 Knox County,III,38,49471,47114,0
2021 - 2022,301 Knox County,III,39,49471,47114,0
2021 - 2022,301 Knox County,III,40,49471,47114,0
2021 - 2022,301 Knox County,IV,0,31693,0,0
2021 - 2022,301 Knox County,IV,1,33433,0,0
2021 - 2022,301 Knox County,IV,2,33599,0,0
2021 - 2022,301 Knox County,IV,3,33765,0,0
2021 - 2022,301 Knox County,IV,4,37211,0,0
2021 - 2022,301 Knox County,IV,5,37375,0,0
2021 - 2022,301 Knox County,IV,6,37539,0,0
2021 - 2022,301 Knox County,IV,7,37703,0,0
2021 - 2022,301 Knox County,IV,8,37864,0,0
2021 - 2022,301 Knox County,IV,9,38029,0,0
2021 - 2022,301 Knox County,IV,10,41357,0,0
2021 - 2022,301 Knox County,IV,11,41518,0,0
2021 - 2022,301 Knox County,IV,12,41682,0,0
2021 - 2022,301 Knox County,IV,13,41844,0,0
2021 - 2022,301 Knox County,IV,14,42008,0,0
2021 - 2022,301 Knox County,IV,15,43322,0,0
2021 - 2022,301 Knox County,IV,16,43484,0,0
2021 - 2022,301 Knox County,IV,17,43648,0,0
2021 - 2022,301 Knox County,IV,18,43814,0,0
2021 - 2022,301 Knox County,IV,19,43979,0,0
2021 - 2022,301 Knox County,IV,20,44139,0,0
2021 - 2022,301 Knox County,IV,21,44139,0,0
2021 - 2022,301 Knox County,IV,22,44139,0,0
2021 - 2022,301 Knox County,IV,23,44139,0,0
2021 - 2022,301 Knox County,IV,24,44139,0,0
2021 - 2022,301 Knox County,IV,25,44139,0,0
2021 - 2022,301 Knox County,IV,26,44139,0,0
2021 - 2022,301 Knox County,IV,27,44139,0,0
2021 - 2022,301 Knox County,IV,28,44139,0,0
2021 - 2022,301 Knox County,IV,29,44139,0,0
2021 - 2022,301 Knox County,IV,30,44139,0,0
2021 - 2022,301 Knox County,IV,31,44139,0,0
2021 - 2022,301 Knox County,IV,32,44139,0,0
2021 - 2022,301 Knox County,IV,33,44139,0,0
2021 - 2022,301 Knox County,IV,34,44139,0,0
2021 - 2022,301 Knox County,IV,35,44139,0,0
2021 - 2022,301 Knox County,IV,36,44139,0,0
2021 - 2022,301 Knox County,IV,37,44139,0,0
2021 - 2022,301 Knox County,IV,38,44139,0,0
2021 - 2022,301 Knox County,IV,39,44139,0,0
2021 - 2022,301 Knox County,IV,40,44139,0,0
2021 - 2022,301 Knox County,V,0,30002,0,0
2021 - 2022,301 Knox County,V,1,31633,0,0
2021 - 2022,301 Knox County,V,2,31793,0,0
2021 - 2022,301 Knox County,V,3,31945,0,0
2021 - 2022,301 Knox County,V,4,35180,0,0
2021 - 2022,301 Knox County,V,5,35367,0,0
2021 - 2022,301 Knox County,V,6,35485,0,0
2021 - 2022,301 Knox County,V,7,35640,0,0
2021 - 2022,301 Knox County,V,8,35792,0,0
2021 - 2022,301 Knox County,V,9,35944,0,0
2021 - 2022,301 Knox County,V,10,39062,0,0
2021 - 2022,301 Knox County,V,11,39215,0,0
2021 - 2022,301 Knox County,V,12,39371,0,0
2021 - 2022,301 Knox County,V,13,39523,0,0
2021 - 2022,301 Knox County,V,14,39678,0,0
2021 - 2022,301 Knox County,V,15,40909,0,0
2021 - 2022,301 Knox County,V,16,41059,0,0
2021 - 2022,301 Knox County,V,17,41216,0,0
2021 - 2022,301 Knox County,V,18,41370,0,0
2021 - 2022,301 Knox County,V,19,41524,0,0
2021 - 2022,301 Knox County,V,20,41674,0,0
2021 - 2022,301 Knox County,V,21,41674,0,0
2021 - 2022,301 Knox County,V,22,41674,0,0
2021 - 2022,301 Knox County,V,23,41674,0,0
2021 - 2022,301 Knox County,V,24,41674,0,0
2021 - 2022,301 Knox County,V,25,41674,0,0
2021 - 2022,301 Knox County,V,26,41674,0,0
2021 - 2022,301 Knox County,V,27,41674,0,0
2021 - 2022,301 Knox County,V,28,41674,0,0
2021 - 2022,301 Knox County,V,29,41674,0,0
2021 - 2022,301 Knox County,V,30,41674,0,0
2021 - 2022,301 Knox County,V,31,41674,0,0
2021 - 2022,301 Knox County,V,32,41674,0,0
2021 - 2022,301 Knox County,V,33,41674,0,0
2021 - 2022,301 Knox County,V,34,41674,0,0
2021 - 2022,301 Knox County,V,35,41674,0,0
2021 - 2022,301 Knox County,V,36,41674,0,0
2021 - 2022,301 Knox County,V,37,41674,0,0
2021 - 2022,301 Knox County,V,38,41674,0,0
2021 - 2022,301 Knox County,V,39,41674,0,0
2021 - 2022,301 Knox County,V,40,41674,0,0
2021 - 2022,305 LaRue County,I,0,45151,0,0
2021 - 2022,305 LaRue County,I,1,45418,0,0
2021 - 2022,305 LaRue County,I,2,45685,0,0
2021 - 2022,305 LaRue County,I,3,45955,0,0
2021 - 2022,305 LaRue County,I,4,49464,0,0
2021 - 2022,305 LaRue County,I,5,49730,0,0
2021 - 2022,305 LaRue County,I,6,49998,0,0
2021 - 2022,305 LaRue County,I,7,50270,0,0
2021 - 2022,305 LaRue County,I,8,50536,0,0
2021 - 2022,305 LaRue County,I,9,50804,0,0
2021 - 2022,305 LaRue County,I,10,55709,0,0
2021 - 2022,305 LaRue County,I,11,55983,0,0
2021 - 2022,305 LaRue County,I,12,56255,0,0
2021 - 2022,305 LaRue County,I,13,56535,0,0
2021 - 2022,305 LaRue County,I,14,56808,0,0
2021 - 2022,305 LaRue County,I,15,58746,0,0
2021 - 2022,305 LaRue County,I,16,59018,0,0
2021 - 2022,305 LaRue County,I,17,59297,0,0
2021 - 2022,305 LaRue County,I,18,59569,0,0
2021 - 2022,305 LaRue County,I,19,59850,0,0
2021 - 2022,305 LaRue County,I,20,65580,0,0
2021 - 2022,305 LaRue County,I,21,66754,0,0
2021 - 2022,305 LaRue County,I,22,66798,0,0
2021 - 2022,305 LaRue County,I,23,66855,0,0
2021 - 2022,305 LaRue County,I,24,66885,0,0
2021 - 2022,305 LaRue County,I,25,66909,0,0
2021 - 2022,305 LaRue County,I,26,67029,0,0
2021 - 2022,305 LaRue County,I,27,68134,0,0
2021 - 2022,305 LaRue County,I,28,68134,0,0
2021 - 2022,305 LaRue County,I,29,68134,0,0
2021 - 2022,305 LaRue County,I,30,68134,0,0
2021 - 2022,305 LaRue County,I,31,68134,0,0
2021 - 2022,305 LaRue County,I,32,68134,0,0
2021 - 2022,305 LaRue County,I,33,68134,0,0
2021 - 2022,305 LaRue County,I,34,68134,0,0
2021 - 2022,305 LaRue County,I,35,68134,0,0
2021 - 2022,305 LaRue County,I,36,68134,0,0
2021 - 2022,305 LaRue County,I,37,68134,0,0
2021 - 2022,305 LaRue County,I,38,68134,0,0
2021 - 2022,305 LaRue County,I,39,68134,0,0
2021 - 2022,305 LaRue County,I,40,68134,0,0
2021 - 2022,305 LaRue County,II,0,40967,0,0
2021 - 2022,305 LaRue County,II,1,41230,0,0
2021 - 2022,305 LaRue County,II,2,41500,0,0
2021 - 2022,305 LaRue County,II,3,41772,0,0
2021 - 2022,305 LaRue County,II,4,45295,0,0
2021 - 2022,305 LaRue County,II,5,45567,0,0
2021 - 2022,305 LaRue County,II,6,45834,0,0
2021 - 2022,305 LaRue County,II,7,46104,0,0
2021 - 2022,305 LaRue County,II,8,46365,0,0
2021 - 2022,305 LaRue County,II,9,46637,0,0
2021 - 2022,305 LaRue County,II,10,51417,0,0
2021 - 2022,305 LaRue County,II,11,51687,0,0
2021 - 2022,305 LaRue County,II,12,51957,0,0
2021 - 2022,305 LaRue County,II,13,52480,0,0
2021 - 2022,305 LaRue County,II,14,53466,0,0
2021 - 2022,305 LaRue County,II,15,54473,0,0
2021 - 2022,305 LaRue County,II,16,55494,0,0
2021 - 2022,305 LaRue County,II,17,56543,0,0
2021 - 2022,305 LaRue County,II,18,57605,0,0
2021 - 2022,305 LaRue County,II,19,58695,0,0
2021 - 2022,305 LaRue County,II,20,59806,0,0
2021 - 2022,305 LaRue County,II,21,60078,0,0
2021 - 2022,305 LaRue County,II,22,60360,0,0
2021 - 2022,305 LaRue County,II,23,60642,0,0
2021 - 2022,305 LaRue County,II,24,60924,0,0
2021 - 2022,305 LaRue County,II,25,61206,0,0
2021 - 2022,305 LaRue County,II,26,61487,0,0
2021 - 2022,305 LaRue County,II,27,61768,0,0
2021 - 2022,305 LaRue County,II,28,61768,0,0
2021 - 2022,305 LaRue County,II,29,61768,0,0
2021 - 2022,305 LaRue County,II,30,61768,0,0
2021 - 2022,305 LaRue County,II,31,61768,0,0
2021 - 2022,305 LaRue County,II,32,61768,0,0
2021 - 2022,305 LaRue County,II,33,61768,0,0
2021 - 2022,305 LaRue County,II,34,61768,0,0
2021 - 2022,305 LaRue County,II,35,61768,0,0
2021 - 2022,305 LaRue County,II,36,61768,0,0
2021 - 2022,305 LaRue County,II,37,61768,0,0
2021 - 2022,305 LaRue County,II,38,61768,0,0
2021 - 2022,305 LaRue County,II,39,61768,0,0
2021 - 2022,305 LaRue County,II,40,61768,0,0
2021 - 2022,305 LaRue County,III,0,38986,0,0
2021 - 2022,305 LaRue County,III,1,39258,0,0
2021 - 2022,305 LaRue County,III,2,39522,0,0
2021 - 2022,305 LaRue County,III,3,39794,0,0
2021 - 2022,305 LaRue County,III,4,43282,0,0
2021 - 2022,305 LaRue County,III,5,43522,0,0
2021 - 2022,305 LaRue County,III,6,43791,0,0
2021 - 2022,305 LaRue County,III,7,44057,0,0
2021 - 2022,305 LaRue County,III,8,44321,0,0
2021 - 2022,305 LaRue County,III,9,44596,0,0
2021 - 2022,305 LaRue County,III,10,47184,0,0
2021 - 2022,305 LaRue County,III,11,47453,0,0
2021 - 2022,305 LaRue County,III,12,47721,0,0
2021 - 2022,305 LaRue County,III,13,47993,0,0
2021 - 2022,305 LaRue County,III,14,48256,0,0
2021 - 2022,305 LaRue County,III,15,50148,0,0
2021 - 2022,305 LaRue County,III,16,50415,0,0
2021 - 2022,305 LaRue County,III,17,50685,0,0
2021 - 2022,305 LaRue County,III,18,50954,0,0
2021 - 2022,305 LaRue County,III,19,51227,0,0
2021 - 2022,305 LaRue County,III,20,52290,0,0
2021 - 2022,305 LaRue County,III,21,52568,0,0
2021 - 2022,305 LaRue County,III,22,52849,0,0
2021 - 2022,305 LaRue County,III,23,53127,0,0
2021 - 2022,305 LaRue County,III,24,53405,0,0
2021 - 2022,305 LaRue County,III,25,53684,0,0
2021 - 2022,305 LaRue County,III,26,53963,0,0
2021 - 2022,305 LaRue County,III,27,54243,0,0
2021 - 2022,305 LaRue County,III,28,54243,0,0
2021 - 2022,305 LaRue County,III,29,54243,0,0
2021 - 2022,305 LaRue County,III,30,54243,0,0
2021 - 2022,305 LaRue County,III,31,54243,0,0
2021 - 2022,305 LaRue County,III,32,54243,0,0
2021 - 2022,305 LaRue County,III,33,54243,0,0
2021 - 2022,305 LaRue County,III,34,54243,0,0
2021 - 2022,305 LaRue County,III,35,54243,0,0
2021 - 2022,305 LaRue County,III,36,54243,0,0
2021 - 2022,305 LaRue County,III,37,54243,0,0
2021 - 2022,305 LaRue County,III,38,54243,0,0
2021 - 2022,305 LaRue County,III,39,54243,0,0
2021 - 2022,305 LaRue County,III,40,54243,0,0
2021 - 2022,305 LaRue County,IV,0,36413,0,0
2021 - 2022,305 LaRue County,IV,1,36413,0,0
2021 - 2022,305 LaRue County,IV,2,36413,0,0
2021 - 2022,305 LaRue County,IV,3,36413,0,0
2021 - 2022,305 LaRue County,IV,4,36413,0,0
2021 - 2022,305 LaRue County,IV,5,36413,0,0
2021 - 2022,305 LaRue County,IV,6,36413,0,0
2021 - 2022,305 LaRue County,IV,7,36413,0,0
2021 - 2022,305 LaRue County,IV,8,36413,0,0
2021 - 2022,305 LaRue County,IV,9,36413,0,0
2021 - 2022,305 LaRue County,IV,10,36413,0,0
2021 - 2022,305 LaRue County,IV,11,36413,0,0
2021 - 2022,305 LaRue County,IV,12,36413,0,0
2021 - 2022,305 LaRue County,IV,13,36413,0,0
2021 - 2022,305 LaRue County,IV,14,36413,0,0
2021 - 2022,305 LaRue County,IV,15,36413,0,0
2021 - 2022,305 LaRue County,IV,16,36413,0,0
2021 - 2022,305 LaRue County,IV,17,36413,0,0
2021 - 2022,305 LaRue County,IV,18,36413,0,0
2021 - 2022,305 LaRue County,IV,19,36413,0,0
2021 - 2022,305 LaRue County,IV,20,36413,0,0
2021 - 2022,305 LaRue County,IV,21,36413,0,0
2021 - 2022,305 LaRue County,IV,22,36413,0,0
2021 - 2022,305 LaRue County,IV,23,36413,0,0
2021 - 2022,305 LaRue County,IV,24,36413,0,0
2021 - 2022,305 LaRue County,IV,25,36413,0,0
2021 - 2022,305 LaRue County,IV,26,36413,0,0
2021 - 2022,305 LaRue County,IV,27,36413,0,0
2021 - 2022,305 LaRue County,IV,28,36413,0,0
2021 - 2022,305 LaRue County,IV,29,36413,0,0
2021 - 2022,305 LaRue County,IV,30,36413,0,0
2021 - 2022,305 LaRue County,IV,31,36413,0,0
2021 - 2022,305 LaRue County,IV,32,36413,0,0
2021 - 2022,305 LaRue County,IV,33,36413,0,0
2021 - 2022,305 LaRue County,IV,34,36413,0,0
2021 - 2022,305 LaRue County,IV,35,36413,0,0
2021 - 2022,305 LaRue County,IV,36,36413,0,0
2021 - 2022,305 LaRue County,IV,37,36413,0,0
2021 - 2022,305 LaRue County,IV,38,36413,0,0
2021 - 2022,305 LaRue County,IV,39,36413,0,0
2021 - 2022,305 LaRue County,IV,40,36413,0,0
2021 - 2022,305 LaRue County,V,0,29439,0,0
2021 - 2022,305 LaRue County,V,1,29439,0,0
2021 - 2022,305 LaRue County,V,2,29439,0,0
2021 - 2022,305 LaRue County,V,3,29439,0,0
2021 - 2022,305 LaRue County,V,4,29439,0,0
2021 - 2022,305 LaRue County,V,5,29439,0,0
2021 - 2022,305 LaRue County,V,6,29439,0,0
2021 - 2022,305 LaRue County,V,7,29439,0,0
2021 - 2022,305 LaRue County,V,8,29439,0,0
2021 - 2022,305 LaRue County,V,9,29439,0,0
2021 - 2022,305 LaRue County,V,10,29439,0,0
2021 - 2022,305 LaRue County,V,11,29439,0,0
2021 - 2022,305 LaRue County,V,12,29439,0,0
2021 - 2022,305 LaRue County,V,13,29439,0,0
2021 - 2022,305 LaRue County,V,14,29439,0,0
2021 - 2022,305 LaRue County,V,15,29439,0,0
2021 - 2022,305 LaRue County,V,16,29439,0,0
2021 - 2022,305 LaRue County,V,17,29439,0,0
2021 - 2022,305 LaRue County,V,18,29439,0,0
2021 - 2022,305 LaRue County,V,19,29439,0,0
2021 - 2022,305 LaRue County,V,20,29439,0,0
2021 - 2022,305 LaRue County,V,21,29439,0,0
2021 - 2022,305 LaRue County,V,22,29439,0,0
2021 - 2022,305 LaRue County,V,23,29439,0,0
2021 - 2022,305 LaRue County,V,24,29439,0,0
2021 - 2022,305 LaRue County,V,25,29439,0,0
2021 - 2022,305 LaRue County,V,26,29439,0,0
2021 - 2022,305 LaRue County,V,27,29439,0,0
2021 - 2022,305 LaRue County,V,28,29439,0,0
2021 - 2022,305 LaRue County,V,29,29439,0,0
2021 - 2022,305 LaRue County,V,30,29439,0,0
2021 - 2022,305 LaRue County,V,31,29439,0,0
2021 - 2022,305 LaRue County,V,32,29439,0,0
2021 - 2022,305 LaRue County,V,33,29439,0,0
2021 - 2022,305 LaRue County,V,34,29439,0,0
2021 - 2022,305 LaRue County,V,35,29439,0,0
2021 - 2022,305 LaRue County,V,36,29439,0,0
2021 - 2022,305 LaRue County,V,37,29439,0,0
2021 - 2022,305 LaRue County,V,38,29439,0,0
2021 - 2022,305 LaRue County,V,39,29439,0,0
2021 - 2022,305 LaRue County,V,40,29439,0,0
2021 - 2022,311 Laurel County,I,0,47880,0,0
2021 - 2022,311 Laurel County,I,1,47880,0,0
2021 - 2022,311 Laurel County,I,2,47880,0,0
2021 - 2022,311 Laurel County,I,3,47880,0,0
2021 - 2022,311 Laurel County,I,4,52425,0,0
2021 - 2022,311 Laurel County,I,5,52425,0,0
2021 - 2022,311 Laurel County,I,6,52425,0,0
2021 - 2022,311 Laurel County,I,7,52425,0,0
2021 - 2022,311 Laurel County,I,8,52425,0,0
2021 - 2022,311 Laurel County,I,9,52425,0,0
2021 - 2022,311 Laurel County,I,10,58375,0,0
2021 - 2022,311 Laurel County,I,11,58375,0,0
2021 - 2022,311 Laurel County,I,12,58375,0,0
2021 - 2022,311 Laurel County,I,13,58375,0,0
2021 - 2022,311 Laurel County,I,14,58375,0,0
2021 - 2022,311 Laurel County,I,15,60118,0,0
2021 - 2022,311 Laurel County,I,16,60118,0,0
2021 - 2022,311 Laurel County,I,17,60118,0,0
2021 - 2022,311 Laurel County,I,18,60118,0,0
2021 - 2022,311 Laurel County,I,19,60118,0,0
2021 - 2022,311 Laurel County,I,20,60989,0,0
2021 - 2022,311 Laurel County,I,21,60989,0,0
2021 - 2022,311 Laurel County,I,22,60989,0,0
2021 - 2022,311 Laurel County,I,23,60989,0,0
2021 - 2022,311 Laurel County,I,24,60989,0,0
2021 - 2022,311 Laurel County,I,25,62385,0,0
2021 - 2022,311 Laurel County,I,26,62385,0,0
2021 - 2022,311 Laurel County,I,27,62385,0,0
2021 - 2022,311 Laurel County,I,28,62385,0,0
2021 - 2022,311 Laurel County,I,29,62385,0,0
2021 - 2022,311 Laurel County,I,30,62385,0,0
2021 - 2022,311 Laurel County,I,31,62385,0,0
2021 - 2022,311 Laurel County,I,32,62385,0,0
2021 - 2022,311 Laurel County,I,33,62385,0,0
2021 - 2022,311 Laurel County,I,34,62385,0,0
2021 - 2022,311 Laurel County,I,35,62385,0,0
2021 - 2022,311 Laurel County,I,36,62385,0,0
2021 - 2022,311 Laurel County,I,37,62385,0,0
2021 - 2022,311 Laurel County,I,38,62385,0,0
2021 - 2022,311 Laurel County,I,39,62385,0,0
2021 - 2022,311 Laurel County,I,40,62385,0,0
2021 - 2022,311 Laurel County,II,0,43429,0,0
2021 - 2022,311 Laurel County,II,1,43429,0,0
2021 - 2022,311 Laurel County,II,2,43429,0,0
2021 - 2022,311 Laurel County,II,3,43429,0,0
2021 - 2022,311 Laurel County,II,4,47879,0,0
2021 - 2022,311 Laurel County,II,5,47879,0,0
2021 - 2022,311 Laurel County,II,6,47879,0,0
2021 - 2022,311 Laurel County,II,7,47879,0,0
2021 - 2022,311 Laurel County,II,8,47879,0,0
2021 - 2022,311 Laurel County,II,9,47879,0,0
2021 - 2022,311 Laurel County,II,10,53752,0,0
2021 - 2022,311 Laurel County,II,11,53752,0,0
2021 - 2022,311 Laurel County,II,12,53752,0,0
2021 - 2022,311 Laurel County,II,13,53752,0,0
2021 - 2022,311 Laurel County,II,14,53752,0,0
2021 - 2022,311 Laurel County,II,15,55522,0,0
2021 - 2022,311 Laurel County,II,16,55522,0,0
2021 - 2022,311 Laurel County,II,17,55522,0,0
2021 - 2022,311 Laurel County,II,18,55522,0,0
2021 - 2022,311 Laurel County,II,19,55522,0,0
2021 - 2022,311 Laurel County,II,20,56390,0,0
2021 - 2022,311 Laurel County,II,21,56390,0,0
2021 - 2022,311 Laurel County,II,22,56390,0,0
2021 - 2022,311 Laurel County,II,23,56390,0,0
2021 - 2022,311 Laurel County,II,24,56390,0,0
2021 - 2022,311 Laurel County,II,25,57673,0,0
2021 - 2022,311 Laurel County,II,26,57673,0,0
2021 - 2022,311 Laurel County,II,27,57673,0,0
2021 - 2022,311 Laurel County,II,28,57673,0,0
2021 - 2022,311 Laurel County,II,29,57673,0,0
2021 - 2022,311 Laurel County,II,30,57673,0,0
