Fiscal Year,District,Rank,Years,I,II,III
2021 - 2022,311 Laurel County,II,31,57673,0,0
2021 - 2022,311 Laurel County,II,32,57673,0,0
2021 - 2022,311 Laurel County,II,33,57673,0,0
2021 - 2022,311 Laurel County,II,34,57673,0,0
2021 - 2022,311 Laurel County,II,35,57673,0,0
2021 - 2022,311 Laurel County,II,36,57673,0,0
2021 - 2022,311 Laurel County,II,37,57673,0,0
2021 - 2022,311 Laurel County,II,38,57673,0,0
2021 - 2022,311 Laurel County,II,39,57673,0,0
2021 - 2022,311 Laurel County,II,40,57673,0,0
2021 - 2022,311 Laurel County,III,0,38940,0,0
2021 - 2022,311 Laurel County,III,1,38940,0,0
2021 - 2022,311 Laurel County,III,2,38940,0,0
2021 - 2022,311 Laurel County,III,3,38940,0,0
2021 - 2022,311 Laurel County,III,4,43429,0,0
2021 - 2022,311 Laurel County,III,5,43429,0,0
2021 - 2022,311 Laurel County,III,6,43429,0,0
2021 - 2022,311 Laurel County,III,7,43429,0,0
2021 - 2022,311 Laurel County,III,8,43429,0,0
2021 - 2022,311 Laurel County,III,9,43429,0,0
2021 - 2022,311 Laurel County,III,10,49128,0,0
2021 - 2022,311 Laurel County,III,11,49128,0,0
2021 - 2022,311 Laurel County,III,12,49128,0,0
2021 - 2022,311 Laurel County,III,13,49128,0,0
2021 - 2022,311 Laurel County,III,14,49128,0,0
2021 - 2022,311 Laurel County,III,15,50895,0,0
2021 - 2022,311 Laurel County,III,16,50895,0,0
2021 - 2022,311 Laurel County,III,17,50895,0,0
2021 - 2022,311 Laurel County,III,18,50895,0,0
2021 - 2022,311 Laurel County,III,19,50895,0,0
2021 - 2022,311 Laurel County,III,20,51740,0,0
2021 - 2022,311 Laurel County,III,21,51740,0,0
2021 - 2022,311 Laurel County,III,22,51740,0,0
2021 - 2022,311 Laurel County,III,23,51740,0,0
2021 - 2022,311 Laurel County,III,24,51740,0,0
2021 - 2022,311 Laurel County,III,25,52856,0,0
2021 - 2022,311 Laurel County,III,26,52856,0,0
2021 - 2022,311 Laurel County,III,27,52856,0,0
2021 - 2022,311 Laurel County,III,28,52856,0,0
2021 - 2022,311 Laurel County,III,29,52856,0,0
2021 - 2022,311 Laurel County,III,30,52856,0,0
2021 - 2022,311 Laurel County,III,31,52856,0,0
2021 - 2022,311 Laurel County,III,32,52856,0,0
2021 - 2022,311 Laurel County,III,33,52856,0,0
2021 - 2022,311 Laurel County,III,34,52856,0,0
2021 - 2022,311 Laurel County,III,35,52856,0,0
2021 - 2022,311 Laurel County,III,36,52856,0,0
2021 - 2022,311 Laurel County,III,37,52856,0,0
2021 - 2022,311 Laurel County,III,38,52856,0,0
2021 - 2022,311 Laurel County,III,39,52856,0,0
2021 - 2022,311 Laurel County,III,40,52856,0,0
2021 - 2022,311 Laurel County,IV,0,34271,0,0
2021 - 2022,311 Laurel County,IV,1,34271,0,0
2021 - 2022,311 Laurel County,IV,2,34271,0,0
2021 - 2022,311 Laurel County,IV,3,34271,0,0
2021 - 2022,311 Laurel County,IV,4,34271,0,0
2021 - 2022,311 Laurel County,IV,5,34271,0,0
2021 - 2022,311 Laurel County,IV,6,34271,0,0
2021 - 2022,311 Laurel County,IV,7,34271,0,0
2021 - 2022,311 Laurel County,IV,8,34271,0,0
2021 - 2022,311 Laurel County,IV,9,34271,0,0
2021 - 2022,311 Laurel County,IV,10,34271,0,0
2021 - 2022,311 Laurel County,IV,11,34271,0,0
2021 - 2022,311 Laurel County,IV,12,34271,0,0
2021 - 2022,311 Laurel County,IV,13,34271,0,0
2021 - 2022,311 Laurel County,IV,14,34271,0,0
2021 - 2022,311 Laurel County,IV,15,34271,0,0
2021 - 2022,311 Laurel County,IV,16,34271,0,0
2021 - 2022,311 Laurel County,IV,17,34271,0,0
2021 - 2022,311 Laurel County,IV,18,34271,0,0
2021 - 2022,311 Laurel County,IV,19,34271,0,0
2021 - 2022,311 Laurel County,IV,20,34271,0,0
2021 - 2022,311 Laurel County,IV,21,34271,0,0
2021 - 2022,311 Laurel County,IV,22,34271,0,0
2021 - 2022,311 Laurel County,IV,23,34271,0,0
2021 - 2022,311 Laurel County,IV,24,34271,0,0
2021 - 2022,311 Laurel County,IV,25,34271,0,0
2021 - 2022,311 Laurel County,IV,26,34271,0,0
2021 - 2022,311 Laurel County,IV,27,34271,0,0
2021 - 2022,311 Laurel County,IV,28,34271,0,0
2021 - 2022,311 Laurel County,IV,29,34271,0,0
2021 - 2022,311 Laurel County,IV,30,34271,0,0
2021 - 2022,311 Laurel County,IV,31,34271,0,0
2021 - 2022,311 Laurel County,IV,32,34271,0,0
2021 - 2022,311 Laurel County,IV,33,34271,0,0
2021 - 2022,311 Laurel County,IV,34,34271,0,0
2021 - 2022,311 Laurel County,IV,35,34271,0,0
2021 - 2022,311 Laurel County,IV,36,34271,0,0
2021 - 2022,311 Laurel County,IV,37,34271,0,0
2021 - 2022,311 Laurel County,IV,38,34271,0,0
2021 - 2022,311 Laurel County,IV,39,34271,0,0
2021 - 2022,311 Laurel County,IV,40,34271,0,0
2021 - 2022,311 Laurel County,V,0,32010,0,0
2021 - 2022,311 Laurel County,V,1,32010,0,0
2021 - 2022,311 Laurel County,V,2,32010,0,0
2021 - 2022,311 Laurel County,V,3,32010,0,0
2021 - 2022,311 Laurel County,V,4,32010,0,0
2021 - 2022,311 Laurel County,V,5,32010,0,0
2021 - 2022,311 Laurel County,V,6,32010,0,0
2021 - 2022,311 Laurel County,V,7,32010,0,0
2021 - 2022,311 Laurel County,V,8,32010,0,0
2021 - 2022,311 Laurel County,V,9,32010,0,0
2021 - 2022,311 Laurel County,V,10,32010,0,0
2021 - 2022,311 Laurel County,V,11,32010,0,0
2021 - 2022,311 Laurel County,V,12,32010,0,0
2021 - 2022,311 Laurel County,V,13,32010,0,0
2021 - 2022,311 Laurel County,V,14,32010,0,0
2021 - 2022,311 Laurel County,V,15,32010,0,0
2021 - 2022,311 Laurel County,V,16,32010,0,0
2021 - 2022,311 Laurel County,V,17,32010,0,0
2021 - 2022,311 Laurel County,V,18,32010,0,0
2021 - 2022,311 Laurel County,V,19,32010,0,0
2021 - 2022,311 Laurel County,V,20,32010,0,0
2021 - 2022,311 Laurel County,V,21,32010,0,0
2021 - 2022,311 Laurel County,V,22,32010,0,0
2021 - 2022,311 Laurel County,V,23,32010,0,0
2021 - 2022,311 Laurel County,V,24,32010,0,0
2021 - 2022,311 Laurel County,V,25,32010,0,0
2021 - 2022,311 Laurel County,V,26,32010,0,0
2021 - 2022,311 Laurel County,V,27,32010,0,0
2021 - 2022,311 Laurel County,V,28,32010,0,0
2021 - 2022,311 Laurel County,V,29,32010,0,0
2021 - 2022,311 Laurel County,V,30,32010,0,0
2021 - 2022,311 Laurel County,V,31,32010,0,0
2021 - 2022,311 Laurel County,V,32,32010,0,0
2021 - 2022,311 Laurel County,V,33,32010,0,0
2021 - 2022,311 Laurel County,V,34,32010,0,0
2021 - 2022,311 Laurel County,V,35,32010,0,0
2021 - 2022,311 Laurel County,V,36,32010,0,0
2021 - 2022,311 Laurel County,V,37,32010,0,0
2021 - 2022,311 Laurel County,V,38,32010,0,0
2021 - 2022,311 Laurel County,V,39,32010,0,0
2021 - 2022,311 Laurel County,V,40,32010,0,0
2021 - 2022,315 Lawrence County,I,0,44816,0,0
2021 - 2022,315 Lawrence County,I,1,44996,0,0
2021 - 2022,315 Lawrence County,I,2,45173,0,0
2021 - 2022,315 Lawrence County,I,3,45348,0,0
2021 - 2022,315 Lawrence County,I,4,48887,0,0
2021 - 2022,315 Lawrence County,I,5,49320,0,0
2021 - 2022,315 Lawrence County,I,6,49588,0,0
2021 - 2022,315 Lawrence County,I,7,49766,0,0
2021 - 2022,315 Lawrence County,I,8,49944,0,0
2021 - 2022,315 Lawrence County,I,9,50122,0,0
2021 - 2022,315 Lawrence County,I,10,54717,0,0
2021 - 2022,315 Lawrence County,I,11,55007,0,0
2021 - 2022,315 Lawrence County,I,12,55190,0,0
2021 - 2022,315 Lawrence County,I,13,55378,0,0
2021 - 2022,315 Lawrence County,I,14,55563,0,0
2021 - 2022,315 Lawrence County,I,15,56687,0,0
2021 - 2022,315 Lawrence County,I,16,56846,0,0
2021 - 2022,315 Lawrence County,I,17,57009,0,0
2021 - 2022,315 Lawrence County,I,18,57169,0,0
2021 - 2022,315 Lawrence County,I,19,57323,0,0
2021 - 2022,315 Lawrence County,I,20,57850,0,0
2021 - 2022,315 Lawrence County,I,21,58084,0,0
2021 - 2022,315 Lawrence County,I,22,58317,0,0
2021 - 2022,315 Lawrence County,I,23,58550,0,0
2021 - 2022,315 Lawrence County,I,24,58780,0,0
2021 - 2022,315 Lawrence County,I,25,59017,0,0
2021 - 2022,315 Lawrence County,I,26,59247,0,0
2021 - 2022,315 Lawrence County,I,27,61297,0,0
2021 - 2022,315 Lawrence County,I,28,61297,0,0
2021 - 2022,315 Lawrence County,I,29,61297,0,0
2021 - 2022,315 Lawrence County,I,30,61297,0,0
2021 - 2022,315 Lawrence County,I,31,61297,0,0
2021 - 2022,315 Lawrence County,I,32,61297,0,0
2021 - 2022,315 Lawrence County,I,33,61297,0,0
2021 - 2022,315 Lawrence County,I,34,61297,0,0
2021 - 2022,315 Lawrence County,I,35,61297,0,0
2021 - 2022,315 Lawrence County,I,36,61297,0,0
2021 - 2022,315 Lawrence County,I,37,61297,0,0
2021 - 2022,315 Lawrence County,I,38,61297,0,0
2021 - 2022,315 Lawrence County,I,39,61297,0,0
2021 - 2022,315 Lawrence County,I,40,61297,0,0
2021 - 2022,315 Lawrence County,II,0,40511,0,0
2021 - 2022,315 Lawrence County,II,1,40689,0,0
2021 - 2022,315 Lawrence County,II,2,40870,0,0
2021 - 2022,315 Lawrence County,II,3,41048,0,0
2021 - 2022,315 Lawrence County,II,4,44486,0,0
2021 - 2022,315 Lawrence County,II,5,44859,0,0
2021 - 2022,315 Lawrence County,II,6,45037,0,0
2021 - 2022,315 Lawrence County,II,7,45215,0,0
2021 - 2022,315 Lawrence County,II,8,45394,0,0
2021 - 2022,315 Lawrence County,II,9,45575,0,0
2021 - 2022,315 Lawrence County,II,10,50277,0,0
2021 - 2022,315 Lawrence County,II,11,50548,0,0
2021 - 2022,315 Lawrence County,II,12,50731,0,0
2021 - 2022,315 Lawrence County,II,13,50909,0,0
2021 - 2022,315 Lawrence County,II,14,51094,0,0
2021 - 2022,315 Lawrence County,II,15,52418,0,0
2021 - 2022,315 Lawrence County,II,16,52579,0,0
2021 - 2022,315 Lawrence County,II,17,52741,0,0
2021 - 2022,315 Lawrence County,II,18,52898,0,0
2021 - 2022,315 Lawrence County,II,19,53060,0,0
2021 - 2022,315 Lawrence County,II,20,53557,0,0
2021 - 2022,315 Lawrence County,II,21,53751,0,0
2021 - 2022,315 Lawrence County,II,22,53947,0,0
2021 - 2022,315 Lawrence County,II,23,54138,0,0
2021 - 2022,315 Lawrence County,II,24,54331,0,0
2021 - 2022,315 Lawrence County,II,25,54528,0,0
2021 - 2022,315 Lawrence County,II,26,54721,0,0
2021 - 2022,315 Lawrence County,II,27,56771,0,0
2021 - 2022,315 Lawrence County,II,28,56771,0,0
2021 - 2022,315 Lawrence County,II,29,56771,0,0
2021 - 2022,315 Lawrence County,II,30,56771,0,0
2021 - 2022,315 Lawrence County,II,31,56771,0,0
2021 - 2022,315 Lawrence County,II,32,56771,0,0
2021 - 2022,315 Lawrence County,II,33,56771,0,0
2021 - 2022,315 Lawrence County,II,34,56771,0,0
2021 - 2022,315 Lawrence County,II,35,56771,0,0
2021 - 2022,315 Lawrence County,II,36,56771,0,0
2021 - 2022,315 Lawrence County,II,37,56771,0,0
2021 - 2022,315 Lawrence County,II,38,56771,0,0
2021 - 2022,315 Lawrence County,II,39,56771,0,0
2021 - 2022,315 Lawrence County,II,40,56771,0,0
2021 - 2022,315 Lawrence County,III,0,36467,0,0
2021 - 2022,315 Lawrence County,III,1,36646,0,0
2021 - 2022,315 Lawrence County,III,2,36823,0,0
2021 - 2022,315 Lawrence County,III,3,37002,0,0
2021 - 2022,315 Lawrence County,III,4,40628,0,0
2021 - 2022,315 Lawrence County,III,5,40983,0,0
2021 - 2022,315 Lawrence County,III,6,41162,0,0
2021 - 2022,315 Lawrence County,III,7,41342,0,0
2021 - 2022,315 Lawrence County,III,8,41519,0,0
2021 - 2022,315 Lawrence County,III,9,41699,0,0
2021 - 2022,315 Lawrence County,III,10,46003,0,0
2021 - 2022,315 Lawrence County,III,11,46262,0,0
2021 - 2022,315 Lawrence County,III,12,46442,0,0
2021 - 2022,315 Lawrence County,III,13,46626,0,0
2021 - 2022,315 Lawrence County,III,14,46806,0,0
2021 - 2022,315 Lawrence County,III,15,48242,0,0
2021 - 2022,315 Lawrence County,III,16,48395,0,0
2021 - 2022,315 Lawrence County,III,17,48546,0,0
2021 - 2022,315 Lawrence County,III,18,48695,0,0
2021 - 2022,315 Lawrence County,III,19,48851,0,0
2021 - 2022,315 Lawrence County,III,20,49303,0,0
2021 - 2022,315 Lawrence County,III,21,49453,0,0
2021 - 2022,315 Lawrence County,III,22,49601,0,0
2021 - 2022,315 Lawrence County,III,23,49753,0,0
2021 - 2022,315 Lawrence County,III,24,49905,0,0
2021 - 2022,315 Lawrence County,III,25,50055,0,0
2021 - 2022,315 Lawrence County,III,26,50208,0,0
2021 - 2022,315 Lawrence County,III,27,52247,0,0
2021 - 2022,315 Lawrence County,III,28,52247,0,0
2021 - 2022,315 Lawrence County,III,29,52247,0,0
2021 - 2022,315 Lawrence County,III,30,52247,0,0
2021 - 2022,315 Lawrence County,III,31,52247,0,0
2021 - 2022,315 Lawrence County,III,32,52247,0,0
2021 - 2022,315 Lawrence County,III,33,52247,0,0
2021 - 2022,315 Lawrence County,III,34,52247,0,0
2021 - 2022,315 Lawrence County,III,35,52247,0,0
2021 - 2022,315 Lawrence County,III,36,52247,0,0
2021 - 2022,315 Lawrence County,III,37,52247,0,0
2021 - 2022,315 Lawrence County,III,38,52247,0,0
2021 - 2022,315 Lawrence County,III,39,52247,0,0
2021 - 2022,315 Lawrence County,III,40,52247,0,0
2021 - 2022,315 Lawrence County,IV,0,32383,0,0
2021 - 2022,315 Lawrence County,IV,1,32383,0,0
2021 - 2022,315 Lawrence County,IV,2,32383,0,0
2021 - 2022,315 Lawrence County,IV,3,32383,0,0
2021 - 2022,315 Lawrence County,IV,4,32383,0,0
2021 - 2022,315 Lawrence County,IV,5,32383,0,0
2021 - 2022,315 Lawrence County,IV,6,32383,0,0
2021 - 2022,315 Lawrence County,IV,7,32383,0,0
2021 - 2022,315 Lawrence County,IV,8,32383,0,0
2021 - 2022,315 Lawrence County,IV,9,32383,0,0
2021 - 2022,315 Lawrence County,IV,10,32383,0,0
2021 - 2022,315 Lawrence County,IV,11,32383,0,0
2021 - 2022,315 Lawrence County,IV,12,32383,0,0
2021 - 2022,315 Lawrence County,IV,13,32383,0,0
2021 - 2022,315 Lawrence County,IV,14,32383,0,0
2021 - 2022,315 Lawrence County,IV,15,32383,0,0
2021 - 2022,315 Lawrence County,IV,16,32383,0,0
2021 - 2022,315 Lawrence County,IV,17,32383,0,0
2021 - 2022,315 Lawrence County,IV,18,32383,0,0
2021 - 2022,315 Lawrence County,IV,19,32383,0,0
2021 - 2022,315 Lawrence County,IV,20,32383,0,0
2021 - 2022,315 Lawrence County,IV,21,32383,0,0
2021 - 2022,315 Lawrence County,IV,22,32383,0,0
2021 - 2022,315 Lawrence County,IV,23,32383,0,0
2021 - 2022,315 Lawrence County,IV,24,32383,0,0
2021 - 2022,315 Lawrence County,IV,25,32383,0,0
2021 - 2022,315 Lawrence County,IV,26,32383,0,0
2021 - 2022,315 Lawrence County,IV,27,32383,0,0
2021 - 2022,315 Lawrence County,IV,28,32383,0,0
2021 - 2022,315 Lawrence County,IV,29,32383,0,0
2021 - 2022,315 Lawrence County,IV,30,32383,0,0
2021 - 2022,315 Lawrence County,IV,31,32383,0,0
2021 - 2022,315 Lawrence County,IV,32,32383,0,0
2021 - 2022,315 Lawrence County,IV,33,32383,0,0
2021 - 2022,315 Lawrence County,IV,34,32383,0,0
2021 - 2022,315 Lawrence County,IV,35,32383,0,0
2021 - 2022,315 Lawrence County,IV,36,32383,0,0
2021 - 2022,315 Lawrence County,IV,37,32383,0,0
2021 - 2022,315 Lawrence County,IV,38,32383,0,0
2021 - 2022,315 Lawrence County,IV,39,32383,0,0
2021 - 2022,315 Lawrence County,IV,40,32383,0,0
2021 - 2022,315 Lawrence County,V,0,30311,0,0
2021 - 2022,315 Lawrence County,V,1,30311,0,0
2021 - 2022,315 Lawrence County,V,2,30311,0,0
2021 - 2022,315 Lawrence County,V,3,30311,0,0
2021 - 2022,315 Lawrence County,V,4,30311,0,0
2021 - 2022,315 Lawrence County,V,5,30311,0,0
2021 - 2022,315 Lawrence County,V,6,30311,0,0
2021 - 2022,315 Lawrence County,V,7,30311,0,0
2021 - 2022,315 Lawrence County,V,8,30311,0,0
2021 - 2022,315 Lawrence County,V,9,30311,0,0
2021 - 2022,315 Lawrence County,V,10,30311,0,0
2021 - 2022,315 Lawrence County,V,11,30311,0,0
2021 - 2022,315 Lawrence County,V,12,30311,0,0
2021 - 2022,315 Lawrence County,V,13,30311,0,0
2021 - 2022,315 Lawrence County,V,14,30311,0,0
2021 - 2022,315 Lawrence County,V,15,30311,0,0
2021 - 2022,315 Lawrence County,V,16,30311,0,0
2021 - 2022,315 Lawrence County,V,17,30311,0,0
2021 - 2022,315 Lawrence County,V,18,30311,0,0
2021 - 2022,315 Lawrence County,V,19,30311,0,0
2021 - 2022,315 Lawrence County,V,20,30311,0,0
2021 - 2022,315 Lawrence County,V,21,30311,0,0
2021 - 2022,315 Lawrence County,V,22,30311,0,0
2021 - 2022,315 Lawrence County,V,23,30311,0,0
2021 - 2022,315 Lawrence County,V,24,30311,0,0
2021 - 2022,315 Lawrence County,V,25,30311,0,0
2021 - 2022,315 Lawrence County,V,26,30311,0,0
2021 - 2022,315 Lawrence County,V,27,30311,0,0
2021 - 2022,315 Lawrence County,V,28,30311,0,0
2021 - 2022,315 Lawrence County,V,29,30311,0,0
2021 - 2022,315 Lawrence County,V,30,30311,0,0
2021 - 2022,315 Lawrence County,V,31,30311,0,0
2021 - 2022,315 Lawrence County,V,32,30311,0,0
2021 - 2022,315 Lawrence County,V,33,30311,0,0
2021 - 2022,315 Lawrence County,V,34,30311,0,0
2021 - 2022,315 Lawrence County,V,35,30311,0,0
2021 - 2022,315 Lawrence County,V,36,30311,0,0
2021 - 2022,315 Lawrence County,V,37,30311,0,0
2021 - 2022,315 Lawrence County,V,38,30311,0,0
2021 - 2022,315 Lawrence County,V,39,30311,0,0
2021 - 2022,315 Lawrence County,V,40,30311,0,0
2021 - 2022,321 Lee County,I,0,44415,44415,44415
2021 - 2022,321 Lee County,I,1,44506,44506,44506
2021 - 2022,321 Lee County,I,2,44589,44589,44589
2021 - 2022,321 Lee County,I,3,44679,44679,44679
2021 - 2022,321 Lee County,I,4,48410,48410,48410
2021 - 2022,321 Lee County,I,5,48496,48496,48496
2021 - 2022,321 Lee County,I,6,48584,48584,48584
2021 - 2022,321 Lee County,I,7,48672,48672,48672
2021 - 2022,321 Lee County,I,8,48757,48757,48757
2021 - 2022,321 Lee County,I,9,48845,48845,48845
2021 - 2022,321 Lee County,I,10,53678,53678,53678
2021 - 2022,321 Lee County,I,11,53769,53769,53769
2021 - 2022,321 Lee County,I,12,53857,53857,53857
2021 - 2022,321 Lee County,I,13,53948,53948,53948
2021 - 2022,321 Lee County,I,14,54037,54037,54037
2021 - 2022,321 Lee County,I,15,55242,55242,55242
2021 - 2022,321 Lee County,I,16,55330,55330,55330
2021 - 2022,321 Lee County,I,17,55423,55423,55423
2021 - 2022,321 Lee County,I,18,55510,55510,55510
2021 - 2022,321 Lee County,I,19,55604,55604,55604
2021 - 2022,321 Lee County,I,20,56286,56286,56286
2021 - 2022,321 Lee County,I,21,56577,56577,56577
2021 - 2022,321 Lee County,I,22,56855,56855,56855
2021 - 2022,321 Lee County,I,23,57134,57134,57134
2021 - 2022,321 Lee County,I,24,57420,57420,57420
2021 - 2022,321 Lee County,I,25,57707,57707,57707
2021 - 2022,321 Lee County,I,26,57995,57995,57995
2021 - 2022,321 Lee County,I,27,58285,58285,58285
2021 - 2022,321 Lee County,I,28,58576,58576,58576
2021 - 2022,321 Lee County,I,29,58869,58869,58869
2021 - 2022,321 Lee County,I,30,59164,59164,59164
2021 - 2022,321 Lee County,I,31,59164,59164,59164
2021 - 2022,321 Lee County,I,32,59164,59164,59164
2021 - 2022,321 Lee County,I,33,59164,59164,59164
2021 - 2022,321 Lee County,I,34,59164,59164,59164
2021 - 2022,321 Lee County,I,35,59164,59164,59164
2021 - 2022,321 Lee County,I,36,59164,59164,59164
2021 - 2022,321 Lee County,I,37,59164,59164,59164
2021 - 2022,321 Lee County,I,38,59164,59164,59164
2021 - 2022,321 Lee County,I,39,59164,59164,59164
2021 - 2022,321 Lee County,I,40,59164,59164,59164
2021 - 2022,321 Lee County,II,0,40421,40421,40421
2021 - 2022,321 Lee County,II,1,40507,40507,40507
2021 - 2022,321 Lee County,II,2,40597,40597,40597
2021 - 2022,321 Lee County,II,3,40685,40685,40685
2021 - 2022,321 Lee County,II,4,44415,44415,44415
2021 - 2022,321 Lee County,II,5,44506,44506,44506
2021 - 2022,321 Lee County,II,6,44589,44589,44589
2021 - 2022,321 Lee County,II,7,44679,44679,44679
2021 - 2022,321 Lee County,II,8,44767,44767,44767
2021 - 2022,321 Lee County,II,9,44852,44852,44852
2021 - 2022,321 Lee County,II,10,49562,49562,49562
2021 - 2022,321 Lee County,II,11,49653,49653,49653
2021 - 2022,321 Lee County,II,12,49738,49738,49738
2021 - 2022,321 Lee County,II,13,49828,49828,49828
2021 - 2022,321 Lee County,II,14,49917,49917,49917
2021 - 2022,321 Lee County,II,15,51121,51121,51121
2021 - 2022,321 Lee County,II,16,51212,51212,51212
2021 - 2022,321 Lee County,II,17,51302,51302,51302
2021 - 2022,321 Lee County,II,18,51394,51394,51394
2021 - 2022,321 Lee County,II,19,51483,51483,51483
2021 - 2022,321 Lee County,II,20,52168,52168,52168
2021 - 2022,321 Lee County,II,21,52429,52429,52429
2021 - 2022,321 Lee County,II,22,52691,52691,52691
2021 - 2022,321 Lee County,II,23,52954,52954,52954
2021 - 2022,321 Lee County,II,24,53219,53219,53219
2021 - 2022,321 Lee County,II,25,53485,53485,53485
2021 - 2022,321 Lee County,II,26,53752,53752,53752
2021 - 2022,321 Lee County,II,27,54021,54021,54021
2021 - 2022,321 Lee County,II,28,54292,54292,54292
2021 - 2022,321 Lee County,II,29,54563,54563,54563
2021 - 2022,321 Lee County,II,30,54836,54836,54836
2021 - 2022,321 Lee County,II,31,54836,54836,54836
2021 - 2022,321 Lee County,II,32,54836,54836,54836
2021 - 2022,321 Lee County,II,33,54836,54836,54836
2021 - 2022,321 Lee County,II,34,54836,54836,54836
2021 - 2022,321 Lee County,II,35,54836,54836,54836
2021 - 2022,321 Lee County,II,36,54836,54836,54836
2021 - 2022,321 Lee County,II,37,54836,54836,54836
2021 - 2022,321 Lee County,II,38,54836,54836,54836
2021 - 2022,321 Lee County,II,39,54836,54836,54836
2021 - 2022,321 Lee County,II,40,54836,54836,84836
2021 - 2022,321 Lee County,III,0,36393,36393,36393
2021 - 2022,321 Lee County,III,1,36482,36482,36482
2021 - 2022,321 Lee County,III,2,36568,36568,36568
2021 - 2022,321 Lee County,III,3,36658,36658,36658
2021 - 2022,321 Lee County,III,4,40421,40421,40421
2021 - 2022,321 Lee County,III,5,40508,40508,40508
2021 - 2022,321 Lee County,III,6,40594,40594,40594
2021 - 2022,321 Lee County,III,7,40685,40685,40685
2021 - 2022,321 Lee County,III,8,40775,40775,40775
2021 - 2022,321 Lee County,III,9,40860,40860,40860
2021 - 2022,321 Lee County,III,10,45535,45535,45535
2021 - 2022,321 Lee County,III,11,45623,45623,45623
