Fiscal Year,District,Rank,Years,I,II,III
2022 - 2023,061 Breathitt County,V,16,31637,0,0
2022 - 2023,061 Breathitt County,V,17,31637,0,0
2022 - 2023,061 Breathitt County,V,18,31637,0,0
2022 - 2023,061 Breathitt County,V,19,31637,0,0
2022 - 2023,061 Breathitt County,V,20,31637,0,0
2022 - 2023,061 Breathitt County,V,21,31637,0,0
2022 - 2023,061 Breathitt County,V,22,31637,0,0
2022 - 2023,061 Breathitt County,V,23,31637,0,0
2022 - 2023,061 Breathitt County,V,24,31637,0,0
2022 - 2023,061 Breathitt County,V,25,31637,0,0
2022 - 2023,061 Breathitt County,V,26,31637,0,0
2022 - 2023,061 Breathitt County,V,27,31637,0,0
2022 - 2023,061 Breathitt County,V,28,31637,0,0
2022 - 2023,061 Breathitt County,V,29,31637,0,0
2022 - 2023,061 Breathitt County,V,30,31637,0,0
2022 - 2023,061 Breathitt County,V,31,31637,0,0
2022 - 2023,061 Breathitt County,V,32,31637,0,0
2022 - 2023,061 Breathitt County,V,33,31637,0,0
2022 - 2023,061 Breathitt County,V,34,31637,0,0
2022 - 2023,061 Breathitt County,V,35,31637,0,0
2022 - 2023,061 Breathitt County,V,36,31637,0,0
2022 - 2023,061 Breathitt County,V,37,31637,0,0
2022 - 2023,061 Breathitt County,V,38,31637,0,0
2022 - 2023,061 Breathitt County,V,39,31637,0,0
2022 - 2023,061 Breathitt County,V,40,31637,0,0
2022 - 2023,065 Breckinridge County,I,0,49810,0,0
2022 - 2023,065 Breckinridge County,I,1,49898,0,0
2022 - 2023,065 Breckinridge County,I,2,49995,0,0
2022 - 2023,065 Breckinridge County,I,3,50079,0,0
2022 - 2023,065 Breckinridge County,I,4,52375,0,0
2022 - 2023,065 Breckinridge County,I,5,52668,0,0
2022 - 2023,065 Breckinridge County,I,6,52835,0,0
2022 - 2023,065 Breckinridge County,I,7,53007,0,0
2022 - 2023,065 Breckinridge County,I,8,55141,0,0
2022 - 2023,065 Breckinridge County,I,9,55163,0,0
2022 - 2023,065 Breckinridge County,I,10,59220,0,0
2022 - 2023,065 Breckinridge County,I,11,59391,0,0
2022 - 2023,065 Breckinridge County,I,12,59561,0,0
2022 - 2023,065 Breckinridge County,I,13,59733,0,0
2022 - 2023,065 Breckinridge County,I,14,59907,0,0
2022 - 2023,065 Breckinridge County,I,15,61738,0,0
2022 - 2023,065 Breckinridge County,I,16,61911,0,0
2022 - 2023,065 Breckinridge County,I,17,62082,0,0
2022 - 2023,065 Breckinridge County,I,18,62254,0,0
2022 - 2023,065 Breckinridge County,I,19,62425,0,0
2022 - 2023,065 Breckinridge County,I,20,66147,0,0
2022 - 2023,065 Breckinridge County,I,21,66318,0,0
2022 - 2023,065 Breckinridge County,I,22,66488,0,0
2022 - 2023,065 Breckinridge County,I,23,66502,0,0
2022 - 2023,065 Breckinridge County,I,24,66704,0,0
2022 - 2023,065 Breckinridge County,I,25,67342,0,0
2022 - 2023,065 Breckinridge County,I,26,67451,0,0
2022 - 2023,065 Breckinridge County,I,27,69511,0,0
2022 - 2023,065 Breckinridge County,I,28,69511,0,0
2022 - 2023,065 Breckinridge County,I,29,69511,0,0
2022 - 2023,065 Breckinridge County,I,30,69511,0,0
2022 - 2023,065 Breckinridge County,I,31,69511,0,0
2022 - 2023,065 Breckinridge County,I,32,69511,0,0
2022 - 2023,065 Breckinridge County,I,33,69511,0,0
2022 - 2023,065 Breckinridge County,I,34,69511,0,0
2022 - 2023,065 Breckinridge County,I,35,69511,0,0
2022 - 2023,065 Breckinridge County,I,36,69511,0,0
2022 - 2023,065 Breckinridge County,I,37,69511,0,0
2022 - 2023,065 Breckinridge County,I,38,69511,0,0
2022 - 2023,065 Breckinridge County,I,39,69511,0,0
2022 - 2023,065 Breckinridge County,I,40,69511,0,0
2022 - 2023,065 Breckinridge County,II,0,45334,0,0
2022 - 2023,065 Breckinridge County,II,1,45420,0,0
2022 - 2023,065 Breckinridge County,II,2,45515,0,0
2022 - 2023,065 Breckinridge County,II,3,45743,0,0
2022 - 2023,065 Breckinridge County,II,4,47873,0,0
2022 - 2023,065 Breckinridge County,II,5,48078,0,0
2022 - 2023,065 Breckinridge County,II,6,48247,0,0
2022 - 2023,065 Breckinridge County,II,7,48421,0,0
2022 - 2023,065 Breckinridge County,II,8,50029,0,0
2022 - 2023,065 Breckinridge County,II,9,51048,0,0
2022 - 2023,065 Breckinridge County,II,10,54445,0,0
2022 - 2023,065 Breckinridge County,II,11,54615,0,0
2022 - 2023,065 Breckinridge County,II,12,54792,0,0
2022 - 2023,065 Breckinridge County,II,13,54962,0,0
2022 - 2023,065 Breckinridge County,II,14,55132,0,0
2022 - 2023,065 Breckinridge County,II,15,56960,0,0
2022 - 2023,065 Breckinridge County,II,16,57129,0,0
2022 - 2023,065 Breckinridge County,II,17,57302,0,0
2022 - 2023,065 Breckinridge County,II,18,57471,0,0
2022 - 2023,065 Breckinridge County,II,19,57644,0,0
2022 - 2023,065 Breckinridge County,II,20,61372,0,0
2022 - 2023,065 Breckinridge County,II,21,61578,0,0
2022 - 2023,065 Breckinridge County,II,22,61990,0,0
2022 - 2023,065 Breckinridge County,II,23,62402,0,0
2022 - 2023,065 Breckinridge County,II,24,62608,0,0
2022 - 2023,065 Breckinridge County,II,25,63592,0,0
2022 - 2023,065 Breckinridge County,II,26,63700,0,0
2022 - 2023,065 Breckinridge County,II,27,64730,0,0
2022 - 2023,065 Breckinridge County,II,28,64730,0,0
2022 - 2023,065 Breckinridge County,II,29,64730,0,0
2022 - 2023,065 Breckinridge County,II,30,64730,0,0
2022 - 2023,065 Breckinridge County,II,31,64730,0,0
2022 - 2023,065 Breckinridge County,II,32,64730,0,0
2022 - 2023,065 Breckinridge County,II,33,64730,0,0
2022 - 2023,065 Breckinridge County,II,34,64730,0,0
2022 - 2023,065 Breckinridge County,II,35,64730,0,0
2022 - 2023,065 Breckinridge County,II,36,64730,0,0
2022 - 2023,065 Breckinridge County,II,37,64730,0,0
2022 - 2023,065 Breckinridge County,II,38,64730,0,0
2022 - 2023,065 Breckinridge County,II,39,64730,0,0
2022 - 2023,065 Breckinridge County,II,40,64730,0,0
2022 - 2023,065 Breckinridge County,III,0,40785,0,0
2022 - 2023,065 Breckinridge County,III,1,40907,0,0
2022 - 2023,065 Breckinridge County,III,2,41337,0,0
2022 - 2023,065 Breckinridge County,III,3,41801,0,0
2022 - 2023,065 Breckinridge County,III,4,43395,0,0
2022 - 2023,065 Breckinridge County,III,5,43431,0,0
2022 - 2023,065 Breckinridge County,III,6,43589,0,0
2022 - 2023,065 Breckinridge County,III,7,43762,0,0
2022 - 2023,065 Breckinridge County,III,8,46885,0,0
2022 - 2023,065 Breckinridge County,III,9,47840,0,0
2022 - 2023,065 Breckinridge County,III,10,49466,0,0
2022 - 2023,065 Breckinridge County,III,11,49638,0,0
2022 - 2023,065 Breckinridge County,III,12,49808,0,0
2022 - 2023,065 Breckinridge County,III,13,49979,0,0
2022 - 2023,065 Breckinridge County,III,14,50150,0,0
2022 - 2023,065 Breckinridge County,III,15,51980,0,0
2022 - 2023,065 Breckinridge County,III,16,52151,0,0
2022 - 2023,065 Breckinridge County,III,17,52326,0,0
2022 - 2023,065 Breckinridge County,III,18,52491,0,0
2022 - 2023,065 Breckinridge County,III,19,52666,0,0
2022 - 2023,065 Breckinridge County,III,20,56394,0,0
2022 - 2023,065 Breckinridge County,III,21,56600,0,0
2022 - 2023,065 Breckinridge County,III,22,56806,0,0
2022 - 2023,065 Breckinridge County,III,23,57012,0,0
2022 - 2023,065 Breckinridge County,III,24,57424,0,0
2022 - 2023,065 Breckinridge County,III,25,58613,0,0
2022 - 2023,065 Breckinridge County,III,26,58839,0,0
2022 - 2023,065 Breckinridge County,III,27,59869,0,0
2022 - 2023,065 Breckinridge County,III,28,59869,0,0
2022 - 2023,065 Breckinridge County,III,29,59869,0,0
2022 - 2023,065 Breckinridge County,III,30,59869,0,0
2022 - 2023,065 Breckinridge County,III,31,59869,0,0
2022 - 2023,065 Breckinridge County,III,32,59869,0,0
2022 - 2023,065 Breckinridge County,III,33,59869,0,0
2022 - 2023,065 Breckinridge County,III,34,59869,0,0
2022 - 2023,065 Breckinridge County,III,35,59869,0,0
2022 - 2023,065 Breckinridge County,III,36,59869,0,0
2022 - 2023,065 Breckinridge County,III,37,59869,0,0
2022 - 2023,065 Breckinridge County,III,38,59869,0,0
2022 - 2023,065 Breckinridge County,III,39,59869,0,0
2022 - 2023,065 Breckinridge County,III,40,59869,0,0
2022 - 2023,065 Breckinridge County,IV,0,35000,0,0
2022 - 2023,065 Breckinridge County,IV,1,35000,0,0
2022 - 2023,065 Breckinridge County,IV,2,35000,0,0
2022 - 2023,065 Breckinridge County,IV,3,35000,0,0
2022 - 2023,065 Breckinridge County,IV,4,35000,0,0
2022 - 2023,065 Breckinridge County,IV,5,35000,0,0
2022 - 2023,065 Breckinridge County,IV,6,35000,0,0
2022 - 2023,065 Breckinridge County,IV,7,35000,0,0
2022 - 2023,065 Breckinridge County,IV,8,35000,0,0
2022 - 2023,065 Breckinridge County,IV,9,35000,0,0
2022 - 2023,065 Breckinridge County,IV,10,35000,0,0
2022 - 2023,065 Breckinridge County,IV,11,35000,0,0
2022 - 2023,065 Breckinridge County,IV,12,35000,0,0
2022 - 2023,065 Breckinridge County,IV,13,35000,0,0
2022 - 2023,065 Breckinridge County,IV,14,35000,0,0
2022 - 2023,065 Breckinridge County,IV,15,35000,0,0
2022 - 2023,065 Breckinridge County,IV,16,35000,0,0
2022 - 2023,065 Breckinridge County,IV,17,35000,0,0
2022 - 2023,065 Breckinridge County,IV,18,35000,0,0
2022 - 2023,065 Breckinridge County,IV,19,35000,0,0
2022 - 2023,065 Breckinridge County,IV,20,35000,0,0
2022 - 2023,065 Breckinridge County,IV,21,35000,0,0
2022 - 2023,065 Breckinridge County,IV,22,35000,0,0
2022 - 2023,065 Breckinridge County,IV,23,35000,0,0
2022 - 2023,065 Breckinridge County,IV,24,35000,0,0
2022 - 2023,065 Breckinridge County,IV,25,35000,0,0
2022 - 2023,065 Breckinridge County,IV,26,35000,0,0
2022 - 2023,065 Breckinridge County,IV,27,35000,0,0
2022 - 2023,065 Breckinridge County,IV,28,35000,0,0
2022 - 2023,065 Breckinridge County,IV,29,35000,0,0
2022 - 2023,065 Breckinridge County,IV,30,35000,0,0
2022 - 2023,065 Breckinridge County,IV,31,35000,0,0
2022 - 2023,065 Breckinridge County,IV,32,35000,0,0
2022 - 2023,065 Breckinridge County,IV,33,35000,0,0
2022 - 2023,065 Breckinridge County,IV,34,35000,0,0
2022 - 2023,065 Breckinridge County,IV,35,35000,0,0
2022 - 2023,065 Breckinridge County,IV,36,35000,0,0
2022 - 2023,065 Breckinridge County,IV,37,35000,0,0
2022 - 2023,065 Breckinridge County,IV,38,35000,0,0
2022 - 2023,065 Breckinridge County,IV,39,35000,0,0
2022 - 2023,065 Breckinridge County,IV,40,35000,0,0
2022 - 2023,065 Breckinridge County,V,0,31000,0,0
2022 - 2023,065 Breckinridge County,V,1,31000,0,0
2022 - 2023,065 Breckinridge County,V,2,31000,0,0
2022 - 2023,065 Breckinridge County,V,3,31000,0,0
2022 - 2023,065 Breckinridge County,V,4,31000,0,0
2022 - 2023,065 Breckinridge County,V,5,31000,0,0
2022 - 2023,065 Breckinridge County,V,6,31000,0,0
2022 - 2023,065 Breckinridge County,V,7,31000,0,0
2022 - 2023,065 Breckinridge County,V,8,31000,0,0
2022 - 2023,065 Breckinridge County,V,9,31000,0,0
2022 - 2023,065 Breckinridge County,V,10,31000,0,0
2022 - 2023,065 Breckinridge County,V,11,31000,0,0
2022 - 2023,065 Breckinridge County,V,12,31000,0,0
2022 - 2023,065 Breckinridge County,V,13,31000,0,0
2022 - 2023,065 Breckinridge County,V,14,31000,0,0
2022 - 2023,065 Breckinridge County,V,15,31000,0,0
2022 - 2023,065 Breckinridge County,V,16,31000,0,0
2022 - 2023,065 Breckinridge County,V,17,31000,0,0
2022 - 2023,065 Breckinridge County,V,18,31000,0,0
2022 - 2023,065 Breckinridge County,V,19,31000,0,0
2022 - 2023,065 Breckinridge County,V,20,31000,0,0
2022 - 2023,065 Breckinridge County,V,21,31000,0,0
2022 - 2023,065 Breckinridge County,V,22,31000,0,0
2022 - 2023,065 Breckinridge County,V,23,31000,0,0
2022 - 2023,065 Breckinridge County,V,24,31000,0,0
2022 - 2023,065 Breckinridge County,V,25,31000,0,0
2022 - 2023,065 Breckinridge County,V,26,31000,0,0
2022 - 2023,065 Breckinridge County,V,27,31000,0,0
2022 - 2023,065 Breckinridge County,V,28,31000,0,0
2022 - 2023,065 Breckinridge County,V,29,31000,0,0
2022 - 2023,065 Breckinridge County,V,30,31000,0,0
2022 - 2023,065 Breckinridge County,V,31,31000,0,0
2022 - 2023,065 Breckinridge County,V,32,31000,0,0
2022 - 2023,065 Breckinridge County,V,33,31000,0,0
2022 - 2023,065 Breckinridge County,V,34,31000,0,0
2022 - 2023,065 Breckinridge County,V,35,31000,0,0
2022 - 2023,065 Breckinridge County,V,36,31000,0,0
2022 - 2023,065 Breckinridge County,V,37,31000,0,0
2022 - 2023,065 Breckinridge County,V,38,31000,0,0
2022 - 2023,065 Breckinridge County,V,39,31000,0,0
2022 - 2023,065 Breckinridge County,V,40,31000,0,0
2022 - 2023,071 Bullitt County,I,0,51909,0,0
2022 - 2023,071 Bullitt County,I,1,52712,0,0
2022 - 2023,071 Bullitt County,I,2,53724,0,0
2022 - 2023,071 Bullitt County,I,3,54745,0,0
2022 - 2023,071 Bullitt County,I,4,56822,0,0
2022 - 2023,071 Bullitt County,I,5,57204,0,0
2022 - 2023,071 Bullitt County,I,6,58244,0,0
2022 - 2023,071 Bullitt County,I,7,59291,0,0
2022 - 2023,071 Bullitt County,I,8,60329,0,0
2022 - 2023,071 Bullitt County,I,9,61372,0,0
2022 - 2023,071 Bullitt County,I,10,63344,0,0
2022 - 2023,071 Bullitt County,I,11,63904,0,0
2022 - 2023,071 Bullitt County,I,12,64940,0,0
2022 - 2023,071 Bullitt County,I,13,65985,0,0
2022 - 2023,071 Bullitt County,I,14,67028,0,0
2022 - 2023,071 Bullitt County,I,15,68515,0,0
2022 - 2023,071 Bullitt County,I,16,69557,0,0
2022 - 2023,071 Bullitt County,I,17,70601,0,0
2022 - 2023,071 Bullitt County,I,18,71644,0,0
2022 - 2023,071 Bullitt County,I,19,72684,0,0
2022 - 2023,071 Bullitt County,I,20,74170,0,0
2022 - 2023,071 Bullitt County,I,21,75214,0,0
2022 - 2023,071 Bullitt County,I,22,76716,0,0
2022 - 2023,071 Bullitt County,I,23,77487,0,0
2022 - 2023,071 Bullitt County,I,24,78262,0,0
2022 - 2023,071 Bullitt County,I,25,78262,0,0
2022 - 2023,071 Bullitt County,I,26,78262,0,0
2022 - 2023,071 Bullitt County,I,27,78262,0,0
2022 - 2023,071 Bullitt County,I,28,78262,0,0
2022 - 2023,071 Bullitt County,I,29,78262,0,0
2022 - 2023,071 Bullitt County,I,30,78262,0,0
2022 - 2023,071 Bullitt County,I,31,78262,0,0
2022 - 2023,071 Bullitt County,I,32,78262,0,0
2022 - 2023,071 Bullitt County,I,33,78262,0,0
2022 - 2023,071 Bullitt County,I,34,78262,0,0
2022 - 2023,071 Bullitt County,I,35,78262,0,0
2022 - 2023,071 Bullitt County,I,36,78262,0,0
2022 - 2023,071 Bullitt County,I,37,78262,0,0
2022 - 2023,071 Bullitt County,I,38,78262,0,0
2022 - 2023,071 Bullitt County,I,39,78262,0,0
2022 - 2023,071 Bullitt County,I,40,78262,0,0
2022 - 2023,071 Bullitt County,II,0,47031,47607,0
2022 - 2023,071 Bullitt County,II,1,47816,48492,0
2022 - 2023,071 Bullitt County,II,2,48811,49485,0
2022 - 2023,071 Bullitt County,II,3,49800,50476,0
2022 - 2023,071 Bullitt County,II,4,51909,52497,0
2022 - 2023,071 Bullitt County,II,5,52216,52896,0
2022 - 2023,071 Bullitt County,II,6,53209,53891,0
2022 - 2023,071 Bullitt County,II,7,54204,54879,0
2022 - 2023,071 Bullitt County,II,8,55194,55872,0
2022 - 2023,071 Bullitt County,II,9,56193,56871,0
2022 - 2023,071 Bullitt County,II,10,58268,58866,0
2022 - 2023,071 Bullitt County,II,11,58638,59336,0
2022 - 2023,071 Bullitt County,II,12,59658,60356,0
2022 - 2023,071 Bullitt County,II,13,60682,61376,0
2022 - 2023,071 Bullitt County,II,14,61700,62393,0
2022 - 2023,071 Bullitt County,II,15,63161,63855,0
2022 - 2023,071 Bullitt County,II,16,64186,64878,0
2022 - 2023,071 Bullitt County,II,17,65206,65894,0
2022 - 2023,071 Bullitt County,II,18,66219,66917,0
2022 - 2023,071 Bullitt County,II,19,67240,67938,0
2022 - 2023,071 Bullitt County,II,20,68264,68957,0
2022 - 2023,071 Bullitt County,II,21,69631,70336,0
2022 - 2023,071 Bullitt County,II,22,70331,71043,0
2022 - 2023,071 Bullitt County,II,23,71034,71754,0
2022 - 2023,071 Bullitt County,II,24,71744,72471,0
2022 - 2023,071 Bullitt County,II,25,71744,72471,0
2022 - 2023,071 Bullitt County,II,26,71744,72471,0
2022 - 2023,071 Bullitt County,II,27,71744,72471,0
2022 - 2023,071 Bullitt County,II,28,71744,72471,0
2022 - 2023,071 Bullitt County,II,29,71744,72471,0
2022 - 2023,071 Bullitt County,II,30,71744,72471,0
2022 - 2023,071 Bullitt County,II,31,71744,72471,0
2022 - 2023,071 Bullitt County,II,32,71744,72471,0
2022 - 2023,071 Bullitt County,II,33,71744,72471,0
2022 - 2023,071 Bullitt County,II,34,71744,72471,0
2022 - 2023,071 Bullitt County,II,35,71744,72471,0
2022 - 2023,071 Bullitt County,II,36,71744,72471,0
2022 - 2023,071 Bullitt County,II,37,71744,72471,0
2022 - 2023,071 Bullitt County,II,38,71744,72471,0
2022 - 2023,071 Bullitt County,II,39,71744,72471,0
2022 - 2023,071 Bullitt County,II,40,71744,72471,0
2022 - 2023,071 Bullitt County,III,0,42066,42648,0
2022 - 2023,071 Bullitt County,III,1,42896,43573,0
2022 - 2023,071 Bullitt County,III,2,43876,44553,0
2022 - 2023,071 Bullitt County,III,3,44861,45536,0
2022 - 2023,071 Bullitt County,III,4,47031,47607,0
2022 - 2023,071 Bullitt County,III,5,47253,47928,0
2022 - 2023,071 Bullitt County,III,6,48235,48909,0
2022 - 2023,071 Bullitt County,III,7,49216,49889,0
2022 - 2023,071 Bullitt County,III,8,50195,50873,0
2022 - 2023,071 Bullitt County,III,9,51181,51857,0
2022 - 2023,071 Bullitt County,III,10,53303,53883,0
2022 - 2023,071 Bullitt County,III,11,53573,54248,0
2022 - 2023,071 Bullitt County,III,12,54559,55234,0
2022 - 2023,071 Bullitt County,III,13,55539,56211,0
2022 - 2023,071 Bullitt County,III,14,56517,57196,0
2022 - 2023,071 Bullitt County,III,15,57945,58639,0
2022 - 2023,071 Bullitt County,III,16,58956,59651,0
2022 - 2023,071 Bullitt County,III,17,59964,60661,0
2022 - 2023,071 Bullitt County,III,18,60973,61669,0
2022 - 2023,071 Bullitt County,III,19,61979,62674,0
2022 - 2023,071 Bullitt County,III,20,62987,63679,0
2022 - 2023,071 Bullitt County,III,21,64246,64952,0
2022 - 2023,071 Bullitt County,III,22,64892,65605,0
2022 - 2023,071 Bullitt County,III,23,65542,66261,0
2022 - 2023,071 Bullitt County,III,24,66197,66923,0
2022 - 2023,071 Bullitt County,III,25,66197,66923,0
2022 - 2023,071 Bullitt County,III,26,66197,66923,0
2022 - 2023,071 Bullitt County,III,27,66197,66923,0
2022 - 2023,071 Bullitt County,III,28,66197,66923,0
2022 - 2023,071 Bullitt County,III,29,66197,66923,0
2022 - 2023,071 Bullitt County,III,30,66197,66923,0
2022 - 2023,071 Bullitt County,III,31,66197,66923,0
2022 - 2023,071 Bullitt County,III,32,66197,66923,0
2022 - 2023,071 Bullitt County,III,33,66197,66923,0
2022 - 2023,071 Bullitt County,III,34,66197,66923,0
2022 - 2023,071 Bullitt County,III,35,66197,66923,0
2022 - 2023,071 Bullitt County,III,36,66197,66923,0
2022 - 2023,071 Bullitt County,III,37,66197,66923,0
2022 - 2023,071 Bullitt County,III,38,66197,66923,0
2022 - 2023,071 Bullitt County,III,39,66197,66923,0
2022 - 2023,071 Bullitt County,III,40,66197,66923,0
2022 - 2023,071 Bullitt County,IV,0,36851,0,0
2022 - 2023,071 Bullitt County,IV,1,36851,0,0
2022 - 2023,071 Bullitt County,IV,2,36851,0,0
2022 - 2023,071 Bullitt County,IV,3,36851,0,0
2022 - 2023,071 Bullitt County,IV,4,36851,0,0
2022 - 2023,071 Bullitt County,IV,5,36851,0,0
2022 - 2023,071 Bullitt County,IV,6,36851,0,0
2022 - 2023,071 Bullitt County,IV,7,36851,0,0
2022 - 2023,071 Bullitt County,IV,8,36851,0,0
2022 - 2023,071 Bullitt County,IV,9,36851,0,0
2022 - 2023,071 Bullitt County,IV,10,36851,0,0
2022 - 2023,071 Bullitt County,IV,11,36851,0,0
2022 - 2023,071 Bullitt County,IV,12,36851,0,0
2022 - 2023,071 Bullitt County,IV,13,36851,0,0
2022 - 2023,071 Bullitt County,IV,14,36851,0,0
2022 - 2023,071 Bullitt County,IV,15,36851,0,0
2022 - 2023,071 Bullitt County,IV,16,36851,0,0
2022 - 2023,071 Bullitt County,IV,17,36851,0,0
2022 - 2023,071 Bullitt County,IV,18,36851,0,0
2022 - 2023,071 Bullitt County,IV,19,36851,0,0
2022 - 2023,071 Bullitt County,IV,20,36851,0,0
2022 - 2023,071 Bullitt County,IV,21,36851,0,0
2022 - 2023,071 Bullitt County,IV,22,36851,0,0
2022 - 2023,071 Bullitt County,IV,23,36851,0,0
2022 - 2023,071 Bullitt County,IV,24,36851,0,0
2022 - 2023,071 Bullitt County,IV,25,36851,0,0
2022 - 2023,071 Bullitt County,IV,26,36851,0,0
2022 - 2023,071 Bullitt County,IV,27,36851,0,0
2022 - 2023,071 Bullitt County,IV,28,36851,0,0
2022 - 2023,071 Bullitt County,IV,29,36851,0,0
2022 - 2023,071 Bullitt County,IV,30,36851,0,0
2022 - 2023,071 Bullitt County,IV,31,36851,0,0
2022 - 2023,071 Bullitt County,IV,32,36851,0,0
2022 - 2023,071 Bullitt County,IV,33,36851,0,0
2022 - 2023,071 Bullitt County,IV,34,36851,0,0
2022 - 2023,071 Bullitt County,IV,35,36851,0,0
2022 - 2023,071 Bullitt County,IV,36,36851,0,0
2022 - 2023,071 Bullitt County,IV,37,36851,0,0
2022 - 2023,071 Bullitt County,IV,38,36851,0,0
2022 - 2023,071 Bullitt County,IV,39,36851,0,0
2022 - 2023,071 Bullitt County,IV,40,36851,0,0
2022 - 2023,071 Bullitt County,V,0,34366,0,0
2022 - 2023,071 Bullitt County,V,1,34366,0,0
2022 - 2023,071 Bullitt County,V,2,34366,0,0
2022 - 2023,071 Bullitt County,V,3,34366,0,0
2022 - 2023,071 Bullitt County,V,4,34366,0,0
2022 - 2023,071 Bullitt County,V,5,34366,0,0
2022 - 2023,071 Bullitt County,V,6,34366,0,0
2022 - 2023,071 Bullitt County,V,7,34366,0,0
2022 - 2023,071 Bullitt County,V,8,34366,0,0
2022 - 2023,071 Bullitt County,V,9,34366,0,0
2022 - 2023,071 Bullitt County,V,10,34366,0,0
2022 - 2023,071 Bullitt County,V,11,34366,0,0
2022 - 2023,071 Bullitt County,V,12,34366,0,0
2022 - 2023,071 Bullitt County,V,13,34366,0,0
2022 - 2023,071 Bullitt County,V,14,34366,0,0
2022 - 2023,071 Bullitt County,V,15,34366,0,0
2022 - 2023,071 Bullitt County,V,16,34366,0,0
2022 - 2023,071 Bullitt County,V,17,34366,0,0
2022 - 2023,071 Bullitt County,V,18,34366,0,0
2022 - 2023,071 Bullitt County,V,19,34366,0,0
2022 - 2023,071 Bullitt County,V,20,34366,0,0
2022 - 2023,071 Bullitt County,V,21,34366,0,0
2022 - 2023,071 Bullitt County,V,22,34366,0,0
2022 - 2023,071 Bullitt County,V,23,34366,0,0
2022 - 2023,071 Bullitt County,V,24,34366,0,0
2022 - 2023,071 Bullitt County,V,25,34366,0,0
2022 - 2023,071 Bullitt County,V,26,34366,0,0
2022 - 2023,071 Bullitt County,V,27,34366,0,0
2022 - 2023,071 Bullitt County,V,28,34366,0,0
2022 - 2023,071 Bullitt County,V,29,34366,0,0
2022 - 2023,071 Bullitt County,V,30,34366,0,0
2022 - 2023,071 Bullitt County,V,31,34366,0,0
2022 - 2023,071 Bullitt County,V,32,34366,0,0
2022 - 2023,071 Bullitt County,V,33,34366,0,0
2022 - 2023,071 Bullitt County,V,34,34366,0,0
2022 - 2023,071 Bullitt County,V,35,34366,0,0
2022 - 2023,071 Bullitt County,V,36,34366,0,0
2022 - 2023,071 Bullitt County,V,37,34366,0,0
2022 - 2023,071 Bullitt County,V,38,34366,0,0
2022 - 2023,071 Bullitt County,V,39,34366,0,0
2022 - 2023,071 Bullitt County,V,40,34366,0,0
2022 - 2023,072 Burgin Independent,I,0,47496,0,0
2022 - 2023,072 Burgin Independent,I,1,47496,0,0
2022 - 2023,072 Burgin Independent,I,2,47496,0,0
2022 - 2023,072 Burgin Independent,I,3,47496,0,0
2022 - 2023,072 Burgin Independent,I,4,52113,0,0
2022 - 2023,072 Burgin Independent,I,5,52113,0,0
2022 - 2023,072 Burgin Independent,I,6,52113,0,0
2022 - 2023,072 Burgin Independent,I,7,52113,0,0
2022 - 2023,072 Burgin Independent,I,8,52113,0,0
2022 - 2023,072 Burgin Independent,I,9,52113,0,0
2022 - 2023,072 Burgin Independent,I,10,58234,0,0
2022 - 2023,072 Burgin Independent,I,11,58234,0,0
2022 - 2023,072 Burgin Independent,I,12,58234,0,0
2022 - 2023,072 Burgin Independent,I,13,58234,0,0
2022 - 2023,072 Burgin Independent,I,14,58234,0,0
2022 - 2023,072 Burgin Independent,I,15,60282,0,0
2022 - 2023,072 Burgin Independent,I,16,60282,0,0
2022 - 2023,072 Burgin Independent,I,17,60282,0,0
2022 - 2023,072 Burgin Independent,I,18,60282,0,0
2022 - 2023,072 Burgin Independent,I,19,60282,0,0
2022 - 2023,072 Burgin Independent,I,20,61783,0,0
2022 - 2023,072 Burgin Independent,I,21,61919,0,0
2022 - 2023,072 Burgin Independent,I,22,62025,0,0
2022 - 2023,072 Burgin Independent,I,23,62284,0,0
2022 - 2023,072 Burgin Independent,I,24,62548,0,0
2022 - 2023,072 Burgin Independent,I,25,62812,0,0
2022 - 2023,072 Burgin Independent,I,26,63074,0,0
2022 - 2023,072 Burgin Independent,I,27,63337,0,0
2022 - 2023,072 Burgin Independent,I,28,63337,0,0
2022 - 2023,072 Burgin Independent,I,29,63337,0,0
2022 - 2023,072 Burgin Independent,I,30,63337,0,0
2022 - 2023,072 Burgin Independent,I,31,63337,0,0
2022 - 2023,072 Burgin Independent,I,32,63337,0,0
2022 - 2023,072 Burgin Independent,I,33,63337,0,0
2022 - 2023,072 Burgin Independent,I,34,63337,0,0
2022 - 2023,072 Burgin Independent,I,35,63337,0,0
2022 - 2023,072 Burgin Independent,I,36,63337,0,0
2022 - 2023,072 Burgin Independent,I,37,63337,0,0
2022 - 2023,072 Burgin Independent,I,38,63337,0,0
2022 - 2023,072 Burgin Independent,I,39,63337,0,0
2022 - 2023,072 Burgin Independent,I,40,63337,0,0
2022 - 2023,072 Burgin Independent,II,0,42979,0,0
2022 - 2023,072 Burgin Independent,II,1,42979,0,0
2022 - 2023,072 Burgin Independent,II,2,42979,0,0
2022 - 2023,072 Burgin Independent,II,3,42979,0,0
2022 - 2023,072 Burgin Independent,II,4,47661,0,0
2022 - 2023,072 Burgin Independent,II,5,47661,0,0
2022 - 2023,072 Burgin Independent,II,6,47661,0,0
2022 - 2023,072 Burgin Independent,II,7,47661,0,0
