Fiscal Year,District,Rank,Years,I,II,III
2022 - 2023,197 Glasgow Independent,III,4,43134,0,0
2022 - 2023,197 Glasgow Independent,III,5,43303,0,0
2022 - 2023,197 Glasgow Independent,III,6,43484,0,0
2022 - 2023,197 Glasgow Independent,III,7,43656,0,0
2022 - 2023,197 Glasgow Independent,III,8,43838,0,0
2022 - 2023,197 Glasgow Independent,III,9,44019,0,0
2022 - 2023,197 Glasgow Independent,III,10,50071,0,0
2022 - 2023,197 Glasgow Independent,III,11,50248,0,0
2022 - 2023,197 Glasgow Independent,III,12,50429,0,0
2022 - 2023,197 Glasgow Independent,III,13,50604,0,0
2022 - 2023,197 Glasgow Independent,III,14,50784,0,0
2022 - 2023,197 Glasgow Independent,III,15,52841,0,0
2022 - 2023,197 Glasgow Independent,III,16,53025,0,0
2022 - 2023,197 Glasgow Independent,III,17,53200,0,0
2022 - 2023,197 Glasgow Independent,III,18,53376,0,0
2022 - 2023,197 Glasgow Independent,III,19,53558,0,0
2022 - 2023,197 Glasgow Independent,III,20,54743,0,0
2022 - 2023,197 Glasgow Independent,III,21,54808,0,0
2022 - 2023,197 Glasgow Independent,III,22,54917,0,0
2022 - 2023,197 Glasgow Independent,III,23,55026,0,0
2022 - 2023,197 Glasgow Independent,III,24,55137,0,0
2022 - 2023,197 Glasgow Independent,III,25,55246,0,0
2022 - 2023,197 Glasgow Independent,III,26,55414,0,0
2022 - 2023,197 Glasgow Independent,III,27,55414,0,0
2022 - 2023,197 Glasgow Independent,III,28,55414,0,0
2022 - 2023,197 Glasgow Independent,III,29,55414,0,0
2022 - 2023,197 Glasgow Independent,III,30,55414,0,0
2022 - 2023,197 Glasgow Independent,III,31,55414,0,0
2022 - 2023,197 Glasgow Independent,III,32,55414,0,0
2022 - 2023,197 Glasgow Independent,III,33,55414,0,0
2022 - 2023,197 Glasgow Independent,III,34,55414,0,0
2022 - 2023,197 Glasgow Independent,III,35,55414,0,0
2022 - 2023,197 Glasgow Independent,III,36,55414,0,0
2022 - 2023,197 Glasgow Independent,III,37,55414,0,0
2022 - 2023,197 Glasgow Independent,III,38,55414,0,0
2022 - 2023,197 Glasgow Independent,III,39,55414,0,0
2022 - 2023,197 Glasgow Independent,III,40,55414,0,0
2022 - 2023,197 Glasgow Independent,IV,0,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,1,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,2,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,3,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,4,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,5,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,6,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,7,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,8,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,9,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,10,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,11,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,12,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,13,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,14,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,15,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,16,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,17,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,18,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,19,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,20,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,21,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,22,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,23,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,24,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,25,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,26,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,27,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,28,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,29,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,30,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,31,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,32,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,33,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,34,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,35,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,36,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,37,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,38,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,39,37000,0,0
2022 - 2023,197 Glasgow Independent,IV,40,37000,0,0
2022 - 2023,197 Glasgow Independent,V,0,33000,0,0
2022 - 2023,197 Glasgow Independent,V,1,33000,0,0
2022 - 2023,197 Glasgow Independent,V,2,33000,0,0
2022 - 2023,197 Glasgow Independent,V,3,33000,0,0
2022 - 2023,197 Glasgow Independent,V,4,33000,0,0
2022 - 2023,197 Glasgow Independent,V,5,33000,0,0
2022 - 2023,197 Glasgow Independent,V,6,33000,0,0
2022 - 2023,197 Glasgow Independent,V,7,33000,0,0
2022 - 2023,197 Glasgow Independent,V,8,33000,0,0
2022 - 2023,197 Glasgow Independent,V,9,33000,0,0
2022 - 2023,197 Glasgow Independent,V,10,33000,0,0
2022 - 2023,197 Glasgow Independent,V,11,33000,0,0
2022 - 2023,197 Glasgow Independent,V,12,33000,0,0
2022 - 2023,197 Glasgow Independent,V,13,33000,0,0
2022 - 2023,197 Glasgow Independent,V,14,33000,0,0
2022 - 2023,197 Glasgow Independent,V,15,33000,0,0
2022 - 2023,197 Glasgow Independent,V,16,33000,0,0
2022 - 2023,197 Glasgow Independent,V,17,33000,0,0
2022 - 2023,197 Glasgow Independent,V,18,33000,0,0
2022 - 2023,197 Glasgow Independent,V,19,33000,0,0
2022 - 2023,197 Glasgow Independent,V,20,33000,0,0
2022 - 2023,197 Glasgow Independent,V,21,33000,0,0
2022 - 2023,197 Glasgow Independent,V,22,33000,0,0
2022 - 2023,197 Glasgow Independent,V,23,33000,0,0
2022 - 2023,197 Glasgow Independent,V,24,33000,0,0
2022 - 2023,197 Glasgow Independent,V,25,33000,0,0
2022 - 2023,197 Glasgow Independent,V,26,33000,0,0
2022 - 2023,197 Glasgow Independent,V,27,33000,0,0
2022 - 2023,197 Glasgow Independent,V,28,33000,0,0
2022 - 2023,197 Glasgow Independent,V,29,33000,0,0
2022 - 2023,197 Glasgow Independent,V,30,33000,0,0
2022 - 2023,197 Glasgow Independent,V,31,33000,0,0
2022 - 2023,197 Glasgow Independent,V,32,33000,0,0
2022 - 2023,197 Glasgow Independent,V,33,33000,0,0
2022 - 2023,197 Glasgow Independent,V,34,33000,0,0
2022 - 2023,197 Glasgow Independent,V,35,33000,0,0
2022 - 2023,197 Glasgow Independent,V,36,33000,0,0
2022 - 2023,197 Glasgow Independent,V,37,33000,0,0
2022 - 2023,197 Glasgow Independent,V,38,33000,0,0
2022 - 2023,197 Glasgow Independent,V,39,33000,0,0
2022 - 2023,197 Glasgow Independent,V,40,33000,0,0
2022 - 2023,201 Grant County,I,0,45631.07,0,0
2022 - 2023,201 Grant County,I,1,46120.2,0,0
2022 - 2023,201 Grant County,I,2,46606.16,0,0
2022 - 2023,201 Grant County,I,3,47091.96,0,0
2022 - 2023,201 Grant County,I,4,49900.1,0,0
2022 - 2023,201 Grant County,I,5,50387.11,0,0
2022 - 2023,201 Grant County,I,6,50875.19,0,0
2022 - 2023,201 Grant County,I,7,51362.2,0,0
2022 - 2023,201 Grant County,I,8,51850.26,0,0
2022 - 2023,201 Grant County,I,9,52337.28,0,0
2022 - 2023,201 Grant County,I,10,55120.2,0,0
2022 - 2023,201 Grant County,I,11,55620.28,0,0
2022 - 2023,201 Grant County,I,12,56121.53,0,0
2022 - 2023,201 Grant County,I,13,56622.7,0,0
2022 - 2023,201 Grant County,I,14,57122.77,0,0
2022 - 2023,201 Grant County,I,15,58127.41,0,0
2022 - 2023,201 Grant County,I,16,58625.4,0,0
2022 - 2023,201 Grant County,I,17,59127.71,0,0
2022 - 2023,201 Grant County,I,18,59627.79,0,0
2022 - 2023,201 Grant County,I,19,60125.76,0,0
2022 - 2023,201 Grant County,I,20,61274.85,0,0
2022 - 2023,201 Grant County,I,21,61774.91,0,0
2022 - 2023,201 Grant County,I,22,62277.24,0,0
2022 - 2023,201 Grant County,I,23,62776.27,0,0
2022 - 2023,201 Grant County,I,24,63277.4,0,0
2022 - 2023,201 Grant County,I,25,63777.61,0,0
2022 - 2023,201 Grant County,I,26,64278.75,0,0
2022 - 2023,201 Grant County,I,27,64875.2,0,0
2022 - 2023,201 Grant County,I,28,65374.24,0,0
2022 - 2023,201 Grant County,I,29,65874.32,0,0
2022 - 2023,201 Grant County,I,30,66376.64,0,0
2022 - 2023,201 Grant County,I,31,67040.36,0,0
2022 - 2023,201 Grant County,I,32,69071.78,0,0
2022 - 2023,201 Grant County,I,33,69762.49,0,0
2022 - 2023,201 Grant County,I,34,69762.49,0,0
2022 - 2023,201 Grant County,I,35,69762.49,0,0
2022 - 2023,201 Grant County,I,36,69762.49,0,0
2022 - 2023,201 Grant County,I,37,69762.49,0,0
2022 - 2023,201 Grant County,I,38,69762.49,0,0
2022 - 2023,201 Grant County,I,39,69762.49,0,0
2022 - 2023,201 Grant County,I,40,69762.49,0,0
2022 - 2023,201 Grant County,II,0,41393.71,0,0
2022 - 2023,201 Grant County,II,1,41880.73,0,0
2022 - 2023,201 Grant County,II,2,42368.8,0,0
2022 - 2023,201 Grant County,II,3,42858.04,0,0
2022 - 2023,201 Grant County,II,4,45628.83,0,0
2022 - 2023,201 Grant County,II,5,46115.85,0,0
2022 - 2023,201 Grant County,II,6,46605.1,0,0
2022 - 2023,201 Grant County,II,7,47088.79,0,0
2022 - 2023,201 Grant County,II,8,47580.16,0,0
2022 - 2023,201 Grant County,II,9,48065.99,0,0
2022 - 2023,201 Grant County,II,10,50747.12,0,0
2022 - 2023,201 Grant County,II,11,51234.13,0,0
2022 - 2023,201 Grant County,II,12,51720.09,0,0
2022 - 2023,201 Grant County,II,13,52209.22,0,0
2022 - 2023,201 Grant County,II,14,52702.71,0,0
2022 - 2023,201 Grant County,II,15,53591.31,0,0
2022 - 2023,201 Grant County,II,16,54090.35,0,0
2022 - 2023,201 Grant County,II,17,54591.59,0,0
2022 - 2023,201 Grant County,II,18,55091.69,0,0
2022 - 2023,201 Grant County,II,19,55592.94,0,0
2022 - 2023,201 Grant County,II,20,56713.52,0,0
2022 - 2023,201 Grant County,II,21,57216.9,0,0
2022 - 2023,201 Grant County,II,22,57717.11,0,0
2022 - 2023,201 Grant County,II,23,58218.25,0,0
2022 - 2023,201 Grant County,II,24,58718.33,0,0
2022 - 2023,201 Grant County,II,25,59218.54,0,0
2022 - 2023,201 Grant County,II,26,59719.68,0,0
2022 - 2023,201 Grant County,II,27,60306.34,0,0
2022 - 2023,201 Grant County,II,28,60809.74,0,0
2022 - 2023,201 Grant County,II,29,61309.82,0,0
2022 - 2023,201 Grant County,II,30,61815.44,0,0
2022 - 2023,201 Grant County,II,31,62433.57,0,0
2022 - 2023,201 Grant County,II,32,63688.51,0,0
2022 - 2023,201 Grant County,II,33,64968.66,0,0
2022 - 2023,201 Grant County,II,34,64968.66,0,0
2022 - 2023,201 Grant County,II,35,64968.66,0,0
2022 - 2023,201 Grant County,II,36,64968.66,0,0
2022 - 2023,201 Grant County,II,37,64968.66,0,0
2022 - 2023,201 Grant County,II,38,64968.66,0,0
2022 - 2023,201 Grant County,II,39,64968.66,0,0
2022 - 2023,201 Grant County,II,40,64968.66,0,0
2022 - 2023,201 Grant County,III,0,37074.39,0,0
2022 - 2023,201 Grant County,III,1,37562.44,0,0
2022 - 2023,201 Grant County,III,2,38051.57,0,0
2022 - 2023,201 Grant County,III,3,38535.28,0,0
2022 - 2023,201 Grant County,III,4,41389.37,0,0
2022 - 2023,201 Grant County,III,5,41876.37,0,0
2022 - 2023,201 Grant County,III,6,42363.37,0,0
2022 - 2023,201 Grant County,III,7,42853.57,0,0
2022 - 2023,201 Grant County,III,8,43339.51,0,0
2022 - 2023,201 Grant County,III,9,43828.65,0,0
2022 - 2023,201 Grant County,III,10,46455.11,0,0
2022 - 2023,201 Grant County,III,11,46944.25,0,0
2022 - 2023,201 Grant County,III,12,47431.25,0,0
2022 - 2023,201 Grant County,III,13,47919.33,0,0
2022 - 2023,201 Grant County,III,14,48403.04,0,0
2022 - 2023,201 Grant County,III,15,49342.07,0,0
2022 - 2023,201 Grant County,III,16,49828.96,0,0
2022 - 2023,201 Grant County,III,17,50315.97,0,0
2022 - 2023,201 Grant County,III,18,50802.98,0,0
2022 - 2023,201 Grant County,III,19,51293.29,0,0
2022 - 2023,201 Grant County,III,20,52371.21,0,0
2022 - 2023,201 Grant County,III,21,52869.05,0,0
2022 - 2023,201 Grant County,III,22,53369.26,0,0
2022 - 2023,201 Grant County,III,23,53872.63,0,0
2022 - 2023,201 Grant County,III,24,54369.44,0,0
2022 - 2023,201 Grant County,III,25,54871.75,0,0
2022 - 2023,201 Grant County,III,26,55449.58,0,0
2022 - 2023,201 Grant County,III,27,55873.09,0,0
2022 - 2023,201 Grant County,III,28,56374.37,0,0
2022 - 2023,201 Grant County,III,29,56874.44,0,0
2022 - 2023,201 Grant County,III,30,57947.21,0,0
2022 - 2023,201 Grant County,III,31,58526.68,0,0
2022 - 2023,201 Grant County,III,32,58526.68,0,0
2022 - 2023,201 Grant County,III,33,59111.95,0,0
2022 - 2023,201 Grant County,III,34,59111.95,0,0
2022 - 2023,201 Grant County,III,35,59111.95,0,0
2022 - 2023,201 Grant County,III,36,59111.95,0,0
2022 - 2023,201 Grant County,III,37,59111.95,0,0
2022 - 2023,201 Grant County,III,38,59111.95,0,0
2022 - 2023,201 Grant County,III,39,59111.95,0,0
2022 - 2023,201 Grant County,III,40,59111.95,0,0
2022 - 2023,201 Grant County,IV,0,35547.92,0,0
2022 - 2023,201 Grant County,IV,1,0,0,0
2022 - 2023,201 Grant County,IV,2,0,0,0
2022 - 2023,201 Grant County,IV,3,0,0,0
2022 - 2023,201 Grant County,IV,4,0,0,0
2022 - 2023,201 Grant County,IV,5,0,0,0
2022 - 2023,201 Grant County,IV,6,0,0,0
2022 - 2023,201 Grant County,IV,7,0,0,0
2022 - 2023,201 Grant County,IV,8,0,0,0
2022 - 2023,201 Grant County,IV,9,0,0,0
2022 - 2023,201 Grant County,IV,10,0,0,0
2022 - 2023,201 Grant County,IV,11,0,0,0
2022 - 2023,201 Grant County,IV,12,0,0,0
2022 - 2023,201 Grant County,IV,13,0,0,0
2022 - 2023,201 Grant County,IV,14,0,0,0
2022 - 2023,201 Grant County,IV,15,0,0,0
2022 - 2023,201 Grant County,IV,16,0,0,0
2022 - 2023,201 Grant County,IV,17,0,0,0
2022 - 2023,201 Grant County,IV,18,0,0,0
2022 - 2023,201 Grant County,IV,19,0,0,0
2022 - 2023,201 Grant County,IV,20,0,0,0
2022 - 2023,201 Grant County,IV,21,0,0,0
2022 - 2023,201 Grant County,IV,22,0,0,0
2022 - 2023,201 Grant County,IV,23,0,0,0
2022 - 2023,201 Grant County,IV,24,0,0,0
2022 - 2023,201 Grant County,IV,25,0,0,0
2022 - 2023,201 Grant County,IV,26,0,0,0
2022 - 2023,201 Grant County,IV,27,0,0,0
2022 - 2023,201 Grant County,IV,28,0,0,0
2022 - 2023,201 Grant County,IV,29,0,0,0
2022 - 2023,201 Grant County,IV,30,0,0,0
2022 - 2023,201 Grant County,IV,31,0,0,0
2022 - 2023,201 Grant County,IV,32,0,0,0
2022 - 2023,201 Grant County,IV,33,0,0,0
2022 - 2023,201 Grant County,IV,34,0,0,0
2022 - 2023,201 Grant County,IV,35,0,0,0
2022 - 2023,201 Grant County,IV,36,0,0,0
2022 - 2023,201 Grant County,IV,37,0,0,0
2022 - 2023,201 Grant County,IV,38,0,0,0
2022 - 2023,201 Grant County,IV,39,0,0,0
2022 - 2023,201 Grant County,IV,40,0,0,0
2022 - 2023,201 Grant County,V,0,0,0,0
2022 - 2023,201 Grant County,V,1,0,0,0
2022 - 2023,201 Grant County,V,2,0,0,0
2022 - 2023,201 Grant County,V,3,0,0,0
2022 - 2023,201 Grant County,V,4,0,0,0
2022 - 2023,201 Grant County,V,5,0,0,0
2022 - 2023,201 Grant County,V,6,0,0,0
2022 - 2023,201 Grant County,V,7,0,0,0
2022 - 2023,201 Grant County,V,8,0,0,0
2022 - 2023,201 Grant County,V,9,0,0,0
2022 - 2023,201 Grant County,V,10,0,0,0
2022 - 2023,201 Grant County,V,11,0,0,0
2022 - 2023,201 Grant County,V,12,0,0,0
2022 - 2023,201 Grant County,V,13,0,0,0
2022 - 2023,201 Grant County,V,14,0,0,0
2022 - 2023,201 Grant County,V,15,0,0,0
2022 - 2023,201 Grant County,V,16,0,0,0
2022 - 2023,201 Grant County,V,17,0,0,0
2022 - 2023,201 Grant County,V,18,0,0,0
2022 - 2023,201 Grant County,V,19,0,0,0
2022 - 2023,201 Grant County,V,20,0,0,0
2022 - 2023,201 Grant County,V,21,0,0,0
2022 - 2023,201 Grant County,V,22,0,0,0
2022 - 2023,201 Grant County,V,23,0,0,0
2022 - 2023,201 Grant County,V,24,0,0,0
2022 - 2023,201 Grant County,V,25,0,0,0
2022 - 2023,201 Grant County,V,26,0,0,0
2022 - 2023,201 Grant County,V,27,0,0,0
2022 - 2023,201 Grant County,V,28,0,0,0
2022 - 2023,201 Grant County,V,29,0,0,0
2022 - 2023,201 Grant County,V,30,0,0,0
2022 - 2023,201 Grant County,V,31,0,0,0
2022 - 2023,201 Grant County,V,32,0,0,0
2022 - 2023,201 Grant County,V,33,0,0,0
2022 - 2023,201 Grant County,V,34,0,0,0
2022 - 2023,201 Grant County,V,35,0,0,0
2022 - 2023,201 Grant County,V,36,0,0,0
2022 - 2023,201 Grant County,V,37,0,0,0
2022 - 2023,201 Grant County,V,38,0,0,0
2022 - 2023,201 Grant County,V,39,0,0,0
2022 - 2023,201 Grant County,V,40,0,0,0
2022 - 2023,205 Graves County,I,0,48186,50686,0
2022 - 2023,205 Graves County,I,1,48448,50948,0
2022 - 2023,205 Graves County,I,2,48705,51205,0
2022 - 2023,205 Graves County,I,3,50598,53098,0
2022 - 2023,205 Graves County,I,4,52615,55115,0
2022 - 2023,205 Graves County,I,5,52877,55377,0
2022 - 2023,205 Graves County,I,6,53134,55634,0
2022 - 2023,205 Graves County,I,7,54483,56983,0
2022 - 2023,205 Graves County,I,8,55827,58327,0
2022 - 2023,205 Graves County,I,9,57172,59672,0
2022 - 2023,205 Graves County,I,10,58517,61017,0
2022 - 2023,205 Graves County,I,11,58779,61279,0
2022 - 2023,205 Graves County,I,12,59036,61536,0
2022 - 2023,205 Graves County,I,13,59336,61836,0
2022 - 2023,205 Graves County,I,14,59662,62162,0
2022 - 2023,205 Graves County,I,15,60270,62770,0
2022 - 2023,205 Graves County,I,16,60532,63032,0
2022 - 2023,205 Graves County,I,17,60789,63289,0
2022 - 2023,205 Graves County,I,18,61166,63666,0
2022 - 2023,205 Graves County,I,19,61545,64045,0
2022 - 2023,205 Graves County,I,20,61905,64405,0
2022 - 2023,205 Graves County,I,21,62167,64667,0
2022 - 2023,205 Graves County,I,22,62424,64924,0
2022 - 2023,205 Graves County,I,23,62670,65170,0
2022 - 2023,205 Graves County,I,24,62909,65409,0
2022 - 2023,205 Graves County,I,25,63145,65645,0
2022 - 2023,205 Graves County,I,26,63407,65907,0
2022 - 2023,205 Graves County,I,27,63664,66164,0
2022 - 2023,205 Graves County,I,28,63664,66164,0
2022 - 2023,205 Graves County,I,29,63664,66164,0
2022 - 2023,205 Graves County,I,30,63664,66164,0
2022 - 2023,205 Graves County,I,31,63664,66164,0
2022 - 2023,205 Graves County,I,32,63664,66164,0
2022 - 2023,205 Graves County,I,33,63664,66164,0
2022 - 2023,205 Graves County,I,34,63664,66164,0
2022 - 2023,205 Graves County,I,35,63664,66164,0
2022 - 2023,205 Graves County,I,36,63664,66164,0
2022 - 2023,205 Graves County,I,37,63664,66164,0
2022 - 2023,205 Graves County,I,38,63664,66164,0
2022 - 2023,205 Graves County,I,39,63664,66164,0
2022 - 2023,205 Graves County,I,40,63664,66164,0
2022 - 2023,205 Graves County,II,0,43903,0,0
2022 - 2023,205 Graves County,II,1,44165,0,0
2022 - 2023,205 Graves County,II,2,44422,0,0
2022 - 2023,205 Graves County,II,3,46305,0,0
2022 - 2023,205 Graves County,II,4,48186,0,0
2022 - 2023,205 Graves County,II,5,48448,0,0
2022 - 2023,205 Graves County,II,6,48705,0,0
2022 - 2023,205 Graves County,II,7,50001,0,0
2022 - 2023,205 Graves County,II,8,51296,0,0
2022 - 2023,205 Graves County,II,9,52590,0,0
2022 - 2023,205 Graves County,II,10,53910,0,0
2022 - 2023,205 Graves County,II,11,54172,0,0
2022 - 2023,205 Graves County,II,12,54429,0,0
2022 - 2023,205 Graves County,II,13,54782,0,0
2022 - 2023,205 Graves County,II,14,55210,0,0
2022 - 2023,205 Graves County,II,15,55660,0,0
2022 - 2023,205 Graves County,II,16,55922,0,0
2022 - 2023,205 Graves County,II,17,56180,0,0
2022 - 2023,205 Graves County,II,18,56525,0,0
2022 - 2023,205 Graves County,II,19,56873,0,0
2022 - 2023,205 Graves County,II,20,57216,0,0
2022 - 2023,205 Graves County,II,21,57478,0,0
2022 - 2023,205 Graves County,II,22,57735,0,0
2022 - 2023,205 Graves County,II,23,57989,0,0
2022 - 2023,205 Graves County,II,24,58238,0,0
2022 - 2023,205 Graves County,II,25,58535,0,0
2022 - 2023,205 Graves County,II,26,58798,0,0
2022 - 2023,205 Graves County,II,27,59055,0,0
2022 - 2023,205 Graves County,II,28,59055,0,0
2022 - 2023,205 Graves County,II,29,59055,0,0
2022 - 2023,205 Graves County,II,30,59055,0,0
2022 - 2023,205 Graves County,II,31,59055,0,0
2022 - 2023,205 Graves County,II,32,59055,0,0
2022 - 2023,205 Graves County,II,33,59055,0,0
2022 - 2023,205 Graves County,II,34,59055,0,0
2022 - 2023,205 Graves County,II,35,59055,0,0
2022 - 2023,205 Graves County,II,36,59055,0,0
2022 - 2023,205 Graves County,II,37,59055,0,0
2022 - 2023,205 Graves County,II,38,59055,0,0
2022 - 2023,205 Graves County,II,39,59055,0,0
2022 - 2023,205 Graves County,II,40,59055,0,0
2022 - 2023,205 Graves County,III,0,39674,0,0
2022 - 2023,205 Graves County,III,1,39936,0,0
2022 - 2023,205 Graves County,III,2,40193,0,0
2022 - 2023,205 Graves County,III,3,41983,0,0
2022 - 2023,205 Graves County,III,4,43903,0,0
2022 - 2023,205 Graves County,III,5,44165,0,0
2022 - 2023,205 Graves County,III,6,44422,0,0
2022 - 2023,205 Graves County,III,7,45668,0,0
2022 - 2023,205 Graves County,III,8,46913,0,0
2022 - 2023,205 Graves County,III,9,48158,0,0
2022 - 2023,205 Graves County,III,10,49405,0,0
2022 - 2023,205 Graves County,III,11,49667,0,0
2022 - 2023,205 Graves County,III,12,49924,0,0
2022 - 2023,205 Graves County,III,13,50300,0,0
2022 - 2023,205 Graves County,III,14,50648,0,0
2022 - 2023,205 Graves County,III,15,51125,0,0
2022 - 2023,205 Graves County,III,16,51387,0,0
2022 - 2023,205 Graves County,III,17,51644,0,0
2022 - 2023,205 Graves County,III,18,51993,0,0
2022 - 2023,205 Graves County,III,19,52341,0,0
2022 - 2023,205 Graves County,III,20,52621,0,0
2022 - 2023,205 Graves County,III,21,52883,0,0
2022 - 2023,205 Graves County,III,22,53140,0,0
2022 - 2023,205 Graves County,III,23,53387,0,0
