Fiscal Year,District,Rank,Years,,I,II,III
2016 - 2017,065 Breckinridge County,IV,2,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,3,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,4,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,5,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,6,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,7,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,8,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,9,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,10,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,11,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,12,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,13,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,14,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,15,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,16,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,17,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,18,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,19,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,20,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,21,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,22,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,23,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,24,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,25,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,26,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,27,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,28,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,29,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,30,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,31,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,32,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,33,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,34,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,35,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,36,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,37,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,38,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,39,,27343,0,0
2016 - 2017,065 Breckinridge County,IV,40,,27343,0,0
2016 - 2017,065 Breckinridge County,V,0,,25563,0,0
2016 - 2017,065 Breckinridge County,V,1,,25563,0,0
2016 - 2017,065 Breckinridge County,V,2,,25563,0,0
2016 - 2017,065 Breckinridge County,V,3,,25563,0,0
2016 - 2017,065 Breckinridge County,V,4,,25563,0,0
2016 - 2017,065 Breckinridge County,V,5,,25563,0,0
2016 - 2017,065 Breckinridge County,V,6,,25563,0,0
2016 - 2017,065 Breckinridge County,V,7,,25563,0,0
2016 - 2017,065 Breckinridge County,V,8,,25563,0,0
2016 - 2017,065 Breckinridge County,V,9,,25563,0,0
2016 - 2017,065 Breckinridge County,V,10,,25563,0,0
2016 - 2017,065 Breckinridge County,V,11,,25563,0,0
2016 - 2017,065 Breckinridge County,V,12,,25563,0,0
2016 - 2017,065 Breckinridge County,V,13,,25563,0,0
2016 - 2017,065 Breckinridge County,V,14,,25563,0,0
2016 - 2017,065 Breckinridge County,V,15,,25563,0,0
2016 - 2017,065 Breckinridge County,V,16,,25563,0,0
2016 - 2017,065 Breckinridge County,V,17,,25563,0,0
2016 - 2017,065 Breckinridge County,V,18,,25563,0,0
2016 - 2017,065 Breckinridge County,V,19,,25563,0,0
2016 - 2017,065 Breckinridge County,V,20,,25563,0,0
2016 - 2017,065 Breckinridge County,V,21,,25563,0,0
2016 - 2017,065 Breckinridge County,V,22,,25563,0,0
2016 - 2017,065 Breckinridge County,V,23,,25563,0,0
2016 - 2017,065 Breckinridge County,V,24,,25563,0,0
2016 - 2017,065 Breckinridge County,V,25,,25563,0,0
2016 - 2017,065 Breckinridge County,V,26,,25563,0,0
2016 - 2017,065 Breckinridge County,V,27,,25563,0,0
2016 - 2017,065 Breckinridge County,V,28,,25563,0,0
2016 - 2017,065 Breckinridge County,V,29,,25563,0,0
2016 - 2017,065 Breckinridge County,V,30,,25563,0,0
2016 - 2017,065 Breckinridge County,V,31,,25563,0,0
2016 - 2017,065 Breckinridge County,V,32,,25563,0,0
2016 - 2017,065 Breckinridge County,V,33,,25563,0,0
2016 - 2017,065 Breckinridge County,V,34,,25563,0,0
2016 - 2017,065 Breckinridge County,V,35,,25563,0,0
2016 - 2017,065 Breckinridge County,V,36,,25563,0,0
2016 - 2017,065 Breckinridge County,V,37,,25563,0,0
2016 - 2017,065 Breckinridge County,V,38,,25563,0,0
2016 - 2017,065 Breckinridge County,V,39,,25563,0,0
2016 - 2017,065 Breckinridge County,V,40,,25563,0,0
2016 - 2017,071 Bullitt County,I,0,,47247,0,0
2016 - 2017,071 Bullitt County,I,1,,47978,0,0
2016 - 2017,071 Bullitt County,I,2,,48899,0,0
2016 - 2017,071 Bullitt County,I,3,,49828,0,0
2016 - 2017,071 Bullitt County,I,4,,51719,0,0
2016 - 2017,071 Bullitt County,I,5,,52067,0,0
2016 - 2017,071 Bullitt County,I,6,,53013,0,0
2016 - 2017,071 Bullitt County,I,7,,53966,0,0
2016 - 2017,071 Bullitt County,I,8,,54911,0,0
2016 - 2017,071 Bullitt County,I,9,,55860,0,0
2016 - 2017,071 Bullitt County,I,10,,57655,0,0
2016 - 2017,071 Bullitt County,I,11,,58165,0,0
2016 - 2017,071 Bullitt County,I,12,,59108,0,0
2016 - 2017,071 Bullitt County,I,13,,60059,0,0
2016 - 2017,071 Bullitt County,I,14,,61008,0,0
2016 - 2017,071 Bullitt County,I,15,,62362,0,0
2016 - 2017,071 Bullitt County,I,16,,63310,0,0
2016 - 2017,071 Bullitt County,I,17,,64261,0,0
2016 - 2017,071 Bullitt County,I,18,,65210,0,0
2016 - 2017,071 Bullitt County,I,19,,66156,0,0
2016 - 2017,071 Bullitt County,I,20,,67509,0,0
2016 - 2017,071 Bullitt County,I,21,,68459,0,0
2016 - 2017,071 Bullitt County,I,22,,69826,0,0
2016 - 2017,071 Bullitt County,I,23,,69826,0,0
2016 - 2017,071 Bullitt County,I,24,,69826,0,0
2016 - 2017,071 Bullitt County,I,25,,69826,0,0
2016 - 2017,071 Bullitt County,I,26,,69826,0,0
2016 - 2017,071 Bullitt County,I,27,,69826,0,0
2016 - 2017,071 Bullitt County,I,28,,69826,0,0
2016 - 2017,071 Bullitt County,I,29,,69826,0,0
2016 - 2017,071 Bullitt County,I,30,,69826,0,0
2016 - 2017,071 Bullitt County,I,31,,69826,0,0
2016 - 2017,071 Bullitt County,I,32,,69826,0,0
2016 - 2017,071 Bullitt County,I,33,,69826,0,0
2016 - 2017,071 Bullitt County,I,34,,69826,0,0
2016 - 2017,071 Bullitt County,I,35,,69826,0,0
2016 - 2017,071 Bullitt County,I,36,,69826,0,0
2016 - 2017,071 Bullitt County,I,37,,69826,0,0
2016 - 2017,071 Bullitt County,I,38,,69826,0,0
2016 - 2017,071 Bullitt County,I,39,,69826,0,0
2016 - 2017,071 Bullitt County,I,40,,69826,0,0
2016 - 2017,071 Bullitt County,II,0,,42807,43331,0
2016 - 2017,071 Bullitt County,II,1,,43522,44137,0
2016 - 2017,071 Bullitt County,II,2,,44427,45041,0
2016 - 2017,071 Bullitt County,II,3,,45327,45943,0
2016 - 2017,071 Bullitt County,II,4,,47247,47782,0
2016 - 2017,071 Bullitt County,II,5,,47526,48145,0
2016 - 2017,071 Bullitt County,II,6,,48430,49051,0
2016 - 2017,071 Bullitt County,II,7,,49336,49950,0
2016 - 2017,071 Bullitt County,II,8,,50237,50854,0
2016 - 2017,071 Bullitt County,II,9,,51146,51764,0
2016 - 2017,071 Bullitt County,II,10,,53035,53579,0
2016 - 2017,071 Bullitt County,II,11,,53372,54007,0
2016 - 2017,071 Bullitt County,II,12,,54300,54935,0
2016 - 2017,071 Bullitt County,II,13,,55232,55864,0
2016 - 2017,071 Bullitt County,II,14,,56159,56789,0
2016 - 2017,071 Bullitt County,II,15,,57488,58121,0
2016 - 2017,071 Bullitt County,II,16,,58422,59051,0
2016 - 2017,071 Bullitt County,II,17,,59349,59976,0
2016 - 2017,071 Bullitt County,II,18,,60272,60907,0
2016 - 2017,071 Bullitt County,II,19,,61201,61836,0
2016 - 2017,071 Bullitt County,II,20,,62133,62764,0
2016 - 2017,071 Bullitt County,II,21,,63377,64020,0
2016 - 2017,071 Bullitt County,II,22,,63377,64020,0
2016 - 2017,071 Bullitt County,II,23,,63377,64020,0
2016 - 2017,071 Bullitt County,II,24,,63377,64020,0
2016 - 2017,071 Bullitt County,II,25,,63377,64020,0
2016 - 2017,071 Bullitt County,II,26,,63377,64020,0
2016 - 2017,071 Bullitt County,II,27,,63377,64020,0
2016 - 2017,071 Bullitt County,II,28,,63377,64020,0
2016 - 2017,071 Bullitt County,II,29,,63377,64020,0
2016 - 2017,071 Bullitt County,II,30,,63377,64020,0
2016 - 2017,071 Bullitt County,II,31,,63377,64020,0
2016 - 2017,071 Bullitt County,II,32,,63377,64020,0
2016 - 2017,071 Bullitt County,II,33,,63377,64020,0
2016 - 2017,071 Bullitt County,II,34,,63377,64020,0
2016 - 2017,071 Bullitt County,II,35,,63377,64020,0
2016 - 2017,071 Bullitt County,II,36,,63377,64020,0
2016 - 2017,071 Bullitt County,II,37,,63377,64020,0
2016 - 2017,071 Bullitt County,II,38,,63377,64020,0
2016 - 2017,071 Bullitt County,II,39,,63377,64020,0
2016 - 2017,071 Bullitt County,II,40,,63377,64020,0
2016 - 2017,071 Bullitt County,III,0,,38288,38818,0
2016 - 2017,071 Bullitt County,III,1,,39043,39660,0
2016 - 2017,071 Bullitt County,III,2,,39935,40552,0
2016 - 2017,071 Bullitt County,III,3,,40832,41446,0
2016 - 2017,071 Bullitt County,III,4,,42807,43331,0
2016 - 2017,071 Bullitt County,III,5,,43009,43624,0
2016 - 2017,071 Bullitt County,III,6,,43903,44517,0
2016 - 2017,071 Bullitt County,III,7,,44796,45409,0
2016 - 2017,071 Bullitt County,III,8,,45687,46304,0
2016 - 2017,071 Bullitt County,III,9,,46584,47200,0
2016 - 2017,071 Bullitt County,III,10,,48516,49044,0
2016 - 2017,071 Bullitt County,III,11,,48762,49376,0
2016 - 2017,071 Bullitt County,III,12,,49659,50274,0
2016 - 2017,071 Bullitt County,III,13,,50550,51163,0
2016 - 2017,071 Bullitt County,III,14,,51441,52059,0
2016 - 2017,071 Bullitt County,III,15,,52741,53373,0
2016 - 2017,071 Bullitt County,III,16,,53661,54294,0
2016 - 2017,071 Bullitt County,III,17,,54578,55213,0
2016 - 2017,071 Bullitt County,III,18,,55497,56130,0
2016 - 2017,071 Bullitt County,III,19,,56413,57045,0
2016 - 2017,071 Bullitt County,III,20,,57330,57960,0
2016 - 2017,071 Bullitt County,III,21,,58476,59119,0
2016 - 2017,071 Bullitt County,III,22,,58476,59119,0
2016 - 2017,071 Bullitt County,III,23,,58476,59119,0
2016 - 2017,071 Bullitt County,III,24,,58476,59119,0
2016 - 2017,071 Bullitt County,III,25,,58476,59119,0
2016 - 2017,071 Bullitt County,III,26,,58476,59119,0
2016 - 2017,071 Bullitt County,III,27,,58476,59119,0
2016 - 2017,071 Bullitt County,III,28,,58476,59119,0
2016 - 2017,071 Bullitt County,III,29,,58476,59119,0
2016 - 2017,071 Bullitt County,III,30,,58476,59119,0
2016 - 2017,071 Bullitt County,III,31,,58476,59119,0
2016 - 2017,071 Bullitt County,III,32,,58476,59119,0
2016 - 2017,071 Bullitt County,III,33,,58476,59119,0
2016 - 2017,071 Bullitt County,III,34,,58476,59119,0
2016 - 2017,071 Bullitt County,III,35,,58476,59119,0
2016 - 2017,071 Bullitt County,III,36,,58476,59119,0
2016 - 2017,071 Bullitt County,III,37,,58476,59119,0
2016 - 2017,071 Bullitt County,III,38,,58476,59119,0
2016 - 2017,071 Bullitt County,III,39,,58476,59119,0
2016 - 2017,071 Bullitt County,III,40,,58476,59119,0
2016 - 2017,071 Bullitt County,IV,0,,33541,0,0
2016 - 2017,071 Bullitt County,IV,1,,33541,0,0
2016 - 2017,071 Bullitt County,IV,2,,33541,0,0
2016 - 2017,071 Bullitt County,IV,3,,33541,0,0
2016 - 2017,071 Bullitt County,IV,4,,33541,0,0
2016 - 2017,071 Bullitt County,IV,5,,33541,0,0
2016 - 2017,071 Bullitt County,IV,6,,33541,0,0
2016 - 2017,071 Bullitt County,IV,7,,33541,0,0
2016 - 2017,071 Bullitt County,IV,8,,33541,0,0
2016 - 2017,071 Bullitt County,IV,9,,33541,0,0
2016 - 2017,071 Bullitt County,IV,10,,33541,0,0
2016 - 2017,071 Bullitt County,IV,11,,33541,0,0
2016 - 2017,071 Bullitt County,IV,12,,33541,0,0
2016 - 2017,071 Bullitt County,IV,13,,33541,0,0
2016 - 2017,071 Bullitt County,IV,14,,33541,0,0
2016 - 2017,071 Bullitt County,IV,15,,33541,0,0
2016 - 2017,071 Bullitt County,IV,16,,33541,0,0
2016 - 2017,071 Bullitt County,IV,17,,33541,0,0
2016 - 2017,071 Bullitt County,IV,18,,33541,0,0
2016 - 2017,071 Bullitt County,IV,19,,33541,0,0
2016 - 2017,071 Bullitt County,IV,20,,33541,0,0
2016 - 2017,071 Bullitt County,IV,21,,33541,0,0
2016 - 2017,071 Bullitt County,IV,22,,33541,0,0
2016 - 2017,071 Bullitt County,IV,23,,33541,0,0
2016 - 2017,071 Bullitt County,IV,24,,33541,0,0
2016 - 2017,071 Bullitt County,IV,25,,33541,0,0
2016 - 2017,071 Bullitt County,IV,26,,33541,0,0
2016 - 2017,071 Bullitt County,IV,27,,33541,0,0
2016 - 2017,071 Bullitt County,IV,28,,33541,0,0
2016 - 2017,071 Bullitt County,IV,29,,33541,0,0
2016 - 2017,071 Bullitt County,IV,30,,33541,0,0
2016 - 2017,071 Bullitt County,IV,31,,33541,0,0
2016 - 2017,071 Bullitt County,IV,32,,33541,0,0
2016 - 2017,071 Bullitt County,IV,33,,33541,0,0
2016 - 2017,071 Bullitt County,IV,34,,33541,0,0
2016 - 2017,071 Bullitt County,IV,35,,33541,0,0
2016 - 2017,071 Bullitt County,IV,36,,33541,0,0
2016 - 2017,071 Bullitt County,IV,37,,33541,0,0
2016 - 2017,071 Bullitt County,IV,38,,33541,0,0
2016 - 2017,071 Bullitt County,IV,39,,33541,0,0
2016 - 2017,071 Bullitt County,IV,40,,33541,0,0
2016 - 2017,071 Bullitt County,V,0,,31279,0,0
2016 - 2017,071 Bullitt County,V,1,,31279,0,0
2016 - 2017,071 Bullitt County,V,2,,31279,0,0
2016 - 2017,071 Bullitt County,V,3,,31279,0,0
2016 - 2017,071 Bullitt County,V,4,,31279,0,0
2016 - 2017,071 Bullitt County,V,5,,31279,0,0
2016 - 2017,071 Bullitt County,V,6,,31279,0,0
2016 - 2017,071 Bullitt County,V,7,,31279,0,0
2016 - 2017,071 Bullitt County,V,8,,31279,0,0
2016 - 2017,071 Bullitt County,V,9,,31279,0,0
2016 - 2017,071 Bullitt County,V,10,,31279,0,0
2016 - 2017,071 Bullitt County,V,11,,31279,0,0
2016 - 2017,071 Bullitt County,V,12,,31279,0,0
2016 - 2017,071 Bullitt County,V,13,,31279,0,0
2016 - 2017,071 Bullitt County,V,14,,31279,0,0
2016 - 2017,071 Bullitt County,V,15,,31279,0,0
2016 - 2017,071 Bullitt County,V,16,,31279,0,0
2016 - 2017,071 Bullitt County,V,17,,31279,0,0
2016 - 2017,071 Bullitt County,V,18,,31279,0,0
2016 - 2017,071 Bullitt County,V,19,,31279,0,0
2016 - 2017,071 Bullitt County,V,20,,31279,0,0
2016 - 2017,071 Bullitt County,V,21,,31279,0,0
2016 - 2017,071 Bullitt County,V,22,,31279,0,0
2016 - 2017,071 Bullitt County,V,23,,31279,0,0
2016 - 2017,071 Bullitt County,V,24,,31279,0,0
2016 - 2017,071 Bullitt County,V,25,,31279,0,0
2016 - 2017,071 Bullitt County,V,26,,31279,0,0
2016 - 2017,071 Bullitt County,V,27,,31279,0,0
2016 - 2017,071 Bullitt County,V,28,,31279,0,0
2016 - 2017,071 Bullitt County,V,29,,31279,0,0
2016 - 2017,071 Bullitt County,V,30,,31279,0,0
2016 - 2017,071 Bullitt County,V,31,,31279,0,0
2016 - 2017,071 Bullitt County,V,32,,31279,0,0
2016 - 2017,071 Bullitt County,V,33,,31279,0,0
2016 - 2017,071 Bullitt County,V,34,,31279,0,0
2016 - 2017,071 Bullitt County,V,35,,31279,0,0
2016 - 2017,071 Bullitt County,V,36,,31279,0,0
2016 - 2017,071 Bullitt County,V,37,,31279,0,0
2016 - 2017,071 Bullitt County,V,38,,31279,0,0
2016 - 2017,071 Bullitt County,V,39,,31279,0,0
2016 - 2017,071 Bullitt County,V,40,,31279,0,0
2016 - 2017,072 Burgin Independent,I,0,,42627,0,0
2016 - 2017,072 Burgin Independent,I,1,,42627,0,0
2016 - 2017,072 Burgin Independent,I,2,,42627,0,0
2016 - 2017,072 Burgin Independent,I,3,,42627,0,0
2016 - 2017,072 Burgin Independent,I,4,,46769,0,0
2016 - 2017,072 Burgin Independent,I,5,,46769,0,0
2016 - 2017,072 Burgin Independent,I,6,,46769,0,0
2016 - 2017,072 Burgin Independent,I,7,,46769,0,0
2016 - 2017,072 Burgin Independent,I,8,,46769,0,0
2016 - 2017,072 Burgin Independent,I,9,,46769,0,0
2016 - 2017,072 Burgin Independent,I,10,,52262,0,0
2016 - 2017,072 Burgin Independent,I,11,,52262,0,0
2016 - 2017,072 Burgin Independent,I,12,,52262,0,0
2016 - 2017,072 Burgin Independent,I,13,,52262,0,0
2016 - 2017,072 Burgin Independent,I,14,,52262,0,0
2016 - 2017,072 Burgin Independent,I,15,,54101,0,0
2016 - 2017,072 Burgin Independent,I,16,,54101,0,0
2016 - 2017,072 Burgin Independent,I,17,,54101,0,0
2016 - 2017,072 Burgin Independent,I,18,,54101,0,0
2016 - 2017,072 Burgin Independent,I,19,,54101,0,0
2016 - 2017,072 Burgin Independent,I,20,,55448,0,0
2016 - 2017,072 Burgin Independent,I,21,,55570,0,0
2016 - 2017,072 Burgin Independent,I,22,,55665,0,0
2016 - 2017,072 Burgin Independent,I,23,,55897,0,0
2016 - 2017,072 Burgin Independent,I,24,,56134,0,0
2016 - 2017,072 Burgin Independent,I,25,,56371,0,0
2016 - 2017,072 Burgin Independent,I,26,,56607,0,0
2016 - 2017,072 Burgin Independent,I,27,,56842,0,0
2016 - 2017,072 Burgin Independent,I,28,,56842,0,0
2016 - 2017,072 Burgin Independent,I,29,,56842,0,0
2016 - 2017,072 Burgin Independent,I,30,,56842,0,0
2016 - 2017,072 Burgin Independent,I,31,,56842,0,0
2016 - 2017,072 Burgin Independent,I,32,,56842,0,0
2016 - 2017,072 Burgin Independent,I,33,,56842,0,0
2016 - 2017,072 Burgin Independent,I,34,,56842,0,0
2016 - 2017,072 Burgin Independent,I,35,,56842,0,0
2016 - 2017,072 Burgin Independent,I,36,,56842,0,0
2016 - 2017,072 Burgin Independent,I,37,,56842,0,0
2016 - 2017,072 Burgin Independent,I,38,,56842,0,0
2016 - 2017,072 Burgin Independent,I,39,,56842,0,0
2016 - 2017,072 Burgin Independent,I,40,,56842,0,0
2016 - 2017,072 Burgin Independent,II,0,,38573,0,0
2016 - 2017,072 Burgin Independent,II,1,,38573,0,0
2016 - 2017,072 Burgin Independent,II,2,,38573,0,0
2016 - 2017,072 Burgin Independent,II,3,,38573,0,0
2016 - 2017,072 Burgin Independent,II,4,,42774,0,0
2016 - 2017,072 Burgin Independent,II,5,,42774,0,0
2016 - 2017,072 Burgin Independent,II,6,,42774,0,0
2016 - 2017,072 Burgin Independent,II,7,,42774,0,0
2016 - 2017,072 Burgin Independent,II,8,,42774,0,0
2016 - 2017,072 Burgin Independent,II,9,,42774,0,0
2016 - 2017,072 Burgin Independent,II,10,,48207,0,0
2016 - 2017,072 Burgin Independent,II,11,,48207,0,0
2016 - 2017,072 Burgin Independent,II,12,,48207,0,0
2016 - 2017,072 Burgin Independent,II,13,,48207,0,0
2016 - 2017,072 Burgin Independent,II,14,,48207,0,0
2016 - 2017,072 Burgin Independent,II,15,,50035,0,0
2016 - 2017,072 Burgin Independent,II,16,,50035,0,0
2016 - 2017,072 Burgin Independent,II,17,,50035,0,0
2016 - 2017,072 Burgin Independent,II,18,,50035,0,0
2016 - 2017,072 Burgin Independent,II,19,,50035,0,0
2016 - 2017,072 Burgin Independent,II,20,,51570,0,0
2016 - 2017,072 Burgin Independent,II,21,,51784,0,0
2016 - 2017,072 Burgin Independent,II,22,,52000,0,0
2016 - 2017,072 Burgin Independent,II,23,,52211,0,0
2016 - 2017,072 Burgin Independent,II,24,,52426,0,0
2016 - 2017,072 Burgin Independent,II,25,,52646,0,0
2016 - 2017,072 Burgin Independent,II,26,,52855,0,0
2016 - 2017,072 Burgin Independent,II,27,,53071,0,0
2016 - 2017,072 Burgin Independent,II,28,,53071,0,0
2016 - 2017,072 Burgin Independent,II,29,,53071,0,0
2016 - 2017,072 Burgin Independent,II,30,,53071,0,0
2016 - 2017,072 Burgin Independent,II,31,,53071,0,0
2016 - 2017,072 Burgin Independent,II,32,,53071,0,0
2016 - 2017,072 Burgin Independent,II,33,,53071,0,0
2016 - 2017,072 Burgin Independent,II,34,,53071,0,0
2016 - 2017,072 Burgin Independent,II,35,,53071,0,0
2016 - 2017,072 Burgin Independent,II,36,,53071,0,0
2016 - 2017,072 Burgin Independent,II,37,,53071,0,0
2016 - 2017,072 Burgin Independent,II,38,,53071,0,0
2016 - 2017,072 Burgin Independent,II,39,,53071,0,0
2016 - 2017,072 Burgin Independent,II,40,,53071,0,0
2016 - 2017,072 Burgin Independent,III,0,,34463,0,0
2016 - 2017,072 Burgin Independent,III,1,,34463,0,0
2016 - 2017,072 Burgin Independent,III,2,,34463,0,0
2016 - 2017,072 Burgin Independent,III,3,,34463,0,0
2016 - 2017,072 Burgin Independent,III,4,,38792,0,0
2016 - 2017,072 Burgin Independent,III,5,,38792,0,0
2016 - 2017,072 Burgin Independent,III,6,,38792,0,0
2016 - 2017,072 Burgin Independent,III,7,,38792,0,0
2016 - 2017,072 Burgin Independent,III,8,,38792,0,0
2016 - 2017,072 Burgin Independent,III,9,,38792,0,0
2016 - 2017,072 Burgin Independent,III,10,,44734,0,0
2016 - 2017,072 Burgin Independent,III,11,,44734,0,0
2016 - 2017,072 Burgin Independent,III,12,,44734,0,0
2016 - 2017,072 Burgin Independent,III,13,,44734,0,0
2016 - 2017,072 Burgin Independent,III,14,,44734,0,0
2016 - 2017,072 Burgin Independent,III,15,,46739,0,0
2016 - 2017,072 Burgin Independent,III,16,,46739,0,0
2016 - 2017,072 Burgin Independent,III,17,,46739,0,0
2016 - 2017,072 Burgin Independent,III,18,,46739,0,0
2016 - 2017,072 Burgin Independent,III,19,,46739,0,0
2016 - 2017,072 Burgin Independent,III,20,,46982,0,0
2016 - 2017,072 Burgin Independent,III,21,,47173,0,0
2016 - 2017,072 Burgin Independent,III,22,,47370,0,0
2016 - 2017,072 Burgin Independent,III,23,,47565,0,0
2016 - 2017,072 Burgin Independent,III,24,,47755,0,0
2016 - 2017,072 Burgin Independent,III,25,,47948,0,0
2016 - 2017,072 Burgin Independent,III,26,,48145,0,0
2016 - 2017,072 Burgin Independent,III,27,,48337,0,0
2016 - 2017,072 Burgin Independent,III,28,,48337,0,0
2016 - 2017,072 Burgin Independent,III,29,,48337,0,0
2016 - 2017,072 Burgin Independent,III,30,,48337,0,0
2016 - 2017,072 Burgin Independent,III,31,,48337,0,0
2016 - 2017,072 Burgin Independent,III,32,,48337,0,0
2016 - 2017,072 Burgin Independent,III,33,,48337,0,0
2016 - 2017,072 Burgin Independent,III,34,,48337,0,0
2016 - 2017,072 Burgin Independent,III,35,,48337,0,0
2016 - 2017,072 Burgin Independent,III,36,,48337,0,0
2016 - 2017,072 Burgin Independent,III,37,,48337,0,0
2016 - 2017,072 Burgin Independent,III,38,,48337,0,0
2016 - 2017,072 Burgin Independent,III,39,,48337,0,0
2016 - 2017,072 Burgin Independent,III,40,,48337,0,0
2016 - 2017,072 Burgin Independent,IV,0,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,1,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,2,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,3,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,4,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,5,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,6,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,7,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,8,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,9,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,10,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,11,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,12,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,13,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,14,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,15,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,16,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,17,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,18,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,19,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,20,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,21,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,22,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,23,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,24,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,25,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,26,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,27,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,28,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,29,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,30,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,31,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,32,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,33,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,34,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,35,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,36,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,37,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,38,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,39,,30393,0,0
2016 - 2017,072 Burgin Independent,IV,40,,30393,0,0
2016 - 2017,072 Burgin Independent,V,0,,28387,0,0
2016 - 2017,072 Burgin Independent,V,1,,28387,0,0
2016 - 2017,072 Burgin Independent,V,2,,28387,0,0
2016 - 2017,072 Burgin Independent,V,3,,28387,0,0
2016 - 2017,072 Burgin Independent,V,4,,28387,0,0
2016 - 2017,072 Burgin Independent,V,5,,28387,0,0
2016 - 2017,072 Burgin Independent,V,6,,28387,0,0
2016 - 2017,072 Burgin Independent,V,7,,28387,0,0
2016 - 2017,072 Burgin Independent,V,8,,28387,0,0
2016 - 2017,072 Burgin Independent,V,9,,28387,0,0
2016 - 2017,072 Burgin Independent,V,10,,28387,0,0
2016 - 2017,072 Burgin Independent,V,11,,28387,0,0
2016 - 2017,072 Burgin Independent,V,12,,28387,0,0
2016 - 2017,072 Burgin Independent,V,13,,28387,0,0
2016 - 2017,072 Burgin Independent,V,14,,28387,0,0
2016 - 2017,072 Burgin Independent,V,15,,28387,0,0
